label,name,dim,maximize,repetitions,iter_max,n_starts,seed,best_opt,algo,time_avg,rMSE,AE50,AE95,AE99,fopt_mean,fopt_sd
Rastrigin_10d,Rastrigin,10,False,20,300,10,20260728,2.842170943040401e-14,SMCO,0.4948028655955568,4.226265478789135,4.072889441836061,5.083033441498401,5.1030407419505766,4.16875750171006,0.7128746764747926
Rastrigin_10d,Rastrigin,10,False,20,300,10,20260728,2.842170943040401e-14,SMCO_R,0.5049026817083359,4.157426007574456,3.987883902487738,5.975485218582844,5.976570753585272,3.987608082235506,1.2066363822176696
Rastrigin_10d,Rastrigin,10,False,20,300,10,20260728,2.842170943040401e-14,SMCO_BR,0.504609468500712,4.235629847305513,3.9888672016266398,5.036453138867579,5.788723517019028,4.137906416559399,0.928094080520377
Rastrigin_10d,Rastrigin,10,False,20,300,10,20260728,2.842170943040401e-14,SMCO_EVO,0.5028009835426929,4.340792479201883,4.088763586709703,5.1182811089107805,5.848112673173183,4.266160078922082,0.8222930253148735
Rastrigin_10d,Rastrigin,10,False,20,300,10,20260728,2.842170943040401e-14,SMCO_R_EVO,0.501934402048937,4.157269670552691,3.987849022174629,5.032968040099948,5.786874568861809,4.086522671088118,0.7835301844052033
Rastrigin_10d,Rastrigin,10,False,20,300,10,20260728,2.842170943040401e-14,SMCO_BR_EVO,0.5350080693577184,4.170404889583708,3.9884584192044485,5.9743883124538595,5.975836104406254,4.087807746006649,0.8473517723205063
Rastrigin_10d,Rastrigin,10,False,20,300,10,20260728,2.842170943040401e-14,GD,0.3669974966003792,92.7271913266159,96.11986593372428,111.8525277299869,125.12198835450002,90.33522747563279,21.46916241958302
Rastrigin_10d,Rastrigin,10,False,20,300,10,20260728,2.842170943040401e-14,SignGD,0.19559774640365504,56.75160899385523,59.00075168921063,65.16952176518005,66.53887007954249,55.987641557098605,9.521671473415795
Rastrigin_10d,Rastrigin,10,False,20,300,10,20260728,2.842170943040401e-14,ADAM,0.40475638810894454,56.03943784710924,57.70738760236026,64.77149569420462,66.28382963394148,55.269725902868764,9.496591789843684
Rastrigin_10d,Rastrigin,10,False,20,300,10,20260728,2.842170943040401e-14,SPSA,0.13637140974460635,76.46327903387224,77.7964935629567,86.4849950379064,90.63433598355324,76.02113680998275,8.424263124401726
Rastrigin_10d,Rastrigin,10,False,20,300,10,20260728,2.842170943040401e-14,optimLBFGS,0.054599378898274153,36.93079362476048,35.81841761335401,51.83712121882648,53.34941238213536,35.07217431884572,11.86884937903685
Rastrigin_10d,Rastrigin,10,False,20,300,10,20260728,2.842170943040401e-14,optimNM,0.12094426935364026,61.63312381765137,63.98579875707806,69.59036524129026,71.40338596849449,60.92978553421798,9.525764855388607
Rastrigin_10d,Rastrigin,10,False,20,300,10,20260728,2.842170943040401e-14,BOBYQA,2.7560008614964318,53.972049307021486,55.21996412084877,62.78163413875004,64.29387925888062,53.23007791187449,9.150260962360486
Rastrigin_10d,Rastrigin,10,False,20,300,10,20260728,2.842170943040401e-14,GenSA,0.2547260161460144,3.2249561507769095e-14,2.842170943040401e-14,5.826450433232824e-14,7.986500349943522e-14,5.186961971048731e-14,2.2716321999843512e-14
Rastrigin_10d,Rastrigin,10,False,20,300,10,20260728,2.842170943040401e-14,SA,1.9140796053019584,3.074729364763512,2.984877171279905,3.979836228373178,3.9798362283732427,3.034625124134697,0.5078447986185052
Rastrigin_10d,Rastrigin,10,False,20,300,10,20260728,2.842170943040401e-14,DEoptim,2.229234146894305,11.541132927092603,11.858211779263122,14.379013229230697,15.864371401143638,11.163614981753572,3.0037607620744
Rastrigin_10d,Rastrigin,10,False,20,300,10,20260728,2.842170943040401e-14,GA,0.3882392444967991,7.24681331998059,7.432782275970041,8.750446183169661,8.763899101959858,7.128879804809445,1.3358915900029433
Rastrigin_10d,Rastrigin,10,False,20,300,10,20260728,2.842170943040401e-14,PSO,0.10286606420413591,7.770187563452897,6.518176198686639,11.193385190321528,14.974644439091179,7.127382788979493,3.1749395933909446
