strategy,start_fraction,n_starts,algo,func,dim,rep,fopt,time,iterations,seed
rand1bin,1/2,16,SMCO_EVO,Rastrigin,1000,0,-2519.067833116509,413.12979653291404,316,1992977623
rand1bin,1/2,16,SMCO_BR_EVO,Rastrigin,1000,0,-2537.526064110023,460.41670702956617,166,1992977623
rand1bin,1/2,16,SMCO_R_EVO,Rastrigin,1000,0,-2501.4533963300473,461.61342826858163,316,1992977623
rand1bin,3/4,24,SMCO_R_EVO,Rastrigin,1000,0,-7827.022905052228,552.6584271900356,324,1992977623
rand1bin,3/4,24,SMCO_BR_EVO,Rastrigin,1000,0,-7836.181227960302,553.9647754179314,174,1992977623
rand1bin,2/3,21,SMCO_EVO,Rastrigin,1000,0,-6113.522716850213,567.2277077315375,321,1992977623
rand1bin,4/5,25,SMCO_BR_EVO,Rastrigin,1000,0,-8010.653816711174,577.3672700338066,175,1992977623
rand1bin,4/5,25,SMCO_R_EVO,Rastrigin,1000,0,-7972.967749433783,592.3385268570855,325,1992977623
rand1bin,2/3,21,SMCO_BR_EVO,Rastrigin,1000,0,-6124.066318783972,595.2462481157854,171,1992977623
rand1bin,2/3,21,SMCO_R_EVO,Rastrigin,1000,0,-6082.593430028224,604.0163491051644,321,1992977623
rand1bin,3/4,24,SMCO_EVO,Rastrigin,1000,0,-7816.962959385981,675.6230295132846,324,1992977623
rand1bin,4/5,25,SMCO_EVO,Rastrigin,1000,0,-7997.257667807199,691.9454179136083,325,1992977623
rand1bin,full,32,SMCO_BR_EVO,Rastrigin,1000,0,-8110.471836096436,768.0062282392755,182,1992977623
rand1bin,1/2,16,SMCO_EVO,Rastrigin,1000,1,-2461.656105486637,374.42594635207206,316,802871722
rand1bin,full,32,SMCO_BR_EVO,Rastrigin,1000,1,-8037.141416676658,851.066675523296,182,802871722
rand1bin,full,32,SMCO_R_EVO,Rastrigin,1000,1,-8004.497138120034,858.3799626287073,332,802871722
rand1bin,full,32,SMCO_EVO,Rastrigin,1000,1,-8027.848604429964,875.18455536291,332,802871722
rand1bin,1/2,16,SMCO_R_EVO,Rastrigin,1000,1,-2464.477496739799,416.47818476334214,316,802871722
rand1bin,full,32,SMCO_R_EVO,Rastrigin,1000,0,-8077.196048066335,893.5290414923802,332,1992977623
rand1bin,1/2,16,SMCO_BR_EVO,Rastrigin,1000,1,-2473.949287548565,437.37423228565603,166,802871722
rand1bin,full,32,SMCO_EVO,Rastrigin,1000,0,-8100.247472905403,910.3975739283487,332,1992977623
rand1bin,2/3,21,SMCO_EVO,Rastrigin,1000,1,-6022.209643575925,555.9482452524826,321,802871722
rand1bin,2/3,21,SMCO_R_EVO,Rastrigin,1000,1,-6004.864541724723,572.3582898490131,321,802871722
rand1bin,2/3,21,SMCO_BR_EVO,Rastrigin,1000,1,-6029.399117321704,579.3881490044296,171,802871722
rand1bin,3/4,24,SMCO_EVO,Rastrigin,1000,1,-7713.132225937731,624.5163880586624,324,802871722
rand1bin,3/4,24,SMCO_R_EVO,Rastrigin,1000,1,-7689.006640829453,618.0801783045754,324,802871722
rand1bin,3/4,24,SMCO_BR_EVO,Rastrigin,1000,1,-7728.860406194535,648.4085487024859,174,802871722
rand1bin,4/5,25,SMCO_EVO,Rastrigin,1000,1,-7833.357833713584,645.2796124331653,325,802871722
rand1bin,1/2,16,SMCO_EVO,Rastrigin,1000,2,-2525.228310649298,407.1098337797448,316,986617303
rand1bin,1/2,16,SMCO_BR_EVO,Rastrigin,1000,2,-2508.4293621415327,420.0869151484221,166,986617303
rand1bin,1/2,16,SMCO_R_EVO,Rastrigin,1000,2,-2486.2350147109173,421.8312406456098,316,986617303
rand1bin,4/5,25,SMCO_R_EVO,Rastrigin,1000,1,-7801.997739553209,665.8826827555895,325,802871722
rand1bin,4/5,25,SMCO_BR_EVO,Rastrigin,1000,1,-7846.658745424282,658.2014771485701,175,802871722
rand1bin,2/3,21,SMCO_EVO,Rastrigin,1000,2,-6032.78242689359,526.3182900035754,321,986617303
rand1bin,2/3,21,SMCO_R_EVO,Rastrigin,1000,2,-5992.116049294523,561.8008519085124,321,986617303
rand1bin,2/3,21,SMCO_BR_EVO,Rastrigin,1000,2,-6027.106573994071,569.3957870081067,171,986617303
rand1bin,full,32,SMCO_R_EVO,Rastrigin,1000,2,-8033.470753868887,821.1157932775095,332,986617303
rand1bin,full,32,SMCO_EVO,Rastrigin,1000,2,-8056.924052340711,854.503962598741,332,986617303
rand1bin,full,32,SMCO_BR_EVO,Rastrigin,1000,2,-8065.408768062289,857.1490685176104,182,986617303
rand1bin,1/2,16,SMCO_EVO,Rastrigin,1000,3,-2599.3597061079145,414.3290620530024,316,172460067
rand1bin,3/4,24,SMCO_EVO,Rastrigin,1000,2,-7783.1921561402705,635.5068865502253,324,986617303
rand1bin,1/2,16,SMCO_R_EVO,Rastrigin,1000,3,-2600.316830376524,408.3280884837732,316,172460067
rand1bin,3/4,24,SMCO_R_EVO,Rastrigin,1000,2,-7778.251101108346,631.2948592677712,324,986617303
rand1bin,1/2,16,SMCO_BR_EVO,Rastrigin,1000,3,-2620.045751452706,420.763684743084,166,172460067
rand1bin,3/4,24,SMCO_BR_EVO,Rastrigin,1000,2,-7823.372064556731,670.1448881188408,174,986617303
rand1bin,4/5,25,SMCO_EVO,Rastrigin,1000,2,-7928.98838213844,654.0551478182897,325,986617303
rand1bin,4/5,25,SMCO_R_EVO,Rastrigin,1000,2,-7904.725795389792,666.6577200712636,325,986617303
rand1bin,4/5,25,SMCO_BR_EVO,Rastrigin,1000,2,-7942.397236413138,654.5946026146412,175,986617303
rand1bin,2/3,21,SMCO_EVO,Rastrigin,1000,3,-6322.428060919525,545.3077400745824,321,172460067
rand1bin,2/3,21,SMCO_R_EVO,Rastrigin,1000,3,-6301.546581742997,550.3500741161406,321,172460067
rand1bin,2/3,21,SMCO_BR_EVO,Rastrigin,1000,3,-6304.336418124662,583.104472598061,171,172460067
