strategy,pair,func,dim,base_fopt,evo_fopt,absolute_diff,pct_diff
best1bin,SMCO_vs_SMCO_EVO,Rastrigin,2000,57881.3549303,57883.29476627,1.93983597,0.0034
best1bin,SMCO_vs_SMCO_EVO,Rastrigin,3000,86021.13959544,86028.14017522,7.00057978,0.0081
best1bin,SMCO_vs_SMCO_EVO,Rastrigin,4000,114310.45677346,114314.91250138,4.45572792,0.0039
best1bin,SMCO_vs_SMCO_EVO,Rastrigin,50,1711.62747192,1713.53951531,1.91204338,0.1117
best1bin,SMCO_vs_SMCO_EVO,Rastrigin,500,14779.85184275,14779.68241267,-0.16943008,-0.0011
best1bin,SMCO_vs_SMCO_EVO,Rastrigin,5000,142458.32504619,142432.29777746,-26.02726873,-0.0183
best1bin,SMCO_vs_SMCO_EVO,Rosenbrock,100,54630111.70819072,54780042.29941387,149930.59122314,0.2744
best1bin,SMCO_vs_SMCO_EVO,Rosenbrock,1000,463389064.88490987,463443829.07431805,54764.18940824,0.0118
best1bin,SMCO_vs_SMCO_EVO,Rosenbrock,200,103124528.56873003,103140206.49786988,15677.92913985,0.0152
best1bin,SMCO_vs_SMCO_EVO,Rosenbrock,2000,869247612.9724324,869037289.3809952,-210323.5914371,-0.0242
best1bin,SMCO_vs_SMCO_EVO,Rosenbrock,3000,1239722873.845387,1239385157.2331452,-337716.61224174,-0.0272
best1bin,SMCO_vs_SMCO_EVO,Rosenbrock,4000,1601610810.9908462,1607755773.5210905,6144962.53024435,0.3837
best1bin,SMCO_vs_SMCO_EVO,Rosenbrock,50,28590556.0892473,28787769.69336406,197213.60411676,0.6898
best1bin,SMCO_vs_SMCO_EVO,Rosenbrock,500,243714058.24041504,243705721.84840137,-8336.39201367,-0.0034
best1bin,SMCO_vs_SMCO_EVO,Rosenbrock,5000,1953961917.8469484,2043895340.4396203,89933422.5926714,4.6026
best1bin,SMCO_vs_SMCO_EVO,Zakharov,100,3.726719113127506e+17,3.73584180255514e+17,912268942763392.0,0.2448
best1bin,SMCO_vs_SMCO_EVO,Zakharov,200,8.905104024024446e+19,8.921407920290213e+19,1.630389626576732e+17,0.1831
best1bin,SMCO_vs_SMCO_EVO,Zakharov,50,1544460382804846.5,1552340893079980.0,7880510275133.25,0.5102
best1bin,SMCO_vs_SMCO_EVO,Zakharov,500,1.2530257290868337e+23,1.2552496853334792e+23,2.2239562466453986e+20,0.1775
best1bin,SMCO_R_vs_SMCO_R_EVO,Ackley,100,22.03846438,22.17820225,0.13973786,0.6341
best1bin,SMCO_R_vs_SMCO_R_EVO,Ackley,1000,21.94929137,22.1678719,0.21858052,0.9958
best1bin,SMCO_R_vs_SMCO_R_EVO,Ackley,200,21.95328103,22.16018413,0.2069031,0.9425
best1bin,SMCO_R_vs_SMCO_R_EVO,Ackley,2000,21.90054567,22.1584088,0.25786313,1.1774
best1bin,SMCO_R_vs_SMCO_R_EVO,Ackley,3000,21.56366743,22.15591204,0.59224461,2.7465
best1bin,SMCO_R_vs_SMCO_R_EVO,Ackley,4000,21.69659647,22.1188384,0.42224193,1.9461
best1bin,SMCO_R_vs_SMCO_R_EVO,Ackley,50,22.07309395,22.19863324,0.12553929,0.5687
best1bin,SMCO_R_vs_SMCO_R_EVO,Ackley,500,21.9476101,22.16291815,0.21530805,0.981
best1bin,SMCO_R_vs_SMCO_R_EVO,Ackley,5000,21.7257027,22.13135628,0.40565358,1.8672
best1bin,SMCO_R_vs_SMCO_R_EVO,Griewank,100,8565.92068992,8568.60215548,2.68146557,0.0313
best1bin,SMCO_R_vs_SMCO_R_EVO,Griewank,200,16732.05754061,16723.82607777,-8.23146283,-0.0492
best1bin,SMCO_R_vs_SMCO_R_EVO,Griewank,50,4332.10767341,4331.01526578,-1.09240763,-0.0252
best1bin,SMCO_R_vs_SMCO_R_EVO,Rastrigin,100,3268.93924566,3269.60192309,0.66267743,0.0203
best1bin,SMCO_R_vs_SMCO_R_EVO,Rastrigin,1000,29138.03230207,29138.02210024,-0.01020183,-0.0
best1bin,SMCO_R_vs_SMCO_R_EVO,Rastrigin,200,6344.19993499,6344.19792757,-0.00200742,-0.0
best1bin,SMCO_R_vs_SMCO_R_EVO,Rastrigin,2000,57929.57599256,57943.73565598,14.15966342,0.0244
best1bin,SMCO_R_vs_SMCO_R_EVO,Rastrigin,3000,86068.11548492,86094.55559768,26.44011276,0.0307
best1bin,SMCO_R_vs_SMCO_R_EVO,Rastrigin,4000,114374.76422764,114380.51305936,5.74883172,0.005
best1bin,SMCO_R_vs_SMCO_R_EVO,Rastrigin,50,1711.40074284,1712.20786165,0.80711881,0.0472
best1bin,SMCO_R_vs_SMCO_R_EVO,Rastrigin,500,14794.53924205,14794.53721476,-0.0020273,-0.0
best1bin,SMCO_R_vs_SMCO_R_EVO,Rastrigin,5000,142512.25069086,142540.8363879,28.58569704,0.0201
best1bin,SMCO_R_vs_SMCO_R_EVO,Rosenbrock,100,52616803.95826252,52844982.57099104,228178.61272852,0.4337
best1bin,SMCO_R_vs_SMCO_R_EVO,Rosenbrock,1000,422712947.9742656,431293381.85747737,8580433.88321173,2.0298
best1bin,SMCO_R_vs_SMCO_R_EVO,Rosenbrock,200,98101461.91474606,99538918.1399662,1437456.22522014,1.4653
best1bin,SMCO_R_vs_SMCO_R_EVO,Rosenbrock,2000,775822748.1332974,794743124.1546808,18920376.0213834,2.4387
best1bin,SMCO_R_vs_SMCO_R_EVO,Rosenbrock,3000,1094303115.940483,1135294516.5534573,40991400.61297416,3.7459
best1bin,SMCO_R_vs_SMCO_R_EVO,Rosenbrock,4000,1399385030.0219135,1449626148.1335459,50241118.11163235,3.5902
best1bin,SMCO_R_vs_SMCO_R_EVO,Rosenbrock,50,27764812.00991679,28090671.57904389,325859.5691271,1.1736
best1bin,SMCO_R_vs_SMCO_R_EVO,Rosenbrock,500,226905423.5312902,227239253.18552732,333829.65423712,0.1471
best1bin,SMCO_R_vs_SMCO_R_EVO,Rosenbrock,5000,1699574361.5793364,1768504356.366383,68929994.78704691,4.0557
best1bin,SMCO_R_vs_SMCO_R_EVO,Zakharov,100,3.5073620183415974e+17,3.526370052594049e+17,1900803425245184.0,0.5419
best1bin,SMCO_R_vs_SMCO_R_EVO,Zakharov,200,8.126408086905997e+19,8.181832060656185e+19,5.542397375018762e+17,0.682
best1bin,SMCO_R_vs_SMCO_R_EVO,Zakharov,50,1472185536847872.8,1481389278501526.8,9203741653654.0,0.6252
best1bin,SMCO_R_vs_SMCO_R_EVO,Zakharov,500,1.0966824087560668e+23,1.0992078040645922e+23,2.525395308525493e+20,0.2303
best1bin,SMCO_BR_vs_SMCO_BR_EVO,Ackley,100,22.03412869,22.2007607,0.16663201,0.7562
best1bin,SMCO_BR_vs_SMCO_BR_EVO,Ackley,1000,21.94129771,22.1789272,0.23762949,1.083
best1bin,SMCO_BR_vs_SMCO_BR_EVO,Ackley,200,21.97232981,22.20145069,0.22912089,1.0428
best1bin,SMCO_BR_vs_SMCO_BR_EVO,Ackley,2000,21.92156924,22.17491681,0.25334757,1.1557
best1bin,SMCO_BR_vs_SMCO_BR_EVO,Ackley,3000,21.90992625,22.16978212,0.25985587,1.186
best1bin,SMCO_BR_vs_SMCO_BR_EVO,Ackley,4000,21.90941467,22.16507422,0.25565955,1.1669
best1bin,SMCO_BR_vs_SMCO_BR_EVO,Ackley,50,22.06999457,22.21012927,0.1401347,0.635
best1bin,SMCO_BR_vs_SMCO_BR_EVO,Ackley,500,21.94777331,22.17619958,0.22842626,1.0408
best1bin,SMCO_BR_vs_SMCO_BR_EVO,Ackley,5000,21.91259762,22.17089622,0.2582986,1.1788
best1bin,SMCO_BR_vs_SMCO_BR_EVO,Griewank,100,8146.54301849,8155.94859181,9.40557332,0.1155
best1bin,SMCO_BR_vs_SMCO_BR_EVO,Griewank,200,15582.82164854,15606.13133528,23.30968674,0.1496
best1bin,SMCO_BR_vs_SMCO_BR_EVO,Griewank,50,4161.670566,4160.60751926,-1.06304673,-0.0255
best1bin,SMCO_BR_vs_SMCO_BR_EVO,Rastrigin,100,3259.31062261,3261.28389114,1.97326853,0.0605
best1bin,SMCO_BR_vs_SMCO_BR_EVO,Rastrigin,1000,29126.31025437,29125.55358528,-0.7566691,-0.0026
best1bin,SMCO_BR_vs_SMCO_BR_EVO,Rastrigin,200,6336.63125565,6336.71142179,0.08016615,0.0013
best1bin,SMCO_BR_vs_SMCO_BR_EVO,Rastrigin,2000,57911.78566871,57911.57064659,-0.21502212,-0.0004
best1bin,SMCO_BR_vs_SMCO_BR_EVO,Rastrigin,3000,86027.3630172,86031.64588794,4.28287074,0.005
best1bin,SMCO_BR_vs_SMCO_BR_EVO,Rastrigin,4000,114314.06385418,114319.86604742,5.80219324,0.0051
best1bin,SMCO_BR_vs_SMCO_BR_EVO,Rastrigin,50,1713.6892573,1713.20146775,-0.48778954,-0.0285
best1bin,SMCO_BR_vs_SMCO_BR_EVO,Rastrigin,500,14784.4241961,14784.72336393,0.29916784,0.002
best1bin,SMCO_BR_vs_SMCO_BR_EVO,Rastrigin,5000,142460.14573843,142458.48954384,-1.65619459,-0.0012
best1bin,SMCO_BR_vs_SMCO_BR_EVO,Rosenbrock,100,47986687.78786815,48362434.75989135,375746.9720232,0.783
best1bin,SMCO_BR_vs_SMCO_BR_EVO,Rosenbrock,1000,348193067.76848793,372046389.76400423,23853321.9955163,6.8506
best1bin,SMCO_BR_vs_SMCO_BR_EVO,Rosenbrock,200,87336134.89183861,90204671.64436342,2868536.75252481,3.2845
best1bin,SMCO_BR_vs_SMCO_BR_EVO,Rosenbrock,2000,618155929.2741712,685824638.2370745,67668708.96290326,10.9469
best1bin,SMCO_BR_vs_SMCO_BR_EVO,Rosenbrock,3000,859724697.6735848,955288955.6197196,95564257.94613492,11.1157
best1bin,SMCO_BR_vs_SMCO_BR_EVO,Rosenbrock,4000,1091605069.4387069,1273971153.476194,182366084.03748703,16.7062
best1bin,SMCO_BR_vs_SMCO_BR_EVO,Rosenbrock,50,25826421.53841371,26589262.67881824,762841.14040453,2.9537
best1bin,SMCO_BR_vs_SMCO_BR_EVO,Rosenbrock,500,194451615.14885083,203191321.91407925,8739706.76522839,4.4945
best1bin,SMCO_BR_vs_SMCO_BR_EVO,Rosenbrock,5000,1318276891.8457017,1530155403.464967,211878511.61926532,16.0724
best1bin,SMCO_BR_vs_SMCO_BR_EVO,Zakharov,100,3.007640369869114e+17,3.056030285630536e+17,4838991576142144.0,1.6089
best1bin,SMCO_BR_vs_SMCO_BR_EVO,Zakharov,200,6.463198018702149e+19,6.5499903812275495e+19,8.679236252540028e+17,1.3429
best1bin,SMCO_BR_vs_SMCO_BR_EVO,Zakharov,50,1302651618260598.5,1326654041450707.0,24002423190108.5,1.8426
best1bin,SMCO_BR_vs_SMCO_BR_EVO,Zakharov,500,7.947977905345289e+22,7.997779138805416e+22,4.980123346012754e+20,0.6266
sobol,SMCO_vs_SMCO_EVO,Ackley,100,21.53521368,21.95480525,0.41959157,1.9484
sobol,SMCO_vs_SMCO_EVO,Ackley,1000,21.35674794,21.89716439,0.54041645,2.5304
sobol,SMCO_vs_SMCO_EVO,Ackley,200,21.41822237,21.92471041,0.50648803,2.3648
sobol,SMCO_vs_SMCO_EVO,Ackley,2000,21.41223117,21.88740663,0.47517546,2.2192
sobol,SMCO_vs_SMCO_EVO,Ackley,3000,21.53221419,21.87918206,0.34696787,1.6114
sobol,SMCO_vs_SMCO_EVO,Ackley,4000,21.66499532,21.89227611,0.22728079,1.0491
sobol,SMCO_vs_SMCO_EVO,Ackley,50,21.63699628,21.97752663,0.34053035,1.5738
sobol,SMCO_vs_SMCO_EVO,Ackley,500,21.36773333,21.90080949,0.53307616,2.4948
sobol,SMCO_vs_SMCO_EVO,Ackley,5000,21.69704496,21.87962725,0.18258229,0.8415
sobol,SMCO_vs_SMCO_EVO,Griewank,100,8740.09630003,8741.08656828,0.99026825,0.0113
sobol,SMCO_vs_SMCO_EVO,Griewank,200,17226.59242376,17224.01728074,-2.57514302,-0.0149
sobol,SMCO_vs_SMCO_EVO,Griewank,50,4400.89200506,4400.68998186,-0.2020232,-0.0046
sobol,SMCO_vs_SMCO_EVO,Rastrigin,100,3268.52822567,3261.54270374,-6.98552194,-0.2137
sobol,SMCO_vs_SMCO_EVO,Rastrigin,1000,29109.96616976,29110.27425132,0.30808156,0.0011
sobol,SMCO_vs_SMCO_EVO,Rastrigin,200,6337.69809851,6337.62382958,-0.07426893,-0.0012
sobol,SMCO_vs_SMCO_EVO,Rastrigin,2000,57881.3549303,57882.64610056,1.29117026,0.0022
sobol,SMCO_vs_SMCO_EVO,Rastrigin,3000,86021.13959544,86027.19083699,6.05124154,0.007
sobol,SMCO_vs_SMCO_EVO,Rastrigin,4000,114310.45677346,114305.59268592,-4.86408754,-0.0043
sobol,SMCO_vs_SMCO_EVO,Rastrigin,50,1711.62747192,1713.49036094,1.86288902,0.1088
sobol,SMCO_vs_SMCO_EVO,Rastrigin,500,14779.85184275,14779.98841103,0.13656828,0.0009
sobol,SMCO_vs_SMCO_EVO,Rastrigin,5000,142458.32504619,142433.69305263,-24.63199356,-0.0173
sobol,SMCO_vs_SMCO_EVO,Rosenbrock,100,54630111.70819072,54642365.27886496,12253.57067423,0.0224
sobol,SMCO_vs_SMCO_EVO,Rosenbrock,1000,463389064.88490987,463390623.2464468,1558.36153698,0.0003
sobol,SMCO_vs_SMCO_EVO,Rosenbrock,200,103124528.56873003,103161790.56746577,37261.99873573,0.0361
sobol,SMCO_vs_SMCO_EVO,Rosenbrock,2000,869247612.9724324,869118998.1604986,-128614.81193364,-0.0148
sobol,SMCO_vs_SMCO_EVO,Rosenbrock,3000,1239722873.845387,1239270944.6241322,-451929.22125483,-0.0365
sobol,SMCO_vs_SMCO_EVO,Rosenbrock,4000,1601610810.9908462,1601691257.611319,80446.62047291,0.005
sobol,SMCO_vs_SMCO_EVO,Rosenbrock,50,28590556.0892473,28580814.58439665,-9741.50485064,-0.0341
sobol,SMCO_vs_SMCO_EVO,Rosenbrock,500,243714058.24041504,243643057.98942876,-71000.25098628,-0.0291
sobol,SMCO_vs_SMCO_EVO,Rosenbrock,5000,1953961917.8469484,1954076967.4365642,115049.58961558,0.0059
sobol,SMCO_vs_SMCO_EVO,Zakharov,100,3.726719113127506e+17,3.726256176222943e+17,-46293690456320.0,-0.0124
sobol,SMCO_vs_SMCO_EVO,Zakharov,200,8.905104024024446e+19,8.907148913005378e+19,2.0448889809321984e+16,0.023
sobol,SMCO_vs_SMCO_EVO,Zakharov,50,1544460382804846.5,1542792371747628.0,-1668011057218.75,-0.108
sobol,SMCO_vs_SMCO_EVO,Zakharov,500,1.2530257290868337e+23,1.252906110152591e+23,-1.1961893424275128e+19,-0.0095
sobol,SMCO_R_vs_SMCO_R_EVO,Ackley,100,22.03846438,22.04453545,0.00607106,0.0275
sobol,SMCO_R_vs_SMCO_R_EVO,Ackley,1000,21.94929137,21.96176293,0.01247156,0.0568
sobol,SMCO_R_vs_SMCO_R_EVO,Ackley,200,21.95328103,21.98567746,0.03239643,0.1476
sobol,SMCO_R_vs_SMCO_R_EVO,Ackley,2000,21.90054567,21.94555814,0.04501247,0.2055
sobol,SMCO_R_vs_SMCO_R_EVO,Ackley,3000,21.56366743,21.93947284,0.37580541,1.7428
sobol,SMCO_R_vs_SMCO_R_EVO,Ackley,4000,21.69659647,21.92082485,0.22422838,1.0335
sobol,SMCO_R_vs_SMCO_R_EVO,Ackley,50,22.07309395,22.07529871,0.00220476,0.01
sobol,SMCO_R_vs_SMCO_R_EVO,Ackley,500,21.9476101,21.94876387,0.00115377,0.0053
sobol,SMCO_R_vs_SMCO_R_EVO,Ackley,5000,21.7257027,21.91723918,0.19153648,0.8816
sobol,SMCO_R_vs_SMCO_R_EVO,Griewank,100,8565.92068992,8568.88278304,2.96209312,0.0346
sobol,SMCO_R_vs_SMCO_R_EVO,Griewank,200,16732.05754061,16725.69645681,-6.3610838,-0.038
sobol,SMCO_R_vs_SMCO_R_EVO,Griewank,50,4332.10767341,4331.92694218,-0.18073123,-0.0042
sobol,SMCO_R_vs_SMCO_R_EVO,Rastrigin,100,3268.93924566,3269.60940248,0.67015682,0.0205
sobol,SMCO_R_vs_SMCO_R_EVO,Rastrigin,1000,29138.03230207,29137.99021097,-0.0420911,-0.0001
sobol,SMCO_R_vs_SMCO_R_EVO,Rastrigin,200,6344.19993499,6344.18981226,-0.01012273,-0.0002
sobol,SMCO_R_vs_SMCO_R_EVO,Rastrigin,2000,57929.57599256,57943.79006555,14.21407299,0.0245
sobol,SMCO_R_vs_SMCO_R_EVO,Rastrigin,3000,86068.11548492,86092.23625255,24.12076763,0.028
sobol,SMCO_R_vs_SMCO_R_EVO,Rastrigin,4000,114374.76422764,114382.16282779,7.39860016,0.0065
sobol,SMCO_R_vs_SMCO_R_EVO,Rastrigin,50,1711.40074284,1712.19966993,0.79892708,0.0467
sobol,SMCO_R_vs_SMCO_R_EVO,Rastrigin,500,14794.53924205,14794.52248396,-0.01675809,-0.0001
sobol,SMCO_R_vs_SMCO_R_EVO,Rastrigin,5000,142512.25069086,142537.52309274,25.27240188,0.0177
sobol,SMCO_R_vs_SMCO_R_EVO,Rosenbrock,100,52616803.95826252,52599687.93597718,-17116.02228534,-0.0325
sobol,SMCO_R_vs_SMCO_R_EVO,Rosenbrock,1000,422712947.9742656,422669231.5976954,-43716.37657011,-0.0103
sobol,SMCO_R_vs_SMCO_R_EVO,Rosenbrock,200,98101461.91474606,98056452.77600032,-45009.13874574,-0.0459
sobol,SMCO_R_vs_SMCO_R_EVO,Rosenbrock,2000,775822748.1332974,776076535.7725594,253787.63926184,0.0327
sobol,SMCO_R_vs_SMCO_R_EVO,Rosenbrock,3000,1094303115.940483,1094196173.155689,-106942.78479409,-0.0098
sobol,SMCO_R_vs_SMCO_R_EVO,Rosenbrock,4000,1399385030.0219135,1399514464.6951823,129434.6732688,0.0092
sobol,SMCO_R_vs_SMCO_R_EVO,Rosenbrock,50,27764812.00991679,27724937.10859034,-39874.90132646,-0.1436
sobol,SMCO_R_vs_SMCO_R_EVO,Rosenbrock,500,226905423.53129023,226988996.3101281,83572.77883783,0.0368
sobol,SMCO_R_vs_SMCO_R_EVO,Rosenbrock,5000,1699574361.5793364,1699732400.7509956,158039.17165923,0.0093
sobol,SMCO_R_vs_SMCO_R_EVO,Zakharov,100,3.5073620183415974e+17,3.5052787329684006e+17,-208328537319680.0,-0.0594
sobol,SMCO_R_vs_SMCO_R_EVO,Zakharov,200,8.126408086905997e+19,8.123722670750595e+19,-2.685416155401421e+16,-0.033
sobol,SMCO_R_vs_SMCO_R_EVO,Zakharov,50,1472185536847872.8,1472665333633579.2,479796785706.5,0.0326
sobol,SMCO_R_vs_SMCO_R_EVO,Zakharov,500,1.0966824087560668e+23,1.0970032264928557e+23,3.208177367891155e+19,0.0293
sobol,SMCO_BR_vs_SMCO_BR_EVO,Ackley,100,22.03412869,22.033526,-0.00060269,-0.0027
sobol,SMCO_BR_vs_SMCO_BR_EVO,Ackley,1000,21.94129771,21.94027778,-0.00101994,-0.0046
sobol,SMCO_BR_vs_SMCO_BR_EVO,Ackley,200,21.97232981,21.97709028,0.00476047,0.0217
sobol,SMCO_BR_vs_SMCO_BR_EVO,Ackley,2000,21.92156924,21.92223404,0.0006648,0.003
sobol,SMCO_BR_vs_SMCO_BR_EVO,Ackley,3000,21.90992625,21.91459008,0.00466383,0.0213
sobol,SMCO_BR_vs_SMCO_BR_EVO,Ackley,4000,21.90941467,21.92838426,0.0189696,0.0866
sobol,SMCO_BR_vs_SMCO_BR_EVO,Ackley,50,22.06999457,22.07273105,0.00273648,0.0124
sobol,SMCO_BR_vs_SMCO_BR_EVO,Ackley,500,21.94777331,21.96493899,0.01716568,0.0782
sobol,SMCO_BR_vs_SMCO_BR_EVO,Ackley,5000,21.91259762,21.93677007,0.02417245,0.1103
sobol,SMCO_BR_vs_SMCO_BR_EVO,Griewank,100,8146.54301849,8151.74184993,5.19883144,0.0638
sobol,SMCO_BR_vs_SMCO_BR_EVO,Griewank,200,15582.82164854,15580.61859943,-2.20304911,-0.0141
sobol,SMCO_BR_vs_SMCO_BR_EVO,Griewank,50,4161.670566,4161.41926806,-0.25129793,-0.006
sobol,SMCO_BR_vs_SMCO_BR_EVO,Rastrigin,100,3259.31062261,3260.92973721,1.61911459,0.0497
sobol,SMCO_BR_vs_SMCO_BR_EVO,Rastrigin,1000,29126.31025437,29126.72181404,0.41155966,0.0014
sobol,SMCO_BR_vs_SMCO_BR_EVO,Rastrigin,200,6336.63125565,6337.23531143,0.60405578,0.0095
sobol,SMCO_BR_vs_SMCO_BR_EVO,Rastrigin,2000,57911.78566871,57912.08818198,0.30251327,0.0005
sobol,SMCO_BR_vs_SMCO_BR_EVO,Rastrigin,3000,86027.3630172,86022.92131762,-4.44169958,-0.0052
sobol,SMCO_BR_vs_SMCO_BR_EVO,Rastrigin,4000,114314.06385418,114318.86136905,4.79751487,0.0042
sobol,SMCO_BR_vs_SMCO_BR_EVO,Rastrigin,50,1713.6892573,1713.22486886,-0.46438844,-0.0271
sobol,SMCO_BR_vs_SMCO_BR_EVO,Rastrigin,500,14784.4241961,14783.66139471,-0.76280138,-0.0052
sobol,SMCO_BR_vs_SMCO_BR_EVO,Rastrigin,5000,142460.14573843,142460.96411805,0.81837962,0.0006
sobol,SMCO_BR_vs_SMCO_BR_EVO,Rosenbrock,100,47986687.78786815,47962537.3003713,-24150.48749685,-0.0503
sobol,SMCO_BR_vs_SMCO_BR_EVO,Rosenbrock,1000,348193067.76848793,348019751.24023837,-173316.52824956,-0.0498
sobol,SMCO_BR_vs_SMCO_BR_EVO,Rosenbrock,200,87336134.89183861,87256989.45341036,-79145.43842825,-0.0906
sobol,SMCO_BR_vs_SMCO_BR_EVO,Rosenbrock,2000,618155929.2741712,618377998.3766528,222069.1024816,0.0359
sobol,SMCO_BR_vs_SMCO_BR_EVO,Rosenbrock,3000,859724697.6735848,860040440.1750121,315742.50142729,0.0367
sobol,SMCO_BR_vs_SMCO_BR_EVO,Rosenbrock,4000,1091605069.4387069,1091360785.0485091,-244284.39019775,-0.0224
sobol,SMCO_BR_vs_SMCO_BR_EVO,Rosenbrock,50,25826421.53841371,25777195.21691478,-49226.32149893,-0.1906
sobol,SMCO_BR_vs_SMCO_BR_EVO,Rosenbrock,500,194451615.14885083,194307656.8873442,-143958.26150665,-0.074
sobol,SMCO_BR_vs_SMCO_BR_EVO,Rosenbrock,5000,1318276891.8457017,1318443378.4286544,166486.58295274,0.0126
sobol,SMCO_BR_vs_SMCO_BR_EVO,Zakharov,100,3.007640369869114e+17,3.008164305279717e+17,52393541060288.0,0.0174
sobol,SMCO_BR_vs_SMCO_BR_EVO,Zakharov,200,6.463198018702149e+19,6.463244383320889e+19,463646187388928.0,0.0007
sobol,SMCO_BR_vs_SMCO_BR_EVO,Zakharov,50,1302651618260598.5,1302917253201241.0,265634940642.5,0.0204
sobol,SMCO_BR_vs_SMCO_BR_EVO,Zakharov,500,7.947977905345289e+22,7.951359634206635e+22,3.381728861345756e+19,0.0425
