config,strategy,func,dim,algo,fopt_mean,rank
rand1bin_Rosenbrock_100,rand1bin,Rosenbrock,100,DEoptim,28044571.62015562,17
rand1bin_Rosenbrock_100,rand1bin,Rosenbrock,100,optimNM,16771626.491926236,18
rand1bin_Rosenbrock_1000,rand1bin,Rosenbrock,1000,GenSA,809563419.0,1
rand1bin_Rosenbrock_1000,rand1bin,Rosenbrock,1000,SA,542589309.0,2
rand1bin_Rosenbrock_1000,rand1bin,Rosenbrock,1000,PSO,532788129.0,3
rand1bin_Rosenbrock_1000,rand1bin,Rosenbrock,1000,SMCO_EVO,463431517.42857647,4
rand1bin_Rosenbrock_1000,rand1bin,Rosenbrock,1000,SMCO,463389064.8849098,5
rand1bin_Rosenbrock_1000,rand1bin,Rosenbrock,1000,SMCO_R,422712947.97426564,6
rand1bin_Rosenbrock_1000,rand1bin,Rosenbrock,1000,SMCO_R_EVO,422691334.4917344,7
rand1bin_Rosenbrock_1000,rand1bin,Rosenbrock,1000,SMCO_BR_EVO,367745225.4843526,8
rand1bin_Rosenbrock_1000,rand1bin,Rosenbrock,1000,SMCO_BR,348193067.76848793,9
rand1bin_Rosenbrock_1000,rand1bin,Rosenbrock,1000,GA,228741053.82543468,10
rand1bin_Rosenbrock_1000,rand1bin,Rosenbrock,1000,DEoptim,160936607.22145408,11
rand1bin_Rosenbrock_200,rand1bin,Rosenbrock,200,GenSA,161498619.0,1
rand1bin_Rosenbrock_200,rand1bin,Rosenbrock,200,SPSA,120061597.5,2
rand1bin_Rosenbrock_200,rand1bin,Rosenbrock,200,PSO,114019960.5,3
rand1bin_Rosenbrock_200,rand1bin,Rosenbrock,200,optimLBFGS,113682352.5,4
rand1bin_Rosenbrock_200,rand1bin,Rosenbrock,200,GD,113610348.0,5
rand1bin_Rosenbrock_200,rand1bin,Rosenbrock,200,SA,108594778.5,6
rand1bin_Rosenbrock_200,rand1bin,Rosenbrock,200,SMCO_EVO,103132153.02411373,7
rand1bin_Rosenbrock_200,rand1bin,Rosenbrock,200,SMCO,103124528.56873001,8
rand1bin_Rosenbrock_200,rand1bin,Rosenbrock,200,SignGD,102750654.84401383,9
rand1bin_Rosenbrock_200,rand1bin,Rosenbrock,200,SMCO_R,98101461.91474606,10
rand1bin_Rosenbrock_200,rand1bin,Rosenbrock,200,SMCO_R_EVO,98068775.4764937,11
rand1bin_Rosenbrock_200,rand1bin,Rosenbrock,200,BOBYQA,92167514.63310555,12
rand1bin_Rosenbrock_200,rand1bin,Rosenbrock,200,ADAM,88888122.33250095,13
rand1bin_Rosenbrock_200,rand1bin,Rosenbrock,200,SMCO_BR_EVO,87656387.0616571,14
rand1bin_Rosenbrock_200,rand1bin,Rosenbrock,200,SMCO_BR,87336134.89183861,15
rand1bin_Rosenbrock_200,rand1bin,Rosenbrock,200,GA,77429598.63905175,16
rand1bin_Rosenbrock_200,rand1bin,Rosenbrock,200,DEoptim,45125424.91177361,17
rand1bin_Rosenbrock_200,rand1bin,Rosenbrock,200,optimNM,31865156.694394954,18
rand1bin_Rosenbrock_2000,rand1bin,Rosenbrock,2000,GenSA,1619644419.0,1
rand1bin_Rosenbrock_2000,rand1bin,Rosenbrock,2000,SA,1082940579.0,2
rand1bin_Rosenbrock_2000,rand1bin,Rosenbrock,2000,PSO,1038838524.0,3
rand1bin_Rosenbrock_2000,rand1bin,Rosenbrock,2000,SMCO,869247612.9724323,4
rand1bin_Rosenbrock_2000,rand1bin,Rosenbrock,2000,SMCO_EVO,869043776.6301566,5
rand1bin_Rosenbrock_2000,rand1bin,Rosenbrock,2000,SMCO_R_EVO,781450086.1351376,6
rand1bin_Rosenbrock_2000,rand1bin,Rosenbrock,2000,SMCO_R,775822748.1332974,7
rand1bin_Rosenbrock_2000,rand1bin,Rosenbrock,2000,SMCO_BR_EVO,681642200.328956,8
rand1bin_Rosenbrock_2000,rand1bin,Rosenbrock,2000,SMCO_BR,618155929.2741712,9
rand1bin_Rosenbrock_2000,rand1bin,Rosenbrock,2000,GA,378960173.9105427,10
rand1bin_Rosenbrock_2000,rand1bin,Rosenbrock,2000,DEoptim,298880966.55981404,11
rand1bin_Rosenbrock_3000,rand1bin,Rosenbrock,3000,GenSA,2429725419.0,1
rand1bin_Rosenbrock_3000,rand1bin,Rosenbrock,3000,SA,1590726046.5,2
rand1bin_Rosenbrock_3000,rand1bin,Rosenbrock,3000,PSO,1567742184.0,3
rand1bin_Rosenbrock_3000,rand1bin,Rosenbrock,3000,SMCO,1239722873.845387,4
rand1bin_Rosenbrock_3000,rand1bin,Rosenbrock,3000,SMCO_EVO,1239484708.4143791,5
rand1bin_Rosenbrock_3000,rand1bin,Rosenbrock,3000,SMCO_R_EVO,1096805777.1641424,6
rand1bin_Rosenbrock_3000,rand1bin,Rosenbrock,3000,SMCO_R,1094303115.940483,7
rand1bin_Rosenbrock_3000,rand1bin,Rosenbrock,3000,SMCO_BR_EVO,984001031.0391653,8
rand1bin_Rosenbrock_3000,rand1bin,Rosenbrock,3000,SMCO_BR,859724697.6735848,9
rand1bin_Rosenbrock_3000,rand1bin,Rosenbrock,3000,GA,558462340.9012433,10
rand1bin_Rosenbrock_3000,rand1bin,Rosenbrock,3000,DEoptim,435025937.7010499,11
rand1bin_Rosenbrock_4000,rand1bin,Rosenbrock,4000,GenSA,3239806419.0,1
rand1bin_Rosenbrock_4000,rand1bin,Rosenbrock,4000,SA,2174326321.5,2
rand1bin_Rosenbrock_4000,rand1bin,Rosenbrock,4000,PSO,2080429884.0,3
rand1bin_Rosenbrock_4000,rand1bin,Rosenbrock,4000,SMCO_EVO,1601772804.8045106,4
rand1bin_Rosenbrock_4000,rand1bin,Rosenbrock,4000,SMCO,1601610810.9908462,5
rand1bin_Rosenbrock_4000,rand1bin,Rosenbrock,4000,SMCO_R_EVO,1458666064.155912,6
rand1bin_Rosenbrock_4000,rand1bin,Rosenbrock,4000,SMCO_R,1399385030.0219135,7
rand1bin_Rosenbrock_4000,rand1bin,Rosenbrock,4000,SMCO_BR_EVO,1284332464.5678978,8
rand1bin_Rosenbrock_4000,rand1bin,Rosenbrock,4000,SMCO_BR,1091605069.4387069,9
rand1bin_Rosenbrock_4000,rand1bin,Rosenbrock,4000,GA,681387818.6390367,10
rand1bin_Rosenbrock_4000,rand1bin,Rosenbrock,4000,DEoptim,570759716.329524,11
rand1bin_Rosenbrock_50,rand1bin,Rosenbrock,50,GenSA,39986469.0,1
rand1bin_Rosenbrock_50,rand1bin,Rosenbrock,50,SPSA,33023281.5,2
rand1bin_Rosenbrock_50,rand1bin,Rosenbrock,50,PSO,30841751.25,3
rand1bin_Rosenbrock_50,rand1bin,Rosenbrock,50,BOBYQA,30632859.930696595,4
rand1bin_Rosenbrock_50,rand1bin,Rosenbrock,50,optimLBFGS,29931543.0,5
rand1bin_Rosenbrock_50,rand1bin,Rosenbrock,50,GD,29870788.5,6
rand1bin_Rosenbrock_50,rand1bin,Rosenbrock,50,SMCO_EVO,28834998.964027815,7
rand1bin_Rosenbrock_50,rand1bin,Rosenbrock,50,SMCO,28590556.089247294,8
rand1bin_Rosenbrock_50,rand1bin,Rosenbrock,50,SMCO_R_EVO,27998607.69056036,9
rand1bin_Rosenbrock_50,rand1bin,Rosenbrock,50,SMCO_R,27764812.00991679,10
rand1bin_Rosenbrock_50,rand1bin,Rosenbrock,50,SA,27331490.25,11
rand1bin_Rosenbrock_50,rand1bin,Rosenbrock,50,SignGD,27047836.990695994,12
rand1bin_Rosenbrock_50,rand1bin,Rosenbrock,50,GA,26248513.511948694,13
rand1bin_Rosenbrock_50,rand1bin,Rosenbrock,50,SMCO_BR_EVO,26245254.527442556,14
rand1bin_Rosenbrock_50,rand1bin,Rosenbrock,50,SMCO_BR,25826421.538413707,15
rand1bin_Rosenbrock_50,rand1bin,Rosenbrock,50,ADAM,23710820.008628886,16
rand1bin_Rosenbrock_50,rand1bin,Rosenbrock,50,DEoptim,19070985.76680293,17
rand1bin_Rosenbrock_50,rand1bin,Rosenbrock,50,optimNM,10613361.000867847,18
rand1bin_Rosenbrock_500,rand1bin,Rosenbrock,500,GenSA,404522919.0,1
rand1bin_Rosenbrock_500,rand1bin,Rosenbrock,500,PSO,275462037.0,2
rand1bin_Rosenbrock_500,rand1bin,Rosenbrock,500,SA,269683542.0,3
rand1bin_Rosenbrock_500,rand1bin,Rosenbrock,500,SMCO,243714058.24041504,4
rand1bin_Rosenbrock_500,rand1bin,Rosenbrock,500,SMCO_EVO,243665078.33402482,5
rand1bin_Rosenbrock_500,rand1bin,Rosenbrock,500,SMCO_R_EVO,227030141.56131357,6
rand1bin_Rosenbrock_500,rand1bin,Rosenbrock,500,SMCO_R,226905423.5312902,7
rand1bin_Rosenbrock_500,rand1bin,Rosenbrock,500,SMCO_BR_EVO,201857043.123427,8
rand1bin_Rosenbrock_500,rand1bin,Rosenbrock,500,SMCO_BR,194451615.14885086,9
rand1bin_Rosenbrock_500,rand1bin,Rosenbrock,500,GA,148048142.29008248,10
rand1bin_Rosenbrock_500,rand1bin,Rosenbrock,500,DEoptim,90626987.21461594,11
rand1bin_Rosenbrock_5000,rand1bin,Rosenbrock,5000,GenSA,4049887419.0,1
rand1bin_Rosenbrock_5000,rand1bin,Rosenbrock,5000,SA,2720911801.5,2
rand1bin_Rosenbrock_5000,rand1bin,Rosenbrock,5000,PSO,2607259441.5,3
rand1bin_Rosenbrock_5000,rand1bin,Rosenbrock,5000,SMCO,1953961917.8469486,4
rand1bin_Rosenbrock_5000,rand1bin,Rosenbrock,5000,SMCO_EVO,1953822312.2048445,5
rand1bin_Rosenbrock_5000,rand1bin,Rosenbrock,5000,SMCO_R_EVO,1763579913.2363734,6
rand1bin_Rosenbrock_5000,rand1bin,Rosenbrock,5000,SMCO_R,1699574361.5793362,7
rand1bin_Rosenbrock_5000,rand1bin,Rosenbrock,5000,SMCO_BR_EVO,1571387343.601668,8
rand1bin_Rosenbrock_5000,rand1bin,Rosenbrock,5000,SMCO_BR,1318276891.8457017,9
rand1bin_Rosenbrock_5000,rand1bin,Rosenbrock,5000,GA,863871393.4097354,10
rand1bin_Rosenbrock_5000,rand1bin,Rosenbrock,5000,DEoptim,703836218.4663241,11
rand1bin_Zakharov_100,rand1bin,Zakharov,100,GenSA,4.064859420438224e+17,1
rand1bin_Zakharov_100,rand1bin,Zakharov,100,optimLBFGS,4.064859420438224e+17,2
rand1bin_Zakharov_100,rand1bin,Zakharov,100,SA,4.064859420438224e+17,3
rand1bin_Zakharov_100,rand1bin,Zakharov,100,SignGD,4.064859420438224e+17,4
rand1bin_Zakharov_100,rand1bin,Zakharov,100,GD,4.064859420438224e+17,5
rand1bin_Zakharov_100,rand1bin,Zakharov,100,BOBYQA,3.7367845082410195e+17,6
rand1bin_Zakharov_100,rand1bin,Zakharov,100,SMCO_EVO,3.730718501511657e+17,7
rand1bin_Zakharov_100,rand1bin,Zakharov,100,SMCO,3.726719113127506e+17,8
rand1bin_Zakharov_100,rand1bin,Zakharov,100,SMCO_R_EVO,3.518469888496277e+17,9
rand1bin_Zakharov_100,rand1bin,Zakharov,100,SMCO_R,3.5073620183415974e+17,10
rand1bin_Zakharov_100,rand1bin,Zakharov,100,GA,3.259341240180298e+17,11
rand1bin_Zakharov_100,rand1bin,Zakharov,100,SMCO_BR_EVO,3.0262312051554906e+17,12
rand1bin_Zakharov_100,rand1bin,Zakharov,100,SMCO_BR,3.007640369869114e+17,13
rand1bin_Zakharov_100,rand1bin,Zakharov,100,DEoptim,1.564472855667245e+17,14
rand1bin_Zakharov_100,rand1bin,Zakharov,100,PSO,1.3786539842246278e+17,15
rand1bin_Zakharov_100,rand1bin,Zakharov,100,ADAM,8.880945320640266e+16,16
rand1bin_Zakharov_100,rand1bin,Zakharov,100,SPSA,4.0491194738154456e+16,17
rand1bin_Zakharov_100,rand1bin,Zakharov,100,optimNM,5127426016704594.0,18
rand1bin_Zakharov_200,rand1bin,Zakharov,200,GenSA,1.020150500726003e+20,1
rand1bin_Zakharov_200,rand1bin,Zakharov,200,optimLBFGS,1.020150500726003e+20,2
rand1bin_Zakharov_200,rand1bin,Zakharov,200,SA,1.020150500726003e+20,3
rand1bin_Zakharov_200,rand1bin,Zakharov,200,SignGD,1.020150500726003e+20,4
rand1bin_Zakharov_200,rand1bin,Zakharov,200,GD,1.020150500726003e+20,5
rand1bin_Zakharov_200,rand1bin,Zakharov,200,SMCO_EVO,8.927761864045686e+19,6
rand1bin_Zakharov_200,rand1bin,Zakharov,200,SMCO,8.905104024024446e+19,7
rand1bin_Zakharov_200,rand1bin,Zakharov,200,BOBYQA,8.530510366187115e+19,8
rand1bin_Zakharov_200,rand1bin,Zakharov,200,SMCO_R_EVO,8.148645008091346e+19,9
rand1bin_Zakharov_200,rand1bin,Zakharov,200,SMCO_R,8.126408086905997e+19,10
rand1bin_Zakharov_200,rand1bin,Zakharov,200,GA,6.714015930255444e+19,11
rand1bin_Zakharov_200,rand1bin,Zakharov,200,SMCO_BR_EVO,6.520086193040036e+19,12
rand1bin_Zakharov_200,rand1bin,Zakharov,200,SMCO_BR,6.463198018702149e+19,13
rand1bin_Zakharov_200,rand1bin,Zakharov,200,ADAM,2.076356603334561e+19,14
rand1bin_Zakharov_200,rand1bin,Zakharov,200,DEoptim,2.0586170592747446e+19,15
rand1bin_Zakharov_200,rand1bin,Zakharov,200,PSO,1.881315786450292e+19,16
rand1bin_Zakharov_200,rand1bin,Zakharov,200,SPSA,5.61846952147701e+18,17
rand1bin_Zakharov_200,rand1bin,Zakharov,200,optimNM,8.155673609713709e+17,18
rand1bin_Zakharov_50,rand1bin,Zakharov,50,GenSA,1651660441036249.5,1
rand1bin_Zakharov_50,rand1bin,Zakharov,50,optimLBFGS,1651660441036249.5,2
rand1bin_Zakharov_50,rand1bin,Zakharov,50,SA,1651660441036249.5,3
rand1bin_Zakharov_50,rand1bin,Zakharov,50,SignGD,1651660441036249.5,4
rand1bin_Zakharov_50,rand1bin,Zakharov,50,GD,1651660441036249.5,5
rand1bin_Zakharov_50,rand1bin,Zakharov,50,SMCO_EVO,1547305404807156.8,6
rand1bin_Zakharov_50,rand1bin,Zakharov,50,SMCO,1544460382804846.5,7
rand1bin_Zakharov_50,rand1bin,Zakharov,50,GA,1512953031732195.8,8
rand1bin_Zakharov_50,rand1bin,Zakharov,50,SMCO_R_EVO,1479474019474247.8,9
rand1bin_Zakharov_50,rand1bin,Zakharov,50,SMCO_R,1472185536847872.8,10
rand1bin_Zakharov_50,rand1bin,Zakharov,50,SMCO_BR_EVO,1321042363222150.5,11
rand1bin_Zakharov_50,rand1bin,Zakharov,50,SMCO_BR,1302651618260598.5,12
rand1bin_Zakharov_50,rand1bin,Zakharov,50,BOBYQA,1150165582894668.5,13
rand1bin_Zakharov_50,rand1bin,Zakharov,50,DEoptim,1104786159318461.4,14
rand1bin_Zakharov_50,rand1bin,Zakharov,50,PSO,853915058111519.9,15
rand1bin_Zakharov_50,rand1bin,Zakharov,50,ADAM,398995567428997.3,16
rand1bin_Zakharov_50,rand1bin,Zakharov,50,SPSA,371549039166977.9,17
rand1bin_Zakharov_50,rand1bin,Zakharov,50,optimNM,32231142211511.2,18
rand1bin_Zakharov_500,rand1bin,Zakharov,500,GenSA,1.538122607450211e+23,1
rand1bin_Zakharov_500,rand1bin,Zakharov,500,SA,1.538122607450211e+23,2
rand1bin_Zakharov_500,rand1bin,Zakharov,500,SMCO,1.2530257290868337e+23,3
rand1bin_Zakharov_500,rand1bin,Zakharov,500,SMCO_EVO,1.2528603542628458e+23,4
rand1bin_Zakharov_500,rand1bin,Zakharov,500,SMCO_R_EVO,1.1005364578881726e+23,5
rand1bin_Zakharov_500,rand1bin,Zakharov,500,SMCO_R,1.0966824087560668e+23,6
rand1bin_Zakharov_500,rand1bin,Zakharov,500,SMCO_BR_EVO,7.98763530022454e+22,7
rand1bin_Zakharov_500,rand1bin,Zakharov,500,SMCO_BR,7.947977905345289e+22,8
rand1bin_Zakharov_500,rand1bin,Zakharov,500,GA,6.343866956064009e+22,9
rand1bin_Zakharov_500,rand1bin,Zakharov,500,DEoptim,1.2943695526983188e+22,10
rand1bin_Zakharov_500,rand1bin,Zakharov,500,PSO,1.2531567661324549e+22,11
current-to-best1bin_Ackley_100,current-to-best1bin,Ackley,100,GenSA,22.28421293980727,1
current-to-best1bin_Ackley_100,current-to-best1bin,Ackley,100,SMCO_BR_EVO,22.184464637246702,2
current-to-best1bin_Ackley_100,current-to-best1bin,Ackley,100,SMCO_R_EVO,22.171520604488144,3
current-to-best1bin_Ackley_100,current-to-best1bin,Ackley,100,SMCO_EVO,22.11409043355066,4
current-to-best1bin_Ackley_100,current-to-best1bin,Ackley,100,SA,22.057599567521812,5
current-to-best1bin_Ackley_100,current-to-best1bin,Ackley,100,SMCO_R,22.038464384055782,6
current-to-best1bin_Ackley_100,current-to-best1bin,Ackley,100,SMCO_BR,22.034128689829082,7
current-to-best1bin_Ackley_100,current-to-best1bin,Ackley,100,PSO,22.034127095732682,8
current-to-best1bin_Ackley_100,current-to-best1bin,Ackley,100,optimLBFGS,21.99607926083114,9
current-to-best1bin_Ackley_100,current-to-best1bin,Ackley,100,GD,21.996070927635813,10
current-to-best1bin_Ackley_100,current-to-best1bin,Ackley,100,ADAM,21.995917549968397,11
current-to-best1bin_Ackley_100,current-to-best1bin,Ackley,100,SignGD,21.9938398998415,12
current-to-best1bin_Ackley_100,current-to-best1bin,Ackley,100,BOBYQA,21.967177999030817,13
current-to-best1bin_Ackley_100,current-to-best1bin,Ackley,100,GA,21.747230058586418,14
current-to-best1bin_Ackley_100,current-to-best1bin,Ackley,100,DEoptim,21.698946113905727,15
current-to-best1bin_Ackley_100,current-to-best1bin,Ackley,100,optimNM,21.56106255398637,16
current-to-best1bin_Ackley_100,current-to-best1bin,Ackley,100,SMCO,21.535213676492056,17
current-to-best1bin_Ackley_100,current-to-best1bin,Ackley,100,SPSA,21.522155498683365,18
current-to-best1bin_Ackley_1000,current-to-best1bin,Ackley,1000,SMCO_R_EVO,22.161197404367336,1
current-to-best1bin_Ackley_1000,current-to-best1bin,Ackley,1000,SMCO_BR_EVO,22.15998727312036,2
current-to-best1bin_Ackley_1000,current-to-best1bin,Ackley,1000,GenSA,22.1311893631594,3
current-to-best1bin_Ackley_1000,current-to-best1bin,Ackley,1000,SMCO_EVO,22.0873450658542,4
current-to-best1bin_Ackley_1000,current-to-best1bin,Ackley,1000,SA,21.962780464187713,5
current-to-best1bin_Ackley_1000,current-to-best1bin,Ackley,1000,SMCO_R,21.949291370787886,6
current-to-best1bin_Ackley_1000,current-to-best1bin,Ackley,1000,SMCO_BR,21.941297712620617,7
current-to-best1bin_Ackley_1000,current-to-best1bin,Ackley,1000,PSO,21.78589313424506,8
current-to-best1bin_Ackley_1000,current-to-best1bin,Ackley,1000,GA,21.469110045827815,9
current-to-best1bin_Ackley_1000,current-to-best1bin,Ackley,1000,DEoptim,21.402380589659607,10
current-to-best1bin_Ackley_1000,current-to-best1bin,Ackley,1000,SMCO,21.356747941768013,11
current-to-best1bin_Ackley_200,current-to-best1bin,Ackley,200,GenSA,22.24978917582616,1
current-to-best1bin_Ackley_200,current-to-best1bin,Ackley,200,SMCO_BR_EVO,22.187228125557585,2
current-to-best1bin_Ackley_200,current-to-best1bin,Ackley,200,SMCO_R_EVO,22.1573011487096,3
current-to-best1bin_Ackley_200,current-to-best1bin,Ackley,200,SMCO_EVO,22.099522129390447,4
current-to-best1bin_Ackley_200,current-to-best1bin,Ackley,200,SA,22.046525361820606,5
current-to-best1bin_Ackley_200,current-to-best1bin,Ackley,200,optimLBFGS,21.985023213836577,6
current-to-best1bin_Ackley_200,current-to-best1bin,Ackley,200,GD,21.98502133493387,7
current-to-best1bin_Ackley_200,current-to-best1bin,Ackley,200,ADAM,21.984948895509298,8
current-to-best1bin_Ackley_200,current-to-best1bin,Ackley,200,SignGD,21.98372281301656,9
current-to-best1bin_Ackley_200,current-to-best1bin,Ackley,200,SMCO_BR,21.972329805821822,10
current-to-best1bin_Ackley_200,current-to-best1bin,Ackley,200,SMCO_R,21.953281028416217,11
current-to-best1bin_Ackley_200,current-to-best1bin,Ackley,200,PSO,21.952550274180496,12
current-to-best1bin_Ackley_200,current-to-best1bin,Ackley,200,BOBYQA,21.814960401591946,13
current-to-best1bin_Ackley_200,current-to-best1bin,Ackley,200,GA,21.65704026433761,14
current-to-best1bin_Ackley_200,current-to-best1bin,Ackley,200,DEoptim,21.58458150439275,15
current-to-best1bin_Ackley_200,current-to-best1bin,Ackley,200,SPSA,21.45946628326309,16
current-to-best1bin_Ackley_200,current-to-best1bin,Ackley,200,optimNM,21.44036847462342,17
current-to-best1bin_Ackley_200,current-to-best1bin,Ackley,200,SMCO,21.418222373910474,18
current-to-best1bin_Ackley_2000,current-to-best1bin,Ackley,2000,SMCO_BR_EVO,22.15386391177425,1
current-to-best1bin_Ackley_2000,current-to-best1bin,Ackley,2000,SMCO_R_EVO,22.136668196331595,2
current-to-best1bin_Ackley_2000,current-to-best1bin,Ackley,2000,SMCO_EVO,22.08847638848768,3
current-to-best1bin_Ackley_2000,current-to-best1bin,Ackley,2000,GenSA,21.940011709686967,4
current-to-best1bin_Ackley_2000,current-to-best1bin,Ackley,2000,SMCO_BR,21.92156924412311,5
current-to-best1bin_Ackley_2000,current-to-best1bin,Ackley,2000,SMCO_R,21.90054567102072,6
current-to-best1bin_Ackley_2000,current-to-best1bin,Ackley,2000,SA,21.892474502729865,7
current-to-best1bin_Ackley_2000,current-to-best1bin,Ackley,2000,PSO,21.77345900855943,8
current-to-best1bin_Ackley_2000,current-to-best1bin,Ackley,2000,GA,21.423978267424815,9
current-to-best1bin_Ackley_2000,current-to-best1bin,Ackley,2000,SMCO,21.412231167680464,10
current-to-best1bin_Ackley_2000,current-to-best1bin,Ackley,2000,DEoptim,21.363056928357512,11
current-to-best1bin_Ackley_3000,current-to-best1bin,Ackley,3000,SMCO_BR_EVO,22.149006089907154,1
current-to-best1bin_Ackley_3000,current-to-best1bin,Ackley,3000,SMCO_R_EVO,22.139990298307886,2
current-to-best1bin_Ackley_3000,current-to-best1bin,Ackley,3000,SMCO_EVO,22.032317199690624,3
current-to-best1bin_Ackley_3000,current-to-best1bin,Ackley,3000,SMCO_BR,21.90992625267647,4
current-to-best1bin_Ackley_3000,current-to-best1bin,Ackley,3000,GenSA,21.905400336903423,5
current-to-best1bin_Ackley_3000,current-to-best1bin,Ackley,3000,SA,21.864929046117897,6
current-to-best1bin_Ackley_3000,current-to-best1bin,Ackley,3000,PSO,21.74146523673044,7
current-to-best1bin_Ackley_3000,current-to-best1bin,Ackley,3000,SMCO_R,21.563667434577347,8
current-to-best1bin_Ackley_3000,current-to-best1bin,Ackley,3000,SMCO,21.532214189963604,9
current-to-best1bin_Ackley_3000,current-to-best1bin,Ackley,3000,GA,21.404660691573028,10
current-to-best1bin_Ackley_3000,current-to-best1bin,Ackley,3000,DEoptim,21.34290122913012,11
current-to-best1bin_Ackley_4000,current-to-best1bin,Ackley,4000,SMCO_BR_EVO,22.140270553761873,1
current-to-best1bin_Ackley_4000,current-to-best1bin,Ackley,4000,SMCO_R_EVO,22.093498174791154,2
current-to-best1bin_Ackley_4000,current-to-best1bin,Ackley,4000,SMCO_EVO,22.06464569086828,3
current-to-best1bin_Ackley_4000,current-to-best1bin,Ackley,4000,SMCO_BR,21.90941466516003,4
current-to-best1bin_Ackley_4000,current-to-best1bin,Ackley,4000,GenSA,21.864770869740198,5
current-to-best1bin_Ackley_4000,current-to-best1bin,Ackley,4000,SA,21.842683492138292,6
current-to-best1bin_Ackley_4000,current-to-best1bin,Ackley,4000,PSO,21.711805007306616,7
current-to-best1bin_Ackley_4000,current-to-best1bin,Ackley,4000,SMCO_R,21.696596470859426,8
current-to-best1bin_Ackley_4000,current-to-best1bin,Ackley,4000,SMCO,21.664995317854874,9
current-to-best1bin_Ackley_4000,current-to-best1bin,Ackley,4000,GA,21.397228574401577,10
current-to-best1bin_Ackley_4000,current-to-best1bin,Ackley,4000,DEoptim,21.34122138647738,11
current-to-best1bin_Ackley_50,current-to-best1bin,Ackley,50,GenSA,22.29973316565109,1
current-to-best1bin_Ackley_50,current-to-best1bin,Ackley,50,SMCO_R_EVO,22.188633158409765,2
current-to-best1bin_Ackley_50,current-to-best1bin,Ackley,50,SMCO_BR_EVO,22.18122964385055,3
current-to-best1bin_Ackley_50,current-to-best1bin,Ackley,50,SMCO_EVO,22.150625492220136,4
current-to-best1bin_Ackley_50,current-to-best1bin,Ackley,50,PSO,22.083613893804547,5
current-to-best1bin_Ackley_50,current-to-best1bin,Ackley,50,SMCO_R,22.073093951668508,6
current-to-best1bin_Ackley_50,current-to-best1bin,Ackley,50,SMCO_BR,22.069994570511767,7
current-to-best1bin_Ackley_50,current-to-best1bin,Ackley,50,SA,22.06548526711626,8
current-to-best1bin_Ackley_50,current-to-best1bin,Ackley,50,ADAM,22.016121221635125,9
current-to-best1bin_Ackley_50,current-to-best1bin,Ackley,50,GD,22.016107988046617,10
current-to-best1bin_Ackley_50,current-to-best1bin,Ackley,50,optimLBFGS,22.015419090037362,11
current-to-best1bin_Ackley_50,current-to-best1bin,Ackley,50,SignGD,22.01465884255967,12
current-to-best1bin_Ackley_50,current-to-best1bin,Ackley,50,BOBYQA,22.01231105787293,13
current-to-best1bin_Ackley_50,current-to-best1bin,Ackley,50,GA,21.873338174265168,14
current-to-best1bin_Ackley_50,current-to-best1bin,Ackley,50,optimNM,21.83530948980501,15
current-to-best1bin_Ackley_50,current-to-best1bin,Ackley,50,DEoptim,21.830100224256995,16
current-to-best1bin_Ackley_50,current-to-best1bin,Ackley,50,SPSA,21.673553842872963,17
current-to-best1bin_Ackley_50,current-to-best1bin,Ackley,50,SMCO,21.6369962777482,18
current-to-best1bin_Ackley_500,current-to-best1bin,Ackley,500,GenSA,22.164634579124705,1
current-to-best1bin_Ackley_500,current-to-best1bin,Ackley,500,SMCO_BR_EVO,22.16166040778051,2
current-to-best1bin_Ackley_500,current-to-best1bin,Ackley,500,SMCO_R_EVO,22.1432472958291,3
current-to-best1bin_Ackley_500,current-to-best1bin,Ackley,500,SMCO_EVO,22.08341998559953,4
current-to-best1bin_Ackley_500,current-to-best1bin,Ackley,500,SA,22.03743132546698,5
current-to-best1bin_Ackley_500,current-to-best1bin,Ackley,500,SMCO_BR,21.947773314504367,6
current-to-best1bin_Ackley_500,current-to-best1bin,Ackley,500,SMCO_R,21.94761009790387,7
current-to-best1bin_Ackley_500,current-to-best1bin,Ackley,500,PSO,21.873543919805268,8
current-to-best1bin_Ackley_500,current-to-best1bin,Ackley,500,GA,21.534768239986803,9
current-to-best1bin_Ackley_500,current-to-best1bin,Ackley,500,DEoptim,21.47007228392053,10
current-to-best1bin_Ackley_500,current-to-best1bin,Ackley,500,SMCO,21.367733334983292,11
current-to-best1bin_Ackley_5000,current-to-best1bin,Ackley,5000,SMCO_BR_EVO,22.15204416815449,1
current-to-best1bin_Ackley_5000,current-to-best1bin,Ackley,5000,SMCO_R_EVO,22.112141453355903,2
current-to-best1bin_Ackley_5000,current-to-best1bin,Ackley,5000,SMCO_EVO,22.060942772029435,3
current-to-best1bin_Ackley_5000,current-to-best1bin,Ackley,5000,SMCO_BR,21.912597619812423,4
current-to-best1bin_Ackley_5000,current-to-best1bin,Ackley,5000,GenSA,21.73148729514309,5
current-to-best1bin_Ackley_5000,current-to-best1bin,Ackley,5000,SMCO_R,21.72570270016472,6
current-to-best1bin_Ackley_5000,current-to-best1bin,Ackley,5000,PSO,21.721434902688344,7
current-to-best1bin_Ackley_5000,current-to-best1bin,Ackley,5000,SMCO,21.697044955860562,8
current-to-best1bin_Ackley_5000,current-to-best1bin,Ackley,5000,SA,21.665474326389205,9
