strategy,func,algo,dim,fopt_mean,fopt_std
best1bin,Rastrigin,SMCO,500,14779.85184275,67.19184403
best1bin,Rastrigin,SMCO,1000,29109.96616976,141.88767119
best1bin,Rastrigin,SMCO,2000,57881.3549303,215.4658672
best1bin,Rastrigin,SMCO,3000,86021.13959544,26.78539022
best1bin,Rastrigin,SMCO,4000,114310.45677346,234.33160425
best1bin,Rastrigin,SMCO,5000,142458.32504619,194.88279805
best1bin,Rastrigin,SMCO_R,50,1711.40074284,32.72299442
best1bin,Rastrigin,SMCO_R,100,3268.93924566,42.25257424
best1bin,Rastrigin,SMCO_R,200,6344.19993499,65.7027131
best1bin,Rastrigin,SMCO_R,500,14794.53924205,67.5173606
best1bin,Rastrigin,SMCO_R,1000,29138.03230207,142.43430035
best1bin,Rastrigin,SMCO_R,2000,57929.57599256,217.7766563
best1bin,Rastrigin,SMCO_R,3000,86068.11548492,22.78579681
best1bin,Rastrigin,SMCO_R,4000,114374.76422764,235.51437718
best1bin,Rastrigin,SMCO_R,5000,142512.25069086,196.60138387
best1bin,Rastrigin,SMCO_BR,50,1713.6892573,34.66405289
best1bin,Rastrigin,SMCO_BR,100,3259.31062261,43.41014728
best1bin,Rastrigin,SMCO_BR,200,6336.63125565,65.2672875
best1bin,Rastrigin,SMCO_BR,500,14784.4241961,66.64079655
best1bin,Rastrigin,SMCO_BR,1000,29126.31025437,142.08459791
best1bin,Rastrigin,SMCO_BR,2000,57911.78566871,213.85668736
best1bin,Rastrigin,SMCO_BR,3000,86027.3630172,23.72597834
best1bin,Rastrigin,SMCO_BR,4000,114314.06385418,214.99146069
best1bin,Rastrigin,SMCO_BR,5000,142460.14573843,185.2922606
best1bin,Rastrigin,SMCO_EVO,50,1713.53951531,29.68206449
best1bin,Rastrigin,SMCO_EVO,100,3261.57660545,44.87162209
best1bin,Rastrigin,SMCO_EVO,200,6337.65098984,65.51713883
best1bin,Rastrigin,SMCO_EVO,500,14779.68241267,67.45848745
best1bin,Rastrigin,SMCO_EVO,1000,29109.53341967,142.29818302
best1bin,Rastrigin,SMCO_EVO,2000,57883.29476627,218.03769758
best1bin,Rastrigin,SMCO_EVO,3000,86028.14017522,14.22798556
best1bin,Rastrigin,SMCO_EVO,4000,114314.91250138,236.60886496
best1bin,Rastrigin,SMCO_EVO,5000,142432.29777746,221.06656364
best1bin,Rastrigin,SMCO_R_EVO,50,1712.20786165,33.63938334
best1bin,Rastrigin,SMCO_R_EVO,100,3269.60192309,42.37684417
best1bin,Rastrigin,SMCO_R_EVO,200,6344.19792757,65.69518602
best1bin,Rastrigin,SMCO_R_EVO,500,14794.53721476,67.55356664
best1bin,Rastrigin,SMCO_R_EVO,1000,29138.02210024,142.48285145
best1bin,Rastrigin,SMCO_R_EVO,2000,57943.73565598,220.92695337
best1bin,Rastrigin,SMCO_R_EVO,3000,86094.55559768,20.2652924
best1bin,Rastrigin,SMCO_R_EVO,4000,114380.51305936,229.28342452
best1bin,Rastrigin,SMCO_R_EVO,5000,142540.8363879,220.74933621
best1bin,Rastrigin,SMCO_BR_EVO,50,1713.20146775,29.54822391
best1bin,Rastrigin,SMCO_BR_EVO,100,3261.28389114,41.33216798
best1bin,Rastrigin,SMCO_BR_EVO,200,6336.71142179,64.70610091
best1bin,Rastrigin,SMCO_BR_EVO,500,14784.72336393,66.85969372
best1bin,Rastrigin,SMCO_BR_EVO,1000,29125.55358528,141.93450206
best1bin,Rastrigin,SMCO_BR_EVO,2000,57911.57064659,212.42679582
best1bin,Rastrigin,SMCO_BR_EVO,3000,86031.64588794,22.401626
best1bin,Rastrigin,SMCO_BR_EVO,4000,114319.86604742,200.94478054
best1bin,Rastrigin,SMCO_BR_EVO,5000,142458.48954384,216.54540073
best1bin,Rastrigin,GenSA,50,2017.66450969,0.0
best1bin,Rastrigin,GenSA,100,4035.32901938,0.0
best1bin,Rastrigin,GenSA,200,8070.65803877,0.0
best1bin,Rastrigin,GenSA,500,20176.64509689,2e-08
best1bin,Rastrigin,GenSA,1000,40353.29019372,6e-08
best1bin,Rastrigin,GenSA,2000,80706.5803873,1.6e-07
best1bin,Rastrigin,GenSA,3000,121059.87040453,0.00021645
best1bin,Rastrigin,GenSA,4000,161412.67179775,0.69149556
best1bin,Rastrigin,GenSA,5000,201766.21261094,0.22153992
best1bin,Rastrigin,SA,50,2016.65940883,4.4949477
best1bin,Rastrigin,SA,100,4034.39092278,3.63323251
best1bin,Rastrigin,SA,200,8070.65803877,0.0
best1bin,Rastrigin,SA,500,20176.64509691,0.0
best1bin,Rastrigin,SA,1000,40353.29019378,1e-08
best1bin,Rastrigin,SA,2000,57849.42745157,0.0
best1bin,Rastrigin,SA,3000,86781.56655992,10.50107673
best1bin,Rastrigin,SA,4000,115692.09726628,9.5567417
best1bin,Rastrigin,SA,5000,144455.59698672,101.16087882
best1bin,Rastrigin,DEoptim,50,1319.76307953,22.72062858
best1bin,Rastrigin,DEoptim,100,2384.78720425,20.63837674
best1bin,Rastrigin,DEoptim,200,4431.44052752,24.17102712
best1bin,Rastrigin,DEoptim,500,10307.57974086,24.05821963
best1bin,Rastrigin,DEoptim,1000,19911.6980942,97.73368801
best1bin,Rastrigin,DEoptim,2000,39049.42474348,156.54028643
best1bin,Rastrigin,DEoptim,3000,57968.50182051,4.32150444
best1bin,Rastrigin,DEoptim,4000,77000.13010232,105.83384686
best1bin,Rastrigin,DEoptim,5000,95772.36984368,23.4468615
best1bin,Rastrigin,GA,50,1677.50704804,30.93033342
best1bin,Rastrigin,GA,100,2944.84156431,66.4776253
best1bin,Rastrigin,GA,200,5213.82790851,109.44182256
best1bin,Rastrigin,GA,500,11268.41156735,205.2629532
best1bin,Rastrigin,GA,1000,21059.08355685,235.41222602
best1bin,Rastrigin,GA,2000,39985.9666256,87.99021627
best1bin,Rastrigin,GA,3000,59470.21118374,6.93550716
best1bin,Rastrigin,GA,4000,76768.81248488,311.52270359
best1bin,Rastrigin,GA,5000,94743.88053802,23.08936978
best1bin,Rastrigin,PSO,50,1513.66428745,14.78525768
best1bin,Rastrigin,PSO,100,2980.09045883,18.15601053
best1bin,Rastrigin,PSO,200,5904.81625745,39.28593368
best1bin,Rastrigin,PSO,500,14588.07120404,8.08122392
best1bin,Rastrigin,PSO,1000,29165.33059818,48.87384343
best1bin,Rastrigin,PSO,2000,58152.53797893,176.28901244
best1bin,Rastrigin,PSO,3000,87035.34159179,13.13594858
best1bin,Rastrigin,PSO,4000,115988.19110692,116.46625603
best1bin,Rastrigin,PSO,5000,144957.97011654,69.69212458
best1bin,Ackley,SMCO,50,21.63699628,0.03960883
best1bin,Ackley,SMCO,100,21.53521368,0.04720168
best1bin,Ackley,SMCO,200,21.41822237,0.02787407
best1bin,Ackley,SMCO,500,21.36773333,0.01603146
best1bin,Ackley,SMCO,1000,21.35674794,0.01336454
best1bin,Ackley,SMCO,2000,21.41223117,0.00643105
best1bin,Ackley,SMCO,3000,21.53221419,0.00356824
best1bin,Ackley,SMCO,4000,21.66499532,0.00260253
best1bin,Ackley,SMCO,5000,21.69704496,0.00367952
best1bin,Ackley,SMCO_R,50,22.07309395,0.01255335
best1bin,Ackley,SMCO_R,100,22.03846438,0.00867916
best1bin,Ackley,SMCO_R,200,21.95328103,0.03017082
best1bin,Ackley,SMCO_R,500,21.9476101,0.01512724
best1bin,Ackley,SMCO_R,1000,21.94929137,0.00976383
best1bin,Ackley,SMCO_R,2000,21.90054567,0.00294097
best1bin,Ackley,SMCO_R,3000,21.56366743,0.00415411
best1bin,Ackley,SMCO_R,4000,21.69659647,0.00257511
best1bin,Ackley,SMCO_R,5000,21.7257027,0.00345012
best1bin,Ackley,SMCO_BR,50,22.06999457,0.01553984
best1bin,Ackley,SMCO_BR,100,22.03412869,0.01311026
best1bin,Ackley,SMCO_BR,200,21.97232981,0.02708793
best1bin,Ackley,SMCO_BR,500,21.94777331,0.01524843
best1bin,Ackley,SMCO_BR,1000,21.94129771,0.00968927
best1bin,Ackley,SMCO_BR,2000,21.92156924,0.00343249
best1bin,Ackley,SMCO_BR,3000,21.90992625,0.00253492
best1bin,Ackley,SMCO_BR,4000,21.90941467,0.00302392
best1bin,Ackley,SMCO_BR,5000,21.91259762,0.00350619
best1bin,Ackley,SMCO_EVO,50,22.1626112,0.02256839
best1bin,Ackley,SMCO_EVO,100,22.14155917,0.0252712
best1bin,Ackley,SMCO_EVO,200,22.11058018,0.01696398
best1bin,Ackley,SMCO_EVO,500,22.09636689,0.00670757
best1bin,Ackley,SMCO_EVO,1000,22.09938953,0.00600244
best1bin,Ackley,SMCO_EVO,2000,22.1045587,0.00829984
best1bin,Ackley,SMCO_EVO,3000,22.0798953,0.01864343
best1bin,Ackley,SMCO_EVO,4000,22.08921825,0.01739573
best1bin,Ackley,SMCO_EVO,5000,22.09918797,0.01611701
best1bin,Ackley,SMCO_R_EVO,50,22.19863324,0.03701125
best1bin,Ackley,SMCO_R_EVO,100,22.17820225,0.02478056
best1bin,Ackley,SMCO_R_EVO,200,22.16018413,0.01422927
best1bin,Ackley,SMCO_R_EVO,500,22.16291815,0.00877278
best1bin,Ackley,SMCO_R_EVO,1000,22.1678719,0.01455016
best1bin,Ackley,SMCO_R_EVO,2000,22.1584088,0.00339339
best1bin,Ackley,SMCO_R_EVO,3000,22.15591204,0.00062645
best1bin,Ackley,SMCO_R_EVO,4000,22.1188384,0.00252125
best1bin,Ackley,SMCO_R_EVO,5000,22.13135628,0.00902301
best1bin,Ackley,SMCO_BR_EVO,50,22.21012927,0.01979236
best1bin,Ackley,SMCO_BR_EVO,100,22.2007607,0.02023456
best1bin,Ackley,SMCO_BR_EVO,200,22.20145069,0.00943847
best1bin,Ackley,SMCO_BR_EVO,500,22.17619958,0.0121584
best1bin,Ackley,SMCO_BR_EVO,1000,22.1789272,0.01247994
best1bin,Ackley,SMCO_BR_EVO,2000,22.17491681,0.00499545
best1bin,Ackley,SMCO_BR_EVO,3000,22.16978212,0.0133235
best1bin,Ackley,SMCO_BR_EVO,4000,22.16507422,0.00110564
best1bin,Ackley,SMCO_BR_EVO,5000,22.17089622,0.00541753
best1bin,Ackley,GenSA,50,22.29973317,0.00500233
best1bin,Ackley,GenSA,100,22.28421294,0.00610862
best1bin,Ackley,GenSA,200,22.24978918,0.00594939
best1bin,Ackley,GenSA,500,22.16463458,0.00692266
best1bin,Ackley,GenSA,1000,22.13118936,0.09109798
best1bin,Ackley,GenSA,2000,21.94001171,0.00997303
best1bin,Ackley,GenSA,3000,21.90540034,0.02071428
best1bin,Ackley,GenSA,4000,21.86477087,0.00556715
best1bin,Ackley,GenSA,5000,21.7314873,0.01241529
best1bin,Ackley,SA,50,22.06548527,0.05143156
best1bin,Ackley,SA,100,22.05759957,0.02872788
best1bin,Ackley,SA,200,22.04652536,0.02294301
best1bin,Ackley,SA,500,22.03743133,0.01961288
best1bin,Ackley,SA,1000,21.96278046,0.02290152
best1bin,Ackley,SA,2000,21.8924745,0.0081464
best1bin,Ackley,SA,3000,21.86492905,0.01409715
best1bin,Ackley,SA,4000,21.84268349,0.00583576
best1bin,Ackley,SA,5000,21.66547433,0.01439947
best1bin,Ackley,DEoptim,50,21.83010022,0.01597561
best1bin,Ackley,DEoptim,100,21.69894611,0.01944533
best1bin,Ackley,DEoptim,200,21.5845815,0.01166533
best1bin,Ackley,DEoptim,500,21.47007228,0.01307966
best1bin,Ackley,DEoptim,1000,21.40238059,0.00977965
best1bin,Ackley,DEoptim,2000,21.36305693,0.00278622
best1bin,Ackley,DEoptim,3000,21.34290123,0.00159538
best1bin,Ackley,DEoptim,4000,21.34122139,0.00758382
best1bin,Ackley,DEoptim,5000,21.32833238,0.00054819
best1bin,Ackley,GA,50,21.87333817,0.0170036
best1bin,Ackley,GA,100,21.74723006,0.02657078
best1bin,Ackley,GA,200,21.65704026,0.02025155
best1bin,Ackley,GA,500,21.53476824,0.01845147
best1bin,Ackley,GA,1000,21.46911005,0.01047325
best1bin,Ackley,GA,2000,21.42397827,0.01420167
best1bin,Ackley,GA,3000,21.40466069,0.01114725
best1bin,Ackley,GA,4000,21.39722857,0.01819583
best1bin,Ackley,GA,5000,21.38560647,0.02742151
best1bin,Ackley,PSO,50,22.08361389,0.05284011
best1bin,Ackley,PSO,100,22.0341271,0.03048577
best1bin,Ackley,PSO,200,21.95255027,0.04773278
best1bin,Ackley,PSO,500,21.87354392,0.01061613
best1bin,Ackley,PSO,1000,21.78589313,0.0216697
best1bin,Ackley,PSO,2000,21.77345901,0.01220993
best1bin,Ackley,PSO,3000,21.74146524,0.01550264
best1bin,Ackley,PSO,4000,21.71180501,0.00794571
best1bin,Ackley,PSO,5000,21.7214349,0.00749892
best1bin,Rosenbrock,SMCO,50,28590556.0892473,1143423.43655756
best1bin,Rosenbrock,SMCO,100,54630111.70819072,1678805.48785978
best1bin,Rosenbrock,SMCO,200,103124528.56873003,1790986.63388525
best1bin,Rosenbrock,SMCO,500,243714058.24041504,2673938.43393376
best1bin,Rosenbrock,SMCO,1000,463389064.88490987,2712843.21054237
best1bin,Rosenbrock,SMCO,2000,869247612.9724324,6089094.39919715
best1bin,Rosenbrock,SMCO,3000,1239722873.845387,1018451.97238844
best1bin,Rosenbrock,SMCO,4000,1601610810.9908462,5187853.93675735
best1bin,Rosenbrock,SMCO,5000,1953961917.8469484,3915142.6489223
best1bin,Rosenbrock,SMCO_R,50,27764812.00991679,1123684.5684028
best1bin,Rosenbrock,SMCO_R,100,52616803.95826252,1624365.09657809
best1bin,Rosenbrock,SMCO_R,200,98101461.91474606,1735329.27071502
best1bin,Rosenbrock,SMCO_R,500,226905423.5312902,3088818.7330746
best1bin,Rosenbrock,SMCO_R,1000,422712947.9742656,3073704.22722023
best1bin,Rosenbrock,SMCO_R,2000,775822748.1332974,4752104.9516167
best1bin,Rosenbrock,SMCO_R,3000,1094303115.940483,23405.68370745
best1bin,Rosenbrock,SMCO_R,4000,1399385030.0219135,911116.52937325
best1bin,Rosenbrock,SMCO_R,5000,1699574361.5793364,3749109.16629494
best1bin,Rosenbrock,SMCO_BR,50,25826421.53841371,1047855.25360289
best1bin,Rosenbrock,SMCO_BR,100,47986687.78786815,1537370.69011369
best1bin,Rosenbrock,SMCO_BR,200,87336134.89183861,1585200.49625457
best1bin,Rosenbrock,SMCO_BR,500,194451615.14885083,3007025.21353842
best1bin,Rosenbrock,SMCO_BR,1000,348193067.76848793,3832879.82962107
best1bin,Rosenbrock,SMCO_BR,2000,618155929.2741712,2168963.02989108
best1bin,Rosenbrock,SMCO_BR,3000,859724697.6735848,1105521.41345009
best1bin,Rosenbrock,SMCO_BR,4000,1091605069.4387069,3466802.29551939
best1bin,Rosenbrock,SMCO_BR,5000,1318276891.8457017,3002866.7691948
best1bin,Rosenbrock,SMCO_EVO,50,28787769.69336406,1198967.83620259
best1bin,Rosenbrock,SMCO_EVO,100,54780042.29941387,1663094.62155665
best1bin,Rosenbrock,SMCO_EVO,200,103140206.49786988,1773727.95183391
best1bin,Rosenbrock,SMCO_EVO,500,243705721.84840137,2763239.74869022
best1bin,Rosenbrock,SMCO_EVO,1000,463443829.07431805,2643318.98200673
best1bin,Rosenbrock,SMCO_EVO,2000,869037289.3809952,6239990.8716141
best1bin,Rosenbrock,SMCO_EVO,3000,1239385157.2331452,1392657.82472092
best1bin,Rosenbrock,SMCO_EVO,4000,1607755773.5210905,3835610.80894778
best1bin,Rosenbrock,SMCO_EVO,5000,2043895340.4396203,63651980.00870523
best1bin,Rosenbrock,SMCO_R_EVO,50,28090671.57904389,1422932.83076274
best1bin,Rosenbrock,SMCO_R_EVO,100,52844982.57099104,1554427.02817291
best1bin,Rosenbrock,SMCO_R_EVO,200,99538918.1399662,3598283.52546893
best1bin,Rosenbrock,SMCO_R_EVO,500,227239253.18552732,3351886.92854905
best1bin,Rosenbrock,SMCO_R_EVO,1000,431293381.85747737,14237947.63255516
best1bin,Rosenbrock,SMCO_R_EVO,2000,794743124.1546808,25031038.02640882
best1bin,Rosenbrock,SMCO_R_EVO,3000,1135294516.5534573,19401361.0746551
best1bin,Rosenbrock,SMCO_R_EVO,4000,1449626148.1335459,8486848.57669811
best1bin,Rosenbrock,SMCO_R_EVO,5000,1768504356.366383,6898095.54431212
best1bin,Rosenbrock,SMCO_BR_EVO,50,26589262.67881824,1453767.21255803
best1bin,Rosenbrock,SMCO_BR_EVO,100,48362434.75989135,1546605.28048647
best1bin,Rosenbrock,SMCO_BR_EVO,200,90204671.64436342,3077601.5381341
best1bin,Rosenbrock,SMCO_BR_EVO,500,203191321.91407925,7934332.32816903
best1bin,Rosenbrock,SMCO_BR_EVO,1000,372046389.76400423,6914914.776141
best1bin,Rosenbrock,SMCO_BR_EVO,2000,685824638.2370745,8404936.42678257
best1bin,Rosenbrock,SMCO_BR_EVO,3000,955288955.6197196,9808415.026366
best1bin,Rosenbrock,SMCO_BR_EVO,4000,1273971153.476194,6672016.25618616
best1bin,Rosenbrock,SMCO_BR_EVO,5000,1530155403.464967,11606936.46079108
best1bin,Rosenbrock,GenSA,50,39986469.0,0.0
best1bin,Rosenbrock,GenSA,100,80490519.0,0.0
best1bin,Rosenbrock,GenSA,200,161498619.0,0.0
best1bin,Rosenbrock,GenSA,500,404522919.0,0.0
best1bin,Rosenbrock,GenSA,1000,809563419.0,0.0
best1bin,Rosenbrock,GenSA,2000,1619644419.0,0.0
best1bin,Rosenbrock,GenSA,3000,2429725419.0,0.0
best1bin,Rosenbrock,GenSA,4000,3239806419.0,0.0
best1bin,Rosenbrock,GenSA,5000,4049887419.0,0.0
best1bin,Rosenbrock,SA,50,27331490.25,2316655.68128128
best1bin,Rosenbrock,SA,100,52882416.0,2949626.04275997
best1bin,Rosenbrock,SA,200,108594778.5,3608822.76201014
best1bin,Rosenbrock,SA,500,269683542.0,10548525.59288536
best1bin,Rosenbrock,SA,1000,542589309.0,12621181.79874858
best1bin,Rosenbrock,SA,2000,1082940579.0,8933773.43087875
best1bin,Rosenbrock,SA,3000,1590726046.5,9291924.04147884
best1bin,Rosenbrock,SA,4000,2174326321.5,43627848.46757301
best1bin,Rosenbrock,SA,5000,2720911801.5,9737210.39479545
best1bin,Rosenbrock,DEoptim,50,19070985.76680293,879559.77396488
best1bin,Rosenbrock,DEoptim,100,28044571.62015562,897585.1057089
best1bin,Rosenbrock,DEoptim,200,45125424.91177361,1220595.58417272
best1bin,Rosenbrock,DEoptim,500,90626987.21461594,2641635.799278
best1bin,Rosenbrock,DEoptim,1000,160936607.22145408,1809647.55990471
best1bin,Rosenbrock,DEoptim,2000,298880966.55981404,1950522.26820004
best1bin,Rosenbrock,DEoptim,3000,435025937.7010499,1217440.10858186
best1bin,Rosenbrock,DEoptim,4000,570759716.329524,5675936.20214147
best1bin,Rosenbrock,DEoptim,5000,703836218.4663241,2028375.75898374
best1bin,Rosenbrock,GA,50,26248513.5119487,1670717.20601426
best1bin,Rosenbrock,GA,100,45144330.78568907,2165425.55840196
best1bin,Rosenbrock,GA,200,77429598.63905175,2892965.18567918
best1bin,Rosenbrock,GA,500,148048142.29008248,6077435.54117778
best1bin,Rosenbrock,GA,1000,228741053.82543468,7389568.32242458
best1bin,Rosenbrock,GA,2000,378960173.9105427,6896060.8276522
best1bin,Rosenbrock,GA,3000,558462340.9012433,5478799.34591137
best1bin,Rosenbrock,GA,4000,681387818.6390367,13240574.11462637
best1bin,Rosenbrock,GA,5000,863871393.4097356,12846378.8507324
best1bin,Rosenbrock,PSO,50,30841751.25,1840176.92048709
best1bin,Rosenbrock,PSO,100,58428327.0,3610244.67026959
best1bin,Rosenbrock,PSO,200,114019960.5,6510695.67866004
best1bin,Rosenbrock,PSO,500,275462037.0,6193684.96372575
best1bin,Rosenbrock,PSO,1000,532788129.0,12765771.19146793
best1bin,Rosenbrock,PSO,2000,1038838524.0,7808743.05474799
best1bin,Rosenbrock,PSO,3000,1567742184.0,1543260.54993964
best1bin,Rosenbrock,PSO,4000,2080429884.0,10310444.18463385
best1bin,Rosenbrock,PSO,5000,2607259441.5,28607564.0033543
best1bin,Griewank,SMCO,50,4400.89200506,5.90461186
best1bin,Griewank,SMCO,100,8740.09630003,8.42755298
best1bin,Griewank,SMCO,200,17226.59242376,12.77411878
best1bin,Griewank,SMCO_R,50,4332.10767341,9.00328835
best1bin,Griewank,SMCO_R,100,8565.92068992,12.90743594
best1bin,Griewank,SMCO_R,200,16732.05754061,22.18238311
best1bin,Griewank,SMCO_BR,50,4161.670566,17.9852853
best1bin,Griewank,SMCO_BR,100,8146.54301849,23.16916436
best1bin,Griewank,SMCO_BR,200,15582.82164854,43.64319456
best1bin,Griewank,SMCO_EVO,50,4400.5449855,5.71106286
best1bin,Griewank,SMCO_EVO,100,8741.0768169,5.62000358
best1bin,Griewank,SMCO_EVO,200,17224.22871924,13.80551252
best1bin,Griewank,SMCO_R_EVO,50,4331.01526578,9.65027808
best1bin,Griewank,SMCO_R_EVO,100,8568.60215548,14.16658207
best1bin,Griewank,SMCO_R_EVO,200,16723.82607777,24.37174879
best1bin,Griewank,SMCO_BR_EVO,50,4160.60751926,15.49065912
best1bin,Griewank,SMCO_BR_EVO,100,8155.94859181,40.20798096
best1bin,Griewank,SMCO_BR_EVO,200,15606.13133528,102.261433
best1bin,Griewank,GenSA,50,4501.0,0.0
best1bin,Griewank,GenSA,100,9001.0,0.0
best1bin,Griewank,GenSA,200,18001.0,0.0
best1bin,Griewank,SA,50,4501.0,0.0
best1bin,Griewank,SA,100,9001.0,0.0
best1bin,Griewank,SA,200,18001.0,0.0
best1bin,Griewank,DEoptim,50,2632.15324533,45.34744873
best1bin,Griewank,DEoptim,100,4549.27757778,98.02540848
best1bin,Griewank,DEoptim,200,7992.15823964,104.21983942
best1bin,Griewank,GA,50,4252.25924766,20.13193741
best1bin,Griewank,GA,100,7833.49022911,54.37418962
best1bin,Griewank,GA,200,13845.08661474,217.06375432
best1bin,Griewank,PSO,50,4501.0,0.0
best1bin,Griewank,PSO,100,9001.0,0.0
best1bin,Griewank,PSO,200,18001.0,0.0
best1bin,Zakharov,SMCO,50,1544460382804846.5,7992420858986.234
best1bin,Zakharov,SMCO,100,3.726719113127506e+17,1250349683025672.0
best1bin,Zakharov,SMCO,200,8.905104024024446e+19,2.5670340792716826e+17
best1bin,Zakharov,SMCO,500,1.2530257290868337e+23,6.107884466985734e+20
best1bin,Zakharov,SMCO_R,50,1472185536847872.8,12426341458557.328
best1bin,Zakharov,SMCO_R,100,3.5073620183415974e+17,1926915758823682.0
best1bin,Zakharov,SMCO_R,200,8.126408086905997e+19,3.836824921014385e+17
best1bin,Zakharov,SMCO_R,500,1.0966824087560668e+23,9.345209817156776e+20
best1bin,Zakharov,SMCO_BR,50,1302651618260598.5,23315286833952.996
best1bin,Zakharov,SMCO_BR,100,3.007640369869114e+17,3232375327143844.0
best1bin,Zakharov,SMCO_BR,200,6.463198018702149e+19,6.435082558752614e+17
best1bin,Zakharov,SMCO_BR,500,7.947977905345289e+22,1.3861791465852392e+21
best1bin,Zakharov,SMCO_EVO,50,1552340893079980.0,7808034253482.65
best1bin,Zakharov,SMCO_EVO,100,3.73584180255514e+17,1622417446257678.8
best1bin,Zakharov,SMCO_EVO,200,8.921407920290213e+19,1.8725640335268483e+17
best1bin,Zakharov,SMCO_EVO,500,1.2552496853334792e+23,6.536774412748781e+20
best1bin,Zakharov,SMCO_R_EVO,50,1481389278501526.8,12760240739932.238
best1bin,Zakharov,SMCO_R_EVO,100,3.526370052594049e+17,2763693377182369.5
best1bin,Zakharov,SMCO_R_EVO,200,8.181832060656185e+19,4.8238666285388794e+17
best1bin,Zakharov,SMCO_R_EVO,500,1.0992078040645922e+23,1.0308398632983866e+21
best1bin,Zakharov,SMCO_BR_EVO,50,1326654041450707.0,19692958578362.188
best1bin,Zakharov,SMCO_BR_EVO,100,3.056030285630536e+17,5670252257730021.0
best1bin,Zakharov,SMCO_BR_EVO,200,6.5499903812275495e+19,9.289323504105256e+17
best1bin,Zakharov,SMCO_BR_EVO,500,7.997779138805416e+22,1.256986706870679e+21
best1bin,Zakharov,GenSA,50,1651660441036249.5,0.51298918
best1bin,Zakharov,GenSA,100,4.064859420438224e+17,66.2462937
best1bin,Zakharov,GenSA,200,1.0201505007260028e+20,17270.25239473
best1bin,Zakharov,GenSA,500,1.538122607450211e+23,0.0
best1bin,Zakharov,SA,50,1651660441036249.5,0.51298918
best1bin,Zakharov,SA,100,4.064859420438224e+17,66.2462937
best1bin,Zakharov,SA,200,1.0201505007260028e+20,17270.25239473
best1bin,Zakharov,SA,500,1.538122607450211e+23,0.0
best1bin,Zakharov,DEoptim,50,1104786159318461.4,41008676014195.79
best1bin,Zakharov,DEoptim,100,1.564472855667245e+17,9897128688007304.0
best1bin,Zakharov,DEoptim,200,2.0586170592747446e+19,1.8998501404724483e+18
best1bin,Zakharov,DEoptim,500,1.2943695526983188e+22,5.9235355357647e+20
best1bin,Zakharov,GA,50,1512953031732195.5,14874814047637.252
best1bin,Zakharov,GA,100,3.259341240180298e+17,7040179989504867.0
best1bin,Zakharov,GA,200,6.714015930255444e+19,1.8176817638186586e+18
best1bin,Zakharov,GA,500,6.343866956064009e+22,1.1512716884013191e+21
best1bin,Zakharov,PSO,50,853915058111520.0,250234577726447.6
best1bin,Zakharov,PSO,100,1.378653984224628e+17,3.77021994835253e+16
best1bin,Zakharov,PSO,200,1.881315786450292e+19,3.9640962279944996e+18
best1bin,Zakharov,PSO,500,1.2531567661324549e+22,1.1182216567605034e+21
sobol,Rastrigin,SMCO,50,1711.62747192,31.96178581
sobol,Rastrigin,SMCO,100,3268.52822567,41.5475958
sobol,Rastrigin,SMCO,200,6337.69809851,65.48378907
sobol,Rastrigin,SMCO,500,14779.85184275,67.19184403
sobol,Rastrigin,SMCO,1000,29109.96616976,141.88767119
sobol,Rastrigin,SMCO,2000,57881.3549303,215.4658672
sobol,Rastrigin,SMCO,3000,86021.13959544,26.78539022
sobol,Rastrigin,SMCO,4000,114310.45677346,234.33160425
sobol,Rastrigin,SMCO,5000,142458.32504619,194.88279805
sobol,Rastrigin,SMCO_R,50,1711.40074284,32.72299442
sobol,Rastrigin,SMCO_R,100,3268.93924566,42.25257424
sobol,Rastrigin,SMCO_R,200,6344.19993499,65.7027131
sobol,Rastrigin,SMCO_R,500,14794.53924205,67.5173606
sobol,Rastrigin,SMCO_R,1000,29138.03230207,142.43430035
sobol,Rastrigin,SMCO_R,2000,57929.57599256,217.7766563
sobol,Rastrigin,SMCO_R,3000,86068.11548492,22.78579681
sobol,Rastrigin,SMCO_R,4000,114374.76422764,235.51437718
sobol,Rastrigin,SMCO_R,5000,142512.25069086,196.60138387
sobol,Rastrigin,SMCO_BR,50,1713.6892573,34.66405289
sobol,Rastrigin,SMCO_BR,100,3259.31062261,43.41014728
sobol,Rastrigin,SMCO_BR,200,6336.63125565,65.2672875
sobol,Rastrigin,SMCO_BR,500,14784.4241961,66.64079655
sobol,Rastrigin,SMCO_BR,1000,29126.31025437,142.08459791
sobol,Rastrigin,SMCO_BR,2000,57911.78566871,213.85668736
sobol,Rastrigin,SMCO_BR,3000,86027.3630172,23.72597834
sobol,Rastrigin,SMCO_BR,4000,114314.06385418,214.99146069
sobol,Rastrigin,SMCO_BR,5000,142460.14573843,185.2922606
sobol,Rastrigin,SMCO_EVO,50,1713.49036094,29.65643414
sobol,Rastrigin,SMCO_EVO,100,3261.54270374,44.92383485
sobol,Rastrigin,SMCO_EVO,200,6337.62382958,65.80450537
sobol,Rastrigin,SMCO_EVO,500,14779.98841103,67.96360538
sobol,Rastrigin,SMCO_EVO,1000,29110.27425132,142.45706485
sobol,Rastrigin,SMCO_EVO,2000,57882.64610056,218.08051439
sobol,Rastrigin,SMCO_EVO,3000,86027.19083699,9.56048042
