strategy,func,algo,dim,fopt_mean,fopt_std
current-to-best1bin,Rastrigin,SMCO_R,3000,86068.11548492,22.78579681
current-to-best1bin,Rastrigin,SMCO_R,4000,114374.76422764,235.51437718
current-to-best1bin,Rastrigin,SMCO_R,5000,142512.25069086,196.60138387
current-to-best1bin,Rastrigin,SMCO_BR,50,1713.6892573,34.66405289
current-to-best1bin,Rastrigin,SMCO_BR,100,3259.31062261,43.41014728
current-to-best1bin,Rastrigin,SMCO_BR,200,6336.63125565,65.2672875
current-to-best1bin,Rastrigin,SMCO_BR,500,14784.4241961,66.64079655
current-to-best1bin,Rastrigin,SMCO_BR,1000,29126.31025437,142.08459791
current-to-best1bin,Rastrigin,SMCO_BR,2000,57911.78566871,213.85668736
current-to-best1bin,Rastrigin,SMCO_BR,3000,86027.3630172,23.72597834
current-to-best1bin,Rastrigin,SMCO_BR,4000,114314.06385418,214.99146069
current-to-best1bin,Rastrigin,SMCO_BR,5000,142460.14573843,185.2922606
current-to-best1bin,Rastrigin,SMCO_EVO,50,1713.45619882,29.70372787
current-to-best1bin,Rastrigin,SMCO_EVO,100,3261.57660545,44.87162209
current-to-best1bin,Rastrigin,SMCO_EVO,200,6337.65098984,65.51713883
current-to-best1bin,Rastrigin,SMCO_EVO,500,14779.68241267,67.45848745
current-to-best1bin,Rastrigin,SMCO_EVO,1000,29109.53341967,142.29818302
current-to-best1bin,Rastrigin,SMCO_EVO,2000,57883.29476627,218.03769758
current-to-best1bin,Rastrigin,SMCO_EVO,3000,86028.14017522,14.22798556
current-to-best1bin,Rastrigin,SMCO_EVO,4000,114314.91250138,236.60886496
current-to-best1bin,Rastrigin,SMCO_EVO,5000,142432.29777746,221.06656364
current-to-best1bin,Rastrigin,SMCO_R_EVO,50,1712.19921362,33.63664096
current-to-best1bin,Rastrigin,SMCO_R_EVO,100,3269.60192309,42.37684417
current-to-best1bin,Rastrigin,SMCO_R_EVO,200,6344.19792757,65.69518602
current-to-best1bin,Rastrigin,SMCO_R_EVO,500,14794.53721476,67.55356664
current-to-best1bin,Rastrigin,SMCO_R_EVO,1000,29138.02210024,142.48285145
current-to-best1bin,Rastrigin,SMCO_R_EVO,2000,57943.73565598,220.92695337
current-to-best1bin,Rastrigin,SMCO_R_EVO,3000,86094.55559768,20.2652924
current-to-best1bin,Rastrigin,SMCO_R_EVO,4000,114380.51305936,229.28342452
current-to-best1bin,Rastrigin,SMCO_R_EVO,5000,142540.8363879,220.74933621
current-to-best1bin,Rastrigin,SMCO_BR_EVO,50,1712.82565972,29.30713685
current-to-best1bin,Rastrigin,SMCO_BR_EVO,100,3261.28389114,41.33216798
current-to-best1bin,Rastrigin,SMCO_BR_EVO,200,6336.71142179,64.70610091
current-to-best1bin,Rastrigin,SMCO_BR_EVO,500,14784.72336393,66.85969372
current-to-best1bin,Rastrigin,SMCO_BR_EVO,1000,29125.55358528,141.93450206
current-to-best1bin,Rastrigin,SMCO_BR_EVO,2000,57911.57064659,212.42679582
current-to-best1bin,Rastrigin,SMCO_BR_EVO,3000,86031.64588794,22.401626
current-to-best1bin,Rastrigin,SMCO_BR_EVO,4000,114319.86604742,200.94478054
current-to-best1bin,Rastrigin,SMCO_BR_EVO,5000,142458.48954384,216.54540073
current-to-best1bin,Rastrigin,GenSA,50,2017.66450969,0.0
current-to-best1bin,Rastrigin,GenSA,100,4035.32901938,0.0
current-to-best1bin,Rastrigin,GenSA,200,8070.65803877,0.0
current-to-best1bin,Rastrigin,GenSA,500,20176.64509689,2e-08
current-to-best1bin,Rastrigin,GenSA,1000,40353.29019372,6e-08
current-to-best1bin,Rastrigin,GenSA,2000,80706.5803873,1.6e-07
current-to-best1bin,Rastrigin,GenSA,3000,121059.87040453,0.00021645
current-to-best1bin,Rastrigin,GenSA,4000,161412.67179775,0.69149556
current-to-best1bin,Rastrigin,GenSA,5000,201766.21261094,0.22153992
current-to-best1bin,Rastrigin,SA,50,2016.65940883,4.4949477
current-to-best1bin,Rastrigin,SA,100,4034.39092278,3.63323251
current-to-best1bin,Rastrigin,SA,200,8070.65803877,0.0
current-to-best1bin,Rastrigin,SA,500,20176.64509691,0.0
current-to-best1bin,Rastrigin,SA,1000,40353.29019378,1e-08
current-to-best1bin,Rastrigin,SA,2000,57849.42745157,0.0
current-to-best1bin,Rastrigin,SA,3000,86781.56655992,10.50107673
current-to-best1bin,Rastrigin,SA,4000,115692.09726628,9.5567417
current-to-best1bin,Rastrigin,SA,5000,144455.59698672,101.16087882
current-to-best1bin,Rastrigin,DEoptim,50,1319.76307953,22.72062858
current-to-best1bin,Rastrigin,DEoptim,100,2384.78720425,20.63837674
current-to-best1bin,Rastrigin,DEoptim,200,4431.44052752,24.17102712
current-to-best1bin,Rastrigin,DEoptim,500,10307.57974086,24.05821963
current-to-best1bin,Rastrigin,DEoptim,1000,19911.6980942,97.73368801
current-to-best1bin,Rastrigin,DEoptim,2000,39049.42474348,156.54028643
current-to-best1bin,Rastrigin,DEoptim,3000,57968.50182051,4.32150444
current-to-best1bin,Rastrigin,DEoptim,4000,77000.13010232,105.83384686
current-to-best1bin,Rastrigin,DEoptim,5000,95772.36984368,23.4468615
current-to-best1bin,Rastrigin,GA,50,1677.50704804,30.93033342
current-to-best1bin,Rastrigin,GA,100,2944.84156431,66.4776253
current-to-best1bin,Rastrigin,GA,200,5213.82790851,109.44182256
current-to-best1bin,Rastrigin,GA,500,11268.41156735,205.2629532
current-to-best1bin,Rastrigin,GA,1000,21059.08355685,235.41222602
current-to-best1bin,Rastrigin,GA,2000,39985.9666256,87.99021627
current-to-best1bin,Rastrigin,GA,3000,59470.21118374,6.93550716
current-to-best1bin,Rastrigin,GA,4000,76768.81248488,311.52270359
current-to-best1bin,Rastrigin,GA,5000,94743.88053802,23.08936978
current-to-best1bin,Rastrigin,PSO,50,1513.66428745,14.78525768
current-to-best1bin,Rastrigin,PSO,100,2980.09045883,18.15601053
current-to-best1bin,Rastrigin,PSO,200,5904.81625745,39.28593368
current-to-best1bin,Rastrigin,PSO,500,14588.07120404,8.08122392
current-to-best1bin,Rastrigin,PSO,1000,29165.33059818,48.87384343
current-to-best1bin,Rastrigin,PSO,2000,58152.53797893,176.28901244
current-to-best1bin,Rastrigin,PSO,3000,87035.34159179,13.13594858
current-to-best1bin,Rastrigin,PSO,4000,115988.19110692,116.46625603
current-to-best1bin,Rastrigin,PSO,5000,144957.97011654,69.69212458
current-to-best1bin,Ackley,SMCO,50,21.63699628,0.03960883
current-to-best1bin,Ackley,SMCO,100,21.53521368,0.04720168
current-to-best1bin,Ackley,SMCO,200,21.41822237,0.02787407
current-to-best1bin,Ackley,SMCO,500,21.36773333,0.01603146
current-to-best1bin,Ackley,SMCO,1000,21.35674794,0.01336454
current-to-best1bin,Ackley,SMCO,2000,21.41223117,0.00643105
current-to-best1bin,Ackley,SMCO,3000,21.53221419,0.00356824
current-to-best1bin,Ackley,SMCO,4000,21.66499532,0.00260253
current-to-best1bin,Ackley,SMCO,5000,21.69704496,0.00367952
current-to-best1bin,Ackley,SMCO_R,50,22.07309395,0.01255335
current-to-best1bin,Ackley,SMCO_R,100,22.03846438,0.00867916
current-to-best1bin,Ackley,SMCO_R,200,21.95328103,0.03017082
current-to-best1bin,Ackley,SMCO_R,500,21.9476101,0.01512724
current-to-best1bin,Ackley,SMCO_R,1000,21.94929137,0.00976383
current-to-best1bin,Ackley,SMCO_R,2000,21.90054567,0.00294097
current-to-best1bin,Ackley,SMCO_R,3000,21.56366743,0.00415411
current-to-best1bin,Ackley,SMCO_R,4000,21.69659647,0.00257511
current-to-best1bin,Ackley,SMCO_R,5000,21.7257027,0.00345012
current-to-best1bin,Ackley,SMCO_BR,50,22.06999457,0.01553984
current-to-best1bin,Ackley,SMCO_BR,100,22.03412869,0.01311026
current-to-best1bin,Ackley,SMCO_BR,200,21.97232981,0.02708793
current-to-best1bin,Ackley,SMCO_BR,500,21.94777331,0.01524843
current-to-best1bin,Ackley,SMCO_BR,1000,21.94129771,0.00968927
current-to-best1bin,Ackley,SMCO_BR,2000,21.92156924,0.00343249
current-to-best1bin,Ackley,SMCO_BR,3000,21.90992625,0.00253492
current-to-best1bin,Ackley,SMCO_BR,4000,21.90941467,0.00302392
current-to-best1bin,Ackley,SMCO_BR,5000,21.91259762,0.00350619
current-to-best1bin,Ackley,SMCO_EVO,50,22.15062549,0.02188954
current-to-best1bin,Ackley,SMCO_EVO,100,22.11409043,0.01745334
current-to-best1bin,Ackley,SMCO_EVO,200,22.09952213,0.0182611
current-to-best1bin,Ackley,SMCO_EVO,500,22.08341999,0.01298823
current-to-best1bin,Ackley,SMCO_EVO,1000,22.08734507,0.00668483
current-to-best1bin,Ackley,SMCO_EVO,2000,22.08847639,0.0234048
current-to-best1bin,Ackley,SMCO_EVO,3000,22.0323172,0.00974027
current-to-best1bin,Ackley,SMCO_EVO,4000,22.06464569,0.00349635
current-to-best1bin,Ackley,SMCO_EVO,5000,22.06094277,0.00859661
current-to-best1bin,Ackley,SMCO_R_EVO,50,22.18863316,0.02922567
current-to-best1bin,Ackley,SMCO_R_EVO,100,22.1715206,0.02897339
current-to-best1bin,Ackley,SMCO_R_EVO,200,22.15730115,0.02190824
current-to-best1bin,Ackley,SMCO_R_EVO,500,22.1432473,0.02014466
current-to-best1bin,Ackley,SMCO_R_EVO,1000,22.1611974,0.00839738
current-to-best1bin,Ackley,SMCO_R_EVO,2000,22.1366682,0.00456078
current-to-best1bin,Ackley,SMCO_R_EVO,3000,22.1399903,0.00662381
current-to-best1bin,Ackley,SMCO_R_EVO,4000,22.09349817,0.0051585
current-to-best1bin,Ackley,SMCO_R_EVO,5000,22.11214145,0.01465365
current-to-best1bin,Ackley,SMCO_BR_EVO,50,22.18122964,0.03485426
current-to-best1bin,Ackley,SMCO_BR_EVO,100,22.18446464,0.02084964
current-to-best1bin,Ackley,SMCO_BR_EVO,200,22.18722813,0.02061994
current-to-best1bin,Ackley,SMCO_BR_EVO,500,22.16166041,0.01236066
current-to-best1bin,Ackley,SMCO_BR_EVO,1000,22.15998727,0.0115037
current-to-best1bin,Ackley,SMCO_BR_EVO,2000,22.15386391,0.0201981
current-to-best1bin,Ackley,SMCO_BR_EVO,3000,22.14900609,0.0024278
current-to-best1bin,Ackley,SMCO_BR_EVO,4000,22.14027055,0.0089876
current-to-best1bin,Ackley,SMCO_BR_EVO,5000,22.15204417,0.01525714
current-to-best1bin,Ackley,GenSA,50,22.29973317,0.00500233
current-to-best1bin,Ackley,GenSA,100,22.28421294,0.00610862
current-to-best1bin,Ackley,GenSA,200,22.24978918,0.00594939
current-to-best1bin,Ackley,GenSA,500,22.16463458,0.00692266
current-to-best1bin,Ackley,GenSA,1000,22.13118936,0.09109798
current-to-best1bin,Ackley,GenSA,2000,21.94001171,0.00997303
current-to-best1bin,Ackley,GenSA,3000,21.90540034,0.02071428
current-to-best1bin,Ackley,GenSA,4000,21.86477087,0.00556715
current-to-best1bin,Ackley,GenSA,5000,21.7314873,0.01241529
current-to-best1bin,Ackley,SA,50,22.06548527,0.05143156
current-to-best1bin,Ackley,SA,100,22.05759957,0.02872788
current-to-best1bin,Ackley,SA,200,22.04652536,0.02294301
current-to-best1bin,Ackley,SA,500,22.03743133,0.01961288
current-to-best1bin,Ackley,SA,1000,21.96278046,0.02290152
current-to-best1bin,Ackley,SA,2000,21.8924745,0.0081464
current-to-best1bin,Ackley,SA,3000,21.86492905,0.01409715
current-to-best1bin,Ackley,SA,4000,21.84268349,0.00583576
current-to-best1bin,Ackley,SA,5000,21.66547433,0.01439947
current-to-best1bin,Ackley,DEoptim,50,21.83010022,0.01597561
current-to-best1bin,Ackley,DEoptim,100,21.69894611,0.01944533
current-to-best1bin,Ackley,DEoptim,200,21.5845815,0.01166533
current-to-best1bin,Ackley,DEoptim,500,21.47007228,0.01307966
current-to-best1bin,Ackley,DEoptim,1000,21.40238059,0.00977965
current-to-best1bin,Ackley,DEoptim,2000,21.36305693,0.00278622
current-to-best1bin,Ackley,DEoptim,3000,21.34290123,0.00159538
current-to-best1bin,Ackley,DEoptim,4000,21.34122139,0.00758382
current-to-best1bin,Ackley,DEoptim,5000,21.32833238,0.00054819
current-to-best1bin,Ackley,GA,50,21.87333817,0.0170036
current-to-best1bin,Ackley,GA,100,21.74723006,0.02657078
current-to-best1bin,Ackley,GA,200,21.65704026,0.02025155
current-to-best1bin,Ackley,GA,500,21.53476824,0.01845147
current-to-best1bin,Ackley,GA,1000,21.46911005,0.01047325
current-to-best1bin,Ackley,GA,2000,21.42397827,0.01420167
current-to-best1bin,Ackley,GA,3000,21.40466069,0.01114725
current-to-best1bin,Ackley,GA,4000,21.39722857,0.01819583
current-to-best1bin,Ackley,GA,5000,21.38560647,0.02742151
current-to-best1bin,Ackley,PSO,50,22.08361389,0.05284011
current-to-best1bin,Ackley,PSO,100,22.0341271,0.03048577
current-to-best1bin,Ackley,PSO,200,21.95255027,0.04773278
current-to-best1bin,Ackley,PSO,500,21.87354392,0.01061613
current-to-best1bin,Ackley,PSO,1000,21.78589313,0.0216697
current-to-best1bin,Ackley,PSO,2000,21.77345901,0.01220993
current-to-best1bin,Ackley,PSO,3000,21.74146524,0.01550264
current-to-best1bin,Ackley,PSO,4000,21.71180501,0.00794571
current-to-best1bin,Ackley,PSO,5000,21.7214349,0.00749892
current-to-best1bin,Rosenbrock,SMCO,50,28590556.0892473,1143423.43655756
current-to-best1bin,Rosenbrock,SMCO,100,54630111.70819072,1678805.48785978
current-to-best1bin,Rosenbrock,SMCO,200,103124528.56873003,1790986.63388525
current-to-best1bin,Rosenbrock,SMCO,500,243714058.24041504,2673938.43393376
current-to-best1bin,Rosenbrock,SMCO,1000,463389064.88490987,2712843.21054237
current-to-best1bin,Rosenbrock,SMCO,2000,869247612.9724324,6089094.39919715
current-to-best1bin,Rosenbrock,SMCO,3000,1239722873.845387,1018451.97238844
current-to-best1bin,Rosenbrock,SMCO,4000,1601610810.9908462,5187853.93675735
current-to-best1bin,Rosenbrock,SMCO,5000,1953961917.8469484,3915142.6489223
current-to-best1bin,Rosenbrock,SMCO_R,50,27764812.00991679,1123684.5684028
current-to-best1bin,Rosenbrock,SMCO_R,100,52616803.95826252,1624365.09657809
current-to-best1bin,Rosenbrock,SMCO_R,200,98101461.91474606,1735329.27071502
current-to-best1bin,Rosenbrock,SMCO_R,500,226905423.5312902,3088818.7330746
current-to-best1bin,Rosenbrock,SMCO_R,1000,422712947.9742656,3073704.22722023
current-to-best1bin,Rosenbrock,SMCO_R,2000,775822748.1332974,4752104.9516167
current-to-best1bin,Rosenbrock,SMCO_R,3000,1094303115.940483,23405.68370745
current-to-best1bin,Rosenbrock,SMCO_R,4000,1399385030.0219135,911116.52937325
current-to-best1bin,Rosenbrock,SMCO_R,5000,1699574361.5793364,3749109.16629494
current-to-best1bin,Rosenbrock,SMCO_BR,50,25826421.53841371,1047855.25360289
current-to-best1bin,Rosenbrock,SMCO_BR,100,47986687.78786815,1537370.69011369
current-to-best1bin,Rosenbrock,SMCO_BR,200,87336134.89183861,1585200.49625457
current-to-best1bin,Rosenbrock,SMCO_BR,500,194451615.14885083,3007025.21353842
current-to-best1bin,Rosenbrock,SMCO_BR,1000,348193067.76848793,3832879.82962107
current-to-best1bin,Rosenbrock,SMCO_BR,2000,618155929.2741712,2168963.02989108
current-to-best1bin,Rosenbrock,SMCO_BR,3000,859724697.6735848,1105521.41345009
current-to-best1bin,Rosenbrock,SMCO_BR,4000,1091605069.4387069,3466802.29551939
current-to-best1bin,Rosenbrock,SMCO_BR,5000,1318276891.8457017,3002866.7691948
current-to-best1bin,Rosenbrock,SMCO_EVO,50,28580313.2879377,1148911.58437031
current-to-best1bin,Rosenbrock,SMCO_EVO,100,54630038.65914771,1649045.56337156
current-to-best1bin,Rosenbrock,SMCO_EVO,200,103140206.49786988,1773727.95183391
current-to-best1bin,Rosenbrock,SMCO_EVO,500,243705721.84840137,2763239.74869022
current-to-best1bin,Rosenbrock,SMCO_EVO,1000,463443829.07431805,2643318.98200673
current-to-best1bin,Rosenbrock,SMCO_EVO,2000,869037289.3809952,6239990.8716141
current-to-best1bin,Rosenbrock,SMCO_EVO,3000,1239385157.2331452,1392657.82472092
current-to-best1bin,Rosenbrock,SMCO_EVO,4000,1601826824.5663753,4549189.21342815
current-to-best1bin,Rosenbrock,SMCO_EVO,5000,1953906656.3506606,4454116.07643705
current-to-best1bin,Rosenbrock,SMCO_R_EVO,50,27768828.65318396,1156243.88119335
current-to-best1bin,Rosenbrock,SMCO_R_EVO,100,52615451.99542574,1643941.14232254
current-to-best1bin,Rosenbrock,SMCO_R_EVO,200,98481818.8781041,2451293.34525438
current-to-best1bin,Rosenbrock,SMCO_R_EVO,500,227000486.48482817,3057943.36085201
current-to-best1bin,Rosenbrock,SMCO_R_EVO,1000,422659750.85499537,2980022.13005288
current-to-best1bin,Rosenbrock,SMCO_R_EVO,2000,775870948.4175621,4432532.77953777
current-to-best1bin,Rosenbrock,SMCO_R_EVO,3000,1110555709.568077,4545273.29139822
current-to-best1bin,Rosenbrock,SMCO_R_EVO,4000,1433132239.4677372,37462452.09132567
current-to-best1bin,Rosenbrock,SMCO_R_EVO,5000,1767633840.916448,40160855.54959361
current-to-best1bin,Rosenbrock,SMCO_BR_EVO,50,25824113.6415854,1089386.955526
current-to-best1bin,Rosenbrock,SMCO_BR_EVO,100,48026755.33157219,1618534.30338333
current-to-best1bin,Rosenbrock,SMCO_BR_EVO,200,88751492.55925764,3426446.7955617
current-to-best1bin,Rosenbrock,SMCO_BR_EVO,500,198440396.84318468,5730668.74772012
current-to-best1bin,Rosenbrock,SMCO_BR_EVO,1000,361314025.78286856,9112218.42617681
current-to-best1bin,Rosenbrock,SMCO_BR_EVO,2000,667858608.950692,46006898.75411382
current-to-best1bin,Rosenbrock,SMCO_BR_EVO,3000,928660317.1534901,4265549.65695232
current-to-best1bin,Rosenbrock,SMCO_BR_EVO,4000,1239822826.0694354,27735920.31322763
current-to-best1bin,Rosenbrock,SMCO_BR_EVO,5000,1529914988.3765254,21003407.77791087
current-to-best1bin,Rosenbrock,GenSA,50,39986469.0,0.0
current-to-best1bin,Rosenbrock,GenSA,100,80490519.0,0.0
current-to-best1bin,Rosenbrock,GenSA,200,161498619.0,0.0
current-to-best1bin,Rosenbrock,GenSA,500,404522919.0,0.0
current-to-best1bin,Rosenbrock,GenSA,1000,809563419.0,0.0
current-to-best1bin,Rosenbrock,GenSA,2000,1619644419.0,0.0
current-to-best1bin,Rosenbrock,GenSA,3000,2429725419.0,0.0
current-to-best1bin,Rosenbrock,GenSA,4000,3239806419.0,0.0
current-to-best1bin,Rosenbrock,GenSA,5000,4049887419.0,0.0
current-to-best1bin,Rosenbrock,SA,50,27331490.25,2316655.68128128
current-to-best1bin,Rosenbrock,SA,100,52882416.0,2949626.04275997
current-to-best1bin,Rosenbrock,SA,200,108594778.5,3608822.76201014
current-to-best1bin,Rosenbrock,SA,500,269683542.0,10548525.59288536
current-to-best1bin,Rosenbrock,SA,1000,542589309.0,12621181.79874858
current-to-best1bin,Rosenbrock,SA,2000,1082940579.0,8933773.43087875
current-to-best1bin,Rosenbrock,SA,3000,1590726046.5,9291924.04147884
current-to-best1bin,Rosenbrock,SA,4000,2174326321.5,43627848.46757301
current-to-best1bin,Rosenbrock,SA,5000,2720911801.5,9737210.39479545
current-to-best1bin,Rosenbrock,DEoptim,50,19070985.76680293,879559.77396488
current-to-best1bin,Rosenbrock,DEoptim,100,28044571.62015562,897585.1057089
current-to-best1bin,Rosenbrock,DEoptim,200,45125424.91177361,1220595.58417272
current-to-best1bin,Rosenbrock,DEoptim,500,90626987.21461594,2641635.799278
current-to-best1bin,Rosenbrock,DEoptim,1000,160936607.22145408,1809647.55990471
current-to-best1bin,Rosenbrock,DEoptim,2000,298880966.55981404,1950522.26820004
current-to-best1bin,Rosenbrock,DEoptim,3000,435025937.7010499,1217440.10858186
current-to-best1bin,Rosenbrock,DEoptim,4000,570759716.329524,5675936.20214147
current-to-best1bin,Rosenbrock,DEoptim,5000,703836218.4663241,2028375.75898374
current-to-best1bin,Rosenbrock,GA,50,26248513.5119487,1670717.20601426
current-to-best1bin,Rosenbrock,GA,100,45144330.78568907,2165425.55840196
current-to-best1bin,Rosenbrock,GA,200,77429598.63905175,2892965.18567918
current-to-best1bin,Rosenbrock,GA,500,148048142.29008248,6077435.54117778
current-to-best1bin,Rosenbrock,GA,1000,228741053.82543468,7389568.32242458
current-to-best1bin,Rosenbrock,GA,2000,378960173.9105427,6896060.8276522
current-to-best1bin,Rosenbrock,GA,3000,558462340.9012433,5478799.34591137
current-to-best1bin,Rosenbrock,GA,4000,681387818.6390367,13240574.11462637
current-to-best1bin,Rosenbrock,GA,5000,863871393.4097356,12846378.8507324
current-to-best1bin,Rosenbrock,PSO,50,30841751.25,1840176.92048709
current-to-best1bin,Rosenbrock,PSO,100,58428327.0,3610244.67026959
current-to-best1bin,Rosenbrock,PSO,200,114019960.5,6510695.67866004
current-to-best1bin,Rosenbrock,PSO,500,275462037.0,6193684.96372575
current-to-best1bin,Rosenbrock,PSO,1000,532788129.0,12765771.19146793
current-to-best1bin,Rosenbrock,PSO,2000,1038838524.0,7808743.05474799
current-to-best1bin,Rosenbrock,PSO,3000,1567742184.0,1543260.54993964
current-to-best1bin,Rosenbrock,PSO,4000,2080429884.0,10310444.18463385
current-to-best1bin,Rosenbrock,PSO,5000,2607259441.5,28607564.0033543
current-to-best1bin,Griewank,SMCO,50,4400.89200506,5.90461186
current-to-best1bin,Griewank,SMCO,100,8740.09630003,8.42755298
current-to-best1bin,Griewank,SMCO,200,17226.59242376,12.77411878
current-to-best1bin,Griewank,SMCO_R,50,4332.10767341,9.00328835
current-to-best1bin,Griewank,SMCO_R,100,8565.92068992,12.90743594
current-to-best1bin,Griewank,SMCO_R,200,16732.05754061,22.18238311
current-to-best1bin,Griewank,SMCO_BR,50,4161.670566,17.9852853
current-to-best1bin,Griewank,SMCO_BR,100,8146.54301849,23.16916436
current-to-best1bin,Griewank,SMCO_BR,200,15582.82164854,43.64319456
current-to-best1bin,Griewank,SMCO_EVO,50,4400.25843678,5.85573323
current-to-best1bin,Griewank,SMCO_EVO,100,8741.0768169,5.62000358
current-to-best1bin,Griewank,SMCO_EVO,200,17224.22871924,13.80551252
current-to-best1bin,Griewank,SMCO_R_EVO,50,4330.99675258,9.30572103
current-to-best1bin,Griewank,SMCO_R_EVO,100,8568.60215548,14.16658207
current-to-best1bin,Griewank,SMCO_R_EVO,200,16723.82607777,24.37174879
current-to-best1bin,Griewank,SMCO_BR_EVO,50,4160.10517731,15.48415445
current-to-best1bin,Griewank,SMCO_BR_EVO,100,8149.53898907,27.55711413
current-to-best1bin,Griewank,SMCO_BR_EVO,200,15579.36184013,48.24419592
current-to-best1bin,Griewank,GenSA,50,4501.0,0.0
current-to-best1bin,Griewank,GenSA,100,9001.0,0.0
current-to-best1bin,Griewank,GenSA,200,18001.0,0.0
current-to-best1bin,Griewank,SA,50,4501.0,0.0
current-to-best1bin,Griewank,SA,100,9001.0,0.0
current-to-best1bin,Griewank,SA,200,18001.0,0.0
current-to-best1bin,Griewank,DEoptim,50,2632.15324533,45.34744873
current-to-best1bin,Griewank,DEoptim,100,4549.27757778,98.02540848
current-to-best1bin,Griewank,DEoptim,200,7992.15823964,104.21983942
current-to-best1bin,Griewank,GA,50,4252.25924766,20.13193741
current-to-best1bin,Griewank,GA,100,7833.49022911,54.37418962
current-to-best1bin,Griewank,GA,200,13845.08661474,217.06375432
current-to-best1bin,Griewank,PSO,50,4501.0,0.0
current-to-best1bin,Griewank,PSO,100,9001.0,0.0
current-to-best1bin,Griewank,PSO,200,18001.0,0.0
current-to-best1bin,Zakharov,SMCO,50,1544460382804846.5,7992420858986.234
current-to-best1bin,Zakharov,SMCO,100,3.726719113127506e+17,1250349683025672.0
current-to-best1bin,Zakharov,SMCO,200,8.905104024024446e+19,2.5670340792716826e+17
current-to-best1bin,Zakharov,SMCO,500,1.2530257290868337e+23,6.107884466985734e+20
current-to-best1bin,Zakharov,SMCO_R,50,1472185536847872.8,12426341458557.328
current-to-best1bin,Zakharov,SMCO_R,100,3.5073620183415974e+17,1926915758823682.0
current-to-best1bin,Zakharov,SMCO_R,200,8.126408086905997e+19,3.836824921014385e+17
current-to-best1bin,Zakharov,SMCO_R,500,1.0966824087560668e+23,9.345209817156776e+20
current-to-best1bin,Zakharov,SMCO_BR,50,1302651618260598.5,23315286833952.996
current-to-best1bin,Zakharov,SMCO_BR,100,3.007640369869114e+17,3232375327143844.0
current-to-best1bin,Zakharov,SMCO_BR,200,6.463198018702149e+19,6.435082558752614e+17
current-to-best1bin,Zakharov,SMCO_BR,500,7.947977905345289e+22,1.3861791465852392e+21
current-to-best1bin,Zakharov,SMCO_EVO,50,1547233201559311.5,8340384129661.408
current-to-best1bin,Zakharov,SMCO_EVO,100,3.73893546280408e+17,1771524652395157.0
current-to-best1bin,Zakharov,SMCO_EVO,200,8.92076331233532e+19,2.1286404270464426e+17
current-to-best1bin,Zakharov,SMCO_EVO,500,1.2564853484884616e+23,4.751860045580609e+20
current-to-best1bin,Zakharov,SMCO_R_EVO,50,1481998819953021.5,14230292425839.012
current-to-best1bin,Zakharov,SMCO_R_EVO,100,3.519512055367801e+17,2201145231102943.0
current-to-best1bin,Zakharov,SMCO_R_EVO,200,8.182450588926935e+19,4.9664166550942336e+17
current-to-best1bin,Zakharov,SMCO_R_EVO,500,1.098959045083418e+23,6.946965244434796e+20
current-to-best1bin,Zakharov,SMCO_BR_EVO,50,1321579327789853.5,26468558082813.195
current-to-best1bin,Zakharov,SMCO_BR_EVO,100,3.0432878251545683e+17,5136099127626756.0
current-to-best1bin,Zakharov,SMCO_BR_EVO,200,6.5618726300327985e+19,8.254005653706836e+17
current-to-best1bin,Zakharov,SMCO_BR_EVO,500,8.054490557151366e+22,1.699547103865854e+21
current-to-best1bin,Zakharov,GenSA,50,1651660441036249.5,0.51298918
current-to-best1bin,Zakharov,GenSA,100,4.064859420438224e+17,66.2462937
current-to-best1bin,Zakharov,GenSA,200,1.0201505007260028e+20,17270.25239473
current-to-best1bin,Zakharov,GenSA,500,1.538122607450211e+23,0.0
current-to-best1bin,Zakharov,SA,50,1651660441036249.5,0.51298918
current-to-best1bin,Zakharov,SA,100,4.064859420438224e+17,66.2462937
current-to-best1bin,Zakharov,SA,200,1.0201505007260028e+20,17270.25239473
current-to-best1bin,Zakharov,SA,500,1.538122607450211e+23,0.0
current-to-best1bin,Zakharov,DEoptim,50,1104786159318461.6,41008676014195.79
current-to-best1bin,Zakharov,DEoptim,100,1.564472855667245e+17,9897128688007304.0
current-to-best1bin,Zakharov,DEoptim,200,2.0586170592747446e+19,1.8998501404724483e+18
current-to-best1bin,Zakharov,DEoptim,500,1.2943695526983188e+22,5.9235355357647e+20
current-to-best1bin,Zakharov,GA,50,1512953031732195.5,14874814047637.252
current-to-best1bin,Zakharov,GA,100,3.259341240180298e+17,7040179989504867.0
current-to-best1bin,Zakharov,GA,200,6.714015930255444e+19,1.8176817638186586e+18
current-to-best1bin,Zakharov,GA,500,6.343866956064009e+22,1.1512716884013191e+21
current-to-best1bin,Zakharov,PSO,50,853915058111520.0,250234577726447.6
current-to-best1bin,Zakharov,PSO,100,1.378653984224628e+17,3.77021994835253e+16
current-to-best1bin,Zakharov,PSO,200,1.881315786450292e+19,3.9640962279944996e+18
current-to-best1bin,Zakharov,PSO,500,1.2531567661324549e+22,1.1182216567605034e+21
best1bin,Rastrigin,SMCO,50,1711.62747192,31.96178581
best1bin,Rastrigin,SMCO,100,3268.52822567,41.5475958
best1bin,Rastrigin,SMCO,200,6337.69809851,65.48378907
