strategy,func,dim,algo,fopt_mean,time_mean,is_pareto,is_evo
rand1bin,Rosenbrock,50,BOBYQA,30632859.9306966,140.55,0,False
rand1bin,Rosenbrock,50,SignGD,27047836.990696,1.06,0,False
rand1bin,Rosenbrock,50,GA,26248513.5119487,0.78,0,False
rand1bin,Rosenbrock,50,SMCO_BR_EVO,26245254.52744256,4.3,0,True
rand1bin,Rosenbrock,50,SMCO,28590556.0892473,3.84,0,False
rand1bin,Rosenbrock,50,SMCO_R,27764812.00991679,4.26,0,False
rand1bin,Rosenbrock,50,DEoptim,19070985.76680293,23.03,0,False
rand1bin,Rosenbrock,50,GD,29870788.5,0.04,0,False
rand1bin,Rosenbrock,50,PSO,30841751.25,0.22,0,False
rand1bin,Rosenbrock,50,ADAM,23710820.00862888,4.68,0,False
rand1bin,Rosenbrock,500,GenSA,404522919.0,41.08,1,False
rand1bin,Rosenbrock,500,SMCO_EVO,243665078.3340248,134.73,0,True
rand1bin,Rosenbrock,500,SMCO_BR,194451615.14885083,136.82,0,False
rand1bin,Rosenbrock,500,SMCO_R_EVO,227030141.56131357,135.18,0,True
rand1bin,Rosenbrock,500,SA,269683542.0,17.45,0,False
rand1bin,Rosenbrock,500,SMCO,243714058.24041504,132.61,0,False
rand1bin,Rosenbrock,500,GA,148048142.29008248,1.1,0,False
rand1bin,Rosenbrock,500,SMCO_R,226905423.5312902,131.27,0,False
rand1bin,Rosenbrock,500,DEoptim,90626987.21461594,490.28,0,False
rand1bin,Rosenbrock,500,SMCO_BR_EVO,201857043.123427,138.03,0,True
rand1bin,Rosenbrock,500,PSO,275462037.0,0.46,1,False
rand1bin,Rosenbrock,5000,GenSA,4049887419.0,1801.62,1,False
rand1bin,Rosenbrock,5000,SMCO_EVO,1953822312.2048445,6422.43,0,True
rand1bin,Rosenbrock,5000,SMCO_BR,1318276891.8457017,6843.68,0,False
rand1bin,Rosenbrock,5000,SMCO_R_EVO,1763579913.2363734,6827.02,0,True
rand1bin,Rosenbrock,5000,SA,2720911801.5,238.31,1,False
rand1bin,Rosenbrock,5000,SMCO,1953961917.8469484,6483.2,0,False
rand1bin,Rosenbrock,5000,GA,863871393.4097356,5.5,0,False
rand1bin,Rosenbrock,5000,SMCO_R,1699574361.5793364,6885.07,0,False
rand1bin,Rosenbrock,5000,DEoptim,703836218.4663241,34389.16,0,False
rand1bin,Rosenbrock,5000,SMCO_BR_EVO,1571387343.601668,7575.95,0,True
rand1bin,Rosenbrock,5000,PSO,2607259441.5,2.04,1,False
rand1bin,Zakharov,100,GenSA,4.064859420438224e+17,5.01,0,False
rand1bin,Zakharov,100,optimNM,5127426016704594.0,0.38,0,False
rand1bin,Zakharov,100,SPSA,4.0491194738154456e+16,0.29,0,False
rand1bin,Zakharov,100,optimLBFGS,4.064859420438224e+17,0.07,1,False
rand1bin,Zakharov,100,SMCO_EVO,3.730718501511657e+17,11.62,0,True
rand1bin,Zakharov,100,SMCO_R_EVO,3.518469888496277e+17,11.06,0,True
rand1bin,Zakharov,100,SA,4.064859420438224e+17,3.49,0,False
rand1bin,Zakharov,100,SMCO_BR,3.007640369869114e+17,12.44,0,False
rand1bin,Zakharov,100,BOBYQA,3.7367845082410195e+17,167.92,0,False
rand1bin,Zakharov,100,SignGD,4.064859420438224e+17,3.33,0,False
rand1bin,Zakharov,100,GA,3.259341240180298e+17,0.69,0,False
rand1bin,Zakharov,100,SMCO,3.726719113127506e+17,11.08,0,False
rand1bin,Zakharov,100,SMCO_R,3.5073620183415974e+17,11.61,0,False
rand1bin,Zakharov,100,SMCO_BR_EVO,3.0262312051554906e+17,12.17,0,True
rand1bin,Zakharov,100,DEoptim,1.564472855667245e+17,58.92,0,False
rand1bin,Zakharov,100,GD,4.064859420438224e+17,0.09,0,False
rand1bin,Zakharov,100,PSO,1.378653984224628e+17,0.21,0,False
rand1bin,Zakharov,100,ADAM,8.880945320640266e+16,13.01,0,False
rand1bin,Zakharov,200,GenSA,1.0201505007260028e+20,12.08,0,False
rand1bin,Zakharov,200,optimNM,8.155673609713709e+17,1.17,0,False
rand1bin,Zakharov,200,SPSA,5.61846952147701e+18,0.42,0,False
rand1bin,Zakharov,200,optimLBFGS,1.0201505007260028e+20,0.19,1,False
rand1bin,Zakharov,200,SMCO_BR,6.463198018702149e+19,37.64,0,False
rand1bin,Zakharov,200,SMCO_EVO,8.927761864045686e+19,35.99,0,True
rand1bin,Zakharov,200,SA,1.0201505007260028e+20,7.63,0,False
rand1bin,Zakharov,200,SMCO_R_EVO,8.148645008091346e+19,37.96,0,True
rand1bin,Zakharov,200,BOBYQA,8.530510366187115e+19,426.64,0,False
rand1bin,Zakharov,200,SignGD,1.0201505007260028e+20,9.53,0,False
rand1bin,Zakharov,200,GA,6.714015930255444e+19,0.93,0,False
rand1bin,Zakharov,200,SMCO,8.905104024024446e+19,37.87,0,False
rand1bin,Zakharov,200,SMCO_R,8.126408086905997e+19,36.72,0,False
rand1bin,Zakharov,200,SMCO_BR_EVO,6.520086193040035e+19,37.06,0,True
rand1bin,Zakharov,200,DEoptim,2.0586170592747446e+19,152.14,0,False
rand1bin,Zakharov,200,GD,1.0201505007260028e+20,0.3,0,False
rand1bin,Zakharov,200,PSO,1.881315786450292e+19,0.3,0,False
rand1bin,Zakharov,200,ADAM,2.076356603334561e+19,42.72,0,False
rand1bin,Zakharov,50,GenSA,1651660441036249.5,2.3,0,False
rand1bin,Zakharov,50,optimNM,32231142211511.2,0.21,0,False
rand1bin,Zakharov,50,SPSA,371549039166977.9,0.22,0,False
rand1bin,Zakharov,50,optimLBFGS,1651660441036249.5,0.04,0,False
rand1bin,Zakharov,50,SMCO_EVO,1547305404807157.0,3.68,0,True
rand1bin,Zakharov,50,SMCO_BR,1302651618260598.5,5.12,0,False
rand1bin,Zakharov,50,SA,1651660441036249.5,1.74,0,False
rand1bin,Zakharov,50,SMCO_R_EVO,1479474019474247.8,4.4,0,True
rand1bin,Zakharov,50,BOBYQA,1150165582894668.5,30.82,0,False
rand1bin,Zakharov,50,SignGD,1651660441036249.5,1.18,0,False
rand1bin,Zakharov,50,SMCO_R,1472185536847872.8,3.86,0,False
rand1bin,Zakharov,50,SMCO,1544460382804846.5,4.25,0,False
rand1bin,Zakharov,50,GA,1512953031732195.5,0.72,0,False
rand1bin,Zakharov,50,SMCO_BR_EVO,1321042363222150.5,4.91,0,True
rand1bin,Zakharov,50,DEoptim,1104786159318461.4,23.03,0,False
rand1bin,Zakharov,50,GD,1651660441036249.5,0.03,1,False
rand1bin,Zakharov,50,PSO,853915058111520.0,0.22,0,False
rand1bin,Zakharov,50,ADAM,398995567428997.25,4.86,0,False
rand1bin,Zakharov,500,GenSA,1.538122607450211e+23,38.33,0,False
rand1bin,Zakharov,500,SMCO_EVO,1.2528603542628458e+23,128.82,0,True
rand1bin,Zakharov,500,SMCO_BR,7.947977905345289e+22,132.46,0,False
rand1bin,Zakharov,500,SMCO_R_EVO,1.1005364578881726e+23,123.75,0,True
rand1bin,Zakharov,500,SA,1.538122607450211e+23,16.74,1,False
rand1bin,Zakharov,500,SMCO,1.2530257290868337e+23,134.72,0,False
rand1bin,Zakharov,500,GA,6.343866956064009e+22,1.29,1,False
rand1bin,Zakharov,500,SMCO_R,1.0966824087560668e+23,129.81,0,False
rand1bin,Zakharov,500,DEoptim,1.2943695526983188e+22,441.97,0,False
rand1bin,Zakharov,500,SMCO_BR_EVO,7.98763530022454e+22,131.38,0,True
rand1bin,Zakharov,500,PSO,1.2531567661324549e+22,0.45,1,False
current-to-best1bin,Ackley,100,GenSA,22.28421294,7.18,1,False
current-to-best1bin,Ackley,100,optimNM,21.56106255,0.62,0,False
current-to-best1bin,Ackley,100,SPSA,21.5221555,0.21,1,False
current-to-best1bin,Ackley,100,optimLBFGS,21.99607926,0.75,0,False
current-to-best1bin,Ackley,100,SMCO_EVO,22.11409043,20.53,0,True
current-to-best1bin,Ackley,100,SMCO_BR,22.03412869,20.51,0,False
current-to-best1bin,Ackley,100,SMCO_R_EVO,22.1715206,21.44,0,True
current-to-best1bin,Ackley,100,BOBYQA,21.967178,35.5,0,False
current-to-best1bin,Ackley,100,SA,22.05759957,32.81,0,False
current-to-best1bin,Ackley,100,SignGD,21.9938399,8.79,0,False
current-to-best1bin,Ackley,100,GA,21.74723006,1.15,0,False
current-to-best1bin,Ackley,100,SMCO_R,22.03846438,20.44,0,False
current-to-best1bin,Ackley,100,SMCO_BR_EVO,22.18446464,21.8,0,True
current-to-best1bin,Ackley,100,SMCO,21.53521368,20.76,0,False
current-to-best1bin,Ackley,100,DEoptim,21.69894611,74.47,0,False
current-to-best1bin,Ackley,100,GD,21.99607093,17.58,0,False
current-to-best1bin,Ackley,100,PSO,22.0341271,0.45,1,False
current-to-best1bin,Ackley,100,ADAM,21.99591755,18.98,0,False
current-to-best1bin,Ackley,1000,GenSA,22.13118936,182.49,1,False
current-to-best1bin,Ackley,1000,SMCO_EVO,22.08734507,1351.52,0,True
current-to-best1bin,Ackley,1000,SMCO_BR,21.94129771,1367.33,0,False
current-to-best1bin,Ackley,1000,SMCO_R_EVO,22.1611974,1356.69,1,True
current-to-best1bin,Ackley,1000,SA,21.96278046,472.32,0,False
current-to-best1bin,Ackley,1000,SMCO,21.35674794,1357.56,0,False
current-to-best1bin,Ackley,1000,GA,21.46911005,2.71,0,False
current-to-best1bin,Ackley,1000,SMCO_R,21.94929137,1352.37,0,False
current-to-best1bin,Ackley,1000,DEoptim,21.40238059,2380.43,0,False
current-to-best1bin,Ackley,1000,SMCO_BR_EVO,22.15998727,1361.23,0,True
current-to-best1bin,Ackley,1000,PSO,21.78589313,1.32,1,False
current-to-best1bin,Ackley,200,GenSA,22.24978918,19.09,1,False
current-to-best1bin,Ackley,200,optimNM,21.44036847,1.68,0,False
current-to-best1bin,Ackley,200,SPSA,21.45946628,0.28,1,False
current-to-best1bin,Ackley,200,optimLBFGS,21.98502321,2.44,1,False
current-to-best1bin,Ackley,200,GD,21.98502133,65.59,0,False
current-to-best1bin,Ackley,200,SMCO_R_EVO,22.15730115,69.92,0,True
current-to-best1bin,Ackley,200,SMCO_BR,21.97232981,72.91,0,False
current-to-best1bin,Ackley,200,SMCO_EVO,22.09952213,77.26,0,True
current-to-best1bin,Ackley,200,SA,22.04652536,69.17,0,False
current-to-best1bin,Ackley,200,BOBYQA,21.8149604,76.63,0,False
current-to-best1bin,Ackley,200,SignGD,21.98372281,23.8,0,False
current-to-best1bin,Ackley,200,GA,21.65704026,1.42,0,False
current-to-best1bin,Ackley,200,SMCO_R,21.95328103,72.2,0,False
current-to-best1bin,Ackley,200,SMCO,21.41822237,67.85,0,False
current-to-best1bin,Ackley,200,DEoptim,21.5845815,196.95,0,False
current-to-best1bin,Ackley,200,SMCO_BR_EVO,22.18722813,72.9,0,True
current-to-best1bin,Ackley,200,PSO,21.95255027,0.55,1,False
current-to-best1bin,Ackley,200,ADAM,21.9849489,78.37,0,False
current-to-best1bin,Ackley,2000,GenSA,21.94001171,545.82,1,False
current-to-best1bin,Ackley,2000,SMCO_EVO,22.08847639,5398.01,1,True
current-to-best1bin,Ackley,2000,SMCO_BR,21.92156924,5511.29,0,False
current-to-best1bin,Ackley,2000,SMCO_R_EVO,22.1366682,5515.55,0,True
current-to-best1bin,Ackley,2000,SA,21.8924745,726.83,0,False
current-to-best1bin,Ackley,2000,SMCO,21.41223117,5351.78,0,False
current-to-best1bin,Ackley,2000,GA,21.42397827,4.62,0,False
current-to-best1bin,Ackley,2000,SMCO_R,21.90054567,5351.1,0,False
current-to-best1bin,Ackley,2000,DEoptim,21.36305693,8244.32,0,False
current-to-best1bin,Ackley,2000,SMCO_BR_EVO,22.15386391,5505.29,1,True
current-to-best1bin,Ackley,2000,PSO,21.77345901,2.41,1,False
current-to-best1bin,Ackley,3000,GenSA,21.90540034,1165.62,1,False
current-to-best1bin,Ackley,3000,SMCO_EVO,22.0323172,11867.24,0,True
current-to-best1bin,Ackley,3000,SMCO_BR,21.90992625,11547.43,1,False
current-to-best1bin,Ackley,3000,SMCO_R_EVO,22.1399903,11704.19,0,True
current-to-best1bin,Ackley,3000,SA,21.86492905,957.96,1,False
current-to-best1bin,Ackley,3000,SMCO,21.53221419,11775.64,0,False
current-to-best1bin,Ackley,3000,GA,21.40466069,6.18,0,False
current-to-best1bin,Ackley,3000,SMCO_R,21.56366743,11720.41,0,False
current-to-best1bin,Ackley,3000,DEoptim,21.34290123,17668.37,0,False
current-to-best1bin,Ackley,3000,SMCO_BR_EVO,22.14900609,11661.17,1,True
current-to-best1bin,Ackley,3000,PSO,21.74146524,3.17,1,False
current-to-best1bin,Ackley,4000,GenSA,21.86477087,1705.64,1,False
current-to-best1bin,Ackley,4000,SMCO_EVO,22.06464569,22743.12,0,True
current-to-best1bin,Ackley,4000,SMCO_BR,21.90941467,21876.47,1,False
current-to-best1bin,Ackley,4000,SMCO_R_EVO,22.09349817,22266.24,1,True
current-to-best1bin,Ackley,4000,SA,21.84268349,1400.24,1,False
current-to-best1bin,Ackley,4000,SMCO,21.66499532,22450.3,0,False
current-to-best1bin,Ackley,4000,GA,21.39722857,8.13,0,False
current-to-best1bin,Ackley,4000,SMCO_R,21.69659647,22241.23,0,False
current-to-best1bin,Ackley,4000,DEoptim,21.34122139,29337.0,0,False
current-to-best1bin,Ackley,4000,SMCO_BR_EVO,22.14027055,22535.36,1,True
current-to-best1bin,Ackley,4000,PSO,21.71180501,4.35,1,False
current-to-best1bin,Ackley,50,GenSA,22.29973317,3.46,1,False
current-to-best1bin,Ackley,50,optimNM,21.83530949,0.34,0,False
current-to-best1bin,Ackley,50,SPSA,21.67355384,0.21,1,False
current-to-best1bin,Ackley,50,optimLBFGS,22.01541909,0.32,1,False
current-to-best1bin,Ackley,50,SMCO_BR,22.06999457,8.64,0,False
current-to-best1bin,Ackley,50,SMCO_R_EVO,22.18863316,8.87,0,True
current-to-best1bin,Ackley,50,SMCO_EVO,22.15062549,8.6,0,True
current-to-best1bin,Ackley,50,BOBYQA,22.01231106,16.2,0,False
current-to-best1bin,Ackley,50,SA,22.06548527,16.42,0,False
current-to-best1bin,Ackley,50,SignGD,22.01465884,3.9,0,False
current-to-best1bin,Ackley,50,GA,21.87333817,1.15,0,False
current-to-best1bin,Ackley,50,SMCO,21.63699628,8.61,0,False
current-to-best1bin,Ackley,50,SMCO_R,22.07309395,8.62,0,False
current-to-best1bin,Ackley,50,SMCO_BR_EVO,22.18122964,8.84,0,True
current-to-best1bin,Ackley,50,DEoptim,21.83010022,34.05,0,False
current-to-best1bin,Ackley,50,GD,22.01610799,7.56,0,False
current-to-best1bin,Ackley,50,PSO,22.08361389,0.46,1,False
current-to-best1bin,Ackley,50,ADAM,22.01612122,7.8,0,False
current-to-best1bin,Ackley,500,GenSA,22.16463458,65.03,1,False
current-to-best1bin,Ackley,500,SMCO_EVO,22.08341999,354.78,0,True
current-to-best1bin,Ackley,500,SMCO_BR,21.94777331,370.56,0,False
current-to-best1bin,Ackley,500,SMCO_R_EVO,22.1432473,364.25,0,True
current-to-best1bin,Ackley,500,SA,22.03743133,223.66,0,False
current-to-best1bin,Ackley,500,SMCO,21.36773333,353.37,0,False
current-to-best1bin,Ackley,500,GA,21.53476824,2.07,0,False
current-to-best1bin,Ackley,500,SMCO_R,21.9476101,359.77,0,False
current-to-best1bin,Ackley,500,DEoptim,21.47007228,787.14,0,False
current-to-best1bin,Ackley,500,SMCO_BR_EVO,22.16166041,360.21,0,True
current-to-best1bin,Ackley,500,PSO,21.87354392,0.87,1,False
current-to-best1bin,Ackley,5000,GenSA,21.7314873,2947.96,1,False
current-to-best1bin,Ackley,5000,SMCO_EVO,22.06094277,39389.52,0,True
current-to-best1bin,Ackley,5000,SMCO_BR,21.91259762,36736.77,1,False
current-to-best1bin,Ackley,5000,SMCO_R_EVO,22.11214145,38665.96,1,True
current-to-best1bin,Ackley,5000,SA,21.66547433,1507.9,0,False
current-to-best1bin,Ackley,5000,SMCO,21.69704496,38705.72,0,False
current-to-best1bin,Ackley,5000,GA,21.38560647,10.42,0,False
current-to-best1bin,Ackley,5000,SMCO_R,21.7257027,37311.64,0,False
current-to-best1bin,Ackley,5000,DEoptim,21.32833238,47674.25,0,False
current-to-best1bin,Ackley,5000,SMCO_BR_EVO,22.15204417,38666.27,1,True
current-to-best1bin,Ackley,5000,PSO,21.7214349,5.77,1,False
current-to-best1bin,Griewank,100,GenSA,9001.0,8.41,0,False
current-to-best1bin,Griewank,100,optimNM,3455.17997108,0.49,0,False
current-to-best1bin,Griewank,100,SPSA,3418.85443243,0.32,1,False
current-to-best1bin,Griewank,100,optimLBFGS,6051.5179853,7.0,0,False
current-to-best1bin,Griewank,100,SMCO_EVO,8741.0768169,15.33,0,True
current-to-best1bin,Griewank,100,SMCO_R_EVO,8568.60215548,15.14,0,True
current-to-best1bin,Griewank,100,SA,9001.0,9.8,0,False
current-to-best1bin,Griewank,100,SMCO_BR,8146.54301849,16.2,0,False
current-to-best1bin,Griewank,100,GD,4318.53161268,16.7,0,False
current-to-best1bin,Griewank,100,BOBYQA,9001.0,633.66,1,False
current-to-best1bin,Griewank,100,SignGD,3641.58411574,6.32,0,False
current-to-best1bin,Griewank,100,GA,7833.49022911,1.09,0,False
current-to-best1bin,Griewank,100,SMCO,8740.09630003,14.98,0,False
current-to-best1bin,Griewank,100,SMCO_R,8565.92068992,14.46,0,False
current-to-best1bin,Griewank,100,DEoptim,4549.27757778,72.47,0,False
current-to-best1bin,Griewank,100,SMCO_BR_EVO,8149.53898907,15.68,0,True
current-to-best1bin,Griewank,100,PSO,9001.0,0.34,1,False
current-to-best1bin,Griewank,100,ADAM,3464.14704555,16.57,0,False
current-to-best1bin,Griewank,200,GenSA,18001.0,22.88,0,False
current-to-best1bin,Griewank,200,optimNM,6748.12729224,1.33,0,False
current-to-best1bin,Griewank,200,SPSA,6734.35211453,0.74,0,False
current-to-best1bin,Griewank,200,optimLBFGS,8309.99951266,11.51,0,False
current-to-best1bin,Griewank,200,SMCO_EVO,17224.22871924,55.05,0,True
current-to-best1bin,Griewank,200,SMCO_BR,15582.82164854,53.28,0,False
current-to-best1bin,Griewank,200,SA,18001.0,24.37,0,False
current-to-best1bin,Griewank,200,SMCO_R_EVO,16723.82607777,50.36,0,True
current-to-best1bin,Griewank,200,GD,8478.3754741,63.18,0,False
current-to-best1bin,Griewank,200,BOBYQA,18001.0,1530.62,1,False
current-to-best1bin,Griewank,200,SignGD,7180.12809423,18.08,0,False
current-to-best1bin,Griewank,200,GA,13845.08661474,1.27,0,False
current-to-best1bin,Griewank,200,SMCO,17226.59242376,50.58,0,False
current-to-best1bin,Griewank,200,SMCO_R,16732.05754061,54.79,0,False
current-to-best1bin,Griewank,200,DEoptim,7992.15823964,198.51,0,False
current-to-best1bin,Griewank,200,SMCO_BR_EVO,15579.36184013,54.07,0,True
current-to-best1bin,Griewank,200,PSO,18001.0,0.39,1,False
current-to-best1bin,Griewank,200,ADAM,6823.04227198,64.04,0,False
current-to-best1bin,Griewank,50,GenSA,4501.0,3.64,0,False
current-to-best1bin,Griewank,50,optimNM,1893.46200496,0.3,1,False
current-to-best1bin,Griewank,50,SPSA,1789.17989747,0.24,1,False
current-to-best1bin,Griewank,50,SMCO_EVO,4400.25843678,6.21,0,True
current-to-best1bin,Griewank,50,SMCO_BR,4161.670566,6.26,0,False
current-to-best1bin,Griewank,50,SMCO_R_EVO,4330.99675258,6.21,0,True
current-to-best1bin,Griewank,50,optimLBFGS,4501.0,4.47,0,False
current-to-best1bin,Griewank,50,SA,4501.0,4.78,0,False
current-to-best1bin,Griewank,50,BOBYQA,4501.0,161.15,1,False
current-to-best1bin,Griewank,50,SignGD,1903.02860135,2.25,0,False
current-to-best1bin,Griewank,50,GA,4252.25924766,0.99,0,False
current-to-best1bin,Griewank,50,SMCO,4400.89200506,6.07,0,False
current-to-best1bin,Griewank,50,SMCO_R,4332.10767341,6.25,0,False
current-to-best1bin,Griewank,50,SMCO_BR_EVO,4160.10517731,6.35,0,True
current-to-best1bin,Griewank,50,DEoptim,2632.15324533,33.05,0,False
current-to-best1bin,Griewank,50,GD,2250.81817728,7.15,0,False
current-to-best1bin,Griewank,50,PSO,4501.0,0.34,1,False
current-to-best1bin,Griewank,50,ADAM,1812.40276489,7.1,0,False
current-to-best1bin,Rastrigin,100,GenSA,4035.32901938,6.92,1,False
current-to-best1bin,Rastrigin,100,optimNM,2115.50277644,0.4,0,False
current-to-best1bin,Rastrigin,100,SPSA,3171.26815847,0.4,1,False
current-to-best1bin,Rastrigin,100,optimLBFGS,2896.34551655,0.18,1,False
current-to-best1bin,Rastrigin,100,SMCO_EVO,3261.57660545,13.11,0,True
current-to-best1bin,Rastrigin,100,SMCO_R_EVO,3269.60192309,12.96,0,True
current-to-best1bin,Rastrigin,100,SMCO_BR,3259.31062261,12.74,0,False
current-to-best1bin,Rastrigin,100,SA,4034.39092278,25.84,0,False
current-to-best1bin,Rastrigin,100,BOBYQA,2883.36658284,50.94,0,False
current-to-best1bin,Rastrigin,100,SignGD,2949.96238462,4.63,0,False
current-to-best1bin,Rastrigin,100,GA,2944.84156431,0.99,0,False
current-to-best1bin,Rastrigin,100,SMCO_BR_EVO,3261.28389114,13.19,0,True
current-to-best1bin,Rastrigin,100,SMCO_R,3268.93924566,12.86,0,False
current-to-best1bin,Rastrigin,100,SMCO,3268.52822567,13.3,0,False
current-to-best1bin,Rastrigin,100,DEoptim,2384.78720425,68.48,0,False
current-to-best1bin,Rastrigin,100,GD,2902.69261042,2.12,0,False
current-to-best1bin,Rastrigin,100,PSO,2980.09045883,0.31,1,False
current-to-best1bin,Rastrigin,100,ADAM,2957.41684103,12.04,0,False
current-to-best1bin,Rastrigin,1000,GenSA,40353.29019372,195.71,1,False
current-to-best1bin,Rastrigin,1000,SMCO_EVO,29109.53341967,1013.89,0,True
current-to-best1bin,Rastrigin,1000,SMCO_BR,29126.31025437,1015.89,0,False
current-to-best1bin,Rastrigin,1000,SMCO_R_EVO,29138.02210024,1027.6,0,True
current-to-best1bin,Rastrigin,1000,SA,40353.29019378,440.9,1,False
current-to-best1bin,Rastrigin,1000,SMCO,29109.96616976,1019.82,0,False
current-to-best1bin,Rastrigin,1000,GA,21059.08355685,2.33,0,False
current-to-best1bin,Rastrigin,1000,SMCO_R,29138.03230207,1003.31,0,False
current-to-best1bin,Rastrigin,1000,DEoptim,19911.6980942,2586.05,0,False
current-to-best1bin,Rastrigin,1000,SMCO_BR_EVO,29125.55358528,1035.22,0,True
current-to-best1bin,Rastrigin,1000,PSO,29165.33059818,1.02,1,False
current-to-best1bin,Rastrigin,200,GenSA,8070.65803877,17.26,1,False
current-to-best1bin,Rastrigin,200,optimNM,4057.7705127,1.3,0,False
current-to-best1bin,Rastrigin,200,SPSA,6811.78215269,0.51,1,False
current-to-best1bin,Rastrigin,200,optimLBFGS,5798.86926139,0.6,0,False
current-to-best1bin,Rastrigin,200,SMCO_EVO,6337.65098984,43.33,0,True
current-to-best1bin,Rastrigin,200,SMCO_BR,6336.63125565,45.43,0,False
current-to-best1bin,Rastrigin,200,SMCO_R_EVO,6344.19792757,45.85,0,True
current-to-best1bin,Rastrigin,200,SA,8070.65803877,59.58,1,False
current-to-best1bin,Rastrigin,200,BOBYQA,5187.14594158,110.78,0,False
current-to-best1bin,Rastrigin,200,SignGD,5835.86947171,14.67,0,False
current-to-best1bin,Rastrigin,200,GA,5213.82790851,1.01,0,False
current-to-best1bin,Rastrigin,200,SMCO_BR_EVO,6336.71142179,44.93,0,True
current-to-best1bin,Rastrigin,200,SMCO_R,6344.19993499,43.75,0,False
current-to-best1bin,Rastrigin,200,SMCO,6337.69809851,46.15,0,False
current-to-best1bin,Rastrigin,200,DEoptim,4431.44052752,188.69,0,False
current-to-best1bin,Rastrigin,200,GD,5797.96583981,6.05,0,False
current-to-best1bin,Rastrigin,200,PSO,5904.81625745,0.4,1,False
current-to-best1bin,Rastrigin,200,ADAM,5857.17523843,42.56,0,False
current-to-best1bin,Rastrigin,2000,GenSA,80706.5803873,623.1,1,False
current-to-best1bin,Rastrigin,2000,SMCO_EVO,57883.29476627,4544.46,0,True
current-to-best1bin,Rastrigin,2000,SMCO_BR,57911.78566871,4591.43,0,False
current-to-best1bin,Rastrigin,2000,SMCO_R_EVO,57943.73565598,4564.82,0,True
current-to-best1bin,Rastrigin,2000,SA,57849.42745157,458.63,0,False
current-to-best1bin,Rastrigin,2000,SMCO,57881.3549303,4748.04,0,False
current-to-best1bin,Rastrigin,2000,GA,39985.9666256,3.81,0,False
current-to-best1bin,Rastrigin,2000,SMCO_R,57929.57599256,4548.0,0,False
current-to-best1bin,Rastrigin,2000,DEoptim,39049.42474348,8438.83,0,False
current-to-best1bin,Rastrigin,2000,SMCO_BR_EVO,57911.57064659,4670.36,0,True
current-to-best1bin,Rastrigin,2000,PSO,58152.53797893,2.11,1,False
current-to-best1bin,Rastrigin,3000,GenSA,121059.87040453,1290.31,1,False
current-to-best1bin,Rastrigin,3000,SMCO_EVO,86028.14017522,9778.86,0,True
current-to-best1bin,Rastrigin,3000,SMCO_BR,86027.3630172,9982.12,0,False
current-to-best1bin,Rastrigin,3000,SMCO_R_EVO,86094.55559768,9836.68,0,True
current-to-best1bin,Rastrigin,3000,SA,86781.56655992,781.33,0,False
current-to-best1bin,Rastrigin,3000,SMCO,86021.13959544,9528.94,0,False
current-to-best1bin,Rastrigin,3000,GA,59470.21118374,5.8,0,False
current-to-best1bin,Rastrigin,3000,SMCO_R,86068.11548492,9649.48,0,False
current-to-best1bin,Rastrigin,3000,DEoptim,57968.50182051,17185.11,0,False
current-to-best1bin,Rastrigin,3000,SMCO_BR_EVO,86031.64588794,10085.83,0,True
current-to-best1bin,Rastrigin,3000,PSO,87035.34159179,2.69,1,False
current-to-best1bin,Rastrigin,4000,GenSA,161412.67179775,2111.11,1,False
current-to-best1bin,Rastrigin,4000,SMCO_EVO,114314.91250138,19497.95,0,True
current-to-best1bin,Rastrigin,4000,SMCO_BR,114314.06385418,18852.23,0,False
current-to-best1bin,Rastrigin,4000,SMCO_R_EVO,114380.51305936,18242.2,0,True
current-to-best1bin,Rastrigin,4000,SA,115692.09726628,1442.67,0,False
current-to-best1bin,Rastrigin,4000,SMCO,114310.45677346,17899.11,0,False
current-to-best1bin,Rastrigin,4000,GA,76768.81248488,8.19,0,False
current-to-best1bin,Rastrigin,4000,SMCO_R,114374.76422764,18240.53,0,False
current-to-best1bin,Rastrigin,4000,DEoptim,77000.13010232,29332.19,0,False
current-to-best1bin,Rastrigin,4000,SMCO_BR_EVO,114319.86604742,20619.16,0,True
current-to-best1bin,Rastrigin,4000,PSO,115988.19110692,3.79,1,False
current-to-best1bin,Rastrigin,50,GenSA,2017.66450969,2.99,1,False
current-to-best1bin,Rastrigin,50,optimNM,1237.61872891,0.24,0,False
current-to-best1bin,Rastrigin,50,SPSA,1508.8629763,0.3,0,False
current-to-best1bin,Rastrigin,50,optimLBFGS,1451.96119688,0.07,1,False
current-to-best1bin,Rastrigin,50,SMCO_BR,1713.6892573,4.92,0,False
current-to-best1bin,Rastrigin,50,SMCO_R_EVO,1712.19921362,5.07,0,True
current-to-best1bin,Rastrigin,50,SMCO_EVO,1713.45619882,4.83,0,True
current-to-best1bin,Rastrigin,50,SA,2016.65940883,13.33,0,False
current-to-best1bin,Rastrigin,50,BOBYQA,1488.17347064,20.79,0,False
current-to-best1bin,Rastrigin,50,SignGD,1495.11699502,2.02,0,False
current-to-best1bin,Rastrigin,50,GA,1677.50704804,0.93,1,False
current-to-best1bin,Rastrigin,50,SMCO_R,1711.40074284,4.89,0,False
current-to-best1bin,Rastrigin,50,SMCO,1711.62747192,4.74,0,False
