strategy,pair,func,dim,improve_pct,time_overhead_pct,cost_benefit
best1bin,SMCO_BR_vs_SMCO_BR_EVO,Rastrigin,2000,-0.0004,4.69,-0.0001
best1bin,SMCO_BR_vs_SMCO_BR_EVO,Rastrigin,3000,0.005,4.75,0.001
best1bin,SMCO_BR_vs_SMCO_BR_EVO,Rastrigin,4000,0.0051,3.05,0.0017
best1bin,SMCO_BR_vs_SMCO_BR_EVO,Rastrigin,5000,-0.0012,21.27,-0.0001
best1bin,SMCO_BR_vs_SMCO_BR_EVO,Ackley,50,0.635,3.26,0.1946
best1bin,SMCO_BR_vs_SMCO_BR_EVO,Ackley,100,0.7562,0.88,0.8567
best1bin,SMCO_BR_vs_SMCO_BR_EVO,Ackley,200,1.0428,1.98,0.5276
best1bin,SMCO_BR_vs_SMCO_BR_EVO,Ackley,500,1.0408,4.1,0.2537
best1bin,SMCO_BR_vs_SMCO_BR_EVO,Ackley,1000,1.083,1.71,0.6323
best1bin,SMCO_BR_vs_SMCO_BR_EVO,Ackley,2000,1.1557,-0.07,inf
best1bin,SMCO_BR_vs_SMCO_BR_EVO,Ackley,3000,1.186,0.88,1.351
best1bin,SMCO_BR_vs_SMCO_BR_EVO,Ackley,4000,1.1669,-0.2,inf
best1bin,SMCO_BR_vs_SMCO_BR_EVO,Ackley,5000,1.1788,2.6,0.453
best1bin,SMCO_BR_vs_SMCO_BR_EVO,Rosenbrock,50,2.9537,0.21,14.0838
best1bin,SMCO_BR_vs_SMCO_BR_EVO,Rosenbrock,100,0.783,3.19,0.2458
best1bin,SMCO_BR_vs_SMCO_BR_EVO,Rosenbrock,200,3.2845,-7.36,inf
best1bin,SMCO_BR_vs_SMCO_BR_EVO,Rosenbrock,500,4.4945,-3.93,inf
best1bin,SMCO_BR_vs_SMCO_BR_EVO,Rosenbrock,1000,6.8506,-1.33,inf
best1bin,SMCO_BR_vs_SMCO_BR_EVO,Rosenbrock,2000,10.9469,-7.88,inf
best1bin,SMCO_BR_vs_SMCO_BR_EVO,Rosenbrock,3000,11.1157,-0.29,inf
best1bin,SMCO_BR_vs_SMCO_BR_EVO,Rosenbrock,4000,16.7062,-3.03,inf
best1bin,SMCO_BR_vs_SMCO_BR_EVO,Rosenbrock,5000,16.0724,0.41,39.527
best1bin,SMCO_BR_vs_SMCO_BR_EVO,Griewank,50,-0.0255,0.79,-0.0325
best1bin,SMCO_BR_vs_SMCO_BR_EVO,Griewank,100,0.1155,-2.88,inf
best1bin,SMCO_BR_vs_SMCO_BR_EVO,Griewank,200,0.1496,0.02,7.4173
best1bin,SMCO_BR_vs_SMCO_BR_EVO,Zakharov,50,1.8426,-3.02,inf
best1bin,SMCO_BR_vs_SMCO_BR_EVO,Zakharov,100,1.6089,-2.44,inf
best1bin,SMCO_BR_vs_SMCO_BR_EVO,Zakharov,200,1.3429,3.7,0.363
best1bin,SMCO_BR_vs_SMCO_BR_EVO,Zakharov,500,0.6266,-0.16,inf
sobol,SMCO_vs_SMCO_EVO,Rastrigin,50,0.1088,-5.18,inf
sobol,SMCO_vs_SMCO_EVO,Rastrigin,100,-0.2137,10.0,-0.0214
sobol,SMCO_vs_SMCO_EVO,Rastrigin,200,-0.0012,-2.83,inf
sobol,SMCO_vs_SMCO_EVO,Rastrigin,500,0.0009,0.95,0.001
sobol,SMCO_vs_SMCO_EVO,Rastrigin,1000,0.0011,5.16,0.0002
sobol,SMCO_vs_SMCO_EVO,Rastrigin,2000,0.0022,1.06,0.0021
sobol,SMCO_vs_SMCO_EVO,Rastrigin,3000,0.007,-14.37,inf
sobol,SMCO_vs_SMCO_EVO,Rastrigin,4000,-0.0043,-13.7,inf
sobol,SMCO_vs_SMCO_EVO,Rastrigin,5000,-0.0173,-7.47,inf
sobol,SMCO_vs_SMCO_EVO,Ackley,50,1.5738,1.31,1.2054
sobol,SMCO_vs_SMCO_EVO,Ackley,100,1.9484,-0.11,inf
sobol,SMCO_vs_SMCO_EVO,Ackley,200,2.3648,-1.78,inf
sobol,SMCO_vs_SMCO_EVO,Ackley,500,2.4948,0.08,32.6436
sobol,SMCO_vs_SMCO_EVO,Ackley,1000,2.5304,2.42,1.044
sobol,SMCO_vs_SMCO_EVO,Ackley,2000,2.2192,4.26,0.5213
sobol,SMCO_vs_SMCO_EVO,Ackley,3000,1.6114,6.34,0.2541
sobol,SMCO_vs_SMCO_EVO,Ackley,4000,1.0491,8.6,0.1219
sobol,SMCO_vs_SMCO_EVO,Ackley,5000,0.8415,10.23,0.0823
sobol,SMCO_vs_SMCO_EVO,Rosenbrock,50,-0.0341,10.87,-0.0031
sobol,SMCO_vs_SMCO_EVO,Rosenbrock,100,0.0224,25.18,0.0009
sobol,SMCO_vs_SMCO_EVO,Rosenbrock,200,0.0361,-0.39,inf
sobol,SMCO_vs_SMCO_EVO,Rosenbrock,500,-0.0291,1.36,-0.0213
sobol,SMCO_vs_SMCO_EVO,Rosenbrock,1000,0.0003,-7.75,inf
sobol,SMCO_vs_SMCO_EVO,Rosenbrock,2000,-0.0148,-4.16,inf
sobol,SMCO_vs_SMCO_EVO,Rosenbrock,3000,-0.0365,10.41,-0.0035
sobol,SMCO_vs_SMCO_EVO,Rosenbrock,4000,0.005,-10.54,inf
sobol,SMCO_vs_SMCO_EVO,Rosenbrock,5000,0.0059,0.28,0.0208
sobol,SMCO_vs_SMCO_EVO,Griewank,50,-0.0046,5.23,-0.0009
sobol,SMCO_vs_SMCO_EVO,Griewank,100,0.0113,-6.71,inf
sobol,SMCO_vs_SMCO_EVO,Griewank,200,-0.0149,-1.1,inf
sobol,SMCO_vs_SMCO_EVO,Zakharov,50,-0.108,5.98,-0.0181
sobol,SMCO_vs_SMCO_EVO,Zakharov,100,-0.0124,-5.18,inf
sobol,SMCO_vs_SMCO_EVO,Zakharov,200,0.023,4.83,0.0048
sobol,SMCO_vs_SMCO_EVO,Zakharov,500,-0.0095,-1.36,inf
sobol,SMCO_R_vs_SMCO_R_EVO,Rastrigin,50,0.0467,12.29,0.0038
sobol,SMCO_R_vs_SMCO_R_EVO,Rastrigin,100,0.0205,4.25,0.0048
sobol,SMCO_R_vs_SMCO_R_EVO,Rastrigin,200,-0.0002,2.7,-0.0001
sobol,SMCO_R_vs_SMCO_R_EVO,Rastrigin,500,-0.0001,-0.79,inf
sobol,SMCO_R_vs_SMCO_R_EVO,Rastrigin,1000,-0.0001,0.12,-0.0012
sobol,SMCO_R_vs_SMCO_R_EVO,Rastrigin,2000,0.0245,2.02,0.0122
sobol,SMCO_R_vs_SMCO_R_EVO,Rastrigin,3000,0.028,15.75,0.0018
sobol,SMCO_R_vs_SMCO_R_EVO,Rastrigin,4000,0.0065,-3.67,inf
sobol,SMCO_R_vs_SMCO_R_EVO,Rastrigin,5000,0.0177,-11.57,inf
sobol,SMCO_R_vs_SMCO_R_EVO,Ackley,50,0.01,4.08,0.0024
sobol,SMCO_R_vs_SMCO_R_EVO,Ackley,100,0.0275,-3.15,inf
sobol,SMCO_R_vs_SMCO_R_EVO,Ackley,200,0.1476,2.77,0.0532
sobol,SMCO_R_vs_SMCO_R_EVO,Ackley,500,0.0053,-7.69,inf
sobol,SMCO_R_vs_SMCO_R_EVO,Ackley,1000,0.0568,0.34,0.1669
sobol,SMCO_R_vs_SMCO_R_EVO,Ackley,2000,0.2055,-2.82,inf
sobol,SMCO_R_vs_SMCO_R_EVO,Ackley,3000,1.7428,12.54,0.1389
sobol,SMCO_R_vs_SMCO_R_EVO,Ackley,4000,1.0335,-2.58,inf
sobol,SMCO_R_vs_SMCO_R_EVO,Ackley,5000,0.8816,8.95,0.0985
sobol,SMCO_R_vs_SMCO_R_EVO,Rosenbrock,50,-0.1436,15.49,-0.0093
sobol,SMCO_R_vs_SMCO_R_EVO,Rosenbrock,100,-0.0325,-1.31,inf
sobol,SMCO_R_vs_SMCO_R_EVO,Rosenbrock,200,-0.0459,5.13,-0.0089
sobol,SMCO_R_vs_SMCO_R_EVO,Rosenbrock,500,0.0368,-3.24,inf
sobol,SMCO_R_vs_SMCO_R_EVO,Rosenbrock,1000,-0.0103,-4.2,inf
sobol,SMCO_R_vs_SMCO_R_EVO,Rosenbrock,2000,0.0327,-2.75,inf
sobol,SMCO_R_vs_SMCO_R_EVO,Rosenbrock,3000,-0.0098,11.75,-0.0008
sobol,SMCO_R_vs_SMCO_R_EVO,Rosenbrock,4000,0.0092,-11.22,inf
sobol,SMCO_R_vs_SMCO_R_EVO,Rosenbrock,5000,0.0093,-26.3,inf
sobol,SMCO_R_vs_SMCO_R_EVO,Griewank,50,-0.0042,3.36,-0.0012
sobol,SMCO_R_vs_SMCO_R_EVO,Griewank,100,0.0346,-0.29,inf
sobol,SMCO_R_vs_SMCO_R_EVO,Griewank,200,-0.038,-3.42,inf
sobol,SMCO_R_vs_SMCO_R_EVO,Zakharov,50,0.0326,12.27,0.0027
sobol,SMCO_R_vs_SMCO_R_EVO,Zakharov,100,-0.0594,6.41,-0.0093
sobol,SMCO_R_vs_SMCO_R_EVO,Zakharov,200,-0.033,-0.28,inf
sobol,SMCO_R_vs_SMCO_R_EVO,Zakharov,500,0.0293,0.08,0.3506
sobol,SMCO_BR_vs_SMCO_BR_EVO,Rastrigin,50,-0.0271,-5.0,inf
sobol,SMCO_BR_vs_SMCO_BR_EVO,Rastrigin,100,0.0497,9.67,0.0051
sobol,SMCO_BR_vs_SMCO_BR_EVO,Rastrigin,200,0.0095,-0.0,inf
sobol,SMCO_BR_vs_SMCO_BR_EVO,Rastrigin,500,-0.0052,1.46,-0.0035
sobol,SMCO_BR_vs_SMCO_BR_EVO,Rastrigin,1000,0.0014,-2.73,inf
sobol,SMCO_BR_vs_SMCO_BR_EVO,Rastrigin,2000,0.0005,-0.74,inf
sobol,SMCO_BR_vs_SMCO_BR_EVO,Rastrigin,3000,-0.0052,2.37,-0.0022
sobol,SMCO_BR_vs_SMCO_BR_EVO,Rastrigin,4000,0.0042,-4.48,inf
sobol,SMCO_BR_vs_SMCO_BR_EVO,Rastrigin,5000,0.0006,-9.62,inf
sobol,SMCO_BR_vs_SMCO_BR_EVO,Ackley,50,0.0124,13.32,0.0009
sobol,SMCO_BR_vs_SMCO_BR_EVO,Ackley,100,-0.0027,1.22,-0.0022
sobol,SMCO_BR_vs_SMCO_BR_EVO,Ackley,200,0.0217,1.99,0.0109
sobol,SMCO_BR_vs_SMCO_BR_EVO,Ackley,500,0.0782,2.59,0.0302
sobol,SMCO_BR_vs_SMCO_BR_EVO,Ackley,1000,-0.0046,2.46,-0.0019
sobol,SMCO_BR_vs_SMCO_BR_EVO,Ackley,2000,0.003,2.91,0.001
sobol,SMCO_BR_vs_SMCO_BR_EVO,Ackley,3000,0.0213,-6.42,inf
sobol,SMCO_BR_vs_SMCO_BR_EVO,Ackley,4000,0.0866,-4.49,inf
sobol,SMCO_BR_vs_SMCO_BR_EVO,Ackley,5000,0.1103,3.0,0.0367
sobol,SMCO_BR_vs_SMCO_BR_EVO,Rosenbrock,50,-0.1906,-6.84,inf
sobol,SMCO_BR_vs_SMCO_BR_EVO,Rosenbrock,100,-0.0503,5.28,-0.0095
sobol,SMCO_BR_vs_SMCO_BR_EVO,Rosenbrock,200,-0.0906,-1.42,inf
sobol,SMCO_BR_vs_SMCO_BR_EVO,Rosenbrock,500,-0.074,0.74,-0.1006
sobol,SMCO_BR_vs_SMCO_BR_EVO,Rosenbrock,1000,-0.0498,5.9,-0.0084
sobol,SMCO_BR_vs_SMCO_BR_EVO,Rosenbrock,2000,0.0359,-2.76,inf
sobol,SMCO_BR_vs_SMCO_BR_EVO,Rosenbrock,3000,0.0367,-1.04,inf
sobol,SMCO_BR_vs_SMCO_BR_EVO,Rosenbrock,4000,-0.0224,-4.28,inf
sobol,SMCO_BR_vs_SMCO_BR_EVO,Rosenbrock,5000,0.0126,4.61,0.0027
sobol,SMCO_BR_vs_SMCO_BR_EVO,Griewank,50,-0.006,7.54,-0.0008
sobol,SMCO_BR_vs_SMCO_BR_EVO,Griewank,100,0.0638,-5.84,inf
sobol,SMCO_BR_vs_SMCO_BR_EVO,Griewank,200,-0.0141,-5.01,inf
sobol,SMCO_BR_vs_SMCO_BR_EVO,Zakharov,50,0.0204,9.2,0.0022
sobol,SMCO_BR_vs_SMCO_BR_EVO,Zakharov,100,0.0174,8.47,0.0021
sobol,SMCO_BR_vs_SMCO_BR_EVO,Zakharov,200,0.0007,-2.07,inf
sobol,SMCO_BR_vs_SMCO_BR_EVO,Zakharov,500,0.0425,-1.13,inf
