task_id,algo,func,dim,rep,fopt,time,iterations,pair
231,SMCO_EVO,Zakharov,500,8,1.252990001978867e+23,140.66514176607598,323,SMCO_vs_SMCO_EVO
232,SMCO_BR,Zakharov,500,8,7.978558321738903e+22,142.6564556460362,98,SMCO_BR_vs_SMCO_BR_EVO
237,SMCO_EVO,Zakharov,500,9,1.2462536989294996e+23,136.9416194621008,323,SMCO_vs_SMCO_EVO
229,SMCO_R_EVO,Zakharov,500,8,1.1022795987392003e+23,167.17884327296633,323,SMCO_R_vs_SMCO_R_EVO
233,SMCO_BR_EVO,Zakharov,500,8,7.974613821313274e+22,154.03226855106186,173,SMCO_BR_vs_SMCO_BR_EVO
230,SMCO,Zakharov,500,8,1.2544113473265832e+23,163.1439584539039,323,SMCO_vs_SMCO_EVO
236,SMCO,Zakharov,500,9,1.2455185849269712e+23,154.06407691305503,323,SMCO_vs_SMCO_EVO
239,SMCO_BR_EVO,Zakharov,500,9,7.794336890547288e+22,139.63528481207322,173,SMCO_BR_vs_SMCO_BR_EVO
234,SMCO_R,Zakharov,500,9,1.085861631255878e+23,168.82446686492767,173,SMCO_R_vs_SMCO_R_EVO
235,SMCO_R_EVO,Zakharov,500,9,1.0889663695011455e+23,167.42353684804402,323,SMCO_R_vs_SMCO_R_EVO
238,SMCO_BR,Zakharov,500,9,7.793975946347162e+22,160.31007751903962,98,SMCO_BR_vs_SMCO_BR_EVO
241,SMCO_R_EVO,Rastrigin,1000,0,29152.027999956168,795.2596233990043,332,SMCO_R_vs_SMCO_R_EVO
240,SMCO_R,Rastrigin,1000,0,29152.060165201012,807.2678586259717,182,SMCO_R_vs_SMCO_R_EVO
253,SMCO_R_EVO,Rastrigin,1000,2,29095.777694146196,753.8962019630708,332,SMCO_R_vs_SMCO_R_EVO
246,SMCO_R,Rastrigin,1000,1,29407.304311258486,782.3300036150031,182,SMCO_R_vs_SMCO_R_EVO
247,SMCO_R_EVO,Rastrigin,1000,1,29407.558543468156,780.7189228610368,332,SMCO_R_vs_SMCO_R_EVO
245,SMCO_BR_EVO,Rastrigin,1000,0,29140.884992000363,787.9639112259028,182,SMCO_BR_vs_SMCO_BR_EVO
254,SMCO,Rastrigin,1000,2,29067.861377095403,757.6475917750504,332,SMCO_vs_SMCO_EVO
265,SMCO_R_EVO,Rastrigin,1000,4,29069.731664061128,743.8368610140169,332,SMCO_R_vs_SMCO_R_EVO
242,SMCO,Rastrigin,1000,0,29124.146235599506,807.5814662480261,332,SMCO_vs_SMCO_EVO
258,SMCO_R,Rastrigin,1000,3,29491.77912685247,757.2372625030112,182,SMCO_R_vs_SMCO_R_EVO
243,SMCO_EVO,Rastrigin,1000,0,29124.38936157729,809.362871677964,332,SMCO_vs_SMCO_EVO
255,SMCO_EVO,Rastrigin,1000,2,29067.601414371173,766.6518579859985,332,SMCO_vs_SMCO_EVO
252,SMCO_R,Rastrigin,1000,2,29095.808617574112,783.1255581260193,182,SMCO_R_vs_SMCO_R_EVO
249,SMCO_EVO,Rastrigin,1000,1,29379.83911916257,796.9258540149312,332,SMCO_vs_SMCO_EVO
244,SMCO_BR,Rastrigin,1000,0,29140.54799623797,814.1600383470068,107,SMCO_BR_vs_SMCO_BR_EVO
260,SMCO,Rastrigin,1000,3,29463.117930106288,770.1958900350146,332,SMCO_vs_SMCO_EVO
248,SMCO,Rastrigin,1000,1,29377.836041075665,810.045081223012,332,SMCO_vs_SMCO_EVO
251,SMCO_BR_EVO,Rastrigin,1000,1,29393.7096291009,797.6795979060698,182,SMCO_BR_vs_SMCO_BR_EVO
264,SMCO_R,Rastrigin,1000,4,29069.73545261383,770.2957726720488,182,SMCO_R_vs_SMCO_R_EVO
259,SMCO_R_EVO,Rastrigin,1000,3,29491.791572272254,782.8442564989673,332,SMCO_R_vs_SMCO_R_EVO
268,SMCO_BR,Rastrigin,1000,4,29058.671690428426,772.4511868129484,107,SMCO_BR_vs_SMCO_BR_EVO
257,SMCO_BR_EVO,Rastrigin,1000,2,29081.560412105344,793.5818951909896,182,SMCO_BR_vs_SMCO_BR_EVO
256,SMCO_BR,Rastrigin,1000,2,29086.59300593681,797.0847613429651,107,SMCO_BR_vs_SMCO_BR_EVO
250,SMCO_BR,Rastrigin,1000,1,29394.76563816944,819.2255729259923,107,SMCO_BR_vs_SMCO_BR_EVO
262,SMCO_BR,Rastrigin,1000,3,29477.48419789793,792.8435800720472,107,SMCO_BR_vs_SMCO_BR_EVO
263,SMCO_BR_EVO,Rastrigin,1000,3,29479.598938866464,797.7736432750244,182,SMCO_BR_vs_SMCO_BR_EVO
266,SMCO,Rastrigin,1000,4,29041.20537825561,795.761688092025,332,SMCO_vs_SMCO_EVO
267,SMCO_EVO,Rastrigin,1000,4,29041.463835784773,805.5151639680844,332,SMCO_vs_SMCO_EVO
261,SMCO_EVO,Rastrigin,1000,3,29463.465079757858,833.8782966920407,332,SMCO_vs_SMCO_EVO
269,SMCO_BR_EVO,Rastrigin,1000,4,29058.676930948564,826.670102928998,182,SMCO_BR_vs_SMCO_BR_EVO
274,SMCO_BR,Ackley,1000,0,21.929012172274486,1069.0132504960056,107,SMCO_BR_vs_SMCO_BR_EVO
270,SMCO_R,Ackley,1000,0,21.934421338190383,1105.039728129981,182,SMCO_R_vs_SMCO_R_EVO
275,SMCO_BR_EVO,Ackley,1000,0,22.181800093293962,1105.1392132679466,182,SMCO_BR_vs_SMCO_BR_EVO
276,SMCO_R,Ackley,1000,1,21.940095481562068,1100.2520108750323,182,SMCO_R_vs_SMCO_R_EVO
272,SMCO,Ackley,1000,0,21.346298060850184,1129.9270506500034,332,SMCO_vs_SMCO_EVO
273,SMCO_EVO,Ackley,1000,0,22.08767512376578,1129.3371794580016,332,SMCO_vs_SMCO_EVO
277,SMCO_R_EVO,Ackley,1000,1,22.14032442918693,1128.177651498001,332,SMCO_R_vs_SMCO_R_EVO
284,SMCO,Ackley,1000,2,21.337272140160344,1109.402255763067,332,SMCO_vs_SMCO_EVO
278,SMCO,Ackley,1000,1,21.375760406006396,1139.4451924070017,332,SMCO_vs_SMCO_EVO
281,SMCO_BR_EVO,Ackley,1000,1,22.16208582384585,1134.0748717769748,182,SMCO_BR_vs_SMCO_BR_EVO
306,SMCO_R,Rosenbrock,1000,1,428705287.18764627,410.157808140968,182,SMCO_R_vs_SMCO_R_EVO
279,SMCO_EVO,Ackley,1000,1,22.1017405346248,1144.3244434288936,332,SMCO_vs_SMCO_EVO
286,SMCO_BR,Ackley,1000,2,21.926683262662173,1117.0859285789775,107,SMCO_BR_vs_SMCO_BR_EVO
271,SMCO_R_EVO,Ackley,1000,0,22.121389112561943,1173.2276547579095,332,SMCO_R_vs_SMCO_R_EVO
305,SMCO_BR_EVO,Rosenbrock,1000,0,356233332.9381506,417.0486861510435,182,SMCO_BR_vs_SMCO_BR_EVO
303,SMCO_EVO,Rosenbrock,1000,0,455676011.47618574,426.03806661604904,332,SMCO_vs_SMCO_EVO
280,SMCO_BR,Ackley,1000,1,21.93403895120472,1149.5502644740045,107,SMCO_BR_vs_SMCO_BR_EVO
282,SMCO_R,Ackley,1000,2,21.92646537610895,1145.5624468759634,182,SMCO_R_vs_SMCO_R_EVO
308,SMCO,Rosenbrock,1000,1,467501632.15907896,417.72683313000016,332,SMCO_vs_SMCO_EVO
300,SMCO_R,Rosenbrock,1000,0,414963893.71334815,458.1462635010248,182,SMCO_R_vs_SMCO_R_EVO
301,SMCO_R_EVO,Rosenbrock,1000,0,415315697.8047238,455.3105924470583,332,SMCO_R_vs_SMCO_R_EVO
302,SMCO,Rosenbrock,1000,0,455875343.903763,454.6167687269626,332,SMCO_vs_SMCO_EVO
310,SMCO_BR,Rosenbrock,1000,1,355976564.3967224,432.1411817750195,107,SMCO_BR_vs_SMCO_BR_EVO
312,SMCO_R,Rosenbrock,1000,2,425503367.6450566,428.98982913896907,182,SMCO_R_vs_SMCO_R_EVO
313,SMCO_R_EVO,Rosenbrock,1000,2,425209598.1555896,426.24221354699694,332,SMCO_R_vs_SMCO_R_EVO
309,SMCO_EVO,Rosenbrock,1000,1,467255538.63878703,438.07687993196305,332,SMCO_vs_SMCO_EVO
285,SMCO_EVO,Ackley,1000,2,22.099124970433873,1161.5492304710206,332,SMCO_vs_SMCO_EVO
304,SMCO_BR,Rosenbrock,1000,0,343558426.2861988,472.5427269450156,107,SMCO_BR_vs_SMCO_BR_EVO
307,SMCO_R_EVO,Rosenbrock,1000,1,428718738.5571916,467.4208860959625,332,SMCO_R_vs_SMCO_R_EVO
287,SMCO_BR_EVO,Ackley,1000,2,22.157602256317745,1175.5413388279267,182,SMCO_BR_vs_SMCO_BR_EVO
311,SMCO_BR_EVO,Rosenbrock,1000,1,357129347.1281003,465.3251078010071,182,SMCO_BR_vs_SMCO_BR_EVO
283,SMCO_R_EVO,Ackley,1000,2,22.16411286035968,1200.015438226983,332,SMCO_R_vs_SMCO_R_EVO
315,SMCO_EVO,Rosenbrock,1000,2,465059638.96629936,453.0614984999411,332,SMCO_vs_SMCO_EVO
314,SMCO,Rosenbrock,1000,2,465307741.51639676,465.13433859695215,332,SMCO_vs_SMCO_EVO
316,SMCO_BR,Rosenbrock,1000,2,350626886.92334175,455.49398767692037,107,SMCO_BR_vs_SMCO_BR_EVO
317,SMCO_BR_EVO,Rosenbrock,1000,2,352408361.2962111,480.6799151489977,182,SMCO_BR_vs_SMCO_BR_EVO
318,SMCO_R,Rosenbrock,1000,3,425212156.6035389,423.84824625006877,182,SMCO_R_vs_SMCO_R_EVO
321,SMCO_EVO,Rosenbrock,1000,3,464464567.39354336,412.8054760460509,332,SMCO_vs_SMCO_EVO
320,SMCO,Rosenbrock,1000,3,464352002.1997017,420.659432941,332,SMCO_vs_SMCO_EVO
319,SMCO_R_EVO,Rosenbrock,1000,3,424904191.6457622,434.7911724639125,332,SMCO_R_vs_SMCO_R_EVO
322,SMCO_BR,Rosenbrock,1000,3,355191804.6596092,443.7675456230063,107,SMCO_BR_vs_SMCO_BR_EVO
323,SMCO_BR_EVO,Rosenbrock,1000,3,382801443.31281495,458.32346769201104,182,SMCO_BR_vs_SMCO_BR_EVO
332,SMCO,Zakharov,1000,0,2.940250021065311e+25,434.98566980299074,332,SMCO_vs_SMCO_EVO
336,SMCO_R,Zakharov,1000,1,2.4800475539940773e+25,423.5569415689679,182,SMCO_R_vs_SMCO_R_EVO
324,SMCO_R,Rosenbrock,1000,4,418020204.33052266,468.18658223201055,182,SMCO_R_vs_SMCO_R_EVO
328,SMCO_BR,Rosenbrock,1000,4,344737592.7898468,444.2751364459982,107,SMCO_BR_vs_SMCO_BR_EVO
327,SMCO_EVO,Rosenbrock,1000,4,457729190.8479457,446.60110061604064,332,SMCO_vs_SMCO_EVO
330,SMCO_R,Zakharov,1000,0,2.458351048336773e+25,457.3261588868918,182,SMCO_R_vs_SMCO_R_EVO
326,SMCO,Rosenbrock,1000,4,458045929.0110358,470.0442245559534,332,SMCO_vs_SMCO_EVO
333,SMCO_EVO,Zakharov,1000,0,2.9417045334668807e+25,450.98615665198304,332,SMCO_vs_SMCO_EVO
342,SMCO_R,Zakharov,1000,2,2.4653259734985464e+25,427.3564287460176,182,SMCO_R_vs_SMCO_R_EVO
325,SMCO_R_EVO,Rosenbrock,1000,4,417862668.4213169,485.0685027760919,332,SMCO_R_vs_SMCO_R_EVO
338,SMCO,Zakharov,1000,1,2.9573499008293037e+25,439.4361887749983,332,SMCO_vs_SMCO_EVO
337,SMCO_R_EVO,Zakharov,1000,1,2.480308349228183e+25,441.7491681299871,332,SMCO_R_vs_SMCO_R_EVO
329,SMCO_BR_EVO,Rosenbrock,1000,4,353898279.2255112,478.43900065799244,182,SMCO_BR_vs_SMCO_BR_EVO
334,SMCO_BR,Zakharov,1000,0,1.6128735301892704e+25,472.16085703799035,107,SMCO_BR_vs_SMCO_BR_EVO
343,SMCO_R_EVO,Zakharov,1000,2,2.466130092028317e+25,453.33421573310625,332,SMCO_R_vs_SMCO_R_EVO
341,SMCO_BR_EVO,Zakharov,1000,1,1.6404788551049595e+25,455.86594551301096,182,SMCO_BR_vs_SMCO_BR_EVO
346,SMCO_BR,Zakharov,1000,2,1.621070069087685e+25,433.7405481679598,107,SMCO_BR_vs_SMCO_BR_EVO
331,SMCO_R_EVO,Zakharov,1000,0,2.4588831270467634e+25,495.6936333560152,332,SMCO_R_vs_SMCO_R_EVO
340,SMCO_BR,Zakharov,1000,1,1.641121995513534e+25,469.3101289609913,107,SMCO_BR_vs_SMCO_BR_EVO
345,SMCO_EVO,Zakharov,1000,2,2.9434196634604513e+25,448.6952913859859,332,SMCO_vs_SMCO_EVO
344,SMCO,Zakharov,1000,2,2.9461465069038197e+25,489.5634518460138,332,SMCO_vs_SMCO_EVO
351,SMCO_EVO,Zakharov,1000,3,2.9560605046903423e+25,449.8588545609964,332,SMCO_vs_SMCO_EVO
339,SMCO_EVO,Zakharov,1000,1,2.957754711681917e+25,499.46511867898516,332,SMCO_vs_SMCO_EVO
348,SMCO_R,Zakharov,1000,3,2.4776046205951786e+25,474.4670791659737,182,SMCO_R_vs_SMCO_R_EVO
350,SMCO,Zakharov,1000,3,2.953824949700475e+25,462.1892897239886,332,SMCO_vs_SMCO_EVO
335,SMCO_BR_EVO,Zakharov,1000,0,1.6141392031923347e+25,533.6410824729828,182,SMCO_BR_vs_SMCO_BR_EVO
352,SMCO_BR,Zakharov,1000,3,1.638903748490415e+25,463.2971886310261,107,SMCO_BR_vs_SMCO_BR_EVO
349,SMCO_R_EVO,Zakharov,1000,3,2.4795740724946064e+25,500.795738343033,332,SMCO_R_vs_SMCO_R_EVO
347,SMCO_BR_EVO,Zakharov,1000,2,1.6210591917765121e+25,508.9625383660896,182,SMCO_BR_vs_SMCO_BR_EVO
294,SMCO_R,Ackley,1000,4,21.951018638615075,1043.626722314977,182,SMCO_R_vs_SMCO_R_EVO
290,SMCO,Ackley,1000,3,21.343261600920364,1071.4320837230189,332,SMCO_vs_SMCO_EVO
353,SMCO_BR_EVO,Zakharov,1000,3,1.6380194833707929e+25,488.7857073149644,182,SMCO_BR_vs_SMCO_BR_EVO
299,SMCO_BR_EVO,Ackley,1000,4,22.156367457575822,1065.845528205973,182,SMCO_BR_vs_SMCO_BR_EVO
297,SMCO_EVO,Ackley,1000,4,22.126917190548625,1087.5530872439267,332,SMCO_vs_SMCO_EVO
296,SMCO,Ackley,1000,4,21.35927028790606,1129.1465079840273,332,SMCO_vs_SMCO_EVO
291,SMCO_EVO,Ackley,1000,3,22.080123976500026,1140.8026156410342,332,SMCO_vs_SMCO_EVO
293,SMCO_BR_EVO,Ackley,1000,3,22.140056279759467,1146.1290198529605,182,SMCO_BR_vs_SMCO_BR_EVO
289,SMCO_R_EVO,Ackley,1000,3,22.16593441075608,1159.1783754630014,332,SMCO_R_vs_SMCO_R_EVO
288,SMCO_R,Ackley,1000,3,21.934879884295242,1186.01496507111,182,SMCO_R_vs_SMCO_R_EVO
292,SMCO_BR,Ackley,1000,3,21.92766787191477,1168.6303319960134,107,SMCO_BR_vs_SMCO_BR_EVO
295,SMCO_R_EVO,Ackley,1000,4,22.136475744409204,1169.9229342859471,332,SMCO_R_vs_SMCO_R_EVO
354,SMCO_R,Zakharov,1000,4,2.486729571195418e+25,419.724935014965,182,SMCO_R_vs_SMCO_R_EVO
298,SMCO_BR,Ackley,1000,4,21.939878253674976,1188.2543529119575,107,SMCO_BR_vs_SMCO_BR_EVO
357,SMCO_EVO,Zakharov,1000,4,2.9606867865063463e+25,390.06546110706404,332,SMCO_vs_SMCO_EVO
356,SMCO,Zakharov,1000,4,2.9618509858887505e+25,417.1425911959959,332,SMCO_vs_SMCO_EVO
355,SMCO_R_EVO,Zakharov,1000,4,2.4849997489988894e+25,436.7052329609869,332,SMCO_R_vs_SMCO_R_EVO
358,SMCO_BR,Zakharov,1000,4,1.6487080728339285e+25,438.57225939107593,107,SMCO_BR_vs_SMCO_BR_EVO
359,SMCO_BR_EVO,Zakharov,1000,4,1.6495278213695137e+25,447.30420206300914,182,SMCO_BR_vs_SMCO_BR_EVO
401,SMCO_BR_EVO,Rosenbrock,2000,0,652360285.6401986,1310.1471422710456,195,SMCO_BR_vs_SMCO_BR_EVO
404,SMCO,Rosenbrock,2000,1,873787731.2467124,1279.4456724299816,345,SMCO_vs_SMCO_EVO
398,SMCO,Rosenbrock,2000,0,861598168.3439596,1351.7181291850284,345,SMCO_vs_SMCO_EVO
406,SMCO_BR,Rosenbrock,2000,1,623009614.2229325,1252.5162017019466,120,SMCO_BR_vs_SMCO_BR_EVO
403,SMCO_R_EVO,Rosenbrock,2000,1,780271402.1593704,1336.9788515239488,345,SMCO_R_vs_SMCO_R_EVO
399,SMCO_EVO,Rosenbrock,2000,0,861388880.4581418,1374.2445405699546,345,SMCO_vs_SMCO_EVO
397,SMCO_R_EVO,Rosenbrock,2000,0,769356059.7664477,1418.8618734050542,345,SMCO_R_vs_SMCO_R_EVO
396,SMCO_R,Rosenbrock,2000,0,768547712.0294168,1421.9663758620154,195,SMCO_R_vs_SMCO_R_EVO
405,SMCO_EVO,Rosenbrock,2000,1,873419336.4322987,1341.9237909980584,345,SMCO_vs_SMCO_EVO
400,SMCO_BR,Rosenbrock,2000,0,615153163.8309569,1404.4649548360612,120,SMCO_BR_vs_SMCO_BR_EVO
402,SMCO_R,Rosenbrock,2000,1,780816461.5215621,1442.6926762569929,195,SMCO_R_vs_SMCO_R_EVO
407,SMCO_BR_EVO,Rosenbrock,2000,1,664444213.597319,1394.7536342369858,195,SMCO_BR_vs_SMCO_BR_EVO
411,SMCO_EVO,Rosenbrock,2000,2,867555940.9176235,1228.1767083840678,345,SMCO_vs_SMCO_EVO
409,SMCO_R_EVO,Rosenbrock,2000,2,774635619.4780285,1319.1930275000632,345,SMCO_R_vs_SMCO_R_EVO
412,SMCO_BR,Rosenbrock,2000,2,619079588.7484493,1283.6226105430396,120,SMCO_BR_vs_SMCO_BR_EVO
416,SMCO,Zakharov,2000,0,6.744121379011739e+27,1298.7375539310742,345,SMCO_vs_SMCO_EVO
410,SMCO,Rosenbrock,2000,2,867805946.134001,1438.1270058089867,345,SMCO_vs_SMCO_EVO
408,SMCO_R,Rosenbrock,2000,2,775119904.6893737,1471.0087970449822,195,SMCO_R_vs_SMCO_R_EVO
360,SMCO_R,Rastrigin,2000,0,57912.84441303323,3155.1332818839,195,SMCO_R_vs_SMCO_R_EVO
415,SMCO_R_EVO,Zakharov,2000,0,5.346226456590306e+27,1477.7874819429126,345,SMCO_R_vs_SMCO_R_EVO
413,SMCO_BR_EVO,Rosenbrock,2000,2,640981601.9592662,1529.9053793819621,195,SMCO_BR_vs_SMCO_BR_EVO
417,SMCO_EVO,Zakharov,2000,0,6.744155635385741e+27,1503.661183582968,345,SMCO_vs_SMCO_EVO
363,SMCO_EVO,Rastrigin,2000,0,57852.36844104598,3227.7258139488986,345,SMCO_vs_SMCO_EVO
368,SMCO,Rastrigin,2000,1,57454.6673990574,3211.6021772170207,345,SMCO_vs_SMCO_EVO
374,SMCO,Rastrigin,2000,2,57764.940785540435,3185.7180207720958,345,SMCO_vs_SMCO_EVO
414,SMCO_R,Zakharov,2000,0,5.344490746466336e+27,1556.6472796039889,195,SMCO_R_vs_SMCO_R_EVO
367,SMCO_R_EVO,Rastrigin,2000,1,57517.064661813594,3232.9363145129755,345,SMCO_R_vs_SMCO_R_EVO
361,SMCO_R_EVO,Rastrigin,2000,0,57894.94682465916,3256.719465891947,345,SMCO_R_vs_SMCO_R_EVO
364,SMCO_BR,Rastrigin,2000,0,57875.1091887042,3270.551470334991,120,SMCO_BR_vs_SMCO_BR_EVO
418,SMCO_BR,Zakharov,2000,0,3.149296802882906e+27,1542.4435146299656,120,SMCO_BR_vs_SMCO_BR_EVO
419,SMCO_BR_EVO,Zakharov,2000,0,3.147191678034419e+27,1505.2721938010072,195,SMCO_BR_vs_SMCO_BR_EVO
365,SMCO_BR_EVO,Rastrigin,2000,0,57885.76827916302,3316.4415324421134,195,SMCO_BR_vs_SMCO_BR_EVO
371,SMCO_BR_EVO,Rastrigin,2000,1,57523.84040612203,3358.807675846969,195,SMCO_BR_vs_SMCO_BR_EVO
370,SMCO_BR,Rastrigin,2000,1,57479.45487631638,3377.6003098670626,120,SMCO_BR_vs_SMCO_BR_EVO
375,SMCO_EVO,Rastrigin,2000,2,57772.54272975185,3357.9742593349656,345,SMCO_vs_SMCO_EVO
376,SMCO_BR,Rastrigin,2000,2,57789.10593199754,3361.1195246439893,120,SMCO_BR_vs_SMCO_BR_EVO
373,SMCO_R_EVO,Rastrigin,2000,2,57816.78705151203,3569.8766308580525,345,SMCO_R_vs_SMCO_R_EVO
366,SMCO_R,Rastrigin,2000,1,57511.832217718984,3599.0792414880125,195,SMCO_R_vs_SMCO_R_EVO
362,SMCO,Rastrigin,2000,0,57848.36030265781,3619.106912410003,345,SMCO_vs_SMCO_EVO
369,SMCO_EVO,Rastrigin,2000,1,57460.11877380451,3595.4610647340305,345,SMCO_vs_SMCO_EVO
372,SMCO_R,Rastrigin,2000,2,57816.33506336952,3596.5212092919974,195,SMCO_R_vs_SMCO_R_EVO
377,SMCO_BR_EVO,Rastrigin,2000,2,57789.213498177196,3699.8658049909864,195,SMCO_BR_vs_SMCO_BR_EVO
420,SMCO_R,Zakharov,2000,1,5.321939607636924e+27,1328.5835862410022,195,SMCO_R_vs_SMCO_R_EVO
422,SMCO,Zakharov,2000,1,6.725994773012626e+27,1354.230497272918,345,SMCO_vs_SMCO_EVO
421,SMCO_R_EVO,Zakharov,2000,1,5.321144178928211e+27,1376.331262231106,345,SMCO_R_vs_SMCO_R_EVO
423,SMCO_EVO,Zakharov,2000,1,6.7225883305635e+27,1353.417405189015,345,SMCO_vs_SMCO_EVO
426,SMCO_R,Zakharov,2000,2,5.38877785550575e+27,1358.8638188929763,195,SMCO_R_vs_SMCO_R_EVO
425,SMCO_BR_EVO,Zakharov,2000,1,3.119773921661767e+27,1429.071955558029,195,SMCO_BR_vs_SMCO_BR_EVO
424,SMCO_BR,Zakharov,2000,1,3.1211789616741556e+27,1442.8953795520356,120,SMCO_BR_vs_SMCO_BR_EVO
429,SMCO_EVO,Zakharov,2000,2,6.777266043168338e+27,1361.714056984987,345,SMCO_vs_SMCO_EVO
384,SMCO_R,Ackley,2000,1,21.903244993298653,4464.823496266967,195,SMCO_R_vs_SMCO_R_EVO
378,SMCO_R,Ackley,2000,0,21.89538844453022,4505.512921567075,195,SMCO_R_vs_SMCO_R_EVO
428,SMCO,Zakharov,2000,2,6.776943588941461e+27,1384.6116748530185,345,SMCO_vs_SMCO_EVO
431,SMCO_BR_EVO,Zakharov,2000,2,3.200280975215285e+27,1355.7738294210285,195,SMCO_BR_vs_SMCO_BR_EVO
392,SMCO,Ackley,2000,2,21.444542015437317,4406.052982271998,345,SMCO_vs_SMCO_EVO
427,SMCO_R_EVO,Zakharov,2000,2,5.385963029256605e+27,1447.8736888580024,345,SMCO_R_vs_SMCO_R_EVO
430,SMCO_BR,Zakharov,2000,2,3.1994035663254097e+27,1443.14244731504,120,SMCO_BR_vs_SMCO_BR_EVO
382,SMCO_BR,Ackley,2000,0,21.918345053029288,4643.715293617919,120,SMCO_BR_vs_SMCO_BR_EVO
390,SMCO_R,Ackley,2000,2,21.89952596074293,4595.085248649004,195,SMCO_R_vs_SMCO_R_EVO
393,SMCO_EVO,Ackley,2000,2,22.06585618076995,4571.94706996996,345,SMCO_vs_SMCO_EVO
389,SMCO_BR_EVO,Ackley,2000,1,22.12274194189495,4660.5739990100265,195,SMCO_BR_vs_SMCO_BR_EVO
380,SMCO,Ackley,2000,0,21.411654469663617,4829.745193524985,345,SMCO_vs_SMCO_EVO
379,SMCO_R_EVO,Ackley,2000,0,22.147881064762956,4897.811294986983,345,SMCO_R_vs_SMCO_R_EVO
383,SMCO_BR_EVO,Ackley,2000,0,22.148852996848877,4866.40466152702,195,SMCO_BR_vs_SMCO_BR_EVO
388,SMCO_BR,Ackley,2000,1,21.92814161201242,4848.342680374975,120,SMCO_BR_vs_SMCO_BR_EVO
385,SMCO_R_EVO,Ackley,2000,1,22.158825558704503,4882.301964025013,345,SMCO_R_vs_SMCO_R_EVO
381,SMCO_EVO,Ackley,2000,0,22.068981320918,4895.924828996998,345,SMCO_vs_SMCO_EVO
394,SMCO_BR,Ackley,2000,2,21.92333306885281,4748.778048411012,120,SMCO_BR_vs_SMCO_BR_EVO
391,SMCO_R_EVO,Ackley,2000,2,22.14753856677269,4828.471118368907,345,SMCO_R_vs_SMCO_R_EVO
386,SMCO,Ackley,2000,1,21.42592032241833,4889.812603576924,345,SMCO_vs_SMCO_EVO
395,SMCO_BR_EVO,Ackley,2000,2,22.164777351028523,4816.847407426918,195,SMCO_BR_vs_SMCO_BR_EVO
387,SMCO_EVO,Ackley,2000,1,22.103884069423373,4964.887326498982,345,SMCO_vs_SMCO_EVO
459,SMCO_EVO,Rosenbrock,5000,0,1940433105.1675153,5779.171204911079,371,SMCO_vs_SMCO_EVO
457,SMCO_R_EVO,Rosenbrock,5000,0,1700616023.2241,5885.05435700994,371,SMCO_R_vs_SMCO_R_EVO
463,SMCO_R_EVO,Rosenbrock,5000,1,1784736416.9655776,5865.959964410053,371,SMCO_R_vs_SMCO_R_EVO
456,SMCO_R,Rosenbrock,5000,0,1686412250.470304,6049.941378668998,221,SMCO_R_vs_SMCO_R_EVO
460,SMCO_BR,Rosenbrock,5000,0,1304203778.309681,6061.317066002986,146,SMCO_BR_vs_SMCO_BR_EVO
462,SMCO_R,Rosenbrock,5000,1,1690464447.2593274,6061.26398021006,221,SMCO_R_vs_SMCO_R_EVO
465,SMCO_EVO,Rosenbrock,5000,1,1941849136.073618,5930.909619102022,371,SMCO_vs_SMCO_EVO
458,SMCO,Rosenbrock,5000,0,1941441405.4683297,6115.386777473963,371,SMCO_vs_SMCO_EVO
467,SMCO_BR_EVO,Rosenbrock,5000,1,1488927801.4928522,5912.5975999190705,221,SMCO_BR_vs_SMCO_BR_EVO
461,SMCO_BR_EVO,Rosenbrock,5000,0,1564841873.5737426,6107.274489648989,221,SMCO_BR_vs_SMCO_BR_EVO
466,SMCO_BR,Rosenbrock,5000,1,1312468939.550043,5954.259497007937,146,SMCO_BR_vs_SMCO_BR_EVO
464,SMCO,Rosenbrock,5000,1,1941359969.2968502,6106.89565948199,371,SMCO_vs_SMCO_EVO
434,SMCO,Rastrigin,5000,0,142486.1232725414,19495.217751120916,371,SMCO_vs_SMCO_EVO
440,SMCO,Rastrigin,5000,1,142735.60876394247,19506.178873392055,371,SMCO_vs_SMCO_EVO
435,SMCO_EVO,Rastrigin,5000,0,142467.59303685854,19737.30358719302,371,SMCO_vs_SMCO_EVO
432,SMCO_R,Rastrigin,5000,0,142511.31371244733,19769.63801267103,221,SMCO_R_vs_SMCO_R_EVO
438,SMCO_R,Rastrigin,5000,1,142823.88125108625,19694.40799490991,221,SMCO_R_vs_SMCO_R_EVO
441,SMCO_EVO,Rastrigin,5000,1,142743.97574753113,19718.146539386013,371,SMCO_vs_SMCO_EVO
439,SMCO_R_EVO,Rastrigin,5000,1,142778.62663114414,19835.493974402896,371,SMCO_R_vs_SMCO_R_EVO
433,SMCO_R_EVO,Rastrigin,5000,0,142520.0944661761,20162.294338598032,371,SMCO_R_vs_SMCO_R_EVO
436,SMCO_BR,Rastrigin,5000,0,142420.8268173482,21133.582222920028,146,SMCO_BR_vs_SMCO_BR_EVO
442,SMCO_BR,Rastrigin,5000,1,142769.66801292327,21101.59796009597,146,SMCO_BR_vs_SMCO_BR_EVO
443,SMCO_BR_EVO,Rastrigin,5000,1,142739.51661773399,21682.125571517972,221,SMCO_BR_vs_SMCO_BR_EVO
