task_id,algo,func,dim,rep,fopt,time,iterations,pair
437,SMCO_BR_EVO,Rastrigin,5000,0,142409.2092882949,22025.790468754945,221,SMCO_BR_vs_SMCO_BR_EVO
448,SMCO_BR,Ackley,5000,0,21.90928665508497,25374.330946247093,146,SMCO_BR_vs_SMCO_BR_EVO
450,SMCO_R,Ackley,5000,1,21.722663199491986,24922.4194386031,221,SMCO_R_vs_SMCO_R_EVO
454,SMCO_BR,Ackley,5000,1,21.907936246577005,24658.575657320092,146,SMCO_BR_vs_SMCO_BR_EVO
444,SMCO_R,Ackley,5000,0,21.724821034405462,25607.574604165042,221,SMCO_R_vs_SMCO_R_EVO
446,SMCO,Ackley,5000,0,21.695085472415045,25918.494586418034,371,SMCO_vs_SMCO_EVO
449,SMCO_BR_EVO,Ackley,5000,0,22.117947971370143,26190.007766483002,221,SMCO_BR_vs_SMCO_BR_EVO
445,SMCO_R_EVO,Ackley,5000,0,22.096457112645396,26430.13182816701,371,SMCO_R_vs_SMCO_R_EVO
447,SMCO_EVO,Ackley,5000,0,22.081467586910822,26528.331918815034,371,SMCO_vs_SMCO_EVO
451,SMCO_R_EVO,Ackley,5000,1,22.095021713554306,25894.132526966045,371,SMCO_R_vs_SMCO_R_EVO
455,SMCO_BR_EVO,Ackley,5000,1,22.16024713590523,25781.02661924006,221,SMCO_BR_vs_SMCO_BR_EVO
452,SMCO,Ackley,5000,1,21.694294882344284,26004.319714552956,371,SMCO_vs_SMCO_EVO
453,SMCO_EVO,Ackley,5000,1,22.05958268629893,26436.562636839924,371,SMCO_vs_SMCO_EVO
