strategy,start_fraction,n_starts,algo,func,dim,rep,fopt,time,iterations,seed
rand1bin,4/5,44,SMCO_BR,Ackley,3000,1,21.91179829155359,7827.365958247101,119,1229620669
rand1bin,4/5,44,SMCO_R,Ackley,3000,1,21.89672453716192,8207.46350427973,194,1229620669
rand1bin,1/2,35,SMCO,Rastrigin,5000,0,144288.71347347889,16640.64960479783,335,645967753
rand1bin,1/2,35,SMCO_R,Rastrigin,5000,1,144101.76221714844,16797.800604008138,185,551607445
rand1bin,1/2,35,SMCO_R,Rastrigin,5000,0,144448.76119878388,17479.569305645768,185,645967753
rand1bin,1/2,35,SMCO_BR,Rastrigin,5000,1,144038.13791310298,19028.277234483045,110,551607445
rand1bin,1/2,35,SMCO,Rastrigin,5000,1,143978.43523336292,19149.020340653136,335,551607445
rand1bin,1/2,35,SMCO_BR,Rastrigin,5000,0,144383.81677038892,19912.361168783158,110,645967753
rand1bin,1/2,35,SMCO_R,Ackley,5000,0,21.914687071015106,23260.453279290814,185,985045836
rand1bin,1/2,35,SMCO_R,Ackley,5000,1,21.892690925288907,23369.518525603227,185,971557933
rand1bin,2/3,47,SMCO,Rastrigin,5000,1,143093.46637372646,23746.516225145664,347,551607445
