label,name,dim,maximize,repetitions,iter_max,n_starts,seed,best_opt,algo,time_avg,rMSE,AE50,AE95,AE99,fopt_mean,fopt_sd
Bukin6_2d,Bukin6,2,False,20,300,10,20262028,0.000215995131049862,SMCO,0.07291857354575768,0.20735817844555354,0.1975959513211466,0.30095677778713836,0.32722017075192644,0.1945894723658318,0.07410068197653176
Bukin6_2d,Bukin6,2,False,20,300,10,20262028,0.000215995131049862,SMCO_R,0.07580798620183486,0.13238991064032654,0.12299890745728329,0.20744890806624933,0.20857806684196442,0.1258387931282625,0.04287068760212644
Bukin6_2d,Bukin6,2,False,20,300,10,20262028,0.000215995131049862,SMCO_BR,0.07699375325173605,0.13606107865571315,0.1319672745602592,0.19263322980660375,0.20755384942949637,0.12861580739024042,0.04618162469801377
Bukin6_2d,Bukin6,2,False,20,300,10,20262028,0.000215995131049862,SMCO_EVO,0.0753722877590917,0.2001778680156441,0.16302751473531696,0.35320500943290045,0.37516577154105973,0.17984799679107386,0.09063241445764818
Bukin6_2d,Bukin6,2,False,20,300,10,20262028,0.000215995131049862,SMCO_R_EVO,0.07729364994447678,0.11559677649836936,0.11033971692596188,0.1640082552325868,0.2024922676776707,0.10977000732230187,0.037843627699882726
Bukin6_2d,Bukin6,2,False,20,300,10,20262028,0.000215995131049862,SMCO_BR_EVO,0.08094154364080168,0.13258696388094554,0.12232483677110784,0.20000908694136632,0.20653935373169782,0.12111174016357462,0.05585245435117823
Bukin6_2d,Bukin6,2,False,20,300,10,20262028,0.000215995131049862,GD,0.03228621630114503,0.283934475089443,0.2321732587536245,0.5044179209753813,0.5073757346345863,0.25801734682631317,0.12207525378963101
Bukin6_2d,Bukin6,2,False,20,300,10,20262028,0.000215995131049862,SignGD,0.017721750293276273,0.3271245972948694,0.06280267326323288,0.7090294525554461,0.7696660208011661,0.19982725999150722,0.26589638879624333
Bukin6_2d,Bukin6,2,False,20,300,10,20262028,0.000215995131049862,ADAM,0.08459001775481738,0.3934039000919418,0.3278806634174615,0.6322449675471089,0.7018167622950278,0.3566124684174277,0.17090527519985954
Bukin6_2d,Bukin6,2,False,20,300,10,20262028,0.000215995131049862,SPSA,0.08454409081314225,1.608812910892234,1.5361227146396774,2.659584697793268,2.757922136760807,1.4984834041286241,0.6012913764200296
Bukin6_2d,Bukin6,2,False,20,300,10,20262028,0.000215995131049862,optimLBFGS,0.09200998109881767,0.009437916564086938,0.004990839210491124,0.01455655508792118,0.023033154707266704,0.007796432419774177,0.0057684477144279486
Bukin6_2d,Bukin6,2,False,20,300,10,20262028,0.000215995131049862,optimNM,0.03474043603346218,0.004920359564941798,0.0036677212395228925,0.008695376557595445,0.010676735003153692,0.004249269234441809,0.0028914826383020587
Bukin6_2d,Bukin6,2,False,20,300,10,20262028,0.000215995131049862,BOBYQA,0.4003792110917857,0.20448873271349013,0.17723486144991232,0.30080861096077177,0.4067071776103488,0.18318341184728895,0.09368798286673263
Bukin6_2d,Bukin6,2,False,20,300,10,20262028,0.000215995131049862,GenSA,0.043142277651350015,0.040038357351821215,0.030611193245491955,0.06939259961594813,0.07121249889481662,0.034862993549124824,0.02058756804354069
Bukin6_2d,Bukin6,2,False,20,300,10,20262028,0.000215995131049862,SA,3.153008206898812,0.015454545805138336,0.01369605232521457,0.02625210622855372,0.029060129936919105,0.013063002996231856,0.008813707921251263
Bukin6_2d,Bukin6,2,False,20,300,10,20262028,0.000215995131049862,DEoptim,0.3345970057998784,0.03111712870429636,0.025191944638591778,0.05827931795305919,0.062312722545764296,0.026009272362598857,0.017858583324971453
Bukin6_2d,Bukin6,2,False,20,300,10,20262028,0.000215995131049862,GA,0.28949640804785304,0.034144093985593135,0.03137265553307435,0.056064677148120155,0.060785403231333586,0.030131049898624584,0.016886888478156885
Bukin6_2d,Bukin6,2,False,20,300,10,20262028,0.000215995131049862,PSO,0.03127577490231488,0.04582695835505408,0.04930787528630555,0.06978402349540164,0.06978430661746432,0.04126322171769319,0.02090669249737035
