strategy,pair,func,dim,base_std,evo_std,base_cv_pct,evo_cv_pct,std_ratio,evo_more_stable
current-to-best1bin,SMCO_R_vs_SMCO_R_EVO,Rastrigin,100,42.25257423755054,42.376844173921555,1.2925469414486168,1.2960857367579905,1.0029411210704549,0
current-to-best1bin,SMCO_R_vs_SMCO_R_EVO,Rastrigin,1000,142.43430034967813,142.48285145469708,0.48882607745462364,0.48899287317621126,1.0003408666655418,0
current-to-best1bin,SMCO_R_vs_SMCO_R_EVO,Rastrigin,200,65.70271310045561,65.69518601711185,1.0356343396122831,1.0355160221534683,0.9998854372523057,1
current-to-best1bin,SMCO_R_vs_SMCO_R_EVO,Rastrigin,2000,217.77665629624664,220.92695337037887,0.37593345465572686,0.3812784089069592,1.0144657243237623,0
current-to-best1bin,SMCO_R_vs_SMCO_R_EVO,Rastrigin,3000,22.785796814904863,20.265292401669544,0.026474143980644998,0.02353841338861223,0.8893826521095552,1
current-to-best1bin,SMCO_R_vs_SMCO_R_EVO,Rastrigin,4000,235.51437718314193,229.28342451573235,0.20591463403098667,0.20045671975325832,0.9735432174377863,1
current-to-best1bin,SMCO_R_vs_SMCO_R_EVO,Rastrigin,50,32.7229944152743,33.636640955357656,1.9120591452437392,1.9645284665368905,1.0279206275712007,0
current-to-best1bin,SMCO_R_vs_SMCO_R_EVO,Rastrigin,500,67.51736059715903,67.55356663504473,0.4563667681196649,0.4566115563767738,1.0005362478267141,0
current-to-best1bin,SMCO_R_vs_SMCO_R_EVO,Rastrigin,5000,196.6013838655595,220.74933621429253,0.13795402354007139,0.1548674343495236,1.1228269703597098,0
current-to-best1bin,SMCO_R_vs_SMCO_R_EVO,Rosenbrock,100,1624365.0965780935,1643941.1423225438,3.087160325941873,3.1244455382906606,1.0120515060226851,0
current-to-best1bin,SMCO_R_vs_SMCO_R_EVO,Rosenbrock,1000,3073704.2272202345,2980022.1300528757,0.7271374680974662,0.7050640909205598,0.9695214339955923,1
current-to-best1bin,SMCO_R_vs_SMCO_R_EVO,Rosenbrock,200,1735329.2707150243,2451293.3452543835,1.7689127530261397,2.489082120110386,1.4125811087392963,0
current-to-best1bin,SMCO_R_vs_SMCO_R_EVO,Rosenbrock,2000,4752104.9516167,4432532.779537765,0.6125245699550202,0.5712976866292256,0.9327514490246657,1
current-to-best1bin,SMCO_R_vs_SMCO_R_EVO,Rosenbrock,3000,23405.683707445085,4545273.291398224,0.0021388665870086102,0.409279179084676,194.1952795829854,0
