strategy,func,dim,algo,is_evo,mean,p01,p05,p10,worst,ae_from_best
rand1bin,Ackley,4000,SMCO_R,False,21.696596470859426,21.69481200816783,21.69495767859163,21.695139766621388,21.69477559056188,0.48440733944617875
rand1bin,Ackley,4000,SMCO_R_EVO,True,22.14593543425402,22.139988413942394,22.14047388498824,22.14108072379555,22.13986704618093,0.03506837605158353
rand1bin,Ackley,50,ADAM,False,22.016121221635128,21.918545975055682,21.927146938977582,21.931319329713784,21.916395734075206,0.2836119440159628
rand1bin,Ackley,50,BOBYQA,False,22.012311057872928,21.915575700189272,21.925209139751345,21.929592975561416,21.913167340298752,0.2874221077781627
rand1bin,Ackley,50,DEoptim,False,21.830100224256995,21.807921203942875,21.811116022285137,21.814705433273467,21.80712249935731,0.46963294139409584
rand1bin,Ackley,50,GA,False,21.873338174265168,21.85264883815162,21.853816150313786,21.854083484632266,21.852357010111078,0.42639499138592285
rand1bin,Ackley,50,GD,False,22.016107988046617,21.91854376635569,21.927136713013603,21.931318254370087,21.91639552969121,0.28362517760447403
rand1bin,Ackley,50,GenSA,False,22.29973316565109,22.29170456749158,22.29274218429246,22.29383325949338,22.291445163291357,0.0
rand1bin,Ackley,50,PSO,False,22.083613893804547,21.96827349101598,21.98842742178993,22.013616660648985,21.963235008322496,0.21611927184654434
rand1bin,Ackley,50,SA,False,22.06548526711626,21.96572448618561,21.973859834714954,22.00105690437626,21.963690649053277,0.2342478985348322
rand1bin,Ackley,50,SMCO,False,21.6369962777482,21.567008984681554,21.57933658398799,21.583764483016438,21.563927084854946,0.6627368879028914
rand1bin,Ackley,50,SMCO_BR,False,22.06999457051177,22.035696248888097,22.041553704990395,22.05651205862228,22.034231884862525,0.22973859513932027
rand1bin,Ackley,50,SMCO_BR_EVO,True,22.21172599155435,22.16511427298189,22.175922269053572,22.185938347786237,22.162412273963966,0.08800717409674164
rand1bin,Ackley,50,SMCO_EVO,True,22.161752258880856,22.111804581031592,22.111839906456854,22.113077258032074,22.111795749675277,0.13798090677023467
rand1bin,Ackley,50,SMCO_R,False,22.073093951668508,22.05103405525934,22.05225071311325,22.05240893916777,22.050729890795864,0.22663921398258324
rand1bin,Ackley,50,SMCO_R_EVO,True,22.200242013243386,22.133450431510866,22.136119109279328,22.149311860717784,22.132783262068752,0.09949115240770467
rand1bin,Ackley,50,SPSA,False,21.673553842872963,21.494959802246935,21.55283446154299,21.559392378544647,21.480491137422923,0.6261793227781283
rand1bin,Ackley,50,SignGD,False,22.01465884255967,21.917011624609206,21.92569701356964,21.929922233695294,21.9148402773691,0.2850743230914219
rand1bin,Ackley,50,optimLBFGS,False,22.015419090037362,21.91854590568467,21.927146867590434,21.931318301789794,21.91639566520823,0.2843140756137288
rand1bin,Ackley,50,optimNM,False,21.83530948980501,21.702458047695192,21.710601179524087,21.757665426146982,21.70042226473797,0.46442367584608135
rand1bin,Ackley,500,DEoptim,False,21.47007228392053,21.455335212701275,21.455908976232728,21.45662618064704,21.455191771818413,0.7140809861641948
rand1bin,Ackley,500,GA,False,21.534768239986803,21.506432093144813,21.510579328975155,21.515763373763086,21.505395284187227,0.6493850300979211
rand1bin,Ackley,500,GenSA,False,22.164634579124705,22.153243067385567,22.15529496017429,22.157859826160202,22.152730094188385,0.01951869096001957
