strategy,func,dim,algo,mean_fopt,std_fopt,min_fopt,max_fopt,mean_time,n
best1bin,Rastrigin,3000,SMCO_BR_EVO,86031.64588793849,22.401626003716174,86015.80554628166,86047.48622959532,10128.05113199947,2
best1bin,Rastrigin,3000,SMCO_EVO,86028.14017521989,14.22798555882795,86018.07947014862,86038.20088029116,9620.093290455523,2
best1bin,Rastrigin,3000,SMCO_R,86068.11548491748,22.785796814904863,86052.00349347493,86084.22747636004,9259.595778914052,2
best1bin,Rastrigin,3000,SMCO_R_EVO,86094.5555976759,20.265292401669544,86080.22587199595,86108.88532335585,9467.430397229502,2
best1bin,Rastrigin,4000,DEoptim,77000.13010232343,105.83384686214359,76925.29427152814,77074.9659331187,29965.616045822622,2
best1bin,Rastrigin,4000,GA,76768.81248488357,311.5227035920059,76548.5326686801,76989.09230108705,8.633277655928396,2
best1bin,Rastrigin,4000,GenSA,161412.67179774528,0.691495562156332,161412.18283654412,161413.16075894644,1855.8287474499084,2
best1bin,Rastrigin,4000,PSO,115988.19110691891,116.46625603096358,115905.8370275,116070.54518633781,3.5336117199622095,2
best1bin,Rastrigin,4000,SA,115692.09726627979,9.556741702393985,115685.33962941598,115698.8549031436,1434.9506664685905,2
best1bin,Rastrigin,4000,SMCO,114310.4567734591,234.33160425472224,114144.75930704425,114476.15423987393,18764.3456372855,2
best1bin,Rastrigin,4000,SMCO_BR,114314.06385418148,214.9914606907248,114162.04193442987,114466.0857739331,19749.53747093759,2
best1bin,Rastrigin,4000,SMCO_BR_EVO,114319.86604742098,200.9447805413084,114177.77663045618,114461.95546438578,20351.70201023901,2
best1bin,Rastrigin,4000,SMCO_EVO,114314.91250137634,236.60886495609873,114147.60476847703,114482.22023427565,19185.136785060517,2
best1bin,Rastrigin,4000,SMCO_R,114374.76422763668,235.51437718314193,114208.23041446356,114541.29804080981,18810.617387683596,2
best1bin,Rastrigin,4000,SMCO_R_EVO,114380.51305935602,229.28342451573235,114218.38519506727,114542.64092364477,19189.249880217016,2
best1bin,Rastrigin,5000,DEoptim,95772.36984367606,23.4468614996109,95755.79040891214,95788.94927843998,61522.63563050504,2
best1bin,Rastrigin,5000,GA,94743.88053801833,23.08936977530025,94727.5538880769,94760.20718795978,9.941575172008015,2
best1bin,Rastrigin,5000,GenSA,201766.21261094167,0.22153992387153243,201766.05595855918,201766.36926332413,3890.224036376574,2
best1bin,Rastrigin,5000,PSO,144957.97011654064,69.69212457790809,144908.6903426563,145007.24989042498,5.151181774446741,2
best1bin,Rastrigin,5000,SA,144455.59698672255,101.16087881994433,144384.06544331816,144527.1285301269,2433.7553011084674,2
best1bin,Rastrigin,5000,SMCO,142458.32504618834,194.88279805421254,142320.5220981476,142596.1279942291,43844.797445466975,2
best1bin,Rastrigin,5000,SMCO_BR,142460.14573842997,185.29226060159942,142329.1243244572,142591.16715240275,40152.25991603255,2
best1bin,Rastrigin,5000,SMCO_BR_EVO,142458.4895438425,216.54540073435493,142305.36882254848,142611.61026513652,48691.43117562507,2
best1bin,Rastrigin,5000,SMCO_EVO,142432.29777746001,221.06656363687858,142275.98011121876,142588.61544370124,44177.46796350053,2
best1bin,Rastrigin,5000,SMCO_R,142512.25069086358,196.6013838655595,142373.2325191416,142651.2688625856,44118.45754721307,2
best1bin,Rastrigin,5000,SMCO_R_EVO,142540.83638789976,220.74933621429253,142384.7430353202,142696.9297404793,42925.5260121366,2
best1bin,Rosenbrock,1000,DEoptim,160936607.22145408,1809647.5599047102,159561501.12938192,164011381.08073202,1959.8041543496306,5
best1bin,Rosenbrock,1000,GA,228741053.82543468,7389568.322424583,222003423.83312368,239912959.66207445,1.9859011733904481,5
best1bin,Rosenbrock,1000,GenSA,809563419.0,0.0,809563419.0,809563419.0,158.0432591089979,5
best1bin,Rosenbrock,1000,PSO,532788129.0,12765771.19146793,523206909.0,554798934.0,0.7680047084577382,5
best1bin,Rosenbrock,1000,SA,542589309.0,12621181.798748583,524331684.0,559748799.0,44.699811216024685,5
best1bin,Rosenbrock,1000,SMCO,463389064.8849098,2712843.2105423748,459380108.1813948,466031366.3594706,518.244838541979,5
best1bin,Rosenbrock,1000,SMCO_BR,348193067.76848793,3832879.8296210705,343998612.5982973,354144632.83549726,519.0091827395372,5
best1bin,Rosenbrock,1000,SMCO_BR_EVO,372046389.76400423,6914914.776141005,361774815.0701089,378846621.4356098,512.1293218916283,5
best1bin,Rosenbrock,1000,SMCO_EVO,463443829.07431805,2643318.9820067342,459484847.2470911,466053984.8107496,549.3027607052121,5
best1bin,Rosenbrock,1000,SMCO_R,422712947.97426564,3073704.2272202345,419807461.87039727,427146824.93239963,522.7435631683562,5
best1bin,Rosenbrock,1000,SMCO_R_EVO,431293381.85747737,14237947.632555163,419340175.4046833,455707790.34327257,541.9463367678225,5
best1bin,Rosenbrock,2000,DEoptim,298880966.55981404,1950522.2682000417,296671244.85538065,300363166.265664,6963.804832380032,3
best1bin,Rosenbrock,2000,GA,378960173.9105427,6896060.827652198,373174512.0544116,386591173.5358542,2.9024917419689396,3
best1bin,Rosenbrock,2000,GenSA,1619644419.0,0.0,1619644419.0,1619644419.0,424.56186225366156,3
best1bin,Rosenbrock,2000,PSO,1038838524.0,7808743.054747992,1032215769.0,1047449034.0,1.3391294999358554,3
best1bin,Rosenbrock,2000,SA,1082940579.0,8933773.430878745,1075462704.0,1092833649.0,93.45212138902086,3
best1bin,Rosenbrock,2000,SMCO,869247612.9724323,6089094.399197151,862504605.5868108,874344213.5177196,1680.255622977934,3
best1bin,Rosenbrock,2000,SMCO_BR,618155929.2741712,2168963.029891078,615869948.7209852,620184989.6991587,1724.6846032233443,3
best1bin,Rosenbrock,2000,SMCO_BR_EVO,685824638.2370745,8404936.42678257,676283602.3771392,692134452.2327254,1588.744596470613,3
best1bin,Rosenbrock,2000,SMCO_EVO,869037289.3809952,6239990.871614101,862134230.3650203,874277203.1441984,1682.0170593629591,3
best1bin,Rosenbrock,2000,SMCO_R,775822748.1332974,4752104.9516167,770458718.0110518,779506205.7074538,1687.056155654369,3
best1bin,Rosenbrock,2000,SMCO_R_EVO,794743124.1546808,25031038.026408818,777843739.5133393,823499489.3622998,1785.5196778653965,3
best1bin,Rosenbrock,3000,DEoptim,435025937.7010499,1217440.1085818636,434165077.5445832,435886797.85751665,15884.41535446106,2
best1bin,Rosenbrock,3000,GA,558462340.9012433,5478799.345911369,554588244.730989,562336437.0714977,3.803489460493438,2
best1bin,Rosenbrock,3000,GenSA,2429725419.0,0.0,2429725419.0,2429725419.0,916.8351077440893,2
best1bin,Rosenbrock,3000,PSO,1567742184.0,1543260.5499396399,1566650934.0,1568833434.0,1.7320526135154068,2
best1bin,Rosenbrock,3000,SA,1590726046.5,9291924.041478842,1584155664.0,1597296429.0,159.93559594103135,2
best1bin,Rosenbrock,3000,SMCO,1239722873.845387,1018451.972388438,1239002719.5493982,1240443028.1413755,3416.209948144504,2
best1bin,Rosenbrock,3000,SMCO_BR,859724697.6735848,1105521.4134500872,858942975.9853873,860506419.3617823,3254.635464244522,2
