variant,mean_improve_pct,median_improve_pct,mean_win_rate,positive_improve_pct,n_configs
BASE,0.732677061277964,0.011042112252318501,62.52450980392156,65.44117647058823,136
BR,1.7774684704071948,0.08503957578491614,71.00490196078432,77.20588235294117,136
R,0.6089332383421472,0.04666931074057232,71.80147058823529,79.41176470588235,136
