strategy,dim,algo,mean_fopt,mean_time,fopt_per_second,is_evo
best1bin,200,optimNM,1.6311347220064938e+17,1.4673231801763178,1.1116397151243067e+17,False
best1bin,500,DEoptim,3.2359238817458196e+21,692.9401194653358,4.669846341474093e+18,False
best1bin,500,GA,1.5859667390160062e+22,1.6692829848383552,9.50088602963615e+21,False
best1bin,500,GenSA,3.845306518625537e+22,58.73231136663817,6.547173828424866e+20,False
best1bin,500,PSO,3.132891915331206e+21,0.7113034651614726,4.404437864814858e+21,False
best1bin,500,SA,3.845306518625534e+22,107.26675148854265,3.584807468543743e+20,False
best1bin,500,SMCO,3.13256432271709e+22,228.81795016051038,1.3690203589883006e+20,False
best1bin,500,SMCO_BR,1.986994476336327e+22,228.51376659185627,8.695294405983237e+19,False
best1bin,500,SMCO_BR_EVO,1.9994447847013596e+22,228.5771171189961,8.747353234227985e+19,True
best1bin,500,SMCO_EVO,3.1381242133337044e+22,236.45475697155342,1.3271563040329255e+20,True
