strategy,evo_algo,baseline,func,dim,n,evo_wins,baseline_wins,evo_win_rate,evo_mean,baseline_mean
current-to-best1bin,SMCO_EVO,GA,Rastrigin,200,10,10,0,100.0,6337.65098984277,5213.827908513442
current-to-best1bin,SMCO_EVO,GA,Rastrigin,2000,3,3,0,100.0,57883.29476627167,39985.96662560166
current-to-best1bin,SMCO_EVO,GA,Rastrigin,3000,2,2,0,100.0,86028.14017521989,59470.21118374476
current-to-best1bin,SMCO_EVO,GA,Rastrigin,4000,2,2,0,100.0,114314.91250137634,76768.81248488357
current-to-best1bin,SMCO_EVO,GA,Rastrigin,50,20,17,3,85.0,1713.4561988222536,1677.5070480416975
current-to-best1bin,SMCO_EVO,GA,Rastrigin,500,5,5,0,100.0,14779.682412667546,11268.411567350693
current-to-best1bin,SMCO_EVO,GA,Rastrigin,5000,2,2,0,100.0,142432.29777746001,94743.88053801833
current-to-best1bin,SMCO_EVO,GA,Rosenbrock,100,15,15,0,100.0,54630038.65914771,45144330.78568907
current-to-best1bin,SMCO_EVO,GA,Rosenbrock,1000,5,5,0,100.0,463443829.07431805,228741053.82543468
current-to-best1bin,SMCO_EVO,GA,Rosenbrock,200,10,10,0,100.0,103140206.49786988,77429598.63905175
current-to-best1bin,SMCO_EVO,GA,Rosenbrock,2000,3,3,0,100.0,869037289.3809952,378960173.9105427
current-to-best1bin,SMCO_EVO,GA,Rosenbrock,3000,2,2,0,100.0,1239385157.2331452,558462340.9012433
current-to-best1bin,SMCO_EVO,GA,Rosenbrock,4000,2,2,0,100.0,1601826824.5663753,681387818.6390367
current-to-best1bin,SMCO_EVO,GA,Rosenbrock,50,20,18,2,90.0,28580313.287937693,26248513.511948694
current-to-best1bin,SMCO_EVO,GA,Rosenbrock,500,5,5,0,100.0,243705721.84840137,148048142.29008248
current-to-best1bin,SMCO_EVO,GA,Rosenbrock,5000,2,2,0,100.0,1953906656.3506606,863871393.4097354
current-to-best1bin,SMCO_EVO,GA,Zakharov,100,15,15,0,100.0,3.73893546280408e+17,3.259341240180298e+17
current-to-best1bin,SMCO_EVO,GA,Zakharov,200,10,10,0,100.0,8.92076331233532e+19,6.714015930255444e+19
current-to-best1bin,SMCO_EVO,GA,Zakharov,50,20,20,0,100.0,1547233201559311.5,1512953031732195.8
current-to-best1bin,SMCO_EVO,GA,Zakharov,500,5,5,0,100.0,1.2564853484884617e+23,6.343866956064009e+22
current-to-best1bin,SMCO_EVO,PSO,Ackley,100,15,15,0,100.0,22.11409043355066,22.034127095732682
current-to-best1bin,SMCO_EVO,PSO,Ackley,1000,5,5,0,100.0,22.0873450658542,21.78589313424506
current-to-best1bin,SMCO_EVO,PSO,Ackley,200,10,10,0,100.0,22.099522129390447,21.952550274180496
current-to-best1bin,SMCO_EVO,PSO,Ackley,2000,3,3,0,100.0,22.08847638848768,21.77345900855943
current-to-best1bin,SMCO_EVO,PSO,Ackley,3000,2,2,0,100.0,22.032317199690624,21.74146523673044
current-to-best1bin,SMCO_EVO,PSO,Ackley,4000,2,2,0,100.0,22.06464569086828,21.711805007306616
current-to-best1bin,SMCO_EVO,PSO,Ackley,50,20,18,2,90.0,22.150625492220136,22.083613893804547
current-to-best1bin,SMCO_EVO,PSO,Ackley,500,5,5,0,100.0,22.08341998559953,21.873543919805268
current-to-best1bin,SMCO_EVO,PSO,Ackley,5000,2,2,0,100.0,22.060942772029435,21.721434902688344
current-to-best1bin,SMCO_EVO,PSO,Griewank,100,15,0,15,0.0,8741.07681690497,9001.0
current-to-best1bin,SMCO_EVO,PSO,Griewank,200,10,0,10,0.0,17224.22871924248,18001.0
current-to-best1bin,SMCO_EVO,PSO,Griewank,50,20,0,20,0.0,4400.258436775686,4501.0
current-to-best1bin,SMCO_EVO,PSO,Rastrigin,100,15,15,0,100.0,3261.576605448482,2980.090458833662
current-to-best1bin,SMCO_EVO,PSO,Rastrigin,1000,5,2,3,40.0,29109.53341967424,29165.33059818275
current-to-best1bin,SMCO_EVO,PSO,Rastrigin,200,10,10,0,100.0,6337.65098984277,5904.816257447588
current-to-best1bin,SMCO_EVO,PSO,Rastrigin,2000,3,1,2,33.33333333333333,57883.29476627167,58152.53797892792
current-to-best1bin,SMCO_EVO,PSO,Rastrigin,3000,2,0,2,0.0,86028.14017521989,87035.34159179099
current-to-best1bin,SMCO_EVO,PSO,Rastrigin,4000,2,0,2,0.0,114314.91250137634,115988.19110691891
current-to-best1bin,SMCO_EVO,PSO,Rastrigin,50,20,20,0,100.0,1713.4561988222536,1513.6642874508077
current-to-best1bin,SMCO_EVO,PSO,Rastrigin,500,5,5,0,100.0,14779.682412667546,14588.071204041513
current-to-best1bin,SMCO_EVO,PSO,Rastrigin,5000,2,0,2,0.0,142432.29777746001,144957.97011654064
current-to-best1bin,SMCO_EVO,PSO,Rosenbrock,100,15,2,13,13.333333333333334,54630038.65914771,58428327.0
current-to-best1bin,SMCO_EVO,PSO,Rosenbrock,1000,5,0,5,0.0,463443829.07431805,532788129.0
current-to-best1bin,SMCO_EVO,PSO,Rosenbrock,200,10,0,10,0.0,103140206.49786988,114019960.5
current-to-best1bin,SMCO_EVO,PSO,Rosenbrock,2000,3,0,3,0.0,869037289.3809952,1038838524.0
current-to-best1bin,SMCO_EVO,PSO,Rosenbrock,3000,2,0,2,0.0,1239385157.2331452,1567742184.0
current-to-best1bin,SMCO_EVO,PSO,Rosenbrock,4000,2,0,2,0.0,1601826824.5663753,2080429884.0
current-to-best1bin,SMCO_EVO,PSO,Rosenbrock,50,20,3,17,15.0,28580313.287937693,30841751.25
current-to-best1bin,SMCO_EVO,PSO,Rosenbrock,500,5,0,5,0.0,243705721.84840137,275462037.0
current-to-best1bin,SMCO_EVO,PSO,Rosenbrock,5000,2,0,2,0.0,1953906656.3506606,2607259441.5
current-to-best1bin,SMCO_EVO,PSO,Zakharov,100,15,15,0,100.0,3.73893546280408e+17,1.3786539842246278e+17
current-to-best1bin,SMCO_EVO,PSO,Zakharov,200,10,10,0,100.0,8.92076331233532e+19,1.881315786450292e+19
current-to-best1bin,SMCO_EVO,PSO,Zakharov,50,20,20,0,100.0,1547233201559311.5,853915058111519.9
current-to-best1bin,SMCO_EVO,PSO,Zakharov,500,5,5,0,100.0,1.2564853484884617e+23,1.2531567661324549e+22
current-to-best1bin,SMCO_EVO,GD,Ackley,100,15,15,0,100.0,22.11409043355066,21.996070927635813
current-to-best1bin,SMCO_EVO,GD,Ackley,200,10,10,0,100.0,22.099522129390447,21.98502133493387
current-to-best1bin,SMCO_EVO,GD,Ackley,50,20,20,0,100.0,22.150625492220136,22.016107988046617
current-to-best1bin,SMCO_EVO,GD,Griewank,100,15,15,0,100.0,8741.07681690497,4318.531612684141
current-to-best1bin,SMCO_EVO,GD,Griewank,200,10,10,0,100.0,17224.22871924248,8478.375474099297
current-to-best1bin,SMCO_EVO,GD,Griewank,50,20,20,0,100.0,4400.258436775686,2250.8181772810317
current-to-best1bin,SMCO_EVO,GD,Rastrigin,100,15,15,0,100.0,3261.576605448482,2902.6926104235413
current-to-best1bin,SMCO_EVO,GD,Rastrigin,200,10,10,0,100.0,6337.65098984277,5797.965839814179
current-to-best1bin,SMCO_EVO,GD,Rastrigin,50,20,20,0,100.0,1713.4561988222536,1457.8813857491364
current-to-best1bin,SMCO_EVO,GD,Rosenbrock,100,15,1,14,6.666666666666667,54630038.65914771,57996234.0
current-to-best1bin,SMCO_EVO,GD,Rosenbrock,200,10,0,10,0.0,103140206.49786988,113610348.0
current-to-best1bin,SMCO_EVO,GD,Rosenbrock,50,20,0,20,0.0,28580313.287937693,29870788.5
current-to-best1bin,SMCO_EVO,GD,Zakharov,100,15,0,15,0.0,3.73893546280408e+17,4.064859420438224e+17
current-to-best1bin,SMCO_EVO,GD,Zakharov,200,10,0,10,0.0,8.92076331233532e+19,1.020150500726003e+20
current-to-best1bin,SMCO_EVO,GD,Zakharov,50,20,0,20,0.0,1547233201559311.5,1651660441036249.5
current-to-best1bin,SMCO_EVO,SignGD,Ackley,100,15,15,0,100.0,22.11409043355066,21.9938398998415
current-to-best1bin,SMCO_EVO,SignGD,Ackley,200,10,10,0,100.0,22.099522129390447,21.98372281301656
current-to-best1bin,SMCO_EVO,SignGD,Ackley,50,20,20,0,100.0,22.150625492220136,22.01465884255967
current-to-best1bin,SMCO_EVO,SignGD,Griewank,100,15,15,0,100.0,8741.07681690497,3641.5841157428863
current-to-best1bin,SMCO_EVO,SignGD,Griewank,200,10,10,0,100.0,17224.22871924248,7180.128094227461
current-to-best1bin,SMCO_EVO,SignGD,Griewank,50,20,20,0,100.0,4400.258436775686,1903.0286013502305
current-to-best1bin,SMCO_EVO,SignGD,Rastrigin,100,15,15,0,100.0,3261.576605448482,2949.962384618055
current-to-best1bin,SMCO_EVO,SignGD,Rastrigin,200,10,10,0,100.0,6337.65098984277,5835.869471709941
current-to-best1bin,SMCO_EVO,SignGD,Rastrigin,50,20,20,0,100.0,1713.4561988222536,1495.1169950216297
current-to-best1bin,SMCO_EVO,SignGD,Rosenbrock,100,15,10,5,66.66666666666666,54630038.65914771,53284748.33492387
current-to-best1bin,SMCO_EVO,SignGD,Rosenbrock,200,10,4,6,40.0,103140206.49786988,102750654.84401383
current-to-best1bin,SMCO_EVO,SignGD,Rosenbrock,50,20,17,3,85.0,28580313.287937693,27047836.990695994
current-to-best1bin,SMCO_EVO,SignGD,Zakharov,100,15,0,15,0.0,3.73893546280408e+17,4.064859420438224e+17
current-to-best1bin,SMCO_EVO,SignGD,Zakharov,200,10,0,10,0.0,8.92076331233532e+19,1.020150500726003e+20
current-to-best1bin,SMCO_EVO,SignGD,Zakharov,50,20,0,20,0.0,1547233201559311.5,1651660441036249.5
current-to-best1bin,SMCO_EVO,ADAM,Ackley,100,15,15,0,100.0,22.11409043355066,21.995917549968397
current-to-best1bin,SMCO_EVO,ADAM,Ackley,200,10,10,0,100.0,22.099522129390447,21.984948895509298
current-to-best1bin,SMCO_EVO,ADAM,Ackley,50,20,20,0,100.0,22.150625492220136,22.016121221635125
current-to-best1bin,SMCO_EVO,ADAM,Griewank,100,15,15,0,100.0,8741.07681690497,3464.147045545212
current-to-best1bin,SMCO_EVO,ADAM,Griewank,200,10,10,0,100.0,17224.22871924248,6823.042271976459
current-to-best1bin,SMCO_EVO,ADAM,Griewank,50,20,20,0,100.0,4400.258436775686,1812.4027648920778
current-to-best1bin,SMCO_EVO,ADAM,Rastrigin,100,15,15,0,100.0,3261.576605448482,2957.4168410296193
current-to-best1bin,SMCO_EVO,ADAM,Rastrigin,200,10,10,0,100.0,6337.65098984277,5857.175238431582
current-to-best1bin,SMCO_EVO,ADAM,Rastrigin,50,20,20,0,100.0,1713.4561988222536,1497.59990183252
current-to-best1bin,SMCO_EVO,ADAM,Rosenbrock,100,15,15,0,100.0,54630038.65914771,45450527.51475112
current-to-best1bin,SMCO_EVO,ADAM,Rosenbrock,200,10,10,0,100.0,103140206.49786988,88888122.33250095
current-to-best1bin,SMCO_EVO,ADAM,Rosenbrock,50,20,20,0,100.0,28580313.287937693,23710820.008628886
current-to-best1bin,SMCO_EVO,ADAM,Zakharov,100,15,15,0,100.0,3.73893546280408e+17,8.880945320640266e+16
current-to-best1bin,SMCO_EVO,ADAM,Zakharov,200,10,10,0,100.0,8.92076331233532e+19,2.076356603334561e+19
current-to-best1bin,SMCO_EVO,ADAM,Zakharov,50,20,20,0,100.0,1547233201559311.5,398995567428997.3
current-to-best1bin,SMCO_EVO,SPSA,Ackley,100,15,15,0,100.0,22.11409043355066,21.522155498683365
current-to-best1bin,SMCO_EVO,SPSA,Ackley,200,10,10,0,100.0,22.099522129390447,21.45946628326309
current-to-best1bin,SMCO_EVO,SPSA,Ackley,50,20,20,0,100.0,22.150625492220136,21.673553842872963
current-to-best1bin,SMCO_EVO,SPSA,Griewank,100,15,15,0,100.0,8741.07681690497,3418.8544324324453
current-to-best1bin,SMCO_EVO,SPSA,Griewank,200,10,10,0,100.0,17224.22871924248,6734.352114533676
current-to-best1bin,SMCO_EVO,SPSA,Griewank,50,20,20,0,100.0,4400.258436775686,1789.1798974678936
current-to-best1bin,SMCO_EVO,SPSA,Rastrigin,100,15,12,3,80.0,3261.576605448482,3171.268158473069
current-to-best1bin,SMCO_EVO,SPSA,Rastrigin,200,10,0,10,0.0,6337.65098984277,6811.7821526910075
current-to-best1bin,SMCO_EVO,SPSA,Rastrigin,50,20,19,1,95.0,1713.4561988222536,1508.8629762996293
current-to-best1bin,SMCO_EVO,SPSA,Rosenbrock,100,15,0,15,0.0,54630038.65914771,62819103.0
current-to-best1bin,SMCO_EVO,SPSA,Rosenbrock,200,10,0,10,0.0,103140206.49786988,120061597.5
current-to-best1bin,SMCO_EVO,SPSA,Rosenbrock,50,20,0,20,0.0,28580313.287937693,33023281.5
current-to-best1bin,SMCO_EVO,SPSA,Zakharov,100,15,15,0,100.0,3.73893546280408e+17,4.0491194738154456e+16
current-to-best1bin,SMCO_EVO,SPSA,Zakharov,200,10,10,0,100.0,8.92076331233532e+19,5.61846952147701e+18
current-to-best1bin,SMCO_EVO,SPSA,Zakharov,50,20,20,0,100.0,1547233201559311.5,371549039166977.9
current-to-best1bin,SMCO_EVO,optimLBFGS,Ackley,100,15,15,0,100.0,22.11409043355066,21.99607926083114
current-to-best1bin,SMCO_EVO,optimLBFGS,Ackley,200,10,10,0,100.0,22.099522129390447,21.985023213836577
current-to-best1bin,SMCO_EVO,optimLBFGS,Ackley,50,20,20,0,100.0,22.150625492220136,22.015419090037362
current-to-best1bin,SMCO_EVO,optimLBFGS,Griewank,100,15,15,0,100.0,8741.07681690497,6051.517985300458
current-to-best1bin,SMCO_EVO,optimLBFGS,Griewank,200,10,10,0,100.0,17224.22871924248,8309.999512656617
current-to-best1bin,SMCO_EVO,optimLBFGS,Griewank,50,20,0,20,0.0,4400.258436775686,4501.0
current-to-best1bin,SMCO_EVO,optimLBFGS,Rastrigin,100,15,15,0,100.0,3261.576605448482,2896.345516551151
current-to-best1bin,SMCO_EVO,optimLBFGS,Rastrigin,200,10,10,0,100.0,6337.65098984277,5798.86926139219
current-to-best1bin,SMCO_EVO,optimLBFGS,Rastrigin,50,20,20,0,100.0,1713.4561988222536,1451.9611968788504
current-to-best1bin,SMCO_EVO,optimLBFGS,Rosenbrock,100,15,1,14,6.666666666666667,54630038.65914771,58029237.0
current-to-best1bin,SMCO_EVO,optimLBFGS,Rosenbrock,200,10,0,10,0.0,103140206.49786988,113682352.5
current-to-best1bin,SMCO_EVO,optimLBFGS,Rosenbrock,50,20,0,20,0.0,28580313.287937693,29931543.0
current-to-best1bin,SMCO_EVO,optimLBFGS,Zakharov,100,15,0,15,0.0,3.73893546280408e+17,4.064859420438224e+17
current-to-best1bin,SMCO_EVO,optimLBFGS,Zakharov,200,10,0,10,0.0,8.92076331233532e+19,1.020150500726003e+20
current-to-best1bin,SMCO_EVO,optimLBFGS,Zakharov,50,20,0,20,0.0,1547233201559311.5,1651660441036249.5
current-to-best1bin,SMCO_EVO,BOBYQA,Ackley,100,15,15,0,100.0,22.11409043355066,21.967177999030817
current-to-best1bin,SMCO_EVO,BOBYQA,Ackley,200,10,10,0,100.0,22.099522129390447,21.814960401591946
current-to-best1bin,SMCO_EVO,BOBYQA,Ackley,50,20,20,0,100.0,22.150625492220136,22.01231105787293
current-to-best1bin,SMCO_EVO,BOBYQA,Griewank,100,15,0,15,0.0,8741.07681690497,9001.000000000053
current-to-best1bin,SMCO_EVO,BOBYQA,Griewank,200,10,0,10,0.0,17224.22871924248,18001.000000000226
current-to-best1bin,SMCO_EVO,BOBYQA,Griewank,50,20,0,20,0.0,4400.258436775686,4501.000000000015
current-to-best1bin,SMCO_EVO,BOBYQA,Rastrigin,100,15,15,0,100.0,3261.576605448482,2883.366582842886
current-to-best1bin,SMCO_EVO,BOBYQA,Rastrigin,200,10,10,0,100.0,6337.65098984277,5187.145941576515
current-to-best1bin,SMCO_EVO,BOBYQA,Rastrigin,50,20,20,0,100.0,1713.4561988222536,1488.173470640659
current-to-best1bin,SMCO_EVO,BOBYQA,Rosenbrock,100,15,3,12,20.0,54630038.65914771,56224390.06931542
current-to-best1bin,SMCO_EVO,BOBYQA,Rosenbrock,200,10,10,0,100.0,103140206.49786988,92167514.63310555
current-to-best1bin,SMCO_EVO,BOBYQA,Rosenbrock,50,20,1,19,5.0,28580313.287937693,30632859.930696595
current-to-best1bin,SMCO_EVO,BOBYQA,Zakharov,100,15,5,10,33.33333333333333,3.73893546280408e+17,3.7367845082410195e+17
current-to-best1bin,SMCO_EVO,BOBYQA,Zakharov,200,10,7,3,70.0,8.92076331233532e+19,8.530510366187115e+19
current-to-best1bin,SMCO_EVO,BOBYQA,Zakharov,50,20,7,13,35.0,1547233201559311.5,1150165582894668.5
current-to-best1bin,SMCO_EVO,optimNM,Ackley,100,15,15,0,100.0,22.11409043355066,21.56106255398637
current-to-best1bin,SMCO_EVO,optimNM,Ackley,200,10,10,0,100.0,22.099522129390447,21.44036847462342
current-to-best1bin,SMCO_EVO,optimNM,Ackley,50,20,20,0,100.0,22.150625492220136,21.83530948980501
current-to-best1bin,SMCO_EVO,optimNM,Griewank,100,15,15,0,100.0,8741.07681690497,3455.17997108155
current-to-best1bin,SMCO_EVO,optimNM,Griewank,200,10,10,0,100.0,17224.22871924248,6748.127292238173
current-to-best1bin,SMCO_EVO,optimNM,Griewank,50,20,20,0,100.0,4400.258436775686,1893.4620049564303
current-to-best1bin,SMCO_EVO,optimNM,Rastrigin,100,15,15,0,100.0,3261.576605448482,2115.5027764413167
current-to-best1bin,SMCO_EVO,optimNM,Rastrigin,200,10,10,0,100.0,6337.65098984277,4057.7705127035515
current-to-best1bin,SMCO_EVO,optimNM,Rastrigin,50,20,20,0,100.0,1713.4561988222536,1237.6187289093946
current-to-best1bin,SMCO_EVO,optimNM,Rosenbrock,100,15,15,0,100.0,54630038.65914771,16771626.491926236
current-to-best1bin,SMCO_EVO,optimNM,Rosenbrock,200,10,10,0,100.0,103140206.49786988,31865156.694394954
current-to-best1bin,SMCO_EVO,optimNM,Rosenbrock,50,20,20,0,100.0,28580313.287937693,10613361.000867847
current-to-best1bin,SMCO_EVO,optimNM,Zakharov,100,15,15,0,100.0,3.73893546280408e+17,5127426016704594.0
current-to-best1bin,SMCO_EVO,optimNM,Zakharov,200,10,10,0,100.0,8.92076331233532e+19,8.155673609713709e+17
current-to-best1bin,SMCO_EVO,optimNM,Zakharov,50,20,20,0,100.0,1547233201559311.5,32231142211511.2
current-to-best1bin,SMCO_R_EVO,GenSA,Ackley,100,15,0,15,0.0,22.171520604488144,22.28421293980727
current-to-best1bin,SMCO_R_EVO,GenSA,Ackley,1000,5,1,4,20.0,22.161197404367336,22.1311893631594
current-to-best1bin,SMCO_R_EVO,GenSA,Ackley,200,10,0,10,0.0,22.1573011487096,22.24978917582616
current-to-best1bin,SMCO_R_EVO,GenSA,Ackley,2000,3,3,0,100.0,22.136668196331595,21.940011709686967
current-to-best1bin,SMCO_R_EVO,GenSA,Ackley,3000,2,2,0,100.0,22.139990298307886,21.905400336903423
current-to-best1bin,SMCO_R_EVO,GenSA,Ackley,4000,2,2,0,100.0,22.093498174791154,21.864770869740198
current-to-best1bin,SMCO_R_EVO,GenSA,Ackley,50,20,0,20,0.0,22.188633158409765,22.29973316565109
current-to-best1bin,SMCO_R_EVO,GenSA,Ackley,500,5,1,4,20.0,22.1432472958291,22.164634579124705
current-to-best1bin,SMCO_R_EVO,GenSA,Ackley,5000,2,2,0,100.0,22.112141453355903,21.73148729514309
current-to-best1bin,SMCO_R_EVO,GenSA,Griewank,100,15,0,15,0.0,8568.602155483677,9001.0
current-to-best1bin,SMCO_R_EVO,GenSA,Griewank,200,10,0,10,0.0,16723.826077770987,18001.0
current-to-best1bin,SMCO_R_EVO,GenSA,Griewank,50,20,0,20,0.0,4330.996752577502,4501.0
current-to-best1bin,SMCO_R_EVO,GenSA,Rastrigin,100,15,0,15,0.0,3269.6019230890047,4035.329019382616
current-to-best1bin,SMCO_R_EVO,GenSA,Rastrigin,1000,5,0,5,0.0,29138.02210024288,40353.29019371744
current-to-best1bin,SMCO_R_EVO,GenSA,Rastrigin,200,10,0,10,0.0,6344.197927569635,8070.658038767295
current-to-best1bin,SMCO_R_EVO,GenSA,Rastrigin,2000,3,0,3,0.0,57943.735655981036,80706.5803872955
current-to-best1bin,SMCO_R_EVO,GenSA,Rastrigin,3000,2,0,2,0.0,86094.5555976759,121059.87040453288
current-to-best1bin,SMCO_R_EVO,GenSA,Rastrigin,4000,2,0,2,0.0,114380.51305935602,161412.67179774528
current-to-best1bin,SMCO_R_EVO,GenSA,Rastrigin,50,20,0,20,0.0,1712.1992136185734,2017.6645096911584
current-to-best1bin,SMCO_R_EVO,GenSA,Rastrigin,500,5,0,5,0.0,14794.53721475739,20176.645096891127
current-to-best1bin,SMCO_R_EVO,GenSA,Rastrigin,5000,2,0,2,0.0,142540.83638789976,201766.21261094167
current-to-best1bin,SMCO_R_EVO,GenSA,Rosenbrock,100,15,0,15,0.0,52615451.99542574,80490519.0
current-to-best1bin,SMCO_R_EVO,GenSA,Rosenbrock,1000,5,0,5,0.0,422659750.85499537,809563419.0
current-to-best1bin,SMCO_R_EVO,GenSA,Rosenbrock,200,10,0,10,0.0,98481818.87810409,161498619.0
current-to-best1bin,SMCO_R_EVO,GenSA,Rosenbrock,2000,3,0,3,0.0,775870948.4175621,1619644419.0
current-to-best1bin,SMCO_R_EVO,GenSA,Rosenbrock,3000,2,0,2,0.0,1110555709.568077,2429725419.0
current-to-best1bin,SMCO_R_EVO,GenSA,Rosenbrock,4000,2,0,2,0.0,1433132239.4677372,3239806419.0
current-to-best1bin,SMCO_R_EVO,GenSA,Rosenbrock,50,20,0,20,0.0,27768828.65318396,39986469.0
current-to-best1bin,SMCO_R_EVO,GenSA,Rosenbrock,500,5,0,5,0.0,227000486.48482817,404522919.0
current-to-best1bin,SMCO_R_EVO,GenSA,Rosenbrock,5000,2,0,2,0.0,1767633840.916448,4049887419.0
current-to-best1bin,SMCO_R_EVO,GenSA,Zakharov,100,15,0,15,0.0,3.519512055367801e+17,4.064859420438224e+17
current-to-best1bin,SMCO_R_EVO,GenSA,Zakharov,200,10,0,10,0.0,8.182450588926935e+19,1.020150500726003e+20
current-to-best1bin,SMCO_R_EVO,GenSA,Zakharov,50,20,0,20,0.0,1481998819953021.5,1651660441036249.5
current-to-best1bin,SMCO_R_EVO,GenSA,Zakharov,500,5,0,5,0.0,1.098959045083418e+23,1.538122607450211e+23
current-to-best1bin,SMCO_R_EVO,SA,Ackley,100,15,15,0,100.0,22.171520604488144,22.057599567521812
current-to-best1bin,SMCO_R_EVO,SA,Ackley,1000,5,5,0,100.0,22.161197404367336,21.962780464187713
current-to-best1bin,SMCO_R_EVO,SA,Ackley,200,10,10,0,100.0,22.1573011487096,22.046525361820606
current-to-best1bin,SMCO_R_EVO,SA,Ackley,2000,3,3,0,100.0,22.136668196331595,21.892474502729865
current-to-best1bin,SMCO_R_EVO,SA,Ackley,3000,2,2,0,100.0,22.139990298307886,21.864929046117897
current-to-best1bin,SMCO_R_EVO,SA,Ackley,4000,2,2,0,100.0,22.093498174791154,21.842683492138292
current-to-best1bin,SMCO_R_EVO,SA,Ackley,50,20,20,0,100.0,22.188633158409765,22.06548526711626
current-to-best1bin,SMCO_R_EVO,SA,Ackley,500,5,5,0,100.0,22.1432472958291,22.03743132546698
current-to-best1bin,SMCO_R_EVO,SA,Ackley,5000,2,2,0,100.0,22.112141453355903,21.665474326389205
current-to-best1bin,SMCO_R_EVO,SA,Griewank,100,15,0,15,0.0,8568.602155483677,9001.0
current-to-best1bin,SMCO_R_EVO,SA,Griewank,200,10,0,10,0.0,16723.826077770987,18001.0
current-to-best1bin,SMCO_R_EVO,SA,Griewank,50,20,0,20,0.0,4330.996752577502,4501.0
current-to-best1bin,SMCO_R_EVO,SA,Rastrigin,100,15,0,15,0.0,3269.6019230890047,4034.390922782761
current-to-best1bin,SMCO_R_EVO,SA,Rastrigin,1000,5,0,5,0.0,29138.02210024288,40353.2901937765
current-to-best1bin,SMCO_R_EVO,SA,Rastrigin,200,10,0,10,0.0,6344.197927569635,8070.6580387674785
current-to-best1bin,SMCO_R_EVO,SA,Rastrigin,2000,3,2,1,66.66666666666666,57943.735655981036,57849.4274515718
current-to-best1bin,SMCO_R_EVO,SA,Rastrigin,3000,2,0,2,0.0,86094.5555976759,86781.56655992431
current-to-best1bin,SMCO_R_EVO,SA,Rastrigin,4000,2,0,2,0.0,114380.51305935602,115692.09726627979
current-to-best1bin,SMCO_R_EVO,SA,Rastrigin,50,20,0,20,0.0,1712.1992136185734,2016.6594088317984
current-to-best1bin,SMCO_R_EVO,SA,Rastrigin,500,5,0,5,0.0,14794.53721475739,20176.645096911565
current-to-best1bin,SMCO_R_EVO,SA,Rastrigin,5000,2,0,2,0.0,142540.83638789976,144455.59698672255
current-to-best1bin,SMCO_R_EVO,SA,Rosenbrock,100,15,7,8,46.666666666666664,52615451.99542574,52882416.0
current-to-best1bin,SMCO_R_EVO,SA,Rosenbrock,1000,5,0,5,0.0,422659750.85499537,542589309.0
current-to-best1bin,SMCO_R_EVO,SA,Rosenbrock,200,10,0,10,0.0,98481818.87810409,108594778.5
current-to-best1bin,SMCO_R_EVO,SA,Rosenbrock,2000,3,0,3,0.0,775870948.4175621,1082940579.0
current-to-best1bin,SMCO_R_EVO,SA,Rosenbrock,3000,2,0,2,0.0,1110555709.568077,1590726046.5
current-to-best1bin,SMCO_R_EVO,SA,Rosenbrock,4000,2,0,2,0.0,1433132239.4677372,2174326321.5
current-to-best1bin,SMCO_R_EVO,SA,Rosenbrock,50,20,11,9,55.00000000000001,27768828.65318396,27331490.25
current-to-best1bin,SMCO_R_EVO,SA,Rosenbrock,500,5,0,5,0.0,227000486.48482817,269683542.0
current-to-best1bin,SMCO_R_EVO,SA,Rosenbrock,5000,2,0,2,0.0,1767633840.916448,2720911801.5
current-to-best1bin,SMCO_R_EVO,SA,Zakharov,100,15,0,15,0.0,3.519512055367801e+17,4.064859420438224e+17
current-to-best1bin,SMCO_R_EVO,SA,Zakharov,200,10,0,10,0.0,8.182450588926935e+19,1.020150500726003e+20
current-to-best1bin,SMCO_R_EVO,SA,Zakharov,50,20,0,20,0.0,1481998819953021.5,1651660441036249.5
current-to-best1bin,SMCO_R_EVO,SA,Zakharov,500,5,0,5,0.0,1.098959045083418e+23,1.538122607450211e+23
current-to-best1bin,SMCO_R_EVO,DEoptim,Ackley,100,15,15,0,100.0,22.171520604488144,21.698946113905727
current-to-best1bin,SMCO_R_EVO,DEoptim,Ackley,1000,5,5,0,100.0,22.161197404367336,21.402380589659607
current-to-best1bin,SMCO_R_EVO,DEoptim,Ackley,200,10,10,0,100.0,22.1573011487096,21.58458150439275
current-to-best1bin,SMCO_R_EVO,DEoptim,Ackley,2000,3,3,0,100.0,22.136668196331595,21.363056928357512
current-to-best1bin,SMCO_R_EVO,DEoptim,Ackley,3000,2,2,0,100.0,22.139990298307886,21.34290122913012
current-to-best1bin,SMCO_R_EVO,DEoptim,Ackley,4000,2,2,0,100.0,22.093498174791154,21.34122138647738
current-to-best1bin,SMCO_R_EVO,DEoptim,Ackley,50,20,20,0,100.0,22.188633158409765,21.830100224256995
current-to-best1bin,SMCO_R_EVO,DEoptim,Ackley,500,5,5,0,100.0,22.1432472958291,21.47007228392053
current-to-best1bin,SMCO_R_EVO,DEoptim,Ackley,5000,2,2,0,100.0,22.112141453355903,21.328332378863344
current-to-best1bin,SMCO_R_EVO,DEoptim,Griewank,100,15,15,0,100.0,8568.602155483677,4549.277577784492
current-to-best1bin,SMCO_R_EVO,DEoptim,Griewank,200,10,10,0,100.0,16723.826077770987,7992.158239639425
