strategy,pair,base_algo,evo_algo,func,dim,n_reps,base_mean,evo_mean,improve_pct,evo_wins,base_wins,ties,win_rate,wilcoxon_p,significant_005
rand1bin,SMCO_BR_vs_SMCO_BR_EVO,SMCO_BR,SMCO_BR_EVO,Ackley,50,20,22.069994570511763,22.211725991554353,0.6421905569109653,20,0,0,100.0,1.9073486328125e-06,1
rand1bin,SMCO_BR_vs_SMCO_BR_EVO,SMCO_BR,SMCO_BR_EVO,Ackley,500,5,21.947773314504367,22.18415327008472,1.0770111035552759,5,0,0,100.0,0.0625,0
rand1bin,SMCO_BR_vs_SMCO_BR_EVO,SMCO_BR,SMCO_BR_EVO,Ackley,5000,2,21.912597619812423,22.184909932388898,1.2427203625108387,2,0,0,100.0,nan,0
rand1bin,SMCO_BR_vs_SMCO_BR_EVO,SMCO_BR,SMCO_BR_EVO,Griewank,100,15,8146.543018494601,8149.343281343913,0.034373633613116746,11,4,0,73.33333333333333,0.12054443359375,0
rand1bin,SMCO_BR_vs_SMCO_BR_EVO,SMCO_BR,SMCO_BR_EVO,Griewank,200,10,15582.821648537065,15579.653692324453,-0.020329798312934615,7,3,0,70.0,1.0,0
rand1bin,SMCO_BR_vs_SMCO_BR_EVO,SMCO_BR,SMCO_BR_EVO,Griewank,50,20,4161.670565996322,4160.226366534248,-0.03470239749089952,9,11,0,45.0,0.26109886169433594,0
rand1bin,SMCO_BR_vs_SMCO_BR_EVO,SMCO_BR,SMCO_BR_EVO,Rastrigin,100,15,3259.3106226103496,3261.5056611485406,0.06734671199988518,9,6,0,60.0,0.22930908203125,0
rand1bin,SMCO_BR_vs_SMCO_BR_EVO,SMCO_BR,SMCO_BR_EVO,Rastrigin,1000,5,29126.310254371823,29126.299182316616,-3.8013930054240955e-05,2,3,0,40.0,1.0,0
rand1bin,SMCO_BR_vs_SMCO_BR_EVO,SMCO_BR,SMCO_BR_EVO,Rastrigin,200,10,6336.63125564698,6337.263046792132,0.009970457797879282,7,3,0,70.0,0.232421875,0
rand1bin,SMCO_BR_vs_SMCO_BR_EVO,SMCO_BR,SMCO_BR_EVO,Rastrigin,2000,3,57911.78566871155,57914.65963310521,0.004962658913860688,2,1,0,66.66666666666666,nan,0
rand1bin,SMCO_BR_vs_SMCO_BR_EVO,SMCO_BR,SMCO_BR_EVO,Rastrigin,3000,2,86027.36301720096,86030.44584423266,0.003583542402762368,2,0,0,100.0,nan,0
rand1bin,SMCO_BR_vs_SMCO_BR_EVO,SMCO_BR,SMCO_BR_EVO,Rastrigin,4000,2,114314.06385418148,114315.02117795529,0.0008374505651630823,1,1,0,50.0,nan,0
rand1bin,SMCO_BR_vs_SMCO_BR_EVO,SMCO_BR,SMCO_BR_EVO,Rastrigin,50,20,1713.6892572955308,1713.1417710463134,-0.031947813577440434,11,9,0,55.00000000000001,0.7561664581298828,0
rand1bin,SMCO_BR_vs_SMCO_BR_EVO,SMCO_BR,SMCO_BR_EVO,Rastrigin,500,5,14784.424196097865,14784.195515481697,-0.00154676714584957,3,2,0,60.0,1.0,0
rand1bin,SMCO_BR_vs_SMCO_BR_EVO,SMCO_BR,SMCO_BR_EVO,Rastrigin,5000,2,142460.14573842997,142458.56569411245,-0.0011091132255515081,1,1,0,50.0,nan,0
rand1bin,SMCO_BR_vs_SMCO_BR_EVO,SMCO_BR,SMCO_BR_EVO,Rosenbrock,100,15,47986687.78786815,48148821.41426232,0.33787209300817317,11,4,0,73.33333333333333,0.05535888671875,0
rand1bin,SMCO_BR_vs_SMCO_BR_EVO,SMCO_BR,SMCO_BR_EVO,Rosenbrock,1000,5,348193067.76848793,367745225.4843525,5.615320787737436,5,0,0,100.0,0.0625,0
rand1bin,SMCO_BR_vs_SMCO_BR_EVO,SMCO_BR,SMCO_BR_EVO,Rosenbrock,200,10,87336134.89183861,87656387.0616571,0.36668919481622,9,1,0,90.0,0.048828125,1
rand1bin,SMCO_BR_vs_SMCO_BR_EVO,SMCO_BR,SMCO_BR_EVO,Rosenbrock,2000,3,618155929.2741712,681642200.328956,10.270268074485564,3,0,0,100.0,nan,0
rand1bin,SMCO_BR_vs_SMCO_BR_EVO,SMCO_BR,SMCO_BR_EVO,Rosenbrock,3000,2,859724697.6735848,984001031.0391653,14.455363874257912,2,0,0,100.0,nan,0
rand1bin,SMCO_BR_vs_SMCO_BR_EVO,SMCO_BR,SMCO_BR_EVO,Rosenbrock,4000,2,1091605069.4387069,1284332464.5678978,17.65541408013885,2,0,0,100.0,nan,0
rand1bin,SMCO_BR_vs_SMCO_BR_EVO,SMCO_BR,SMCO_BR_EVO,Rosenbrock,50,20,25826421.53841371,26245254.527442556,1.621722887183116,19,1,0,95.0,3.814697265625e-06,1
rand1bin,SMCO_BR_vs_SMCO_BR_EVO,SMCO_BR,SMCO_BR_EVO,Rosenbrock,500,5,194451615.14885083,201857043.123427,3.8083653709471075,4,1,0,80.0,0.125,0
rand1bin,SMCO_BR_vs_SMCO_BR_EVO,SMCO_BR,SMCO_BR_EVO,Rosenbrock,5000,2,1318276891.8457017,1571387343.601668,19.200097742864145,2,0,0,100.0,nan,0
rand1bin,SMCO_BR_vs_SMCO_BR_EVO,SMCO_BR,SMCO_BR_EVO,Zakharov,100,15,3.007640369869115e+17,3.0262312051554906e+17,0.6181202870070768,15,0,0,100.0,6.103515625e-05,1
rand1bin,SMCO_BR_vs_SMCO_BR_EVO,SMCO_BR,SMCO_BR_EVO,Zakharov,200,10,6.463198018702149e+19,6.520086193040036e+19,0.8801861582033057,10,0,0,100.0,0.001953125,1
rand1bin,SMCO_BR_vs_SMCO_BR_EVO,SMCO_BR,SMCO_BR_EVO,Zakharov,50,20,1302651618260598.8,1321042363222150.5,1.4117930461030321,20,0,0,100.0,1.9073486328125e-06,1
rand1bin,SMCO_BR_vs_SMCO_BR_EVO,SMCO_BR,SMCO_BR_EVO,Zakharov,500,5,7.947977905345289e+22,7.98763530022454e+22,0.4989620674785829,3,2,0,60.0,0.3125,0
sobol,SMCO_vs_SMCO_EVO,SMCO,SMCO_EVO,Ackley,100,15,21.535213676492056,21.954805245776093,1.9483975203926835,15,0,0,100.0,6.103515625e-05,1
sobol,SMCO_vs_SMCO_EVO,SMCO,SMCO_EVO,Ackley,1000,5,21.356747941768013,21.897164392188305,2.5304248188619747,5,0,0,100.0,0.0625,0
sobol,SMCO_vs_SMCO_EVO,SMCO,SMCO_EVO,Ackley,200,10,21.418222373910474,21.924710407115896,2.364752892949577,10,0,0,100.0,0.001953125,1
sobol,SMCO_vs_SMCO_EVO,SMCO,SMCO_EVO,Ackley,2000,3,21.412231167680464,21.88740662555111,2.2191776940456167,3,0,0,100.0,nan,0
sobol,SMCO_vs_SMCO_EVO,SMCO,SMCO_EVO,Ackley,3000,2,21.532214189963604,21.879182063349567,1.6113896616711592,2,0,0,100.0,nan,0
sobol,SMCO_vs_SMCO_EVO,SMCO,SMCO_EVO,Ackley,4000,2,21.664995317854874,21.892276107563664,1.0490691845267994,2,0,0,100.0,nan,0
sobol,SMCO_vs_SMCO_EVO,SMCO,SMCO_EVO,Ackley,50,20,21.636996277748196,21.97752662828942,1.5738337529383966,20,0,0,100.0,1.9073486328125e-06,1
sobol,SMCO_vs_SMCO_EVO,SMCO,SMCO_EVO,Ackley,500,5,21.367733334983296,21.90080949475208,2.4947716793902175,5,0,0,100.0,0.0625,0
sobol,SMCO_vs_SMCO_EVO,SMCO,SMCO_EVO,Ackley,5000,2,21.697044955860562,21.879627250224026,0.8415076556964332,2,0,0,100.0,nan,0
sobol,SMCO_vs_SMCO_EVO,SMCO,SMCO_EVO,Griewank,100,15,8740.096300027286,8741.086568282002,0.011330175557827577,8,7,0,53.333333333333336,0.389404296875,0
sobol,SMCO_vs_SMCO_EVO,SMCO,SMCO_EVO,Griewank,200,10,17226.592423761675,17224.01728074365,-0.014948650056132644,5,5,0,50.0,0.275390625,0
sobol,SMCO_vs_SMCO_EVO,SMCO,SMCO_EVO,Griewank,50,20,4400.892005055721,4400.689981855542,-0.004590505741713671,11,9,0,55.00000000000001,0.4523754119873047,0
sobol,SMCO_vs_SMCO_EVO,SMCO,SMCO_EVO,Rastrigin,100,15,3268.528225672207,3261.5427037359227,-0.21372071629724843,2,13,0,13.333333333333334,0.01025390625,1
sobol,SMCO_vs_SMCO_EVO,SMCO,SMCO_EVO,Rastrigin,1000,5,29109.966169755517,29110.274251319264,0.0010583370724345956,3,2,0,60.0,0.625,0
sobol,SMCO_vs_SMCO_EVO,SMCO,SMCO_EVO,Rastrigin,200,10,6337.6980985074515,6337.623829577928,-0.001171859693685735,5,5,0,50.0,0.76953125,0
sobol,SMCO_vs_SMCO_EVO,SMCO,SMCO_EVO,Rastrigin,2000,3,57881.35493030282,57882.646100563295,0.0022307187902405067,2,1,0,66.66666666666666,nan,0
sobol,SMCO_vs_SMCO_EVO,SMCO,SMCO_EVO,Rastrigin,3000,2,86021.13959544411,86027.19083698816,0.007034598207493051,1,1,0,50.0,nan,0
sobol,SMCO_vs_SMCO_EVO,SMCO,SMCO_EVO,Rastrigin,4000,2,114310.4567734591,114305.59268591848,-0.004255155370651995,0,2,0,0.0,nan,0
sobol,SMCO_vs_SMCO_EVO,SMCO,SMCO_EVO,Rastrigin,50,20,1711.6274719223056,1713.4903609439014,0.1088372938711678,10,10,0,50.0,0.7285060882568359,0
sobol,SMCO_vs_SMCO_EVO,SMCO,SMCO_EVO,Rastrigin,500,5,14779.85184274863,14779.988411030416,0.0009240165817494764,2,3,0,40.0,1.0,0
sobol,SMCO_vs_SMCO_EVO,SMCO,SMCO_EVO,Rastrigin,5000,2,142458.32504618834,142433.69305262546,-0.017290666273732373,0,2,0,0.0,nan,0
sobol,SMCO_vs_SMCO_EVO,SMCO,SMCO_EVO,Rosenbrock,100,15,54630111.708190724,54642365.27886496,0.022430067029125172,9,6,0,60.0,0.33026123046875,0
sobol,SMCO_vs_SMCO_EVO,SMCO,SMCO_EVO,Rosenbrock,1000,5,463389064.8849098,463390623.2464468,0.0003362965712984012,3,2,0,60.0,0.8125,0
sobol,SMCO_vs_SMCO_EVO,SMCO,SMCO_EVO,Rosenbrock,200,10,103124528.56873003,103161790.56746574,0.036133012439302205,8,2,0,80.0,0.130859375,0
sobol,SMCO_vs_SMCO_EVO,SMCO,SMCO_EVO,Rosenbrock,2000,3,869247612.9724323,869118998.1604986,-0.014796107577889388,1,2,0,33.33333333333333,nan,0
sobol,SMCO_vs_SMCO_EVO,SMCO,SMCO_EVO,Rosenbrock,3000,2,1239722873.845387,1239270944.6241322,-0.03645405201349768,0,2,0,0.0,nan,0
sobol,SMCO_vs_SMCO_EVO,SMCO,SMCO_EVO,Rosenbrock,4000,2,1601610810.9908462,1601691257.611319,0.005022856983784921,1,1,0,50.0,nan,0
sobol,SMCO_vs_SMCO_EVO,SMCO,SMCO_EVO,Rosenbrock,50,20,28590556.089247297,28580814.58439665,-0.03407245672396017,6,14,0,30.0,0.2305126190185547,0
sobol,SMCO_vs_SMCO_EVO,SMCO,SMCO_EVO,Rosenbrock,500,5,243714058.24041504,243643057.98942876,-0.029132603797618808,2,3,0,40.0,0.3125,0
sobol,SMCO_vs_SMCO_EVO,SMCO,SMCO_EVO,Rosenbrock,5000,2,1953961917.8469486,1954076967.4365642,0.005888015962069283,1,1,0,50.0,nan,0
sobol,SMCO_vs_SMCO_EVO,SMCO,SMCO_EVO,Zakharov,100,15,3.726719113127506e+17,3.726256176222943e+17,-0.01242210347789528,4,11,0,26.666666666666668,0.5614013671875,0
sobol,SMCO_vs_SMCO_EVO,SMCO,SMCO_EVO,Zakharov,200,10,8.905104024024446e+19,8.907148913005376e+19,0.02296311166510576,7,3,0,70.0,0.275390625,0
sobol,SMCO_vs_SMCO_EVO,SMCO,SMCO_EVO,Zakharov,50,20,1544460382804846.5,1542792371747628.0,-0.10799960140054074,2,18,0,10.0,0.000209808349609375,1
sobol,SMCO_vs_SMCO_EVO,SMCO,SMCO_EVO,Zakharov,500,5,1.2530257290868337e+23,1.252906110152591e+23,-0.009546406866675104,2,3,0,40.0,0.625,0
sobol,SMCO_R_vs_SMCO_R_EVO,SMCO_R,SMCO_R_EVO,Ackley,100,15,22.038464384055786,22.044535445492144,0.027547570150808005,9,5,1,60.0,0.1094211588192293,0
sobol,SMCO_R_vs_SMCO_R_EVO,SMCO_R,SMCO_R_EVO,Ackley,1000,5,21.949291370787886,21.96176293308859,0.05681988584516102,5,0,0,100.0,0.0625,0
sobol,SMCO_R_vs_SMCO_R_EVO,SMCO_R,SMCO_R_EVO,Ackley,200,10,21.953281028416214,21.985677462094753,0.14756989461668601,10,0,0,100.0,0.001953125,1
sobol,SMCO_R_vs_SMCO_R_EVO,SMCO_R,SMCO_R_EVO,Ackley,2000,3,21.90054567102072,21.94555813762914,0.20553125609094192,3,0,0,100.0,nan,0
sobol,SMCO_R_vs_SMCO_R_EVO,SMCO_R,SMCO_R_EVO,Ackley,3000,2,21.563667434577347,21.93947284370111,1.7427713085630316,2,0,0,100.0,nan,0
sobol,SMCO_R_vs_SMCO_R_EVO,SMCO_R,SMCO_R_EVO,Ackley,4000,2,21.696596470859426,21.920824851229398,1.0334726032773478,2,0,0,100.0,nan,0
sobol,SMCO_R_vs_SMCO_R_EVO,SMCO_R,SMCO_R_EVO,Ackley,50,20,22.073093951668508,22.075298714792073,0.009988464364772218,12,7,1,60.0,0.17123878524909952,0
sobol,SMCO_R_vs_SMCO_R_EVO,SMCO_R,SMCO_R_EVO,Ackley,500,5,21.94761009790387,21.94876387186661,0.005256945779493338,3,2,0,60.0,0.625,0
sobol,SMCO_R_vs_SMCO_R_EVO,SMCO_R,SMCO_R_EVO,Ackley,5000,2,21.72570270016472,21.917239177362987,0.8816123457162733,2,0,0,100.0,nan,0
sobol,SMCO_R_vs_SMCO_R_EVO,SMCO_R,SMCO_R_EVO,Griewank,100,15,8565.920689918476,8568.88278303861,0.03457997368130479,11,4,0,73.33333333333333,0.02557373046875,1
sobol,SMCO_R_vs_SMCO_R_EVO,SMCO_R,SMCO_R_EVO,Griewank,200,10,16732.057540605165,16725.696456805395,-0.03801734355940624,3,7,0,30.0,0.193359375,0
sobol,SMCO_R_vs_SMCO_R_EVO,SMCO_R,SMCO_R_EVO,Griewank,50,20,4332.10767341113,4331.926942177353,-0.004171900779063215,10,10,0,50.0,0.6742229461669922,0
sobol,SMCO_R_vs_SMCO_R_EVO,SMCO_R,SMCO_R_EVO,Rastrigin,100,15,3268.939245656806,3269.6094024771432,0.020500742594939836,6,9,0,40.0,0.93408203125,0
sobol,SMCO_R_vs_SMCO_R_EVO,SMCO_R,SMCO_R_EVO,Rastrigin,1000,5,29138.03230207167,29137.99021096876,-0.00014445417066648455,1,4,0,20.0,0.125,0
sobol,SMCO_R_vs_SMCO_R_EVO,SMCO_R,SMCO_R_EVO,Rastrigin,200,10,6344.19993499377,6344.189812264756,-0.0001595587957042606,4,6,0,40.0,0.375,0
sobol,SMCO_R_vs_SMCO_R_EVO,SMCO_R,SMCO_R_EVO,Rastrigin,2000,3,57929.57599256033,57943.79006554603,0.02453681516248458,3,0,0,100.0,nan,0
sobol,SMCO_R_vs_SMCO_R_EVO,SMCO_R,SMCO_R_EVO,Rastrigin,3000,2,86068.11548491748,86092.23625254838,0.028025207122288547,2,0,0,100.0,nan,0
sobol,SMCO_R_vs_SMCO_R_EVO,SMCO_R,SMCO_R_EVO,Rastrigin,4000,2,114374.76422763668,114382.16282779281,0.0064687347826157945,2,0,0,100.0,nan,0
sobol,SMCO_R_vs_SMCO_R_EVO,SMCO_R,SMCO_R_EVO,Rastrigin,50,20,1711.4007428417149,1712.199669926243,0.0466826421496957,9,11,0,45.0,0.8408222198486328,0
sobol,SMCO_R_vs_SMCO_R_EVO,SMCO_R,SMCO_R_EVO,Rastrigin,500,5,14794.53924205436,14794.522483959812,-0.00011327216260679199,2,3,0,40.0,0.625,0
sobol,SMCO_R_vs_SMCO_R_EVO,SMCO_R,SMCO_R_EVO,Rastrigin,5000,2,142512.25069086358,142537.52309274464,0.017733494319639696,2,0,0,100.0,nan,0
sobol,SMCO_R_vs_SMCO_R_EVO,SMCO_R,SMCO_R_EVO,Rosenbrock,100,15,52616803.95826252,52599687.935977176,-0.03252957420013432,5,10,0,33.33333333333333,0.42120361328125,0
sobol,SMCO_R_vs_SMCO_R_EVO,SMCO_R,SMCO_R_EVO,Rosenbrock,1000,5,422712947.9742657,422669231.59769547,-0.010341858885497438,3,2,0,60.0,1.0,0
sobol,SMCO_R_vs_SMCO_R_EVO,SMCO_R,SMCO_R_EVO,Rosenbrock,200,10,98101461.91474606,98056452.7760003,-0.045880191657969,3,7,0,30.0,0.275390625,0
sobol,SMCO_R_vs_SMCO_R_EVO,SMCO_R,SMCO_R_EVO,Rosenbrock,2000,3,775822748.1332974,776076535.7725593,0.032712064691642354,2,1,0,66.66666666666666,nan,0
sobol,SMCO_R_vs_SMCO_R_EVO,SMCO_R,SMCO_R_EVO,Rosenbrock,3000,2,1094303115.940483,1094196173.155689,-0.009772683933389127,1,1,0,50.0,nan,0
sobol,SMCO_R_vs_SMCO_R_EVO,SMCO_R,SMCO_R_EVO,Rosenbrock,4000,2,1399385030.0219135,1399514464.6951823,0.009249396734418986,1,1,0,50.0,nan,0
sobol,SMCO_R_vs_SMCO_R_EVO,SMCO_R,SMCO_R_EVO,Rosenbrock,50,20,27764812.00991679,27724937.108590327,-0.14361668039466813,7,13,0,35.0,0.04844093322753906,1
sobol,SMCO_R_vs_SMCO_R_EVO,SMCO_R,SMCO_R_EVO,Rosenbrock,500,5,226905423.53129023,226988996.31012806,0.03683154749551641,5,0,0,100.0,0.0625,0
sobol,SMCO_R_vs_SMCO_R_EVO,SMCO_R,SMCO_R_EVO,Rosenbrock,5000,2,1699574361.5793362,1699732400.7509954,0.00929875004188535,1,1,0,50.0,nan,0
sobol,SMCO_R_vs_SMCO_R_EVO,SMCO_R,SMCO_R_EVO,Zakharov,100,15,3.507362018341597e+17,3.5052787329684006e+17,-0.059397500523233976,4,11,0,26.666666666666668,0.10699462890625,0
sobol,SMCO_R_vs_SMCO_R_EVO,SMCO_R,SMCO_R_EVO,Zakharov,200,10,8.126408086905999e+19,8.123722670750595e+19,-0.03304554886592569,3,7,0,30.0,0.232421875,0
sobol,SMCO_R_vs_SMCO_R_EVO,SMCO_R,SMCO_R_EVO,Zakharov,50,20,1472185536847872.8,1472665333633579.2,0.03259078245896933,11,9,0,55.00000000000001,0.15364646911621094,0
sobol,SMCO_R_vs_SMCO_R_EVO,SMCO_R,SMCO_R_EVO,Zakharov,500,5,1.0966824087560668e+23,1.0970032264928559e+23,0.029253477052942727,2,3,0,40.0,0.8125,0
sobol,SMCO_BR_vs_SMCO_BR_EVO,SMCO_BR,SMCO_BR_EVO,Ackley,100,15,22.034128689829085,22.03352600314452,-0.002735241738168056,8,7,0,53.333333333333336,0.7197265625,0
sobol,SMCO_BR_vs_SMCO_BR_EVO,SMCO_BR,SMCO_BR_EVO,Ackley,1000,5,21.941297712620617,21.940277777418867,-0.004648472552120188,2,3,0,40.0,1.0,0
sobol,SMCO_BR_vs_SMCO_BR_EVO,SMCO_BR,SMCO_BR_EVO,Ackley,200,10,21.972329805821822,21.97709027936711,0.02166576593087529,10,0,0,100.0,0.001953125,1
sobol,SMCO_BR_vs_SMCO_BR_EVO,SMCO_BR,SMCO_BR_EVO,Ackley,2000,3,21.921569244123116,21.922234039284636,0.003032607538794316,3,0,0,100.0,nan,0
sobol,SMCO_BR_vs_SMCO_BR_EVO,SMCO_BR,SMCO_BR_EVO,Ackley,3000,2,21.90992625267647,21.91459007869124,0.021286361081204002,2,0,0,100.0,nan,0
sobol,SMCO_BR_vs_SMCO_BR_EVO,SMCO_BR,SMCO_BR_EVO,Ackley,4000,2,21.90941466516003,21.928384262571953,0.08658194525885594,2,0,0,100.0,nan,0
sobol,SMCO_BR_vs_SMCO_BR_EVO,SMCO_BR,SMCO_BR_EVO,Ackley,50,20,22.069994570511763,22.07273105347012,0.012399110247242858,17,3,0,85.0,0.029575347900390625,1
sobol,SMCO_BR_vs_SMCO_BR_EVO,SMCO_BR,SMCO_BR_EVO,Ackley,500,5,21.947773314504367,21.96493899287028,0.07821148013483907,5,0,0,100.0,0.0625,0
sobol,SMCO_BR_vs_SMCO_BR_EVO,SMCO_BR,SMCO_BR_EVO,Ackley,5000,2,21.912597619812423,21.936770067208492,0.11031301635463354,2,0,0,100.0,nan,0
sobol,SMCO_BR_vs_SMCO_BR_EVO,SMCO_BR,SMCO_BR_EVO,Griewank,100,15,8146.543018494601,8151.741849932147,0.06381641176807373,12,3,0,80.0,0.00537109375,1
sobol,SMCO_BR_vs_SMCO_BR_EVO,SMCO_BR,SMCO_BR_EVO,Griewank,200,10,15582.821648537065,15580.618599428515,-0.014137677746934706,6,4,0,60.0,0.845703125,0
sobol,SMCO_BR_vs_SMCO_BR_EVO,SMCO_BR,SMCO_BR_EVO,Griewank,50,20,4161.670565996322,4161.4192680616925,-0.006038390849159645,9,11,0,45.0,0.6215133666992188,0
sobol,SMCO_BR_vs_SMCO_BR_EVO,SMCO_BR,SMCO_BR_EVO,Rastrigin,100,15,3259.3106226103496,3260.9297372052747,0.049676596753100793,9,6,0,60.0,0.48870849609375,0
sobol,SMCO_BR_vs_SMCO_BR_EVO,SMCO_BR,SMCO_BR_EVO,Rastrigin,1000,5,29126.310254371823,29126.721814035474,0.0014130168224427194,3,2,0,60.0,0.625,0
sobol,SMCO_BR_vs_SMCO_BR_EVO,SMCO_BR,SMCO_BR_EVO,Rastrigin,200,10,6336.63125564698,6337.235311425414,0.009532758875550208,5,5,0,50.0,0.375,0
sobol,SMCO_BR_vs_SMCO_BR_EVO,SMCO_BR,SMCO_BR_EVO,Rastrigin,2000,3,57911.78566871155,57912.088181982086,0.0005223690947254989,1,2,0,33.33333333333333,nan,0
sobol,SMCO_BR_vs_SMCO_BR_EVO,SMCO_BR,SMCO_BR_EVO,Rastrigin,3000,2,86027.36301720096,86022.92131761616,-0.005163124184002258,0,2,0,0.0,nan,0
sobol,SMCO_BR_vs_SMCO_BR_EVO,SMCO_BR,SMCO_BR_EVO,Rastrigin,4000,2,114314.06385418148,114318.86136905075,0.0041967844616071625,1,1,0,50.0,nan,0
sobol,SMCO_BR_vs_SMCO_BR_EVO,SMCO_BR,SMCO_BR_EVO,Rastrigin,50,20,1713.6892572955308,1713.224868855566,-0.02709875422208271,11,9,0,55.00000000000001,0.8123550415039062,0
sobol,SMCO_BR_vs_SMCO_BR_EVO,SMCO_BR,SMCO_BR_EVO,Rastrigin,500,5,14784.424196097865,14783.661394713059,-0.005159493360637496,1,4,0,20.0,0.3125,0
sobol,SMCO_BR_vs_SMCO_BR_EVO,SMCO_BR,SMCO_BR_EVO,Rastrigin,5000,2,142460.14573842997,142460.96411804718,0.0005744621507768696,1,1,0,50.0,nan,0
sobol,SMCO_BR_vs_SMCO_BR_EVO,SMCO_BR,SMCO_BR_EVO,Rosenbrock,100,15,47986687.78786815,47962537.3003713,-0.05032747332679737,5,10,0,33.33333333333333,0.389404296875,0
sobol,SMCO_BR_vs_SMCO_BR_EVO,SMCO_BR,SMCO_BR_EVO,Rosenbrock,1000,5,348193067.76848793,348019751.24023837,-0.04977598473178082,1,4,0,20.0,0.3125,0
sobol,SMCO_BR_vs_SMCO_BR_EVO,SMCO_BR,SMCO_BR_EVO,Rosenbrock,200,10,87336134.89183861,87256989.45341034,-0.0906216407747898,3,7,0,30.0,0.193359375,0
sobol,SMCO_BR_vs_SMCO_BR_EVO,SMCO_BR,SMCO_BR_EVO,Rosenbrock,2000,3,618155929.2741712,618377998.3766528,0.03592444753257541,3,0,0,100.0,nan,0
sobol,SMCO_BR_vs_SMCO_BR_EVO,SMCO_BR,SMCO_BR_EVO,Rosenbrock,3000,2,859724697.6735848,860040440.1750121,0.03672600104215827,2,0,0,100.0,nan,0
sobol,SMCO_BR_vs_SMCO_BR_EVO,SMCO_BR,SMCO_BR_EVO,Rosenbrock,4000,2,1091605069.4387069,1091360785.0485091,-0.022378458751878338,0,2,0,0.0,nan,0
sobol,SMCO_BR_vs_SMCO_BR_EVO,SMCO_BR,SMCO_BR_EVO,Rosenbrock,50,20,25826421.53841371,25777195.21691478,-0.19060449944918692,7,13,0,35.0,0.023950576782226562,1
sobol,SMCO_BR_vs_SMCO_BR_EVO,SMCO_BR,SMCO_BR_EVO,Rosenbrock,500,5,194451615.14885083,194307656.8873442,-0.07403294716601783,1,4,0,20.0,0.125,0
sobol,SMCO_BR_vs_SMCO_BR_EVO,SMCO_BR,SMCO_BR_EVO,Rosenbrock,5000,2,1318276891.8457017,1318443378.4286544,0.01262910576545434,1,1,0,50.0,nan,0
sobol,SMCO_BR_vs_SMCO_BR_EVO,SMCO_BR,SMCO_BR_EVO,Zakharov,100,15,3.007640369869115e+17,3.008164305279718e+17,0.01742014822821654,7,8,0,46.666666666666664,0.803955078125,0
sobol,SMCO_BR_vs_SMCO_BR_EVO,SMCO_BR,SMCO_BR_EVO,Zakharov,200,10,6.463198018702149e+19,6.463244383320888e+19,0.0007173634260428107,4,6,0,40.0,0.845703125,0
sobol,SMCO_BR_vs_SMCO_BR_EVO,SMCO_BR,SMCO_BR_EVO,Zakharov,50,20,1302651618260598.8,1302917253201241.2,0.020391863558822915,7,13,0,35.0,0.7841262817382812,0
sobol,SMCO_BR_vs_SMCO_BR_EVO,SMCO_BR,SMCO_BR_EVO,Zakharov,500,5,7.947977905345289e+22,7.951359634206635e+22,0.04254829217720178,3,2,0,60.0,1.0,0
