strategy,pair,func,dim,quality_gain_pct,time_overhead_pct,benefit_cost_ratio,base_mean_time,evo_mean_time,base_mean_fopt,evo_mean_fopt
best1bin,SMCO_R_vs_SMCO_R_EVO,Ackley,50,0.5687435230075808,9.41331224681899,0.06041906484083479,7.662192255153786,8.383458337082994,22.073093951668508,22.198633243846
best1bin,SMCO_R_vs_SMCO_R_EVO,Ackley,500,0.9810091077901373,-0.467261334611191,-2.0994870217678865,359.1913613321725,357.5129989834037,21.94761009790387,22.162918151906574
best1bin,SMCO_R_vs_SMCO_R_EVO,Ackley,5000,1.867159749784377,9.894608978122964,0.1887047536605719,46072.0754191624,50630.727129994426,21.72570270016472,22.131356276340014
best1bin,SMCO_R_vs_SMCO_R_EVO,Griewank,100,0.03130388036815744,1.9592252904679968,0.015977682873152346,15.934651241032407,16.246846958094586,8565.920689918474,8568.602155483677
best1bin,SMCO_R_vs_SMCO_R_EVO,Griewank,200,-0.0491957597815151,-0.4654392227429514,0.10569749470530655,54.61756498557516,54.36335341562517,16732.05754060517,16723.826077770987
best1bin,SMCO_R_vs_SMCO_R_EVO,Griewank,50,-0.025216539257996464,-2.0858562544866976,0.012089298677104636,6.030832342081704,5.905037848476786,4332.107673411131,4331.015265778967
best1bin,SMCO_R_vs_SMCO_R_EVO,Rastrigin,100,0.020271940908002543,-1.4868742437856994,-0.013633931042068883,12.4037549487936,12.219326711197693,3268.9392456568066,3269.6019230890047
best1bin,SMCO_R_vs_SMCO_R_EVO,Rastrigin,1000,-3.501207180011239e-05,-2.6446617298442607,1.3238771297293354e-05,1019.3981522825546,992.4385194743984,29138.03230207167,29138.02210024288
best1bin,SMCO_R_vs_SMCO_R_EVO,Rastrigin,200,-3.1641880053862396e-05,-0.24630363669513491,0.00012846696247943544,47.122981900325975,47.00691628218628,6344.199934993769,6344.197927569635
best1bin,SMCO_R_vs_SMCO_R_EVO,Rastrigin,2000,0.024442891524922322,-4.978182883287391,-0.004910002725488707,4816.741277426714,4576.955087621619,57929.57599256033,57943.735655981036
best1bin,SMCO_R_vs_SMCO_R_EVO,Rastrigin,3000,0.030719985687453804,2.2445323022494224,0.013686586580494695,9259.595778914052,9467.430397229502,86068.11548491748,86094.5555976759
best1bin,SMCO_R_vs_SMCO_R_EVO,Rastrigin,4000,0.00502631131802202,2.0128658444848915,0.0024970920599570773,18810.617387683596,19189.249880217016,114374.76422763668,114380.51305935602
best1bin,SMCO_R_vs_SMCO_R_EVO,Rastrigin,50,0.047161298300491664,-2.185274807297555,-0.021581403923662222,4.498611784633249,4.40030475462554,1711.4007428417149,1712.2078616511633
best1bin,SMCO_R_vs_SMCO_R_EVO,Rastrigin,500,-1.3703008491810832e-05,7.616415286826584,-1.7991414564160743e-06,234.56773705696688,252.43339004013689,14794.53924205436,14794.53721475739
best1bin,SMCO_R_vs_SMCO_R_EVO,Rastrigin,5000,0.02005841385396837,-2.703928472113647,-0.007418248692905995,44118.45754721307,42925.5260121366,142512.25069086358,142540.83638789976
best1bin,SMCO_R_vs_SMCO_R_EVO,Rosenbrock,100,0.433661103607738,4.4846624641720325,0.09669871636321718,12.774317861907184,13.347202900114159,52616803.95826252,52844982.57099104
best1bin,SMCO_R_vs_SMCO_R_EVO,Rosenbrock,1000,2.0298488428923402,3.6734595990198247,0.5525714352306902,522.7435631683562,541.9463367678225,422712947.97426564,431293381.85747737
best1bin,SMCO_R_vs_SMCO_R_EVO,Rosenbrock,200,1.4652750297129602,1.1791486782848928,1.2426550245082297,42.02205523548182,42.517557744379154,98101461.91474606,99538918.1399662
best1bin,SMCO_R_vs_SMCO_R_EVO,Rosenbrock,2000,2.4387498390460465,5.836410476380136,0.41785098030983764,1687.056155654369,1785.5196778653965,775822748.1332974,794743124.1546808
best1bin,SMCO_R_vs_SMCO_R_EVO,Rosenbrock,3000,3.745890879397222,-0.20614509205243706,-18.171137823860395,3218.3020538479323,3211.667682116502,1094303115.940483,1135294516.5534573
best1bin,SMCO_R_vs_SMCO_R_EVO,Rosenbrock,4000,3.590228352724739,0.8496292609095278,4.225641133029482,5574.072944928426,5621.43189969298,1399385030.0219135,1449626148.1335459
best1bin,SMCO_R_vs_SMCO_R_EVO,Rosenbrock,50,1.1736422670922824,-1.9145738643152745,-0.6130044335019804,5.030800947977696,4.93448254786199,27764812.00991679,28090671.579043888
best1bin,SMCO_R_vs_SMCO_R_EVO,Rosenbrock,500,0.14712281841561461,1.9719095615626778,0.0746093133698405,162.73261685841717,165.94155689002946,226905423.5312902,227239253.18552732
best1bin,SMCO_R_vs_SMCO_R_EVO,Rosenbrock,5000,4.055721029057737,-2.8849129928797996,-1.4058382485252023,10817.751378229936,10505.668663181947,1699574361.5793362,1768504356.366383
best1bin,SMCO_R_vs_SMCO_R_EVO,Zakharov,100,0.5419467438219993,2.1883328635035215,0.24765279215993785,14.876255269628018,15.201797252551962,3.5073620183415974e+17,3.526370052594049e+17
best1bin,SMCO_R_vs_SMCO_R_EVO,Zakharov,200,0.6820230187491043,0.7765061175112977,0.8783227889240438,47.98380902071949,48.356406233180316,8.126408086905997e+19,8.181832060656185e+19
