strategy,algo_a,algo_b,a_wins,b_wins,total,a_win_rate,b_win_rate
rand1bin,DEoptim,SignGD,45,180,225,20.0,80.0
rand1bin,DEoptim,optimLBFGS,0,225,225,0.0,100.0
rand1bin,DEoptim,optimNM,211,14,225,93.77777777777779,6.222222222222222
rand1bin,GA,GD,77,148,225,34.22222222222222,65.77777777777779
rand1bin,GA,GenSA,0,287,287,0.0,100.0
rand1bin,GA,PSO,75,212,287,26.132404181184672,73.86759581881533
rand1bin,GA,SA,5,282,287,1.7421602787456445,98.25783972125436
rand1bin,GA,SMCO,65,222,287,22.64808362369338,77.35191637630662
rand1bin,GA,SMCO_BR,85,202,287,29.61672473867596,70.38327526132404
rand1bin,GA,SMCO_BR_EVO,81,206,287,28.222996515679444,71.77700348432056
rand1bin,GA,SMCO_EVO,6,281,287,2.0905923344947737,97.90940766550523
rand1bin,GA,SMCO_R,29,258,287,10.104529616724738,89.89547038327527
rand1bin,GA,SMCO_R_EVO,28,259,287,9.75609756097561,90.2439024390244
rand1bin,GA,SPSA,155,70,225,68.88888888888889,31.11111111111111
rand1bin,GA,SignGD,81,144,225,36.0,64.0
rand1bin,GA,optimLBFGS,57,168,225,25.333333333333336,74.66666666666667
rand1bin,GA,optimNM,218,7,225,96.88888888888889,3.111111111111111
rand1bin,GD,GenSA,0,180,225,0.0,80.0
rand1bin,GD,PSO,74,151,225,32.88888888888889,67.11111111111111
rand1bin,GD,SA,49,129,225,21.777777777777775,57.333333333333336
rand1bin,GD,SMCO,134,91,225,59.55555555555555,40.44444444444444
rand1bin,GD,SMCO_BR,106,119,225,47.11111111111111,52.888888888888886
rand1bin,GD,SMCO_BR_EVO,90,135,225,40.0,60.0
rand1bin,GD,SMCO_EVO,87,138,225,38.666666666666664,61.33333333333333
rand1bin,GD,SMCO_R,105,120,225,46.666666666666664,53.333333333333336
rand1bin,GD,SMCO_R_EVO,90,135,225,40.0,60.0
rand1bin,GD,SPSA,142,83,225,63.11111111111111,36.888888888888886
rand1bin,GD,SignGD,144,36,225,64.0,16.0
rand1bin,GD,optimLBFGS,66,72,225,29.333333333333332,32.0
rand1bin,GD,optimNM,225,0,225,100.0,0.0
rand1bin,GenSA,PSO,242,0,287,84.3205574912892,0.0
rand1bin,GenSA,SA,153,39,287,53.31010452961672,13.588850174216027
rand1bin,GenSA,SMCO,287,0,287,100.0,0.0
rand1bin,GenSA,SMCO_BR,282,5,287,98.25783972125436,1.7421602787456445
rand1bin,GenSA,SMCO_BR_EVO,268,19,287,93.37979094076655,6.620209059233449
rand1bin,GenSA,SMCO_EVO,277,10,287,96.51567944250871,3.484320557491289
rand1bin,GenSA,SMCO_R,286,1,287,99.65156794425087,0.34843205574912894
rand1bin,GenSA,SMCO_R_EVO,270,17,287,94.07665505226481,5.923344947735192
rand1bin,GenSA,SPSA,225,0,225,100.0,0.0
rand1bin,GenSA,SignGD,180,0,225,80.0,0.0
rand1bin,GenSA,optimLBFGS,160,0,225,71.11111111111111,0.0
rand1bin,GenSA,optimNM,225,0,225,100.0,0.0
rand1bin,PSO,SA,69,173,287,24.041811846689896,60.278745644599304
rand1bin,PSO,SMCO,179,108,287,62.36933797909408,37.63066202090592
rand1bin,PSO,SMCO_BR,147,140,287,51.21951219512195,48.78048780487805
rand1bin,PSO,SMCO_BR_EVO,120,167,287,41.81184668989547,58.18815331010453
rand1bin,PSO,SMCO_EVO,116,171,287,40.41811846689895,59.58188153310105
rand1bin,PSO,SMCO_R,149,138,287,51.91637630662021,48.08362369337979
rand1bin,PSO,SMCO_R_EVO,117,170,287,40.76655052264808,59.23344947735192
rand1bin,PSO,SPSA,152,73,225,67.55555555555556,32.44444444444444
rand1bin,PSO,SignGD,149,76,225,66.22222222222223,33.77777777777778
rand1bin,PSO,optimLBFGS,129,76,225,57.333333333333336,33.77777777777778
rand1bin,PSO,optimNM,225,0,225,100.0,0.0
rand1bin,SA,SMCO,258,29,287,89.89547038327527,10.104529616724738
rand1bin,SA,SMCO_BR,256,31,287,89.19860627177701,10.801393728222997
rand1bin,SA,SMCO_BR_EVO,215,72,287,74.91289198606272,25.087108013937282
rand1bin,SA,SMCO_EVO,197,90,287,68.6411149825784,31.3588850174216
rand1bin,SA,SMCO_R,249,38,287,86.7595818815331,13.240418118466899
rand1bin,SA,SMCO_R_EVO,204,83,287,71.0801393728223,28.9198606271777
rand1bin,SA,SPSA,180,45,225,80.0,20.0
rand1bin,SA,SignGD,156,22,225,69.33333333333334,9.777777777777779
rand1bin,SA,optimLBFGS,108,49,225,48.0,21.777777777777775
rand1bin,SA,optimNM,225,0,225,100.0,0.0
rand1bin,SMCO,SMCO_BR,190,97,287,66.2020905923345,33.79790940766551
rand1bin,SMCO,SMCO_BR_EVO,187,100,287,65.1567944250871,34.84320557491289
rand1bin,SMCO,SMCO_EVO,105,182,287,36.58536585365854,63.41463414634146
rand1bin,SMCO,SMCO_R,176,111,287,61.32404181184668,38.67595818815331
rand1bin,SMCO,SMCO_R_EVO,171,116,287,59.58188153310105,40.41811846689895
rand1bin,SMCO,SPSA,137,88,225,60.88888888888889,39.111111111111114
rand1bin,SMCO,SignGD,121,104,225,53.77777777777778,46.22222222222222
rand1bin,SMCO,optimLBFGS,71,154,225,31.555555555555554,68.44444444444444
rand1bin,SMCO,optimNM,186,39,225,82.66666666666667,17.333333333333336
rand1bin,SMCO_BR,SMCO_BR_EVO,80,207,287,27.874564459930312,72.12543554006969
rand1bin,SMCO_BR,SMCO_EVO,32,255,287,11.149825783972126,88.85017421602788
rand1bin,SMCO_BR,SMCO_R,44,243,287,15.33101045296167,84.66898954703834
rand1bin,SMCO_BR,SMCO_R_EVO,10,277,287,3.484320557491289,96.51567944250871
rand1bin,SMCO_BR,SPSA,166,59,225,73.77777777777777,26.222222222222225
rand1bin,SMCO_BR,SignGD,126,99,225,56.00000000000001,44.0
rand1bin,SMCO_BR,optimLBFGS,99,126,225,44.0,56.00000000000001
rand1bin,SMCO_BR,optimNM,225,0,225,100.0,0.0
rand1bin,SMCO_BR_EVO,SMCO_EVO,101,186,287,35.19163763066202,64.80836236933798
rand1bin,SMCO_BR_EVO,SMCO_R,82,205,287,28.57142857142857,71.42857142857143
rand1bin,SMCO_BR_EVO,SMCO_R_EVO,59,228,287,20.557491289198605,79.44250871080139
rand1bin,SMCO_BR_EVO,SPSA,166,59,225,73.77777777777777,26.222222222222225
rand1bin,SMCO_BR_EVO,SignGD,143,82,225,63.55555555555556,36.44444444444444
rand1bin,SMCO_BR_EVO,optimLBFGS,115,110,225,51.11111111111111,48.888888888888886
rand1bin,SMCO_BR_EVO,optimNM,225,0,225,100.0,0.0
rand1bin,SMCO_EVO,SMCO_R,236,51,287,82.22996515679442,17.770034843205575
rand1bin,SMCO_EVO,SMCO_R_EVO,181,106,287,63.06620209059234,36.933797909407666
rand1bin,SMCO_EVO,SPSA,165,60,225,73.33333333333333,26.666666666666668
rand1bin,SMCO_EVO,SignGD,167,58,225,74.22222222222223,25.77777777777778
rand1bin,SMCO_EVO,optimLBFGS,118,107,225,52.44444444444445,47.55555555555556
rand1bin,SMCO_EVO,optimNM,225,0,225,100.0,0.0
rand1bin,SMCO_R,SMCO_R_EVO,84,203,287,29.268292682926827,70.73170731707317
rand1bin,SMCO_R,SPSA,165,60,225,73.33333333333333,26.666666666666668
rand1bin,SMCO_R,SignGD,138,87,225,61.33333333333333,38.666666666666664
rand1bin,SMCO_R,optimLBFGS,100,125,225,44.44444444444444,55.55555555555556
rand1bin,SMCO_R,optimNM,225,0,225,100.0,0.0
rand1bin,SMCO_R_EVO,SPSA,165,60,225,73.33333333333333,26.666666666666668
rand1bin,SMCO_R_EVO,SignGD,156,69,225,69.33333333333334,30.666666666666664
rand1bin,SMCO_R_EVO,optimLBFGS,115,110,225,51.11111111111111,48.888888888888886
rand1bin,SMCO_R_EVO,optimNM,225,0,225,100.0,0.0
rand1bin,SPSA,SignGD,80,145,225,35.55555555555556,64.44444444444444
rand1bin,SPSA,optimLBFGS,82,142,225,36.44444444444444,63.11111111111111
rand1bin,SPSA,optimNM,146,79,225,64.88888888888889,35.11111111111111
rand1bin,SignGD,optimLBFGS,39,141,225,17.333333333333336,62.66666666666667
rand1bin,SignGD,optimNM,221,4,225,98.22222222222223,1.7777777777777777
rand1bin,optimLBFGS,optimNM,225,0,225,100.0,0.0
sobol,ADAM,BOBYQA,95,130,225,42.22222222222222,57.77777777777777
sobol,ADAM,DEoptim,141,84,225,62.66666666666667,37.333333333333336
sobol,ADAM,GA,82,143,225,36.44444444444444,63.55555555555556
sobol,ADAM,GD,73,152,225,32.44444444444444,67.55555555555556
sobol,ADAM,GenSA,0,225,225,0.0,100.0
sobol,ADAM,PSO,40,185,225,17.77777777777778,82.22222222222221
sobol,ADAM,SA,8,217,225,3.5555555555555554,96.44444444444444
sobol,ADAM,SMCO,45,180,225,20.0,80.0
sobol,ADAM,SMCO_BR,26,199,225,11.555555555555555,88.44444444444444
sobol,ADAM,SMCO_BR_EVO,25,200,225,11.11111111111111,88.88888888888889
sobol,ADAM,SMCO_EVO,36,189,225,16.0,84.0
sobol,ADAM,SMCO_R,15,210,225,6.666666666666667,93.33333333333333
sobol,ADAM,SMCO_R_EVO,10,215,225,4.444444444444445,95.55555555555556
sobol,ADAM,SPSA,138,87,225,61.33333333333333,38.666666666666664
sobol,ADAM,SignGD,90,135,225,40.0,60.0
sobol,ADAM,optimLBFGS,80,145,225,35.55555555555556,64.44444444444444
sobol,ADAM,optimNM,205,20,225,91.11111111111111,8.88888888888889
sobol,BOBYQA,DEoptim,218,7,225,96.88888888888889,3.111111111111111
sobol,BOBYQA,GA,179,46,225,79.55555555555556,20.444444444444446
sobol,BOBYQA,GD,89,123,225,39.55555555555556,54.666666666666664
sobol,BOBYQA,GenSA,50,162,225,22.22222222222222,72.0
sobol,BOBYQA,PSO,106,119,225,47.11111111111111,52.888888888888886
sobol,BOBYQA,SA,85,127,225,37.77777777777778,56.44444444444444
sobol,BOBYQA,SMCO,146,79,225,64.88888888888889,35.11111111111111
sobol,BOBYQA,SMCO_BR,130,95,225,57.77777777777777,42.22222222222222
sobol,BOBYQA,SMCO_BR_EVO,130,95,225,57.77777777777777,42.22222222222222
sobol,BOBYQA,SMCO_EVO,123,102,225,54.666666666666664,45.33333333333333
sobol,BOBYQA,SMCO_R,115,110,225,51.11111111111111,48.888888888888886
sobol,BOBYQA,SMCO_R_EVO,116,109,225,51.55555555555556,48.44444444444444
sobol,BOBYQA,SPSA,140,85,225,62.22222222222222,37.77777777777778
sobol,BOBYQA,SignGD,90,122,225,40.0,54.22222222222223
sobol,BOBYQA,optimLBFGS,91,121,225,40.44444444444444,53.77777777777778
sobol,BOBYQA,optimNM,225,0,225,100.0,0.0
sobol,DEoptim,GA,5,282,287,1.7421602787456445,98.25783972125436
sobol,DEoptim,GD,33,192,225,14.666666666666666,85.33333333333334
sobol,DEoptim,GenSA,0,287,287,0.0,100.0
sobol,DEoptim,PSO,35,252,287,12.195121951219512,87.8048780487805
sobol,DEoptim,SA,0,287,287,0.0,100.0
sobol,DEoptim,SMCO,55,232,287,19.16376306620209,80.8362369337979
sobol,DEoptim,SMCO_BR,0,287,287,0.0,100.0
sobol,DEoptim,SMCO_BR_EVO,0,287,287,0.0,100.0
sobol,DEoptim,SMCO_EVO,0,287,287,0.0,100.0
sobol,DEoptim,SMCO_R,0,287,287,0.0,100.0
sobol,DEoptim,SMCO_R_EVO,0,287,287,0.0,100.0
sobol,DEoptim,SPSA,135,90,225,60.0,40.0
sobol,DEoptim,SignGD,45,180,225,20.0,80.0
sobol,DEoptim,optimLBFGS,0,225,225,0.0,100.0
sobol,DEoptim,optimNM,211,14,225,93.77777777777779,6.222222222222222
sobol,GA,GD,77,148,225,34.22222222222222,65.77777777777779
sobol,GA,GenSA,0,287,287,0.0,100.0
sobol,GA,PSO,75,212,287,26.132404181184672,73.86759581881533
sobol,GA,SA,5,282,287,1.7421602787456445,98.25783972125436
sobol,GA,SMCO,65,222,287,22.64808362369338,77.35191637630662
sobol,GA,SMCO_BR,85,202,287,29.61672473867596,70.38327526132404
sobol,GA,SMCO_BR_EVO,86,201,287,29.965156794425084,70.03484320557492
sobol,GA,SMCO_EVO,7,280,287,2.4390243902439024,97.5609756097561
sobol,GA,SMCO_R,29,258,287,10.104529616724738,89.89547038327527
sobol,GA,SMCO_R_EVO,29,258,287,10.104529616724738,89.89547038327527
sobol,GA,SPSA,155,70,225,68.88888888888889,31.11111111111111
sobol,GA,SignGD,81,144,225,36.0,64.0
sobol,GA,optimLBFGS,57,168,225,25.333333333333336,74.66666666666667
sobol,GA,optimNM,218,7,225,96.88888888888889,3.111111111111111
sobol,GD,GenSA,0,180,225,0.0,80.0
sobol,GD,PSO,74,151,225,32.88888888888889,67.11111111111111
sobol,GD,SA,49,129,225,21.777777777777775,57.333333333333336
sobol,GD,SMCO,134,91,225,59.55555555555555,40.44444444444444
sobol,GD,SMCO_BR,106,119,225,47.11111111111111,52.888888888888886
sobol,GD,SMCO_BR_EVO,105,120,225,46.666666666666664,53.333333333333336
sobol,GD,SMCO_EVO,125,100,225,55.55555555555556,44.44444444444444
sobol,GD,SMCO_R,105,120,225,46.666666666666664,53.333333333333336
sobol,GD,SMCO_R_EVO,100,125,225,44.44444444444444,55.55555555555556
sobol,GD,SPSA,142,83,225,63.11111111111111,36.888888888888886
sobol,GD,SignGD,144,36,225,64.0,16.0
sobol,GD,optimLBFGS,66,72,225,29.333333333333332,32.0
sobol,GD,optimNM,225,0,225,100.0,0.0
sobol,GenSA,PSO,242,0,287,84.3205574912892,0.0
sobol,GenSA,SA,153,39,287,53.31010452961672,13.588850174216027
sobol,GenSA,SMCO,287,0,287,100.0,0.0
sobol,GenSA,SMCO_BR,282,5,287,98.25783972125436,1.7421602787456445
sobol,GenSA,SMCO_BR_EVO,282,5,287,98.25783972125436,1.7421602787456445
sobol,GenSA,SMCO_EVO,283,4,287,98.60627177700349,1.3937282229965158
sobol,GenSA,SMCO_R,286,1,287,99.65156794425087,0.34843205574912894
sobol,GenSA,SMCO_R_EVO,279,8,287,97.21254355400697,2.7874564459930316
sobol,GenSA,SPSA,225,0,225,100.0,0.0
sobol,GenSA,SignGD,180,0,225,80.0,0.0
sobol,GenSA,optimLBFGS,160,0,225,71.11111111111111,0.0
sobol,GenSA,optimNM,225,0,225,100.0,0.0
sobol,PSO,SA,69,173,287,24.041811846689896,60.278745644599304
sobol,PSO,SMCO,179,108,287,62.36933797909408,37.63066202090592
sobol,PSO,SMCO_BR,147,140,287,51.21951219512195,48.78048780487805
sobol,PSO,SMCO_BR_EVO,145,142,287,50.522648083623686,49.47735191637631
sobol,PSO,SMCO_EVO,157,130,287,54.70383275261324,45.29616724738676
sobol,PSO,SMCO_R,149,138,287,51.91637630662021,48.08362369337979
sobol,PSO,SMCO_R_EVO,139,148,287,48.43205574912892,51.56794425087108
sobol,PSO,SPSA,152,73,225,67.55555555555556,32.44444444444444
sobol,PSO,SignGD,149,76,225,66.22222222222223,33.77777777777778
sobol,PSO,optimLBFGS,129,76,225,57.333333333333336,33.77777777777778
sobol,PSO,optimNM,225,0,225,100.0,0.0
sobol,SA,SMCO,258,29,287,89.89547038327527,10.104529616724738
sobol,SA,SMCO_BR,256,31,287,89.19860627177701,10.801393728222997
sobol,SA,SMCO_BR_EVO,256,31,287,89.19860627177701,10.801393728222997
sobol,SA,SMCO_EVO,251,36,287,87.45644599303137,12.543554006968641
sobol,SA,SMCO_R,249,38,287,86.7595818815331,13.240418118466899
sobol,SA,SMCO_R_EVO,239,48,287,83.27526132404182,16.72473867595819
sobol,SA,SPSA,180,45,225,80.0,20.0
sobol,SA,SignGD,156,22,225,69.33333333333334,9.777777777777779
sobol,SA,optimLBFGS,108,49,225,48.0,21.777777777777775
sobol,SA,optimNM,225,0,225,100.0,0.0
sobol,SMCO,SMCO_BR,190,97,287,66.2020905923345,33.79790940766551
sobol,SMCO,SMCO_BR_EVO,187,100,287,65.1567944250871,34.84320557491289
sobol,SMCO,SMCO_EVO,122,165,287,42.508710801393725,57.491289198606275
sobol,SMCO,SMCO_R,176,111,287,61.32404181184668,38.67595818815331
sobol,SMCO,SMCO_R_EVO,174,113,287,60.62717770034843,39.37282229965157
sobol,SMCO,SPSA,137,88,225,60.88888888888889,39.111111111111114
sobol,SMCO,SignGD,121,104,225,53.77777777777778,46.22222222222222
sobol,SMCO,optimLBFGS,71,154,225,31.555555555555554,68.44444444444444
sobol,SMCO,optimNM,186,39,225,82.66666666666667,17.333333333333336
sobol,SMCO_BR,SMCO_BR_EVO,139,147,287,48.43205574912892,51.21951219512195
sobol,SMCO_BR,SMCO_EVO,94,193,287,32.752613240418114,67.24738675958189
sobol,SMCO_BR,SMCO_R,44,243,287,15.33101045296167,84.66898954703834
sobol,SMCO_BR,SMCO_R_EVO,27,260,287,9.40766550522648,90.59233449477352
sobol,SMCO_BR,SPSA,166,59,225,73.77777777777777,26.222222222222225
sobol,SMCO_BR,SignGD,126,99,225,56.00000000000001,44.0
sobol,SMCO_BR,optimLBFGS,99,126,225,44.0,56.00000000000001
sobol,SMCO_BR,optimNM,225,0,225,100.0,0.0
sobol,SMCO_BR_EVO,SMCO_EVO,101,186,287,35.19163763066202,64.80836236933798
sobol,SMCO_BR_EVO,SMCO_R,55,232,287,19.16376306620209,80.8362369337979
sobol,SMCO_BR_EVO,SMCO_R_EVO,39,248,287,13.588850174216027,86.41114982578398
sobol,SMCO_BR_EVO,SPSA,166,59,225,73.77777777777777,26.222222222222225
sobol,SMCO_BR_EVO,SignGD,125,100,225,55.55555555555556,44.44444444444444
sobol,SMCO_BR_EVO,optimLBFGS,100,125,225,44.44444444444444,55.55555555555556
sobol,SMCO_BR_EVO,optimNM,225,0,225,100.0,0.0
sobol,SMCO_EVO,SMCO_R,180,107,287,62.7177700348432,37.282229965156795
sobol,SMCO_EVO,SMCO_R_EVO,175,112,287,60.97560975609756,39.02439024390244
sobol,SMCO_EVO,SPSA,165,60,225,73.33333333333333,26.666666666666668
sobol,SMCO_EVO,SignGD,130,95,225,57.77777777777777,42.22222222222222
sobol,SMCO_EVO,optimLBFGS,80,145,225,35.55555555555556,64.44444444444444
sobol,SMCO_EVO,optimNM,225,0,225,100.0,0.0
sobol,SMCO_R,SMCO_R_EVO,139,141,287,48.43205574912892,49.12891986062718
sobol,SMCO_R,SPSA,165,60,225,73.33333333333333,26.666666666666668
sobol,SMCO_R,SignGD,138,87,225,61.33333333333333,38.666666666666664
sobol,SMCO_R,optimLBFGS,100,125,225,44.44444444444444,55.55555555555556
sobol,SMCO_R,optimNM,225,0,225,100.0,0.0
sobol,SMCO_R_EVO,SPSA,165,60,225,73.33333333333333,26.666666666666668
sobol,SMCO_R_EVO,SignGD,144,81,225,64.0,36.0
sobol,SMCO_R_EVO,optimLBFGS,105,120,225,46.666666666666664,53.333333333333336
sobol,SMCO_R_EVO,optimNM,225,0,225,100.0,0.0
sobol,SPSA,SignGD,80,145,225,35.55555555555556,64.44444444444444
sobol,SPSA,optimLBFGS,82,142,225,36.44444444444444,63.11111111111111
sobol,SPSA,optimNM,146,79,225,64.88888888888889,35.11111111111111
sobol,SignGD,optimLBFGS,39,141,225,17.333333333333336,62.66666666666667
sobol,SignGD,optimNM,221,4,225,98.22222222222223,1.7777777777777777
sobol,optimLBFGS,optimNM,225,0,225,100.0,0.0
