strategy,func,dim,algo,rank,mean_fopt,total_methods
best1bin,Zakharov,100,SPSA,17,4.0491194738154456e+16,18
best1bin,Zakharov,100,optimNM,18,5127426016704594.0,18
best1bin,Zakharov,200,GD,1,1.020150500726003e+20,18
best1bin,Zakharov,200,SignGD,2,1.020150500726003e+20,18
best1bin,Zakharov,200,optimLBFGS,3,1.020150500726003e+20,18
best1bin,Zakharov,200,GenSA,4,1.020150500726003e+20,18
best1bin,Zakharov,200,SA,5,1.020150500726003e+20,18
best1bin,Zakharov,200,SMCO_EVO,6,8.921407920290213e+19,18
best1bin,Zakharov,200,SMCO,7,8.905104024024446e+19,18
best1bin,Zakharov,200,BOBYQA,8,8.530510366187115e+19,18
best1bin,Zakharov,200,SMCO_R_EVO,9,8.181832060656185e+19,18
best1bin,Zakharov,200,SMCO_R,10,8.126408086905997e+19,18
best1bin,Zakharov,200,GA,11,6.714015930255444e+19,18
best1bin,Zakharov,200,SMCO_BR_EVO,12,6.5499903812275495e+19,18
best1bin,Zakharov,200,SMCO_BR,13,6.463198018702149e+19,18
best1bin,Zakharov,200,ADAM,14,2.076356603334561e+19,18
best1bin,Zakharov,200,DEoptim,15,2.0586170592747446e+19,18
best1bin,Zakharov,200,PSO,16,1.881315786450292e+19,18
best1bin,Zakharov,200,SPSA,17,5.61846952147701e+18,18
best1bin,Zakharov,200,optimNM,18,8.155673609713709e+17,18
best1bin,Zakharov,50,GD,1,1651660441036249.5,18
best1bin,Zakharov,50,SignGD,2,1651660441036249.5,18
best1bin,Zakharov,50,optimLBFGS,3,1651660441036249.5,18
best1bin,Zakharov,50,GenSA,4,1651660441036249.5,18
best1bin,Zakharov,50,SA,5,1651660441036249.5,18
best1bin,Zakharov,50,SMCO_EVO,6,1552340893079979.8,18
best1bin,Zakharov,50,SMCO,7,1544460382804846.5,18
best1bin,Zakharov,50,GA,8,1512953031732195.8,18
best1bin,Zakharov,50,SMCO_R_EVO,9,1481389278501526.8,18
best1bin,Zakharov,50,SMCO_R,10,1472185536847872.8,18
best1bin,Zakharov,50,SMCO_BR_EVO,11,1326654041450707.0,18
best1bin,Zakharov,50,SMCO_BR,12,1302651618260598.5,18
best1bin,Zakharov,50,BOBYQA,13,1150165582894668.5,18
best1bin,Zakharov,50,DEoptim,14,1104786159318461.4,18
best1bin,Zakharov,50,PSO,15,853915058111519.9,18
best1bin,Zakharov,50,ADAM,16,398995567428997.3,18
best1bin,Zakharov,50,SPSA,17,371549039166977.9,18
best1bin,Zakharov,50,optimNM,18,32231142211511.2,18
best1bin,Zakharov,500,GenSA,1,1.538122607450211e+23,11
best1bin,Zakharov,500,SA,2,1.538122607450211e+23,11
best1bin,Zakharov,500,SMCO_EVO,3,1.255249685333479e+23,11
best1bin,Zakharov,500,SMCO,4,1.2530257290868337e+23,11
best1bin,Zakharov,500,SMCO_R_EVO,5,1.0992078040645922e+23,11
best1bin,Zakharov,500,SMCO_R,6,1.0966824087560668e+23,11
best1bin,Zakharov,500,SMCO_BR_EVO,7,7.997779138805416e+22,11
best1bin,Zakharov,500,SMCO_BR,8,7.947977905345289e+22,11
best1bin,Zakharov,500,GA,9,6.343866956064009e+22,11
best1bin,Zakharov,500,DEoptim,10,1.2943695526983188e+22,11
best1bin,Zakharov,500,PSO,11,1.2531567661324549e+22,11
current-to-best1bin,Ackley,100,GenSA,1,22.28421293980727,18
current-to-best1bin,Ackley,100,SMCO_BR_EVO,2,22.184464637246702,18
current-to-best1bin,Ackley,100,SMCO_R_EVO,3,22.171520604488144,18
current-to-best1bin,Ackley,100,SMCO_EVO,4,22.11409043355066,18
current-to-best1bin,Ackley,100,SA,5,22.057599567521812,18
current-to-best1bin,Ackley,100,SMCO_R,6,22.038464384055782,18
current-to-best1bin,Ackley,100,SMCO_BR,7,22.034128689829082,18
current-to-best1bin,Ackley,100,PSO,8,22.034127095732682,18
current-to-best1bin,Ackley,100,optimLBFGS,9,21.99607926083114,18
current-to-best1bin,Ackley,100,GD,10,21.996070927635813,18
current-to-best1bin,Ackley,100,ADAM,11,21.995917549968397,18
current-to-best1bin,Ackley,100,SignGD,12,21.9938398998415,18
current-to-best1bin,Ackley,100,BOBYQA,13,21.967177999030817,18
current-to-best1bin,Ackley,100,GA,14,21.747230058586418,18
current-to-best1bin,Ackley,100,DEoptim,15,21.698946113905727,18
current-to-best1bin,Ackley,100,optimNM,16,21.56106255398637,18
current-to-best1bin,Ackley,100,SMCO,17,21.535213676492056,18
current-to-best1bin,Ackley,100,SPSA,18,21.522155498683365,18
current-to-best1bin,Ackley,1000,SMCO_R_EVO,1,22.161197404367336,11
current-to-best1bin,Ackley,1000,SMCO_BR_EVO,2,22.15998727312036,11
current-to-best1bin,Ackley,1000,GenSA,3,22.1311893631594,11
current-to-best1bin,Ackley,1000,SMCO_EVO,4,22.0873450658542,11
current-to-best1bin,Ackley,1000,SA,5,21.962780464187713,11
current-to-best1bin,Ackley,1000,SMCO_R,6,21.949291370787886,11
current-to-best1bin,Ackley,1000,SMCO_BR,7,21.941297712620617,11
current-to-best1bin,Ackley,1000,PSO,8,21.78589313424506,11
current-to-best1bin,Ackley,1000,GA,9,21.469110045827815,11
current-to-best1bin,Ackley,1000,DEoptim,10,21.402380589659607,11
current-to-best1bin,Ackley,1000,SMCO,11,21.356747941768013,11
current-to-best1bin,Ackley,200,GenSA,1,22.24978917582616,18
current-to-best1bin,Ackley,200,SMCO_BR_EVO,2,22.187228125557585,18
current-to-best1bin,Ackley,200,SMCO_R_EVO,3,22.1573011487096,18
current-to-best1bin,Ackley,200,SMCO_EVO,4,22.099522129390447,18
current-to-best1bin,Ackley,200,SA,5,22.046525361820606,18
current-to-best1bin,Ackley,200,optimLBFGS,6,21.985023213836577,18
current-to-best1bin,Ackley,200,GD,7,21.98502133493387,18
current-to-best1bin,Ackley,200,ADAM,8,21.984948895509298,18
current-to-best1bin,Ackley,200,SignGD,9,21.98372281301656,18
current-to-best1bin,Ackley,200,SMCO_BR,10,21.972329805821822,18
current-to-best1bin,Ackley,200,SMCO_R,11,21.953281028416217,18
current-to-best1bin,Ackley,200,PSO,12,21.952550274180496,18
current-to-best1bin,Ackley,200,BOBYQA,13,21.814960401591946,18
current-to-best1bin,Ackley,200,GA,14,21.65704026433761,18
current-to-best1bin,Ackley,200,DEoptim,15,21.58458150439275,18
current-to-best1bin,Ackley,200,SPSA,16,21.45946628326309,18
current-to-best1bin,Ackley,200,optimNM,17,21.44036847462342,18
current-to-best1bin,Ackley,200,SMCO,18,21.418222373910474,18
current-to-best1bin,Ackley,2000,SMCO_BR_EVO,1,22.15386391177425,11
current-to-best1bin,Ackley,2000,SMCO_R_EVO,2,22.136668196331595,11
current-to-best1bin,Ackley,2000,SMCO_EVO,3,22.08847638848768,11
current-to-best1bin,Ackley,2000,GenSA,4,21.940011709686967,11
current-to-best1bin,Ackley,2000,SMCO_BR,5,21.92156924412311,11
current-to-best1bin,Ackley,2000,SMCO_R,6,21.90054567102072,11
current-to-best1bin,Ackley,2000,SA,7,21.892474502729865,11
current-to-best1bin,Ackley,2000,PSO,8,21.77345900855943,11
current-to-best1bin,Ackley,2000,GA,9,21.423978267424815,11
current-to-best1bin,Ackley,2000,SMCO,10,21.412231167680464,11
current-to-best1bin,Ackley,2000,DEoptim,11,21.363056928357512,11
current-to-best1bin,Ackley,3000,SMCO_BR_EVO,1,22.149006089907154,11
current-to-best1bin,Ackley,3000,SMCO_R_EVO,2,22.139990298307886,11
current-to-best1bin,Ackley,3000,SMCO_EVO,3,22.032317199690624,11
current-to-best1bin,Ackley,3000,SMCO_BR,4,21.90992625267647,11
current-to-best1bin,Ackley,3000,GenSA,5,21.905400336903423,11
current-to-best1bin,Ackley,3000,SA,6,21.864929046117897,11
current-to-best1bin,Ackley,3000,PSO,7,21.74146523673044,11
current-to-best1bin,Ackley,3000,SMCO_R,8,21.563667434577347,11
current-to-best1bin,Ackley,3000,SMCO,9,21.532214189963604,11
current-to-best1bin,Ackley,3000,GA,10,21.404660691573028,11
current-to-best1bin,Ackley,3000,DEoptim,11,21.34290122913012,11
current-to-best1bin,Ackley,4000,SMCO_BR_EVO,1,22.140270553761873,11
current-to-best1bin,Ackley,4000,SMCO_R_EVO,2,22.093498174791154,11
current-to-best1bin,Ackley,4000,SMCO_EVO,3,22.06464569086828,11
current-to-best1bin,Ackley,4000,SMCO_BR,4,21.90941466516003,11
current-to-best1bin,Ackley,4000,GenSA,5,21.864770869740198,11
current-to-best1bin,Ackley,4000,SA,6,21.842683492138292,11
current-to-best1bin,Ackley,4000,PSO,7,21.711805007306616,11
current-to-best1bin,Ackley,4000,SMCO_R,8,21.696596470859426,11
current-to-best1bin,Ackley,4000,SMCO,9,21.664995317854874,11
current-to-best1bin,Ackley,4000,GA,10,21.397228574401577,11
current-to-best1bin,Ackley,4000,DEoptim,11,21.34122138647738,11
current-to-best1bin,Ackley,50,GenSA,1,22.29973316565109,18
current-to-best1bin,Ackley,50,SMCO_R_EVO,2,22.188633158409765,18
current-to-best1bin,Ackley,50,SMCO_BR_EVO,3,22.18122964385055,18
current-to-best1bin,Ackley,50,SMCO_EVO,4,22.150625492220136,18
current-to-best1bin,Ackley,50,PSO,5,22.083613893804547,18
current-to-best1bin,Ackley,50,SMCO_R,6,22.073093951668508,18
current-to-best1bin,Ackley,50,SMCO_BR,7,22.069994570511767,18
current-to-best1bin,Ackley,50,SA,8,22.06548526711626,18
current-to-best1bin,Ackley,50,ADAM,9,22.016121221635125,18
current-to-best1bin,Ackley,50,GD,10,22.016107988046617,18
current-to-best1bin,Ackley,50,optimLBFGS,11,22.015419090037362,18
current-to-best1bin,Ackley,50,SignGD,12,22.01465884255967,18
current-to-best1bin,Ackley,50,BOBYQA,13,22.01231105787293,18
current-to-best1bin,Ackley,50,GA,14,21.873338174265168,18
current-to-best1bin,Ackley,50,optimNM,15,21.83530948980501,18
current-to-best1bin,Ackley,50,DEoptim,16,21.830100224256995,18
current-to-best1bin,Ackley,50,SPSA,17,21.673553842872963,18
current-to-best1bin,Ackley,50,SMCO,18,21.6369962777482,18
current-to-best1bin,Ackley,500,GenSA,1,22.164634579124705,11
current-to-best1bin,Ackley,500,SMCO_BR_EVO,2,22.16166040778051,11
current-to-best1bin,Ackley,500,SMCO_R_EVO,3,22.1432472958291,11
current-to-best1bin,Ackley,500,SMCO_EVO,4,22.08341998559953,11
current-to-best1bin,Ackley,500,SA,5,22.03743132546698,11
current-to-best1bin,Ackley,500,SMCO_BR,6,21.947773314504367,11
current-to-best1bin,Ackley,500,SMCO_R,7,21.94761009790387,11
current-to-best1bin,Ackley,500,PSO,8,21.873543919805268,11
current-to-best1bin,Ackley,500,GA,9,21.534768239986803,11
current-to-best1bin,Ackley,500,DEoptim,10,21.47007228392053,11
current-to-best1bin,Ackley,500,SMCO,11,21.367733334983292,11
current-to-best1bin,Ackley,5000,SMCO_BR_EVO,1,22.15204416815449,11
current-to-best1bin,Ackley,5000,SMCO_R_EVO,2,22.112141453355903,11
current-to-best1bin,Ackley,5000,SMCO_EVO,3,22.060942772029435,11
current-to-best1bin,Ackley,5000,SMCO_BR,4,21.912597619812423,11
current-to-best1bin,Ackley,5000,GenSA,5,21.73148729514309,11
current-to-best1bin,Ackley,5000,SMCO_R,6,21.72570270016472,11
current-to-best1bin,Ackley,5000,PSO,7,21.721434902688344,11
current-to-best1bin,Ackley,5000,SMCO,8,21.697044955860562,11
current-to-best1bin,Ackley,5000,SA,9,21.665474326389205,11
current-to-best1bin,Ackley,5000,GA,10,21.385606465715362,11
current-to-best1bin,Ackley,5000,DEoptim,11,21.328332378863344,11
current-to-best1bin,Griewank,100,BOBYQA,1,9001.000000000053,18
current-to-best1bin,Griewank,100,GenSA,2,9001.0,18
current-to-best1bin,Griewank,100,PSO,3,9001.0,18
current-to-best1bin,Griewank,100,SA,4,9001.0,18
current-to-best1bin,Griewank,100,SMCO_EVO,5,8741.07681690497,18
current-to-best1bin,Griewank,100,SMCO,6,8740.096300027286,18
current-to-best1bin,Griewank,100,SMCO_R_EVO,7,8568.602155483677,18
current-to-best1bin,Griewank,100,SMCO_R,8,8565.920689918474,18
current-to-best1bin,Griewank,100,SMCO_BR_EVO,9,8149.538989072676,18
current-to-best1bin,Griewank,100,SMCO_BR,10,8146.543018494601,18
current-to-best1bin,Griewank,100,GA,11,7833.490229109933,18
current-to-best1bin,Griewank,100,optimLBFGS,12,6051.517985300458,18
current-to-best1bin,Griewank,100,DEoptim,13,4549.277577784492,18
current-to-best1bin,Griewank,100,GD,14,4318.531612684141,18
current-to-best1bin,Griewank,100,SignGD,15,3641.5841157428863,18
current-to-best1bin,Griewank,100,ADAM,16,3464.147045545212,18
current-to-best1bin,Griewank,100,optimNM,17,3455.17997108155,18
current-to-best1bin,Griewank,100,SPSA,18,3418.8544324324453,18
current-to-best1bin,Griewank,200,BOBYQA,1,18001.000000000226,18
current-to-best1bin,Griewank,200,GenSA,2,18001.0,18
current-to-best1bin,Griewank,200,PSO,3,18001.0,18
current-to-best1bin,Griewank,200,SA,4,18001.0,18
current-to-best1bin,Griewank,200,SMCO,5,17226.59242376168,18
current-to-best1bin,Griewank,200,SMCO_EVO,6,17224.22871924248,18
current-to-best1bin,Griewank,200,SMCO_R,7,16732.05754060517,18
current-to-best1bin,Griewank,200,SMCO_R_EVO,8,16723.826077770987,18
current-to-best1bin,Griewank,200,SMCO_BR,9,15582.821648537065,18
current-to-best1bin,Griewank,200,SMCO_BR_EVO,10,15579.361840127976,18
current-to-best1bin,Griewank,200,GA,11,13845.086614735043,18
current-to-best1bin,Griewank,200,GD,12,8478.375474099297,18
current-to-best1bin,Griewank,200,optimLBFGS,13,8309.999512656617,18
current-to-best1bin,Griewank,200,DEoptim,14,7992.158239639425,18
current-to-best1bin,Griewank,200,SignGD,15,7180.128094227461,18
current-to-best1bin,Griewank,200,ADAM,16,6823.042271976459,18
current-to-best1bin,Griewank,200,optimNM,17,6748.127292238173,18
current-to-best1bin,Griewank,200,SPSA,18,6734.352114533676,18
current-to-best1bin,Griewank,50,BOBYQA,1,4501.000000000015,18
current-to-best1bin,Griewank,50,GenSA,2,4501.0,18
current-to-best1bin,Griewank,50,optimLBFGS,3,4501.0,18
current-to-best1bin,Griewank,50,PSO,4,4501.0,18
current-to-best1bin,Griewank,50,SA,5,4501.0,18
current-to-best1bin,Griewank,50,SMCO,6,4400.892005055723,18
current-to-best1bin,Griewank,50,SMCO_EVO,7,4400.258436775686,18
current-to-best1bin,Griewank,50,SMCO_R,8,4332.107673411131,18
current-to-best1bin,Griewank,50,SMCO_R_EVO,9,4330.996752577502,18
current-to-best1bin,Griewank,50,GA,10,4252.25924766195,18
current-to-best1bin,Griewank,50,SMCO_BR,11,4161.670565996321,18
current-to-best1bin,Griewank,50,SMCO_BR_EVO,12,4160.105177307595,18
current-to-best1bin,Griewank,50,DEoptim,13,2632.153245332872,18
current-to-best1bin,Griewank,50,GD,14,2250.8181772810317,18
current-to-best1bin,Griewank,50,SignGD,15,1903.0286013502305,18
current-to-best1bin,Griewank,50,optimNM,16,1893.4620049564303,18
current-to-best1bin,Griewank,50,ADAM,17,1812.4027648920778,18
current-to-best1bin,Griewank,50,SPSA,18,1789.1798974678936,18
current-to-best1bin,Rastrigin,100,GenSA,1,4035.329019382616,18
current-to-best1bin,Rastrigin,100,SA,2,4034.390922782761,18
current-to-best1bin,Rastrigin,100,SMCO_R_EVO,3,3269.6019230890047,18
current-to-best1bin,Rastrigin,100,SMCO_R,4,3268.9392456568066,18
current-to-best1bin,Rastrigin,100,SMCO,5,3268.5282256722076,18
current-to-best1bin,Rastrigin,100,SMCO_EVO,6,3261.576605448482,18
current-to-best1bin,Rastrigin,100,SMCO_BR_EVO,7,3261.283891140544,18
current-to-best1bin,Rastrigin,100,SMCO_BR,8,3259.31062261035,18
current-to-best1bin,Rastrigin,100,SPSA,9,3171.268158473069,18
current-to-best1bin,Rastrigin,100,PSO,10,2980.090458833662,18
current-to-best1bin,Rastrigin,100,ADAM,11,2957.4168410296193,18
current-to-best1bin,Rastrigin,100,SignGD,12,2949.962384618055,18
current-to-best1bin,Rastrigin,100,GA,13,2944.8415643089775,18
current-to-best1bin,Rastrigin,100,GD,14,2902.6926104235413,18
current-to-best1bin,Rastrigin,100,optimLBFGS,15,2896.345516551151,18
current-to-best1bin,Rastrigin,100,BOBYQA,16,2883.366582842886,18
current-to-best1bin,Rastrigin,100,DEoptim,17,2384.787204249495,18
current-to-best1bin,Rastrigin,100,optimNM,18,2115.5027764413167,18
current-to-best1bin,Rastrigin,1000,SA,1,40353.2901937765,11
current-to-best1bin,Rastrigin,1000,GenSA,2,40353.29019371744,11
current-to-best1bin,Rastrigin,1000,PSO,3,29165.33059818275,11
current-to-best1bin,Rastrigin,1000,SMCO_R,4,29138.03230207167,11
current-to-best1bin,Rastrigin,1000,SMCO_R_EVO,5,29138.02210024288,11
current-to-best1bin,Rastrigin,1000,SMCO_BR,6,29126.310254371823,11
current-to-best1bin,Rastrigin,1000,SMCO_BR_EVO,7,29125.55358527581,11
current-to-best1bin,Rastrigin,1000,SMCO,8,29109.966169755517,11
current-to-best1bin,Rastrigin,1000,SMCO_EVO,9,29109.53341967424,11
current-to-best1bin,Rastrigin,1000,GA,10,21059.0835568463,11
current-to-best1bin,Rastrigin,1000,DEoptim,11,19911.698094201394,11
current-to-best1bin,Rastrigin,200,SA,1,8070.6580387674785,18
current-to-best1bin,Rastrigin,200,GenSA,2,8070.658038767295,18
current-to-best1bin,Rastrigin,200,SPSA,3,6811.7821526910075,18
current-to-best1bin,Rastrigin,200,SMCO_R,4,6344.199934993769,18
current-to-best1bin,Rastrigin,200,SMCO_R_EVO,5,6344.197927569635,18
current-to-best1bin,Rastrigin,200,SMCO,6,6337.698098507451,18
current-to-best1bin,Rastrigin,200,SMCO_EVO,7,6337.65098984277,18
current-to-best1bin,Rastrigin,200,SMCO_BR_EVO,8,6336.711421792165,18
current-to-best1bin,Rastrigin,200,SMCO_BR,9,6336.63125564698,18
current-to-best1bin,Rastrigin,200,PSO,10,5904.816257447588,18
current-to-best1bin,Rastrigin,200,ADAM,11,5857.175238431582,18
current-to-best1bin,Rastrigin,200,SignGD,12,5835.869471709941,18
current-to-best1bin,Rastrigin,200,optimLBFGS,13,5798.86926139219,18
current-to-best1bin,Rastrigin,200,GD,14,5797.965839814179,18
current-to-best1bin,Rastrigin,200,GA,15,5213.827908513442,18
current-to-best1bin,Rastrigin,200,BOBYQA,16,5187.145941576515,18
current-to-best1bin,Rastrigin,200,DEoptim,17,4431.440527515092,18
current-to-best1bin,Rastrigin,200,optimNM,18,4057.7705127035515,18
current-to-best1bin,Rastrigin,2000,GenSA,1,80706.5803872955,11
current-to-best1bin,Rastrigin,2000,PSO,2,58152.53797892792,11
current-to-best1bin,Rastrigin,2000,SMCO_R_EVO,3,57943.735655981036,11
current-to-best1bin,Rastrigin,2000,SMCO_R,4,57929.575992560334,11
current-to-best1bin,Rastrigin,2000,SMCO_BR,5,57911.78566871155,11
current-to-best1bin,Rastrigin,2000,SMCO_BR_EVO,6,57911.57064659148,11
current-to-best1bin,Rastrigin,2000,SMCO_EVO,7,57883.29476627167,11
current-to-best1bin,Rastrigin,2000,SMCO,8,57881.35493030282,11
current-to-best1bin,Rastrigin,2000,SA,9,57849.4274515718,11
current-to-best1bin,Rastrigin,2000,GA,10,39985.96662560166,11
current-to-best1bin,Rastrigin,2000,DEoptim,11,39049.42474348234,11
current-to-best1bin,Rastrigin,3000,GenSA,1,121059.87040453288,11
current-to-best1bin,Rastrigin,3000,PSO,2,87035.34159179099,11
current-to-best1bin,Rastrigin,3000,SA,3,86781.56655992431,11
current-to-best1bin,Rastrigin,3000,SMCO_R_EVO,4,86094.5555976759,11
current-to-best1bin,Rastrigin,3000,SMCO_R,5,86068.11548491748,11
current-to-best1bin,Rastrigin,3000,SMCO_BR_EVO,6,86031.64588793849,11
current-to-best1bin,Rastrigin,3000,SMCO_EVO,7,86028.14017521989,11
current-to-best1bin,Rastrigin,3000,SMCO_BR,8,86027.36301720096,11
current-to-best1bin,Rastrigin,3000,SMCO,9,86021.13959544411,11
current-to-best1bin,Rastrigin,3000,GA,10,59470.21118374476,11
current-to-best1bin,Rastrigin,3000,DEoptim,11,57968.501820506805,11
current-to-best1bin,Rastrigin,4000,GenSA,1,161412.67179774528,11
current-to-best1bin,Rastrigin,4000,PSO,2,115988.19110691891,11
current-to-best1bin,Rastrigin,4000,SA,3,115692.09726627979,11
current-to-best1bin,Rastrigin,4000,SMCO_R_EVO,4,114380.51305935602,11
current-to-best1bin,Rastrigin,4000,SMCO_R,5,114374.76422763668,11
current-to-best1bin,Rastrigin,4000,SMCO_BR_EVO,6,114319.86604742098,11
current-to-best1bin,Rastrigin,4000,SMCO_EVO,7,114314.91250137634,11
current-to-best1bin,Rastrigin,4000,SMCO_BR,8,114314.06385418148,11
current-to-best1bin,Rastrigin,4000,SMCO,9,114310.4567734591,11
current-to-best1bin,Rastrigin,4000,DEoptim,10,77000.13010232343,11
current-to-best1bin,Rastrigin,4000,GA,11,76768.81248488357,11
current-to-best1bin,Rastrigin,50,GenSA,1,2017.6645096911584,18
current-to-best1bin,Rastrigin,50,SA,2,2016.6594088317984,18
current-to-best1bin,Rastrigin,50,SMCO_BR,3,1713.6892572955308,18
current-to-best1bin,Rastrigin,50,SMCO_EVO,4,1713.4561988222536,18
current-to-best1bin,Rastrigin,50,SMCO_BR_EVO,5,1712.8256597242355,18
current-to-best1bin,Rastrigin,50,SMCO_R_EVO,6,1712.1992136185734,18
current-to-best1bin,Rastrigin,50,SMCO,7,1711.627471922306,18
current-to-best1bin,Rastrigin,50,SMCO_R,8,1711.4007428417149,18
current-to-best1bin,Rastrigin,50,GA,9,1677.5070480416975,18
current-to-best1bin,Rastrigin,50,PSO,10,1513.6642874508077,18
current-to-best1bin,Rastrigin,50,SPSA,11,1508.8629762996293,18
current-to-best1bin,Rastrigin,50,ADAM,12,1497.59990183252,18
current-to-best1bin,Rastrigin,50,SignGD,13,1495.1169950216297,18
current-to-best1bin,Rastrigin,50,BOBYQA,14,1488.173470640659,18
current-to-best1bin,Rastrigin,50,GD,15,1457.8813857491364,18
current-to-best1bin,Rastrigin,50,optimLBFGS,16,1451.9611968788504,18
current-to-best1bin,Rastrigin,50,DEoptim,17,1319.7630795275386,18
current-to-best1bin,Rastrigin,50,optimNM,18,1237.6187289093946,18
current-to-best1bin,Rastrigin,500,SA,1,20176.645096911565,11
current-to-best1bin,Rastrigin,500,GenSA,2,20176.645096891127,11
current-to-best1bin,Rastrigin,500,SMCO_R,3,14794.539242054356,11
current-to-best1bin,Rastrigin,500,SMCO_R_EVO,4,14794.53721475739,11
current-to-best1bin,Rastrigin,500,SMCO_BR_EVO,5,14784.72336393406,11
current-to-best1bin,Rastrigin,500,SMCO_BR,6,14784.424196097863,11
current-to-best1bin,Rastrigin,500,SMCO,7,14779.85184274863,11
current-to-best1bin,Rastrigin,500,SMCO_EVO,8,14779.682412667546,11
current-to-best1bin,Rastrigin,500,PSO,9,14588.071204041513,11
current-to-best1bin,Rastrigin,500,GA,10,11268.411567350693,11
current-to-best1bin,Rastrigin,500,DEoptim,11,10307.579740862078,11
current-to-best1bin,Rastrigin,5000,GenSA,1,201766.21261094167,11
current-to-best1bin,Rastrigin,5000,PSO,2,144957.97011654064,11
current-to-best1bin,Rastrigin,5000,SA,3,144455.59698672255,11
current-to-best1bin,Rastrigin,5000,SMCO_R_EVO,4,142540.83638789976,11
current-to-best1bin,Rastrigin,5000,SMCO_R,5,142512.25069086358,11
current-to-best1bin,Rastrigin,5000,SMCO_BR,6,142460.14573842997,11
current-to-best1bin,Rastrigin,5000,SMCO_BR_EVO,7,142458.4895438425,11
current-to-best1bin,Rastrigin,5000,SMCO,8,142458.32504618834,11
current-to-best1bin,Rastrigin,5000,SMCO_EVO,9,142432.29777746001,11
current-to-best1bin,Rastrigin,5000,DEoptim,10,95772.36984367606,11
current-to-best1bin,Rastrigin,5000,GA,11,94743.88053801833,11
current-to-best1bin,Rosenbrock,100,GenSA,1,80490519.0,18
current-to-best1bin,Rosenbrock,100,SPSA,2,62819103.0,18
current-to-best1bin,Rosenbrock,100,PSO,3,58428327.0,18
current-to-best1bin,Rosenbrock,100,optimLBFGS,4,58029237.0,18
current-to-best1bin,Rosenbrock,100,GD,5,57996234.0,18
current-to-best1bin,Rosenbrock,100,BOBYQA,6,56224390.06931542,18
current-to-best1bin,Rosenbrock,100,SMCO,7,54630111.708190724,18
current-to-best1bin,Rosenbrock,100,SMCO_EVO,8,54630038.65914771,18
current-to-best1bin,Rosenbrock,100,SignGD,9,53284748.33492387,18
current-to-best1bin,Rosenbrock,100,SA,10,52882416.0,18
current-to-best1bin,Rosenbrock,100,SMCO_R,11,52616803.95826252,18
current-to-best1bin,Rosenbrock,100,SMCO_R_EVO,12,52615451.99542574,18
current-to-best1bin,Rosenbrock,100,SMCO_BR_EVO,13,48026755.33157219,18
current-to-best1bin,Rosenbrock,100,SMCO_BR,14,47986687.78786815,18
current-to-best1bin,Rosenbrock,100,ADAM,15,45450527.51475112,18
current-to-best1bin,Rosenbrock,100,GA,16,45144330.78568907,18
current-to-best1bin,Rosenbrock,100,DEoptim,17,28044571.62015562,18
current-to-best1bin,Rosenbrock,100,optimNM,18,16771626.491926236,18
current-to-best1bin,Rosenbrock,1000,GenSA,1,809563419.0,11
current-to-best1bin,Rosenbrock,1000,SA,2,542589309.0,11
current-to-best1bin,Rosenbrock,1000,PSO,3,532788129.0,11
current-to-best1bin,Rosenbrock,1000,SMCO_EVO,4,463443829.07431805,11
current-to-best1bin,Rosenbrock,1000,SMCO,5,463389064.8849098,11
current-to-best1bin,Rosenbrock,1000,SMCO_R,6,422712947.97426564,11
current-to-best1bin,Rosenbrock,1000,SMCO_R_EVO,7,422659750.85499537,11
current-to-best1bin,Rosenbrock,1000,SMCO_BR_EVO,8,361314025.78286856,11
current-to-best1bin,Rosenbrock,1000,SMCO_BR,9,348193067.76848793,11
current-to-best1bin,Rosenbrock,1000,GA,10,228741053.82543468,11
current-to-best1bin,Rosenbrock,1000,DEoptim,11,160936607.22145408,11
current-to-best1bin,Rosenbrock,200,GenSA,1,161498619.0,18
current-to-best1bin,Rosenbrock,200,SPSA,2,120061597.5,18
current-to-best1bin,Rosenbrock,200,PSO,3,114019960.5,18
current-to-best1bin,Rosenbrock,200,optimLBFGS,4,113682352.5,18
current-to-best1bin,Rosenbrock,200,GD,5,113610348.0,18
current-to-best1bin,Rosenbrock,200,SA,6,108594778.5,18
current-to-best1bin,Rosenbrock,200,SMCO_EVO,7,103140206.49786988,18
current-to-best1bin,Rosenbrock,200,SMCO,8,103124528.56873003,18
current-to-best1bin,Rosenbrock,200,SignGD,9,102750654.84401383,18
current-to-best1bin,Rosenbrock,200,SMCO_R_EVO,10,98481818.87810409,18
current-to-best1bin,Rosenbrock,200,SMCO_R,11,98101461.91474606,18
current-to-best1bin,Rosenbrock,200,BOBYQA,12,92167514.63310555,18
current-to-best1bin,Rosenbrock,200,ADAM,13,88888122.33250095,18
current-to-best1bin,Rosenbrock,200,SMCO_BR_EVO,14,88751492.55925764,18
current-to-best1bin,Rosenbrock,200,SMCO_BR,15,87336134.89183861,18
current-to-best1bin,Rosenbrock,200,GA,16,77429598.63905175,18
current-to-best1bin,Rosenbrock,200,DEoptim,17,45125424.91177361,18
current-to-best1bin,Rosenbrock,200,optimNM,18,31865156.694394954,18
current-to-best1bin,Rosenbrock,2000,GenSA,1,1619644419.0,11
current-to-best1bin,Rosenbrock,2000,SA,2,1082940579.0,11
current-to-best1bin,Rosenbrock,2000,PSO,3,1038838524.0,11
