strategy,base_algo,evo_algo,func,dim,n,cohens_d,magnitude
rand1bin,SMCO_BR,SMCO_BR_EVO,Rosenbrock,3000,2,8.260517365550811,large
rand1bin,SMCO_BR,SMCO_BR_EVO,Rosenbrock,4000,2,15.288092177569498,large
rand1bin,SMCO_BR,SMCO_BR_EVO,Rosenbrock,50,20,0.5408663140386704,medium
rand1bin,SMCO_BR,SMCO_BR_EVO,Rosenbrock,500,5,0.8912856237819752,large
rand1bin,SMCO_BR,SMCO_BR_EVO,Rosenbrock,5000,2,13.986439894455627,large
rand1bin,SMCO_BR,SMCO_BR_EVO,Zakharov,100,15,0.7549660376670791,medium
rand1bin,SMCO_BR,SMCO_BR_EVO,Zakharov,200,10,0.7047639389446033,medium
rand1bin,SMCO_BR,SMCO_BR_EVO,Zakharov,50,20,0.9454235379696633,large
rand1bin,SMCO_BR,SMCO_BR_EVO,Zakharov,500,5,0.8939086921037507,large
sobol,SMCO,SMCO_EVO,Ackley,100,15,6.616768422274204,large
sobol,SMCO,SMCO_EVO,Ackley,1000,5,27.521272715603285,large
sobol,SMCO,SMCO_EVO,Ackley,200,10,24.233671447716432,large
sobol,SMCO,SMCO_EVO,Ackley,2000,3,31.992326388862207,large
sobol,SMCO,SMCO_EVO,Ackley,3000,2,75.62618606423203,large
sobol,SMCO,SMCO_EVO,Ackley,4000,2,10.957697501886873,large
sobol,SMCO,SMCO_EVO,Ackley,50,20,6.173620683266376,large
sobol,SMCO,SMCO_EVO,Ackley,500,5,19.689491741882502,large
sobol,SMCO,SMCO_EVO,Ackley,5000,2,33.113920176447465,large
sobol,SMCO,SMCO_EVO,Griewank,100,15,0.1301495144378872,negligible
sobol,SMCO,SMCO_EVO,Griewank,200,10,-0.2315490401605715,small
sobol,SMCO,SMCO_EVO,Griewank,50,20,-0.05278628080065371,negligible
sobol,SMCO,SMCO_EVO,Rastrigin,100,15,-0.16560282172286112,negligible
sobol,SMCO,SMCO_EVO,Rastrigin,1000,5,0.0027369661280738215,negligible
sobol,SMCO,SMCO_EVO,Rastrigin,200,10,-0.0007905949281382794,negligible
sobol,SMCO,SMCO_EVO,Rastrigin,2000,3,0.0062134133936379106,negligible
sobol,SMCO,SMCO_EVO,Rastrigin,3000,2,0.16649048260682758,negligible
sobol,SMCO,SMCO_EVO,Rastrigin,4000,2,-0.8110405238821982,large
sobol,SMCO,SMCO_EVO,Rastrigin,50,20,0.06533108851937484,negligible
sobol,SMCO,SMCO_EVO,Rastrigin,500,5,0.002628945491794978,negligible
sobol,SMCO,SMCO_EVO,Rastrigin,5000,2,-0.8538220363024047,large
sobol,SMCO,SMCO_EVO,Rosenbrock,100,15,0.018263369208107033,negligible
sobol,SMCO,SMCO_EVO,Rosenbrock,1000,5,0.004020313484913677,negligible
sobol,SMCO,SMCO_EVO,Rosenbrock,200,10,0.2533741133300822,small
sobol,SMCO,SMCO_EVO,Rosenbrock,2000,3,-0.3959886687385709,small
sobol,SMCO,SMCO_EVO,Rosenbrock,3000,2,-1.5083753519162326,large
sobol,SMCO,SMCO_EVO,Rosenbrock,4000,2,0.10001054419466024,negligible
sobol,SMCO,SMCO_EVO,Rosenbrock,50,20,-0.018599723893676232,negligible
sobol,SMCO,SMCO_EVO,Rosenbrock,500,5,-0.6054860848200886,medium
sobol,SMCO,SMCO_EVO,Rosenbrock,5000,2,0.17454429069769892,negligible
sobol,SMCO,SMCO_EVO,Zakharov,100,15,-0.09127310838729855,negligible
sobol,SMCO,SMCO_EVO,Zakharov,200,10,0.20177347272463414,small
sobol,SMCO,SMCO_EVO,Zakharov,50,20,-0.26362826451179616,small
sobol,SMCO,SMCO_EVO,Zakharov,500,5,-0.13417001041219728,negligible
sobol,SMCO_R,SMCO_R_EVO,Ackley,100,15,0.2897936036018754,small
sobol,SMCO_R,SMCO_R_EVO,Ackley,1000,5,0.5795772737843532,medium
sobol,SMCO_R,SMCO_R_EVO,Ackley,200,10,1.4174067690659022,large
sobol,SMCO_R,SMCO_R_EVO,Ackley,2000,3,10.90925698493196,large
sobol,SMCO_R,SMCO_R_EVO,Ackley,3000,2,186.39676297972488,large
sobol,SMCO_R,SMCO_R_EVO,Ackley,4000,2,38.71691318349936,large
sobol,SMCO_R,SMCO_R_EVO,Ackley,50,20,0.11068853931110167,negligible
sobol,SMCO_R,SMCO_R_EVO,Ackley,500,5,0.08586296738505944,negligible
sobol,SMCO_R,SMCO_R_EVO,Ackley,5000,2,38.42851007547249,large
sobol,SMCO_R,SMCO_R_EVO,Griewank,100,15,0.39550082236716416,small
sobol,SMCO_R,SMCO_R_EVO,Griewank,200,10,-0.4949709888351998,small
sobol,SMCO_R,SMCO_R_EVO,Griewank,50,20,-0.04014556431504931,negligible
sobol,SMCO_R,SMCO_R_EVO,Rastrigin,100,15,0.01450991580083317,negligible
sobol,SMCO_R,SMCO_R_EVO,Rastrigin,1000,5,-0.0005794428172120993,negligible
sobol,SMCO_R,SMCO_R_EVO,Rastrigin,200,10,-0.00010169561746355748,negligible
sobol,SMCO_R,SMCO_R_EVO,Rastrigin,2000,3,0.03230519731854968,negligible
sobol,SMCO_R,SMCO_R_EVO,Rastrigin,3000,2,6.090479520521651,large
sobol,SMCO_R,SMCO_R_EVO,Rastrigin,4000,2,0.015837248316896972,negligible
sobol,SMCO_R,SMCO_R_EVO,Rastrigin,50,20,0.03302241371154066,negligible
sobol,SMCO_R,SMCO_R_EVO,Rastrigin,500,5,-0.0002742814516698852,negligible
sobol,SMCO_R,SMCO_R_EVO,Rastrigin,5000,2,1.0873905830414778,large
sobol,SMCO_R,SMCO_R_EVO,Rosenbrock,100,15,-0.008149999997185,negligible
sobol,SMCO_R,SMCO_R_EVO,Rosenbrock,1000,5,-0.09447370185995556,negligible
sobol,SMCO_R,SMCO_R_EVO,Rosenbrock,200,10,-0.01885228402496342,negligible
sobol,SMCO_R,SMCO_R_EVO,Rosenbrock,2000,3,0.8408681211860827,large
sobol,SMCO_R,SMCO_R_EVO,Rosenbrock,3000,2,-0.18486726323923852,negligible
sobol,SMCO_R,SMCO_R_EVO,Rosenbrock,4000,2,0.24607435172523706,small
sobol,SMCO_R,SMCO_R_EVO,Rosenbrock,50,20,-0.039074614148036486,negligible
sobol,SMCO_R,SMCO_R_EVO,Rosenbrock,500,5,0.016485981976432935,negligible
sobol,SMCO_R,SMCO_R_EVO,Rosenbrock,5000,2,0.36852325119280055,small
sobol,SMCO_R,SMCO_R_EVO,Zakharov,100,15,-0.33185959495916767,small
sobol,SMCO_R,SMCO_R_EVO,Zakharov,200,10,-0.35285961494853546,small
sobol,SMCO_R,SMCO_R_EVO,Zakharov,50,20,0.03977417238879763,negligible
sobol,SMCO_R,SMCO_R_EVO,Zakharov,500,5,0.3133913277387111,small
sobol,SMCO_BR,SMCO_BR_EVO,Ackley,100,15,-0.02879434555811697,negligible
sobol,SMCO_BR,SMCO_BR_EVO,Ackley,1000,5,-0.21354570239028198,small
sobol,SMCO_BR,SMCO_BR_EVO,Ackley,200,10,0.4444045932286628,small
sobol,SMCO_BR,SMCO_BR_EVO,Ackley,2000,3,0.706288958665657,medium
sobol,SMCO_BR,SMCO_BR_EVO,Ackley,3000,2,0.6861284108281267,medium
sobol,SMCO_BR,SMCO_BR_EVO,Ackley,4000,2,1.7699666270239838,large
sobol,SMCO_BR,SMCO_BR_EVO,Ackley,50,20,0.1274181609372742,negligible
sobol,SMCO_BR,SMCO_BR_EVO,Ackley,500,5,0.8423006562853378,large
sobol,SMCO_BR,SMCO_BR_EVO,Ackley,5000,2,5.72185451955779,large
sobol,SMCO_BR,SMCO_BR_EVO,Griewank,100,15,0.5082630508148425,medium
sobol,SMCO_BR,SMCO_BR_EVO,Griewank,200,10,-0.10093066994443597,negligible
sobol,SMCO_BR,SMCO_BR_EVO,Griewank,50,20,-0.0415270984082415,negligible
sobol,SMCO_BR,SMCO_BR_EVO,Rastrigin,100,15,0.10758703085883704,negligible
sobol,SMCO_BR,SMCO_BR_EVO,Rastrigin,1000,5,0.0019378108852590211,negligible
sobol,SMCO_BR,SMCO_BR_EVO,Rastrigin,200,10,0.017853039004220653,negligible
sobol,SMCO_BR,SMCO_BR_EVO,Rastrigin,2000,3,0.0014427270469078587,negligible
sobol,SMCO_BR,SMCO_BR_EVO,Rastrigin,3000,2,-1.2109349252877555,large
sobol,SMCO_BR,SMCO_BR_EVO,Rastrigin,4000,2,0.011687140962298203,negligible
sobol,SMCO_BR,SMCO_BR_EVO,Rastrigin,50,20,-0.01084597272932828,negligible
sobol,SMCO_BR,SMCO_BR_EVO,Rastrigin,500,5,-0.007193181008007471,negligible
sobol,SMCO_BR,SMCO_BR_EVO,Rastrigin,5000,2,0.002079502395151368,negligible
sobol,SMCO_BR,SMCO_BR_EVO,Rosenbrock,100,15,-0.0673722262323061,negligible
sobol,SMCO_BR,SMCO_BR_EVO,Rosenbrock,1000,5,-0.046735474419112875,negligible
sobol,SMCO_BR,SMCO_BR_EVO,Rosenbrock,200,10,-0.43079561094328833,small
sobol,SMCO_BR,SMCO_BR_EVO,Rosenbrock,2000,3,0.12537780702687631,negligible
sobol,SMCO_BR,SMCO_BR_EVO,Rosenbrock,3000,2,1.7796952340295913,large
sobol,SMCO_BR,SMCO_BR_EVO,Rosenbrock,4000,2,-0.034634476358600966,negligible
sobol,SMCO_BR,SMCO_BR_EVO,Rosenbrock,50,20,-0.10112915503783691,negligible
sobol,SMCO_BR,SMCO_BR_EVO,Rosenbrock,500,5,-0.9074686949456984,large
sobol,SMCO_BR,SMCO_BR_EVO,Rosenbrock,5000,2,0.026262460438805504,negligible
sobol,SMCO_BR,SMCO_BR_EVO,Zakharov,100,15,0.07323946808154445,negligible
sobol,SMCO_BR,SMCO_BR_EVO,Zakharov,200,10,0.004165057836629724,negligible
sobol,SMCO_BR,SMCO_BR_EVO,Zakharov,50,20,0.012478218686377643,negligible
sobol,SMCO_BR,SMCO_BR_EVO,Zakharov,500,5,0.3197614287486507,small
