strategy,pair,func,dim,improve_pct,base_mean,evo_mean,n_reps
rand1bin,SMCO_vs_SMCO_EVO,Rastrigin,50,0.10774852319366873,1711.627471922306,1713.4717252458795,20
rand1bin,SMCO_vs_SMCO_EVO,Rastrigin,100,-0.21398760849316156,3268.5282256722076,3261.5339802891676,15
rand1bin,SMCO_vs_SMCO_EVO,Rastrigin,200,-0.0012702871257917283,6337.698098507451,6337.617591544434,10
rand1bin,SMCO_vs_SMCO_EVO,Rastrigin,500,-0.001839197339917592,14779.85184274863,14779.580012106695,5
rand1bin,SMCO_vs_SMCO_EVO,Rastrigin,1000,0.0011006072815284572,29109.966169755517,29110.28655616283,5
rand1bin,SMCO_vs_SMCO_EVO,Rastrigin,2000,0.00420275137817453,57881.35493030282,57883.78753974486,3
rand1bin,SMCO_vs_SMCO_EVO,Rastrigin,3000,0.007297454801431467,86021.13959544411,86027.41694922576,2
rand1bin,SMCO_vs_SMCO_EVO,Rastrigin,4000,0.005716570369073786,114310.4567734591,114316.99141115976,2
rand1bin,SMCO_vs_SMCO_EVO,Rastrigin,5000,-0.018797457354756228,142458.32504618834,142431.5465032895,2
rand1bin,SMCO_vs_SMCO_EVO,Rosenbrock,50,0.8549776856996988,28590556.089247294,28834998.964027815,20
rand1bin,SMCO_vs_SMCO_EVO,Rosenbrock,100,0.010865619537083282,54630111.708190724,54636047.60828162,15
rand1bin,SMCO_vs_SMCO_EVO,Rosenbrock,200,0.007393445079980654,103124528.56873001,103132153.02411373,10
rand1bin,SMCO_vs_SMCO_EVO,Rosenbrock,500,-0.02009728398265111,243714058.24041504,243665078.33402482,5
rand1bin,SMCO_vs_SMCO_EVO,Rosenbrock,1000,0.009161317537176791,463389064.8849098,463431517.42857647,5
rand1bin,SMCO_vs_SMCO_EVO,Rosenbrock,2000,-0.02344974426545639,869247612.9724323,869043776.6301566,3
rand1bin,SMCO_vs_SMCO_EVO,Rosenbrock,3000,-0.019211183082322083,1239722873.845387,1239484708.4143791,2
rand1bin,SMCO_vs_SMCO_EVO,Rosenbrock,4000,0.010114430581560441,1601610810.9908462,1601772804.8045106,2
rand1bin,SMCO_vs_SMCO_EVO,Rosenbrock,5000,-0.0071447473376543055,1953961917.8469486,1953822312.2048445,2
rand1bin,SMCO_vs_SMCO_EVO,Zakharov,50,0.18420815671189272,1544460382804846.5,1547305404807156.8,20
rand1bin,SMCO_vs_SMCO_EVO,Zakharov,100,0.10731660376718617,3.726719113127506e+17,3.730718501511657e+17,15
rand1bin,SMCO_vs_SMCO_EVO,Zakharov,200,0.25443655638511625,8.905104024024446e+19,8.927761864045686e+19,10
rand1bin,SMCO_vs_SMCO_EVO,Zakharov,500,-0.013198038966717342,1.2530257290868337e+23,1.2528603542628458e+23,5
rand1bin,SMCO_R_vs_SMCO_R_EVO,Ackley,50,0.5760318959058635,22.073093951668508,22.200242013243386,20
rand1bin,SMCO_R_vs_SMCO_R_EVO,Ackley,100,0.7138019949808899,22.038464384055782,22.195775382492325,15
rand1bin,SMCO_R_vs_SMCO_R_EVO,Ackley,200,1.011820760503889,21.953281028416217,22.175408883473494,10
rand1bin,SMCO_R_vs_SMCO_R_EVO,Ackley,500,0.9891338503682231,21.94761009790387,22.16470133872907,5
rand1bin,SMCO_R_vs_SMCO_R_EVO,Ackley,1000,1.0421135556771681,21.949291370787886,22.178027911537946,5
rand1bin,SMCO_R_vs_SMCO_R_EVO,Ackley,2000,1.2667892911227419,21.90054567102072,22.177979438278655,3
rand1bin,SMCO_R_vs_SMCO_R_EVO,Ackley,3000,2.8424174494603194,21.563667434577347,22.176596880481366,2
rand1bin,SMCO_R_vs_SMCO_R_EVO,Ackley,4000,2.071011294320286,21.696596470859426,22.14593543425402,2
rand1bin,SMCO_R_vs_SMCO_R_EVO,Ackley,5000,1.9664788165617164,21.72570270016472,22.152934041512637,2
rand1bin,SMCO_R_vs_SMCO_R_EVO,Griewank,50,-0.020986600274819973,4332.107673411131,4331.198511290238,20
rand1bin,SMCO_R_vs_SMCO_R_EVO,Griewank,100,0.03409630310091153,8565.920689918474,8568.841352200292,15
rand1bin,SMCO_R_vs_SMCO_R_EVO,Griewank,200,-0.05012563722663749,16732.05754060517,16723.670490141812,10
rand1bin,SMCO_R_vs_SMCO_R_EVO,Rastrigin,50,0.046797522164602375,1711.4007428417153,1712.2016359836718,20
rand1bin,SMCO_R_vs_SMCO_R_EVO,Rastrigin,100,0.020493003032304977,3268.9392456568066,3269.6091494755433,15
rand1bin,SMCO_R_vs_SMCO_R_EVO,Rastrigin,200,7.050390776210652e-05,6344.19993499377,6344.20440790264,10
rand1bin,SMCO_R_vs_SMCO_R_EVO,Rastrigin,500,0.00013920657401323276,14794.53924205436,14794.55983702558,5
rand1bin,SMCO_R_vs_SMCO_R_EVO,Rastrigin,1000,1.577844360232675e-05,29138.032302071668,29138.03689959966,5
rand1bin,SMCO_R_vs_SMCO_R_EVO,Rastrigin,2000,0.026432254579716274,57929.57599256033,57944.88808556363,3
rand1bin,SMCO_R_vs_SMCO_R_EVO,Rastrigin,3000,0.030126079124885238,86068.11548491748,86094.04443348976,2
rand1bin,SMCO_R_vs_SMCO_R_EVO,Rastrigin,4000,0.012324670975739058,114374.76422763668,114388.86054100702,2
rand1bin,SMCO_R_vs_SMCO_R_EVO,Rastrigin,5000,0.01942515201609496,142512.25069086358,142539.93391220184,2
rand1bin,SMCO_R_vs_SMCO_R_EVO,Rosenbrock,50,0.8420574955092965,27764812.00991679,27998607.69056036,20
rand1bin,SMCO_R_vs_SMCO_R_EVO,Rosenbrock,100,0.15722194658273506,52616803.95826252,52699529.12167532,15
rand1bin,SMCO_R_vs_SMCO_R_EVO,Rosenbrock,200,-0.033319012392257104,98101461.91474606,98068775.4764937,10
rand1bin,SMCO_R_vs_SMCO_R_EVO,Rosenbrock,500,0.05496476376915144,226905423.5312902,227030141.56131357,5
rand1bin,SMCO_R_vs_SMCO_R_EVO,Rosenbrock,1000,-0.005113040098446507,422712947.97426564,422691334.4917344,5
rand1bin,SMCO_R_vs_SMCO_R_EVO,Rosenbrock,2000,0.7253381027277197,775822748.1332974,781450086.1351376,3
rand1bin,SMCO_R_vs_SMCO_R_EVO,Rosenbrock,3000,0.22869908594826588,1094303115.940483,1096805777.1641424,2
rand1bin,SMCO_R_vs_SMCO_R_EVO,Rosenbrock,4000,4.236220401262266,1399385030.0219135,1458666064.155912,2
rand1bin,SMCO_R_vs_SMCO_R_EVO,Rosenbrock,5000,3.765975358533877,1699574361.5793362,1763579913.2363734,2
rand1bin,SMCO_R_vs_SMCO_R_EVO,Zakharov,50,0.4950790809954921,1472185536847872.8,1479474019474247.8,20
rand1bin,SMCO_R_vs_SMCO_R_EVO,Zakharov,100,0.3167015579398863,3.5073620183415974e+17,3.518469888496277e+17,15
rand1bin,SMCO_R_vs_SMCO_R_EVO,Zakharov,200,0.2736377615736397,8.126408086905997e+19,8.148645008091346e+19,10
rand1bin,SMCO_R_vs_SMCO_R_EVO,Zakharov,500,0.35142800699040583,1.0966824087560668e+23,1.1005364578881726e+23,5
rand1bin,SMCO_BR_vs_SMCO_BR_EVO,Ackley,50,0.6421905569109168,22.06999457051177,22.21172599155435,20
rand1bin,SMCO_BR_vs_SMCO_BR_EVO,Ackley,100,0.7703154792631047,22.034128689829082,22.203860993847588,15
rand1bin,SMCO_BR_vs_SMCO_BR_EVO,Ackley,200,1.024946609326465,21.972329805821822,22.19753445515662,10
rand1bin,SMCO_BR_vs_SMCO_BR_EVO,Ackley,500,1.077011103555292,21.947773314504367,22.184153270084725,5
rand1bin,SMCO_BR_vs_SMCO_BR_EVO,Ackley,1000,1.1470687721083193,21.941297712620617,22.192979486877405,5
rand1bin,SMCO_BR_vs_SMCO_BR_EVO,Ackley,2000,1.2163490571010067,21.921569244123116,22.188212044925752,3
rand1bin,SMCO_BR_vs_SMCO_BR_EVO,Ackley,3000,1.2227563027801387,21.90992625267647,22.177831256865552,2
rand1bin,SMCO_BR_vs_SMCO_BR_EVO,Ackley,4000,1.239600186934489,21.90941466516003,22.181003810305604,2
rand1bin,SMCO_BR_vs_SMCO_BR_EVO,Ackley,5000,1.2427203625108387,21.912597619812423,22.184909932388898,2
rand1bin,SMCO_BR_vs_SMCO_BR_EVO,Griewank,50,-0.03470239749089953,4161.670565996321,4160.226366534247,20
rand1bin,SMCO_BR_vs_SMCO_BR_EVO,Griewank,100,0.034373633613116746,8146.543018494601,8149.343281343913,15
rand1bin,SMCO_BR_vs_SMCO_BR_EVO,Griewank,200,-0.020329798312946287,15582.821648537065,15579.653692324451,10
rand1bin,SMCO_BR_vs_SMCO_BR_EVO,Rastrigin,50,-0.03194781357746697,1713.6892572955312,1713.1417710463134,20
rand1bin,SMCO_BR_vs_SMCO_BR_EVO,Rastrigin,100,0.06734671199985726,3259.31062261035,3261.50566114854,15
rand1bin,SMCO_BR_vs_SMCO_BR_EVO,Rastrigin,200,0.009970457797879282,6336.63125564698,6337.263046792132,10
rand1bin,SMCO_BR_vs_SMCO_BR_EVO,Rastrigin,500,-0.00154676714584957,14784.424196097865,14784.195515481697,5
rand1bin,SMCO_BR_vs_SMCO_BR_EVO,Rastrigin,1000,-3.8013930054240955e-05,29126.310254371823,29126.299182316616,5
rand1bin,SMCO_BR_vs_SMCO_BR_EVO,Rastrigin,2000,0.004962658913860688,57911.78566871155,57914.65963310521,3
rand1bin,SMCO_BR_vs_SMCO_BR_EVO,Rastrigin,3000,0.003583542402762368,86027.36301720096,86030.44584423266,2
rand1bin,SMCO_BR_vs_SMCO_BR_EVO,Rastrigin,4000,0.0008374505651630823,114314.06385418148,114315.02117795529,2
rand1bin,SMCO_BR_vs_SMCO_BR_EVO,Rastrigin,5000,-0.0011091132255515081,142460.14573842997,142458.56569411245,2
rand1bin,SMCO_BR_vs_SMCO_BR_EVO,Rosenbrock,50,1.6217228871831308,25826421.538413707,26245254.527442556,20
rand1bin,SMCO_BR_vs_SMCO_BR_EVO,Rosenbrock,100,0.3378720930081887,47986687.78786815,48148821.414262325,15
rand1bin,SMCO_BR_vs_SMCO_BR_EVO,Rosenbrock,200,0.36668919481622,87336134.89183861,87656387.0616571,10
rand1bin,SMCO_BR_vs_SMCO_BR_EVO,Rosenbrock,500,3.808365370947092,194451615.14885086,201857043.123427,5
rand1bin,SMCO_BR_vs_SMCO_BR_EVO,Rosenbrock,1000,5.615320787737453,348193067.76848793,367745225.4843526,5
rand1bin,SMCO_BR_vs_SMCO_BR_EVO,Rosenbrock,2000,10.270268074485564,618155929.2741712,681642200.328956,3
rand1bin,SMCO_BR_vs_SMCO_BR_EVO,Rosenbrock,3000,14.455363874257912,859724697.6735848,984001031.0391653,2
rand1bin,SMCO_BR_vs_SMCO_BR_EVO,Rosenbrock,4000,17.65541408013885,1091605069.4387069,1284332464.5678978,2
rand1bin,SMCO_BR_vs_SMCO_BR_EVO,Rosenbrock,5000,19.200097742864145,1318276891.8457017,1571387343.601668,2
rand1bin,SMCO_BR_vs_SMCO_BR_EVO,Zakharov,50,1.4117930461030517,1302651618260598.5,1321042363222150.5,20
rand1bin,SMCO_BR_vs_SMCO_BR_EVO,Zakharov,100,0.6181202870070982,3.007640369869114e+17,3.0262312051554906e+17,15
rand1bin,SMCO_BR_vs_SMCO_BR_EVO,Zakharov,200,0.8801861582033057,6.463198018702149e+19,6.520086193040036e+19,10
rand1bin,SMCO_BR_vs_SMCO_BR_EVO,Zakharov,500,0.4989620674785829,7.947977905345289e+22,7.98763530022454e+22,5
sobol,SMCO_vs_SMCO_EVO,Ackley,50,1.5738337529383635,21.6369962777482,21.977526628289418,20
sobol,SMCO_vs_SMCO_EVO,Ackley,100,1.9483975203926671,21.535213676492056,21.95480524577609,15
sobol,SMCO_vs_SMCO_EVO,Ackley,200,2.364752892949594,21.418222373910474,21.9247104071159,10
sobol,SMCO_vs_SMCO_EVO,Ackley,500,2.4947716793902175,21.367733334983296,21.90080949475208,5
sobol,SMCO_vs_SMCO_EVO,Ackley,1000,2.5304248188619747,21.356747941768013,21.897164392188305,5
sobol,SMCO_vs_SMCO_EVO,Ackley,2000,2.2191776940456167,21.412231167680464,21.88740662555111,3
sobol,SMCO_vs_SMCO_EVO,Ackley,3000,1.6113896616711592,21.532214189963604,21.879182063349567,2
sobol,SMCO_vs_SMCO_EVO,Ackley,4000,1.0490691845267994,21.664995317854874,21.892276107563664,2
sobol,SMCO_vs_SMCO_EVO,Ackley,5000,0.8415076556964332,21.697044955860562,21.879627250224026,2
sobol,SMCO_vs_SMCO_EVO,Griewank,50,-0.004590505741755002,4400.892005055723,4400.689981855542,20
sobol,SMCO_vs_SMCO_EVO,Griewank,100,0.011330175557785954,8740.096300027286,8741.086568281999,15
sobol,SMCO_vs_SMCO_EVO,Griewank,200,-0.014948650056153761,17226.59242376168,17224.01728074365,10
sobol,SMCO_vs_SMCO_EVO,Rastrigin,50,0.1088372938711412,1711.627471922306,1713.4903609439014,20
sobol,SMCO_vs_SMCO_EVO,Rastrigin,100,-0.2137207162972484,3268.5282256722076,3261.542703735923,15
sobol,SMCO_vs_SMCO_EVO,Rastrigin,200,-0.0011718596936857353,6337.698098507451,6337.623829577927,10
sobol,SMCO_vs_SMCO_EVO,Rastrigin,500,0.0009240165817494764,14779.85184274863,14779.988411030416,5
sobol,SMCO_vs_SMCO_EVO,Rastrigin,1000,0.0010583370724345956,29109.966169755517,29110.274251319264,5
sobol,SMCO_vs_SMCO_EVO,Rastrigin,2000,0.002230718790227936,57881.35493030283,57882.646100563295,3
sobol,SMCO_vs_SMCO_EVO,Rastrigin,3000,0.007034598207493051,86021.13959544411,86027.19083698816,2
sobol,SMCO_vs_SMCO_EVO,Rastrigin,4000,-0.004255155370651995,114310.4567734591,114305.59268591848,2
sobol,SMCO_vs_SMCO_EVO,Rastrigin,5000,-0.017290666273732373,142458.32504618834,142433.69305262546,2
sobol,SMCO_vs_SMCO_EVO,Rosenbrock,50,-0.03407245672394714,28590556.089247294,28580814.58439665,20
sobol,SMCO_vs_SMCO_EVO,Rosenbrock,100,0.022430067029125172,54630111.708190724,54642365.27886496,15
sobol,SMCO_vs_SMCO_EVO,Rosenbrock,200,0.03613301243931665,103124528.56873003,103161790.56746575,10
sobol,SMCO_vs_SMCO_EVO,Rosenbrock,500,-0.029132603797618808,243714058.24041504,243643057.98942876,5
sobol,SMCO_vs_SMCO_EVO,Rosenbrock,1000,0.0003362965712984012,463389064.8849098,463390623.2464468,5
sobol,SMCO_vs_SMCO_EVO,Rosenbrock,2000,-0.014796107577889388,869247612.9724323,869118998.1604986,3
sobol,SMCO_vs_SMCO_EVO,Rosenbrock,3000,-0.03645405201349768,1239722873.845387,1239270944.6241322,2
sobol,SMCO_vs_SMCO_EVO,Rosenbrock,4000,0.005022856983784921,1601610810.9908462,1601691257.611319,2
sobol,SMCO_vs_SMCO_EVO,Rosenbrock,5000,0.005888015962069283,1953961917.8469486,1954076967.4365642,2
sobol,SMCO_vs_SMCO_EVO,Zakharov,50,-0.10799960140055695,1544460382804846.5,1542792371747627.8,20
sobol,SMCO_vs_SMCO_EVO,Zakharov,100,-0.01242210347789528,3.726719113127506e+17,3.726256176222943e+17,15
sobol,SMCO_vs_SMCO_EVO,Zakharov,200,0.02296311166512416,8.905104024024446e+19,8.907148913005378e+19,10
sobol,SMCO_vs_SMCO_EVO,Zakharov,500,-0.009546406866675104,1.2530257290868337e+23,1.252906110152591e+23,5
sobol,SMCO_R_vs_SMCO_R_EVO,Ackley,50,0.009988464364756124,22.073093951668508,22.07529871479207,20
sobol,SMCO_R_vs_SMCO_R_EVO,Ackley,100,0.027547570150824128,22.038464384055782,22.044535445492144,15
sobol,SMCO_R_vs_SMCO_R_EVO,Ackley,200,0.14756989461666978,21.953281028416217,21.985677462094753,10
sobol,SMCO_R_vs_SMCO_R_EVO,Ackley,500,0.005256945779493338,21.94761009790387,21.94876387186661,5
sobol,SMCO_R_vs_SMCO_R_EVO,Ackley,1000,0.05681988584514483,21.949291370787886,21.961762933088586,5
sobol,SMCO_R_vs_SMCO_R_EVO,Ackley,2000,0.20553125609094192,21.90054567102072,21.94555813762914,3
sobol,SMCO_R_vs_SMCO_R_EVO,Ackley,3000,1.7427713085630316,21.563667434577347,21.93947284370111,2
sobol,SMCO_R_vs_SMCO_R_EVO,Ackley,4000,1.0334726032773478,21.696596470859426,21.920824851229398,2
sobol,SMCO_R_vs_SMCO_R_EVO,Ackley,5000,0.8816123457162733,21.72570270016472,21.917239177362987,2
sobol,SMCO_R_vs_SMCO_R_EVO,Griewank,50,-0.004171900779084209,4332.107673411131,4331.926942177353,20
sobol,SMCO_R_vs_SMCO_R_EVO,Griewank,100,0.0345799736813048,8565.920689918474,8568.882783038609,15
sobol,SMCO_R_vs_SMCO_R_EVO,Griewank,200,-0.03801734355947146,16732.05754060517,16725.696456805388,10
sobol,SMCO_R_vs_SMCO_R_EVO,Rastrigin,50,0.0466826421496957,1711.4007428417149,1712.199669926243,20
sobol,SMCO_R_vs_SMCO_R_EVO,Rastrigin,100,0.020500742594939832,3268.9392456568066,3269.6094024771437,15
sobol,SMCO_R_vs_SMCO_R_EVO,Rastrigin,200,-0.00015955879568992478,6344.199934993769,6344.189812264756,10
sobol,SMCO_R_vs_SMCO_R_EVO,Rastrigin,500,-0.00011327216260679199,14794.53924205436,14794.522483959812,5
sobol,SMCO_R_vs_SMCO_R_EVO,Rastrigin,1000,-0.00014445417066648455,29138.03230207167,29137.99021096876,5
sobol,SMCO_R_vs_SMCO_R_EVO,Rastrigin,2000,0.02453681516247202,57929.575992560334,57943.79006554603,3
sobol,SMCO_R_vs_SMCO_R_EVO,Rastrigin,3000,0.028025207122288547,86068.11548491748,86092.23625254838,2
sobol,SMCO_R_vs_SMCO_R_EVO,Rastrigin,4000,0.0064687347826157945,114374.76422763668,114382.16282779281,2
sobol,SMCO_R_vs_SMCO_R_EVO,Rastrigin,5000,0.017733494319639696,142512.25069086358,142537.52309274464,2
sobol,SMCO_R_vs_SMCO_R_EVO,Rosenbrock,50,-0.1436166803946413,27764812.00991679,27724937.108590335,20
sobol,SMCO_R_vs_SMCO_R_EVO,Rosenbrock,100,-0.03252957420013432,52616803.95826252,52599687.935977176,15
sobol,SMCO_R_vs_SMCO_R_EVO,Rosenbrock,200,-0.04588019165795381,98101461.91474606,98056452.77600032,10
sobol,SMCO_R_vs_SMCO_R_EVO,Rosenbrock,500,0.03683154749551641,226905423.53129023,226988996.31012806,5
sobol,SMCO_R_vs_SMCO_R_EVO,Rosenbrock,1000,-0.01034185888546924,422712947.9742656,422669231.59769547,5
sobol,SMCO_R_vs_SMCO_R_EVO,Rosenbrock,2000,0.032712064691642354,775822748.1332974,776076535.7725593,3
sobol,SMCO_R_vs_SMCO_R_EVO,Rosenbrock,3000,-0.009772683933389127,1094303115.940483,1094196173.155689,2
sobol,SMCO_R_vs_SMCO_R_EVO,Rosenbrock,4000,0.009249396734418986,1399385030.0219135,1399514464.6951823,2
sobol,SMCO_R_vs_SMCO_R_EVO,Rosenbrock,5000,0.00929875004188535,1699574361.5793362,1699732400.7509954,2
sobol,SMCO_R_vs_SMCO_R_EVO,Zakharov,50,0.03259078245896933,1472185536847872.8,1472665333633579.2,20
sobol,SMCO_R_vs_SMCO_R_EVO,Zakharov,100,-0.05939750052325222,3.5073620183415974e+17,3.5052787329684006e+17,15
sobol,SMCO_R_vs_SMCO_R_EVO,Zakharov,200,-0.033045548865905536,8.126408086905997e+19,8.123722670750595e+19,10
sobol,SMCO_R_vs_SMCO_R_EVO,Zakharov,500,0.029253477052942727,1.0966824087560668e+23,1.0970032264928559e+23,5
sobol,SMCO_BR_vs_SMCO_BR_EVO,Ackley,50,0.012399110247210656,22.06999457051177,22.07273105347012,20
sobol,SMCO_BR_vs_SMCO_BR_EVO,Ackley,100,-0.002735241738151933,22.034128689829082,22.03352600314452,15
sobol,SMCO_BR_vs_SMCO_BR_EVO,Ackley,200,0.02166576593087529,21.972329805821822,21.97709027936711,10
sobol,SMCO_BR_vs_SMCO_BR_EVO,Ackley,500,0.07821148013483907,21.947773314504367,21.96493899287028,5
sobol,SMCO_BR_vs_SMCO_BR_EVO,Ackley,1000,-0.004648472552120188,21.941297712620617,21.940277777418867,5
sobol,SMCO_BR_vs_SMCO_BR_EVO,Ackley,2000,0.00303260753882673,21.92156924412311,21.922234039284636,3
sobol,SMCO_BR_vs_SMCO_BR_EVO,Ackley,3000,0.021286361081204002,21.90992625267647,21.91459007869124,2
sobol,SMCO_BR_vs_SMCO_BR_EVO,Ackley,4000,0.08658194525885594,21.90941466516003,21.928384262571953,2
sobol,SMCO_BR_vs_SMCO_BR_EVO,Ackley,5000,0.11031301635463354,21.912597619812423,21.936770067208492,2
sobol,SMCO_BR_vs_SMCO_BR_EVO,Griewank,50,-0.0060383908491159375,4161.670565996321,4161.419268061693,20
sobol,SMCO_BR_vs_SMCO_BR_EVO,Griewank,100,0.0638164117680849,8146.543018494601,8151.7418499321475,15
sobol,SMCO_BR_vs_SMCO_BR_EVO,Griewank,200,-0.014137677746934706,15582.821648537065,15580.618599428515,10
sobol,SMCO_BR_vs_SMCO_BR_EVO,Rastrigin,50,-0.027098754222109233,1713.6892572955312,1713.224868855566,20
sobol,SMCO_BR_vs_SMCO_BR_EVO,Rastrigin,100,0.04967659675308684,3259.31062261035,3260.9297372052747,15
sobol,SMCO_BR_vs_SMCO_BR_EVO,Rastrigin,200,0.00953275887556456,6336.63125564698,6337.235311425415,10
sobol,SMCO_BR_vs_SMCO_BR_EVO,Rastrigin,500,-0.005159493360637496,14784.424196097865,14783.661394713059,5
sobol,SMCO_BR_vs_SMCO_BR_EVO,Rastrigin,1000,0.0014130168224302287,29126.31025437183,29126.721814035478,5
sobol,SMCO_BR_vs_SMCO_BR_EVO,Rastrigin,2000,0.0005223690947254989,57911.78566871155,57912.088181982086,3
sobol,SMCO_BR_vs_SMCO_BR_EVO,Rastrigin,3000,-0.005163124184002258,86027.36301720096,86022.92131761616,2
sobol,SMCO_BR_vs_SMCO_BR_EVO,Rastrigin,4000,0.0041967844616071625,114314.06385418148,114318.86136905075,2
sobol,SMCO_BR_vs_SMCO_BR_EVO,Rastrigin,5000,0.0005744621507768696,142460.14573842997,142460.96411804718,2
sobol,SMCO_BR_vs_SMCO_BR_EVO,Rosenbrock,50,-0.19060449944917252,25826421.53841371,25777195.216914784,20
sobol,SMCO_BR_vs_SMCO_BR_EVO,Rosenbrock,100,-0.05032747332679737,47986687.78786815,47962537.3003713,15
sobol,SMCO_BR_vs_SMCO_BR_EVO,Rosenbrock,200,-0.09062164077477274,87336134.89183861,87256989.45341036,10
sobol,SMCO_BR_vs_SMCO_BR_EVO,Rosenbrock,500,-0.07403294716603315,194451615.14885086,194307656.8873442,5
sobol,SMCO_BR_vs_SMCO_BR_EVO,Rosenbrock,1000,-0.04977598473178082,348193067.76848793,348019751.24023837,5
sobol,SMCO_BR_vs_SMCO_BR_EVO,Rosenbrock,2000,0.03592444753257541,618155929.2741712,618377998.3766528,3
sobol,SMCO_BR_vs_SMCO_BR_EVO,Rosenbrock,3000,0.03672600104215827,859724697.6735848,860040440.1750121,2
sobol,SMCO_BR_vs_SMCO_BR_EVO,Rosenbrock,4000,-0.022378458751878338,1091605069.4387069,1091360785.0485091,2
sobol,SMCO_BR_vs_SMCO_BR_EVO,Rosenbrock,5000,0.01262910576545434,1318276891.8457017,1318443378.4286544,2
sobol,SMCO_BR_vs_SMCO_BR_EVO,Zakharov,50,0.020391863558822915,1302651618260598.5,1302917253201241.0,20
sobol,SMCO_BR_vs_SMCO_BR_EVO,Zakharov,100,0.017420148228216543,3.007640369869114e+17,3.008164305279717e+17,15
sobol,SMCO_BR_vs_SMCO_BR_EVO,Zakharov,200,0.0007173634260428107,6.463198018702149e+19,6.463244383320888e+19,10
sobol,SMCO_BR_vs_SMCO_BR_EVO,Zakharov,500,0.04254829217720178,7.947977905345289e+22,7.951359634206635e+22,5
