label,name,dim,maximize,repetitions,iter_max,n_starts,seed,best_opt,algo,time_avg,rMSE,AE50,AE95,AE99,fopt_mean,fopt_sd
DixonPrice_10d,DixonPrice,10,False,20,300,10,20261128,9.166645534374761e-14,SMCO,0.5879763933946378,0.6717596196618434,0.6721238322708372,0.6734616405133858,0.6736365718827693,0.6717577771455213,0.0016142304198654214
DixonPrice_10d,DixonPrice,10,False,20,300,10,20261128,9.166645534374761e-14,SMCO_R,0.5816509300464532,0.6670736611084492,0.6670669948704309,0.6673252596364888,0.6673543911444061,0.667073647310454,0.0001392032989831651
DixonPrice_10d,DixonPrice,10,False,20,300,10,20261128,9.166645534374761e-14,SMCO_BR,0.5834066476498265,0.43822938045257664,0.26010122822856263,0.6672610395197435,0.6672921150833396,0.3256950042071892,0.3008195019685705
DixonPrice_10d,DixonPrice,10,False,20,300,10,20261128,9.166645534374761e-14,SMCO_EVO,0.596474856507848,0.6710616988983219,0.6708150994473715,0.6731687569206536,0.6731690467543597,0.6710605537094362,0.0012719581298191852
DixonPrice_10d,DixonPrice,10,False,20,300,10,20261128,9.166645534374761e-14,SMCO_R_EVO,0.5865889055508887,0.6670999204274877,0.6670833562465968,0.6673065462375442,0.6673474208669553,0.6670999103428179,0.00011900945059513241
DixonPrice_10d,DixonPrice,10,False,20,300,10,20261128,9.166645534374761e-14,SMCO_BR_EVO,0.584110101807164,0.3952354297665687,0.10292234162700584,0.6673252001964204,0.6673757240880333,0.2697957358040849,0.2963307289690216
DixonPrice_10d,DixonPrice,10,False,20,300,10,20261128,9.166645534374761e-14,GD,0.5820449541992275,116.39668651787922,92.45317376139147,185.8779056452114,238.85942231280796,108.7876224320602,42.46908272243751
DixonPrice_10d,DixonPrice,10,False,20,300,10,20261128,9.166645534374761e-14,SignGD,0.1493315979867475,0.7955235814355758,0.690002534681708,1.3387015540654534,1.402051043761926,0.6686256306901213,0.4422401521969772
DixonPrice_10d,DixonPrice,10,False,20,300,10,20261128,9.166645534374761e-14,ADAM,0.6186245804070495,33914.30213139798,24366.777021177713,54280.02783364834,58560.44584503712,30366.247387153504,15494.342216364978
DixonPrice_10d,DixonPrice,10,False,20,300,10,20261128,9.166645534374761e-14,SPSA,0.03493943050852977,165254.06703410912,142494.58121752116,241551.8020460223,250005.28331488906,154210.2994440734,60940.78417165168
DixonPrice_10d,DixonPrice,10,False,20,300,10,20261128,9.166645534374761e-14,optimLBFGS,0.13100618414173368,0.4944125381694585,0.666661503095721,0.6666666726401386,0.6666666734197142,0.36666617691381914,0.3402780173029376
DixonPrice_10d,DixonPrice,10,False,20,300,10,20261128,9.166645534374761e-14,optimNM,0.1285278268129332,190.8927517429557,135.2736608581909,381.8219918848002,388.9518025927715,160.6205620371062,105.83541203646485
DixonPrice_10d,DixonPrice,10,False,20,300,10,20261128,9.166645534374761e-14,BOBYQA,5.757080852743821,0.6641746588263677,0.6667254867196762,0.7181066562703489,0.8385784792991644,0.6488627790516684,0.14547588473907797
DixonPrice_10d,DixonPrice,10,False,20,300,10,20261128,9.166645534374761e-14,GenSA,0.24425664019363466,0.6146362972732258,0.6666666666725637,0.6666666671212291,0.6666666674222225,0.5666666667849473,0.2442316990518863
DixonPrice_10d,DixonPrice,10,False,20,300,10,20261128,9.166645534374761e-14,SA,3.0659174025960967,7.743613884689854e-12,2.549684636529594e-12,1.6517917779132474e-11,2.5081218848203922e-11,4.553684991808756e-12,6.493231015968955e-12
DixonPrice_10d,DixonPrice,10,False,20,300,10,20261128,9.166645534374761e-14,DEoptim,1.5088814578950405,0.6666666914258743,0.6666666903334263,0.6666667106159022,0.6666667129068933,0.6666666914259659,9.447830578484369e-09
DixonPrice_10d,DixonPrice,10,False,20,300,10,20261128,9.166645534374761e-14,GA,0.4103649693919579,0.7445704784125518,0.7496017427185271,0.7819056451810767,0.7943338512968227,0.7440624973724853,0.028213422103536417
DixonPrice_10d,DixonPrice,10,False,20,300,10,20261128,9.166645534374761e-14,PSO,0.12063666989270132,150.07422210328872,0.6666666666696264,321.0000000000003,321.0000000000003,86.27125538185096,125.98889940553327
