strategy,dim_groups,algo,func,dim,rep,fopt,time,iterations,seed
best1bin,1,SMCO_EVO,Rastrigin,5000,0,-42667.88072554344,30794.420344376937,371,645967753
best1bin,8,SMCO_EVO,Rastrigin,5000,0,-42667.056707707015,31429.037341192365,371,645967753
rand1bin,1,SMCO_R_EVO,Rastrigin,5000,0,-42568.801672482936,32179.457412125543,371,645967753
best1bin,4,SMCO_EVO,Rastrigin,5000,0,-42671.04929747833,32205.424026677385,371,645967753
best1bin,2,SMCO_EVO,Rastrigin,5000,0,-42668.00816695806,32319.81736700982,371,645967753
best1bin,4,SMCO_BR_EVO,Rastrigin,5000,0,-42881.185050234635,32363.920300202444,221,645967753
rand1bin,8,SMCO_R_EVO,Rastrigin,5000,0,-42567.945513511644,32699.31672692299,371,645967753
rand1bin,1,SMCO_EVO,Rastrigin,5000,0,-42670.32166472444,32720.35611507669,371,645967753
rand1bin,4,SMCO_EVO,Rastrigin,5000,0,-42670.48298004258,32856.491589371115,371,645967753
rand1bin,4,SMCO_R_EVO,Rastrigin,5000,0,-42569.617981418894,32905.57602044009,371,645967753
best1bin,1,SMCO_R_EVO,Rastrigin,5000,0,-42569.661422716854,33019.61527834274,371,645967753
best1bin,2,SMCO_R_EVO,Rastrigin,5000,0,-42568.25740672413,33172.331595622,371,645967753
rand1bin,8,SMCO_BR_EVO,Rastrigin,5000,0,-42874.4196897771,33294.69870116934,221,645967753
rand1bin,2,SMCO_R_EVO,Rastrigin,5000,0,-42568.59923952194,33477.39214848541,371,645967753
best1bin,4,SMCO_R_EVO,Rastrigin,5000,0,-42569.021252791084,33708.53061418049,371,645967753
best1bin,1,SMCO_BR_EVO,Rastrigin,5000,0,-42875.76274598118,33931.7809554711,221,645967753
best1bin,2,SMCO_BR_EVO,Rastrigin,5000,0,-42872.64154114634,33991.44598169066,221,645967753
rand1bin,8,SMCO_EVO,Rastrigin,5000,0,-42668.218877570034,34133.39260345884,371,645967753
rand1bin,4,SMCO_BR_EVO,Rastrigin,5000,0,-42865.61942002812,34218.819913398474,221,645967753
rand1bin,2,SMCO_EVO,Rastrigin,5000,0,-42669.28282792418,34306.39004278183,371,645967753
rand1bin,2,SMCO_BR_EVO,Rastrigin,5000,0,-42877.98971029731,36160.53599440679,221,645967753
rand1bin,1,SMCO_BR_EVO,Rastrigin,5000,0,-42864.463512377806,36300.25804624893,221,645967753
rand1bin,1,SMCO_EVO,Rastrigin,5000,1,-42657.72967607333,19754.20920568891,371,551607445
rand1bin,2,SMCO_EVO,Rastrigin,5000,1,-42655.819775253236,20855.921748287976,371,551607445
best1bin,8,SMCO_R_EVO,Rastrigin,5000,0,-42569.28754840997,22785.01422208175,371,645967753
rand1bin,8,SMCO_EVO,Rastrigin,5000,1,-42657.940851094085,20651.738074481487,371,551607445
rand1bin,4,SMCO_R_EVO,Rastrigin,5000,1,-42554.69186459813,20925.9600185249,371,551607445
rand1bin,4,SMCO_EVO,Rastrigin,5000,1,-42658.756930070005,21137.258565908298,371,551607445
rand1bin,8,SMCO_R_EVO,Rastrigin,5000,1,-42557.243550068095,20866.35265722312,371,551607445
best1bin,1,SMCO_EVO,Rastrigin,5000,1,-42657.69815219185,20697.725614495575,371,551607445
best1bin,2,SMCO_R_EVO,Rastrigin,5000,1,-42557.91288815094,20196.635787302628,371,551607445
best1bin,1,SMCO_R_EVO,Rastrigin,5000,1,-42555.54611107217,20831.57708799839,371,551607445
best1bin,2,SMCO_EVO,Rastrigin,5000,1,-42660.19542214819,20726.50800426677,371,551607445
rand1bin,2,SMCO_R_EVO,Rastrigin,5000,1,-42557.08868941844,22301.560191662982,371,551607445
rand1bin,2,SMCO_BR_EVO,Rastrigin,5000,1,-42839.03751242883,22338.126506915316,221,551607445
best1bin,8,SMCO_BR_EVO,Rastrigin,5000,0,-42865.39332767441,23674.88376209885,221,645967753
rand1bin,4,SMCO_BR_EVO,Rastrigin,5000,1,-42834.60219628989,22846.013444213197,221,551607445
best1bin,4,SMCO_EVO,Rastrigin,5000,1,-42659.214188966034,19854.489266280085,371,551607445
rand1bin,1,SMCO_R_EVO,Rastrigin,5000,1,-42556.47414775861,23866.105751909316,371,551607445
best1bin,4,SMCO_R_EVO,Rastrigin,5000,1,-42557.584035293614,19846.25212169625,371,551607445
rand1bin,8,SMCO_BR_EVO,Rastrigin,5000,1,-42826.606727262086,22911.10395069793,221,551607445
rand1bin,1,SMCO_BR_EVO,Rastrigin,5000,1,-42832.82453996671,24570.7410566099,221,551607445
best1bin,1,SMCO_BR_EVO,Rastrigin,5000,1,-42840.53683583891,23057.533974805847,221,551607445
best1bin,2,SMCO_BR_EVO,Rastrigin,5000,1,-42827.49387951888,22918.706877378747,221,551607445
best1bin,8,SMCO_EVO,Rastrigin,5000,1,-42657.68802068129,19710.093066306785,371,551607445
best1bin,8,SMCO_R_EVO,Rastrigin,5000,1,-42555.49368913258,19877.83660473302,371,551607445
best1bin,4,SMCO_BR_EVO,Rastrigin,5000,1,-42828.78283889573,22276.782543366775,221,551607445
best1bin,8,SMCO_BR_EVO,Rastrigin,5000,1,-42825.337406015926,22263.907284926623,221,551607445
