table,function,dim,repetitions,iter_max,n_starts,smco_mean,smco_std,smco_best,smco_mean_time,evo_mean,evo_std,evo_best,evo_mean_time,mean_diff_evo_minus_smco,evo_win_reps,smco_win_reps,tie_reps
table1,Rastrigin,2,500,500,1,-0.11096922838967015,0.3087904896616173,-9.242011073240519e-05,0.02437798736896366,-0.11096922838967015,0.3087904896616173,-9.242011073240519e-05,0.02423104592983145,0.0,0,0,500
table1,Ackley,2,500,500,1,-0.1533095519228277,0.06123628546015015,-0.007224084411710852,0.0412720143647166,-0.1533095519228277,0.06123628546015015,-0.007224084411710852,0.041212116783251984,0.0,0,0,500
table1,Griewank,2,500,500,1,-0.017092594020580526,0.008811173260647663,-0.0002678165098727314,0.0297004432331305,-0.017092594020580526,0.008811173260647663,-0.0002678165098727314,0.029665394196636042,0.0,0,0,500
table1,Michalewicz,2,500,500,1,1.8012552955819479,3.863924750828853e-05,1.8013033740642241,0.031590122234425505,1.8012552955819479,3.863924750828853e-05,1.8013033740642241,0.03188924269494601,0.0,0,0,500
