label,name,dim,maximize,n_replications,best_opt,algo,time_avg,rMSE,AE50,AE95,AE99,fopt_mean,fopt_sd
table3_EmpiricalWelfare_d20,EmpiricalWelfare,20,True,25,2652.9475224981034,SMCO,6.726873090642039,363.92365335877355,361.8345440745952,558.5344248075463,609.3160750298164,2317.9596118399663,145.14190321778185
table3_EmpiricalWelfare_d20,EmpiricalWelfare,20,True,25,2652.9475224981034,SMCO_R,6.732905892003328,315.0195194378336,316.1264230727529,485.90007589721256,516.980166973869,2368.4728266290804,138.11018034024553
table3_EmpiricalWelfare_d20,EmpiricalWelfare,20,True,25,2652.9475224981034,SMCO_BR,6.689963232560549,382.61519354928,378.6027322996856,515.7848639271381,577.641194838989,2287.8245972026466,116.7245500385832
table3_EmpiricalWelfare_d20,EmpiricalWelfare,20,True,25,2652.9475224981034,GD,0.023135456435848026,1892.8332098446213,1900.2191260977986,2053.7708879973975,2128.4746416567277,764.5246969532702,131.801587986612
table3_EmpiricalWelfare_d20,EmpiricalWelfare,20,True,25,2652.9475224981034,SignGD,0.023293766076676548,1892.8332098446213,1900.2191260977986,2053.7708879973975,2128.4746416567277,764.5246969532702,131.801587986612
table3_EmpiricalWelfare_d20,EmpiricalWelfare,20,True,25,2652.9475224981034,ADAM,0.02329213179880753,1892.8332098446213,1900.2191260977986,2053.7708879973975,2128.4746416567277,764.5246969532702,131.801587986612
table3_EmpiricalWelfare_d20,EmpiricalWelfare,20,True,25,2652.9475224981034,SPSA,0.005454490527044982,1832.713983378595,1843.1662691098336,1998.119960967147,2087.075012468827,824.3320763309131,125.02539287999532
table3_EmpiricalWelfare_d20,EmpiricalWelfare,20,True,25,2652.9475224981034,optimLBFGS,0.016909534155856817,1892.8332098446213,1900.2191260977986,2053.7708879973975,2128.4746416567277,764.5246969532702,131.801587986612
table3_EmpiricalWelfare_d20,EmpiricalWelfare,20,True,25,2652.9475224981034,BOBYQA,0.6514083864376881,1843.4785236146422,1836.8232679171633,2035.531453973761,2050.50265423398,814.0355610972579,132.3500143453121
table3_EmpiricalWelfare_d20,EmpiricalWelfare,20,True,25,2652.9475224981034,SMCO_EVO,6.67973990540253,345.92718770728874,316.37363113954234,518.720069391738,523.6946373197443,2325.5978922259583,114.14463940071893
table3_EmpiricalWelfare_d20,EmpiricalWelfare,20,True,25,2652.9475224981034,SMCO_R_EVO,6.586438195570372,303.37965192553366,293.9648704326132,467.4282012360397,490.54974086522765,2375.894728396401,126.16524582078304
table3_EmpiricalWelfare_d20,EmpiricalWelfare,20,True,25,2652.9475224981034,SMCO_BR_EVO,6.62790038820589,386.91769197861487,373.5814810799084,515.3669196573776,580.0264209042607,2287.528760706929,129.8012458894028
table3_EmpiricalWelfare_d20,EmpiricalWelfare,20,True,25,2652.9475224981034,GenSA,2.3521753651695327,917.4067287155009,948.7165781199176,1196.4100834869346,1205.9832484007372,1759.0812490512858,210.7481491782505
table3_EmpiricalWelfare_d20,EmpiricalWelfare,20,True,25,2652.9475224981034,SA,1.2259290548390709,1853.2236235277364,1840.511221945137,2230.1199175973106,2362.085464599371,821.8834544074605,291.62293246270093
table3_EmpiricalWelfare_d20,EmpiricalWelfare,20,True,25,2652.9475224981034,DEoptim,18.719448836159426,426.4033386419493,395.71457226498933,634.290686327659,651.5593602949149,2257.9498406158527,163.92528313434798
table3_EmpiricalWelfare_d20,EmpiricalWelfare,20,True,25,2652.9475224981034,GA,2.2346056963992305,459.222596512085,454.03973761249017,585.4893093353569,595.5980310094324,2205.0137460696096,103.28321238332082
table3_EmpiricalWelfare_d20,EmpiricalWelfare,20,True,25,2652.9475224981034,PSO,1.560586931728758,811.075711790692,769.8758538436514,1028.9929415591455,1173.2641092919866,1865.2746524991876,197.41891828368713
