strategy,dim_groups,algo,func,dim,rep,fopt,time,iterations,seed
rand1bin,4,SMCO_EVO,Ackley,5000,0,-3.602569885352882,46497.1962081939,371,645967753
best1bin,2,SMCO_BR_EVO,Ackley,5000,0,-11.724454979811465,46600.473860643804,221,645967753
rand1bin,1,SMCO_R_EVO,Ackley,5000,0,-3.278982644809791,46620.38665484544,371,645967753
best1bin,1,SMCO_EVO,Ackley,5000,0,-3.4774279360993785,46624.52804539353,371,645967753
rand1bin,2,SMCO_EVO,Ackley,5000,0,-3.60319535388236,46680.77183993999,371,645967753
rand1bin,1,SMCO_EVO,Ackley,5000,0,-3.6037101222856234,46738.04283050913,371,645967753
best1bin,1,SMCO_R_EVO,Ackley,5000,0,-3.2746430091717653,46746.77508965973,371,645967753
best1bin,2,SMCO_EVO,Ackley,5000,0,-3.6019267667108292,47671.390728671104,371,645967753
rand1bin,8,SMCO_BR_EVO,Ackley,5000,0,-11.709049656584288,48227.836122566834,221,645967753
best1bin,4,SMCO_EVO,Ackley,5000,0,-3.600970140746956,48475.448126751,371,645967753
rand1bin,8,SMCO_R_EVO,Ackley,5000,0,-3.2972146451873496,48519.717375208624,371,645967753
rand1bin,2,SMCO_R_EVO,Ackley,5000,0,-3.28888654279907,49419.02658560034,371,645967753
rand1bin,4,SMCO_BR_EVO,Ackley,5000,0,-11.70310486882208,49450.571504443884,221,645967753
best1bin,1,SMCO_BR_EVO,Ackley,5000,0,-11.704221227968649,49546.49217012618,221,645967753
rand1bin,8,SMCO_EVO,Ackley,5000,0,-3.603091407286865,49566.04215615336,371,645967753
rand1bin,2,SMCO_BR_EVO,Ackley,5000,0,-11.6918891440514,49603.92877170909,221,645967753
rand1bin,1,SMCO_BR_EVO,Ackley,5000,0,-11.728689392481208,49707.57677661441,221,645967753
rand1bin,4,SMCO_R_EVO,Ackley,5000,0,-3.2909669323755684,50149.34711099416,371,645967753
best1bin,4,SMCO_R_EVO,Ackley,5000,0,-3.294662170559239,50197.852167128585,371,645967753
best1bin,2,SMCO_R_EVO,Ackley,5000,0,-3.28583552587854,50743.70373618975,371,645967753
best1bin,4,SMCO_BR_EVO,Ackley,5000,0,-11.712163325889367,31486.319179782644,221,645967753
rand1bin,1,SMCO_R_EVO,Ackley,5000,1,-3.2825663813743557,31367.4867546428,371,551607445
rand1bin,1,SMCO_BR_EVO,Ackley,5000,1,-11.669221169913877,32068.916110580787,221,551607445
best1bin,8,SMCO_EVO,Ackley,5000,0,-3.6031009021068567,33139.94070771895,371,645967753
best1bin,8,SMCO_BR_EVO,Ackley,5000,0,-11.722893165185466,33306.32390033733,221,645967753
best1bin,8,SMCO_R_EVO,Ackley,5000,0,-3.302676478432368,33487.44223697763,371,645967753
rand1bin,1,SMCO_EVO,Ackley,5000,1,-3.599811537054855,34611.022477890365,371,551607445
rand1bin,4,SMCO_EVO,Ackley,5000,1,-3.5983893047571702,32861.941490239464,371,551607445
best1bin,1,SMCO_R_EVO,Ackley,5000,1,-3.2828806733049594,31558.366126186214,371,551607445
rand1bin,2,SMCO_BR_EVO,Ackley,5000,1,-11.666303400128891,33795.67355091404,221,551607445
best1bin,1,SMCO_EVO,Ackley,5000,1,-3.597946190292348,32665.50356230978,371,551607445
rand1bin,2,SMCO_R_EVO,Ackley,5000,1,-3.2866856185679123,34175.14690902922,371,551607445
rand1bin,2,SMCO_EVO,Ackley,5000,1,-3.5987669838434937,34959.57240815088,371,551607445
rand1bin,4,SMCO_BR_EVO,Ackley,5000,1,-11.665521875214825,33225.67498954665,221,551607445
rand1bin,8,SMCO_BR_EVO,Ackley,5000,1,-11.651804768039948,33142.173135370016,221,551607445
rand1bin,4,SMCO_R_EVO,Ackley,5000,1,-3.285876789135035,33454.12097014021,371,551607445
rand1bin,8,SMCO_R_EVO,Ackley,5000,1,-3.2974919087840964,33643.84782282915,371,551607445
best1bin,1,SMCO_BR_EVO,Ackley,5000,1,-11.678285751407582,33033.03108722065,221,551607445
rand1bin,8,SMCO_EVO,Ackley,5000,1,-3.598508147915521,34257.658644554205,371,551607445
best1bin,2,SMCO_EVO,Ackley,5000,1,-3.5992591436168735,33942.61179927364,371,551607445
best1bin,2,SMCO_R_EVO,Ackley,5000,1,-3.27399410331552,28508.288276228122,371,551607445
best1bin,2,SMCO_BR_EVO,Ackley,5000,1,-11.691079625967573,28580.237005818635,221,551607445
best1bin,4,SMCO_EVO,Ackley,5000,1,-3.597531999871333,29004.592932092957,371,551607445
best1bin,4,SMCO_BR_EVO,Ackley,5000,1,-11.673584745563357,28337.118137679063,221,551607445
best1bin,4,SMCO_R_EVO,Ackley,5000,1,-3.2821652120029374,28694.222805910744,371,551607445
best1bin,8,SMCO_EVO,Ackley,5000,1,-3.59850592916801,28983.08585723117,371,551607445
best1bin,8,SMCO_R_EVO,Ackley,5000,1,-3.294675895694852,28220.875646329485,371,551607445
best1bin,8,SMCO_BR_EVO,Ackley,5000,1,-11.687368276843223,28366.244823395275,221,551607445
