label,name,dim,maximize,n_replications,best_opt,algo,time_avg,rMSE,AE50,AE95,AE99,fopt_mean,fopt_sd
table1_Rastrigin_d2_max,Rastrigin,2,True,500,-7.105427357601002e-15,SMCO,0.022457999687991104,0.33093298346872946,0.00877095092431368,0.9970609568390068,1.001028213019636,-0.10937980760818242,0.31264707518599566
table1_Rastrigin_d2_max,Rastrigin,2,True,500,-7.105427357601002e-15,SMCO_R,0.022412981580477206,0.3300612159584101,0.001081024510487083,0.9951287339041273,0.995673243724609,-0.10243995654501702,0.3140760243653804
table1_Rastrigin_d2_max,Rastrigin,2,True,500,-7.105427357601002e-15,SMCO_BR,0.04406679774681106,0.33006121525036536,0.001081024510487083,0.9951287339041273,0.995673243724609,-0.10243954539771283,0.31407615798925903
table1_Rastrigin_d2_max,Rastrigin,2,True,500,-7.105427357601002e-15,GD,0.0015318109734216705,61.45336760023623,60.37341482521684,71.9382513556707,77.23516937779483,-60.96911886270534,7.707252298391093
table1_Rastrigin_d2_max,Rastrigin,2,True,500,-7.105427357601002e-15,SignGD,0.0023987808122765274,32.712817584379934,29.31024551386021,54.12206708454846,63.517729729131155,-29.637687435029694,13.86074161539193
table1_Rastrigin_d2_max,Rastrigin,2,True,500,-7.105427357601002e-15,ADAM,0.010030696521745994,38.7538063846861,35.36113188425159,61.886374971368255,69.19598395071341,-35.74900993068549,14.977130136703485
table1_Rastrigin_d2_max,Rastrigin,2,True,500,-7.105427357601002e-15,SPSA,0.007577030626009219,60.36289920788368,59.81759342808088,72.9711321114256,80.27467171800001,-59.75074546723295,8.583435653997645
table1_Rastrigin_d2_max,Rastrigin,2,True,500,-7.105427357601002e-15,optimLBFGS,0.0023509207100141792,17.612967513980674,9.94956030186632,31.838487585374224,49.74744586910333,-13.829414644809535,10.917981492483246
table1_Rastrigin_d2_max,Rastrigin,2,True,500,-7.105427357601002e-15,BOBYQA,0.03148277975898236,20.785873535118903,16.914203178814596,33.8283246482813,49.74744611968659,-17.59076313503848,11.084372674179091
table1_Rastrigin_d2_max,Rastrigin,2,True,500,-7.105427357601002e-15,SMCO_EVO,0.02593035733315628,2.6170595427538097,0.0001834482546740901,8.040954413403238,8.087872064715611,79.87527742092011,2.484004147191056
table1_Rastrigin_d2_max,Rastrigin,2,True,500,-7.105427357601002e-15,SMCO_R_EVO,0.025973992153652942,2.7665121214230117,0.0003513671498325266,8.040860544843941,8.040886141391375,79.81767090212276,2.6224384903297095
table1_Rastrigin_d2_max,Rastrigin,2,True,500,-7.105427357601002e-15,SMCO_BR_EVO,0.02636370749573689,2.812902018473442,0.0006370084650413332,8.040891849598541,11.428576460716803,79.79865182037042,2.6650118353761747
