label,name,dim,maximize,n_replications,best_opt,algo,time_avg,rMSE,AE50,AE95,AE99,fopt_mean,fopt_sd
table1_Ackley_d2_max,Ackley,2,True,500,-5.740836894752022e-07,SMCO,0.03771891559986398,0.17049413215997605,0.16234540163653932,0.25795064235694604,0.2765337514803836,-0.15861360310262948,0.06259386639792719
table1_Ackley_d2_max,Ackley,2,True,500,-5.740836894752022e-07,SMCO_R,0.037565615397295915,0.047653421445685164,0.04533478520168366,0.07258413804215261,0.08289022529402448,-0.0441324340637934,0.017996534685821745
table1_Ackley_d2_max,Ackley,2,True,500,-5.740836894752022e-07,SMCO_BR,0.07393631655932405,0.047653421445685164,0.04533478520168366,0.07258413804215261,0.08289022529402448,-0.0441324340637934,0.017996534685821745
table1_Ackley_d2_max,Ackley,2,True,500,-5.740836894752022e-07,GD,0.001961524149402976,20.169295723024604,20.681770268536575,21.928243701588393,22.130712422988676,-20.046304876186124,2.2262268442933753
table1_Ackley_d2_max,Ackley,2,True,500,-5.740836894752022e-07,SignGD,0.003941821601591073,19.965700116384795,20.412229449912758,21.69588801792345,21.93724025033915,-19.845471851374057,2.1899869875554434
table1_Ackley_d2_max,Ackley,2,True,500,-5.740836894752022e-07,ADAM,0.0161316706254147,20.360017037560393,20.860139399171786,21.98240628021082,22.159005152411297,-20.24529673368886,2.1604657841387636
table1_Ackley_d2_max,Ackley,2,True,500,-5.740836894752022e-07,SPSA,0.001894305620342493,20.285520601204198,20.77484313942598,21.979366597618323,22.16160410097826,-20.167475665299833,2.1874332528164726
table1_Ackley_d2_max,Ackley,2,True,500,-5.740836894752022e-07,optimLBFGS,0.0027977349200518802,18.413293728397424,19.466918702918427,20.779573700648925,20.936525296960344,-18.041125210681496,3.6870579827444656
table1_Ackley_d2_max,Ackley,2,True,500,-5.740836894752022e-07,BOBYQA,0.03309004314430058,18.802382450186734,19.536882367863697,19.927391348428067,20.844288040082027,-18.678294242557616,2.158761668461654
table1_Ackley_d2_max,Ackley,2,True,500,-5.740836894752022e-07,SMCO_EVO,0.04534092167194467,0.19154049577432267,0.16368868520405044,0.31099270378209826,0.4074201648269013,22.14600260854868,0.08014224094631377
table1_Ackley_d2_max,Ackley,2,True,500,-5.740836894752022e-07,SMCO_R_EVO,0.045326053095515816,0.12514033846443123,0.1005024922542681,0.22513497037208552,0.255317777625488,22.212703077298997,0.06445227413788429
table1_Ackley_d2_max,Ackley,2,True,500,-5.740836894752022e-07,SMCO_BR_EVO,0.046175957645638845,0.11927128492873713,0.08942457660725367,0.225093977519837,0.2690379685867606,22.21859982970049,0.06284862970229851
