strategy,start_fraction,n_starts,algo,func,dim,rep,fopt,time,iterations,seed
rand1bin,1/2,35,SMCO_EVO,Rastrigin,5000,1,-42443.31302584982,16554.14030330628,335,551607445
rand1bin,1/2,35,SMCO_EVO,Rastrigin,5000,0,-42562.04399693344,16730.16976361908,335,645967753
rand1bin,1/2,35,SMCO_R_EVO,Rastrigin,5000,1,-42322.65145750268,16745.170051028952,335,551607445
rand1bin,1/2,35,SMCO_R_EVO,Rastrigin,5000,0,-42440.74891899057,16793.197600658983,335,645967753
rand1bin,1/2,35,SMCO_BR_EVO,Rastrigin,5000,0,-42626.63539883413,17525.758281044662,185,645967753
rand1bin,1/2,35,SMCO_BR_EVO,Rastrigin,5000,1,-42501.4575474017,18176.014818286523,185,551607445
rand1bin,2/3,47,SMCO_EVO,Rastrigin,5000,0,-42784.295670511325,21636.544367758557,347,645967753
rand1bin,2/3,47,SMCO_EVO,Rastrigin,5000,1,-42602.04334930647,22514.409051463008,347,551607445
rand1bin,2/3,47,SMCO_R_EVO,Rastrigin,5000,0,-42668.0415592833,22707.82271844335,347,645967753
rand1bin,3/4,53,SMCO_R_EVO,Rastrigin,5000,0,-42686.85448813475,24312.69210077077,353,645967753
rand1bin,2/3,47,SMCO_BR_EVO,Rastrigin,5000,0,-42833.07900379479,24787.356536837295,197,645967753
rand1bin,3/4,53,SMCO_EVO,Rastrigin,5000,0,-42797.80057668094,25228.073558513075,353,645967753
rand1bin,4/5,56,SMCO_R_EVO,Rastrigin,5000,0,-42691.875141950906,26234.93563864939,356,645967753
rand1bin,4/5,56,SMCO_EVO,Rastrigin,5000,0,-42803.36602774105,26578.120381383225,356,645967753
rand1bin,3/4,53,SMCO_BR_EVO,Rastrigin,5000,0,-42874.979054214535,27854.920655699447,203,645967753
rand1bin,4/5,56,SMCO_BR_EVO,Rastrigin,5000,0,-42897.27118510193,28800.98214730434,206,645967753
rand1bin,full,71,SMCO_EVO,Rastrigin,5000,1,-42657.72967607333,31650.23305293359,371,551607445
rand1bin,full,71,SMCO_EVO,Rastrigin,5000,0,-42670.32166472444,32328.97295006551,371,645967753
rand1bin,full,71,SMCO_R_EVO,Rastrigin,5000,1,-42556.47414775861,33620.00623955391,371,551607445
rand1bin,full,71,SMCO_BR_EVO,Rastrigin,5000,1,-42832.82453996671,34224.272889621556,221,551607445
rand1bin,full,71,SMCO_R_EVO,Rastrigin,5000,0,-42568.801672482936,34393.1079291068,371,645967753
rand1bin,2/3,47,SMCO_R_EVO,Rastrigin,5000,1,-42488.663636772806,18610.141146583483,347,551607445
rand1bin,full,71,SMCO_BR_EVO,Rastrigin,5000,0,-42864.463512377806,35469.75425186567,221,645967753
rand1bin,2/3,47,SMCO_BR_EVO,Rastrigin,5000,1,-42639.016265319944,20482.20093790628,197,551607445
rand1bin,3/4,53,SMCO_EVO,Rastrigin,5000,1,-42620.17838096386,20484.963705532253,353,551607445
rand1bin,3/4,53,SMCO_R_EVO,Rastrigin,5000,1,-42508.95834550026,20563.443193424493,353,551607445
rand1bin,3/4,53,SMCO_BR_EVO,Rastrigin,5000,1,-42670.793913969304,23505.37062122859,203,551607445
rand1bin,4/5,56,SMCO_EVO,Rastrigin,5000,1,-42623.43799702667,22896.469783376902,356,551607445
rand1bin,4/5,56,SMCO_R_EVO,Rastrigin,5000,1,-42512.82810131405,20227.380051333457,356,551607445
rand1bin,4/5,56,SMCO_BR_EVO,Rastrigin,5000,1,-42679.578459322765,22701.182165751234,206,551607445
