experiment,pair,algo,func,dim,rep,fopt,time
B,SMCO_R_vs_SMCO_R_EVO,SMCO_R,Rosenbrock,100,10,53360983.27052977,5.812371653039008
B,SMCO_R_vs_SMCO_R_EVO,SMCO_R_EVO,Rosenbrock,100,10,53525761.77670691,5.85397544701118
B,SMCO_vs_SMCO_EVO,SMCO,Rosenbrock,100,10,55260958.80738818,5.825287395040505
B,SMCO_vs_SMCO_EVO,SMCO_EVO,Rosenbrock,100,10,55274513.082820125,5.881722993100993
B,SMCO_BR_vs_SMCO_BR_EVO,SMCO_BR,Rosenbrock,100,10,48981280.94092869,5.844781948020682
B,SMCO_BR_vs_SMCO_BR_EVO,SMCO_BR_EVO,Rosenbrock,100,10,48942092.38205168,5.891423965920694
B,SMCO_R_vs_SMCO_R_EVO,SMCO_R,Rosenbrock,100,11,53289620.92919253,6.027315507992171
B,SMCO_R_vs_SMCO_R_EVO,SMCO_R_EVO,Rosenbrock,100,11,53260017.67679256,6.112124328035861
B,SMCO_vs_SMCO_EVO,SMCO,Rosenbrock,100,11,55063876.26623419,5.944962670910172
B,SMCO_vs_SMCO_EVO,SMCO_EVO,Rosenbrock,100,11,55097105.6227623,5.839069450972602
B,SMCO_BR_vs_SMCO_BR_EVO,SMCO_BR,Rosenbrock,100,11,48946490.21213174,5.855468273977749
B,SMCO_BR_vs_SMCO_BR_EVO,SMCO_BR_EVO,Rosenbrock,100,11,48869398.73757078,6.071482985978946
B,SMCO_R_vs_SMCO_R_EVO,SMCO_R,Rosenbrock,100,12,52970781.14052316,6.195659050019458
B,SMCO_R_vs_SMCO_R_EVO,SMCO_R_EVO,Rosenbrock,100,12,53088898.06692875,5.7946313170250505
B,SMCO_vs_SMCO_EVO,SMCO,Rosenbrock,100,12,54992494.90772566,5.868608781020157
B,SMCO_vs_SMCO_EVO,SMCO_EVO,Rosenbrock,100,12,54947740.550781175,5.806612900923938
B,SMCO_BR_vs_SMCO_BR_EVO,SMCO_BR,Rosenbrock,100,12,48377320.35223988,5.810860428959131
B,SMCO_BR_vs_SMCO_BR_EVO,SMCO_BR_EVO,Rosenbrock,100,12,48374322.2445133,5.822981926030479
B,SMCO_R_vs_SMCO_R_EVO,SMCO_R,Rosenbrock,100,13,50786631.302468985,5.832615773077123
B,SMCO_R_vs_SMCO_R_EVO,SMCO_R_EVO,Rosenbrock,100,13,50885050.14513909,5.644966628984548
B,SMCO_vs_SMCO_EVO,SMCO,Rosenbrock,100,13,52512579.12134607,5.754250625963323
B,SMCO_vs_SMCO_EVO,SMCO_EVO,Rosenbrock,100,13,52476028.90431323,5.687627156963572
B,SMCO_BR_vs_SMCO_BR_EVO,SMCO_BR,Rosenbrock,100,13,46647108.82662751,5.761386823025532
B,SMCO_BR_vs_SMCO_BR_EVO,SMCO_BR_EVO,Rosenbrock,100,13,46572476.489916995,5.932397542055696
B,SMCO_R_vs_SMCO_R_EVO,SMCO_R,Rosenbrock,100,14,50450415.3122396,5.854031229973771
B,SMCO_R_vs_SMCO_R_EVO,SMCO_R_EVO,Rosenbrock,100,14,50536350.40224867,5.907873188029043
B,SMCO_vs_SMCO_EVO,SMCO,Rosenbrock,100,14,52249071.869636804,5.650149511988275
B,SMCO_vs_SMCO_EVO,SMCO_EVO,Rosenbrock,100,14,52269742.65845534,5.7144142859615386
B,SMCO_BR_vs_SMCO_BR_EVO,SMCO_BR,Rosenbrock,100,14,46380006.99216182,5.728107130038552
B,SMCO_BR_vs_SMCO_BR_EVO,SMCO_BR_EVO,Rosenbrock,100,14,46411846.709666505,5.801321403007023
B,SMCO_R_vs_SMCO_R_EVO,SMCO_R,Griewank,100,0,8574.22891619308,6.9474328379146755
B,SMCO_R_vs_SMCO_R_EVO,SMCO_R_EVO,Griewank,100,0,8568.083742656116,6.982573734014295
B,SMCO_vs_SMCO_EVO,SMCO,Griewank,100,0,8747.276234124809,6.993773808935657
B,SMCO_vs_SMCO_EVO,SMCO_EVO,Griewank,100,0,8750.217741160408,7.066098770010285
B,SMCO_BR_vs_SMCO_BR_EVO,SMCO_BR,Griewank,100,0,8160.3604790854715,7.020579888951033
B,SMCO_BR_vs_SMCO_BR_EVO,SMCO_BR_EVO,Griewank,100,0,8158.005469751367,7.116383656975813
B,SMCO_R_vs_SMCO_R_EVO,SMCO_R,Griewank,100,1,8561.791333878698,7.022131566074677
B,SMCO_R_vs_SMCO_R_EVO,SMCO_R_EVO,Griewank,100,1,8574.277230353922,6.99336196295917
B,SMCO_vs_SMCO_EVO,SMCO,Griewank,100,1,8742.439652527564,6.987163329031318
B,SMCO_vs_SMCO_EVO,SMCO_EVO,Griewank,100,1,8741.65507420135,6.88164523395244
B,SMCO_BR_vs_SMCO_BR_EVO,SMCO_BR,Griewank,100,1,8144.551584339253,7.106766495970078
B,SMCO_BR_vs_SMCO_BR_EVO,SMCO_BR_EVO,Griewank,100,1,8156.1395375888405,7.062413462903351
B,SMCO_R_vs_SMCO_R_EVO,SMCO_R,Griewank,100,2,8553.913920917192,7.220912799006328
B,SMCO_R_vs_SMCO_R_EVO,SMCO_R_EVO,Griewank,100,2,8551.80735077004,9.04524925595615
B,SMCO_vs_SMCO_EVO,SMCO,Griewank,100,2,8734.49090679341,13.014462947030552
B,SMCO_vs_SMCO_EVO,SMCO_EVO,Griewank,100,2,8731.12996292516,12.35427878506016
B,SMCO_BR_vs_SMCO_BR_EVO,SMCO_BR,Griewank,100,2,8123.003792516263,12.408834211993963
B,SMCO_BR_vs_SMCO_BR_EVO,SMCO_BR_EVO,Griewank,100,2,8125.800255594253,12.660834538983181
B,SMCO_R_vs_SMCO_R_EVO,SMCO_R,Griewank,100,3,8541.26266512133,12.568918801029213
B,SMCO_R_vs_SMCO_R_EVO,SMCO_R_EVO,Griewank,100,3,8546.57932853797,12.276026185951196
B,SMCO_vs_SMCO_EVO,SMCO,Griewank,100,3,8725.051610091044,12.609288485953584
B,SMCO_vs_SMCO_EVO,SMCO_EVO,Griewank,100,3,8727.130834242887,12.523886966984719
B,SMCO_BR_vs_SMCO_BR_EVO,SMCO_BR,Griewank,100,3,8101.025514412069,12.630100233014673
B,SMCO_BR_vs_SMCO_BR_EVO,SMCO_BR_EVO,Griewank,100,3,8095.567214374756,13.847996489959769
B,SMCO_R_vs_SMCO_R_EVO,SMCO_R,Griewank,100,4,8567.333656895558,15.342506843036972
B,SMCO_R_vs_SMCO_R_EVO,SMCO_R_EVO,Griewank,100,4,8562.753454206864,14.076684362022206
B,SMCO_vs_SMCO_EVO,SMCO,Griewank,100,4,8737.963930053871,12.346248475951143
B,SMCO_vs_SMCO_EVO,SMCO_EVO,Griewank,100,4,8740.156726590369,12.203942061052658
B,SMCO_BR_vs_SMCO_BR_EVO,SMCO_BR,Griewank,100,4,8140.116160201741,17.401313687907532
B,SMCO_BR_vs_SMCO_BR_EVO,SMCO_BR_EVO,Griewank,100,4,8130.296700243388,10.462714964989573
B,SMCO_R_vs_SMCO_R_EVO,SMCO_R,Griewank,100,5,8586.010406587839,12.258096811943687
B,SMCO_R_vs_SMCO_R_EVO,SMCO_R_EVO,Griewank,100,5,8565.016995959757,14.60164396604523
B,SMCO_vs_SMCO_EVO,SMCO,Griewank,100,5,8749.938064324626,14.30101872398518
B,SMCO_vs_SMCO_EVO,SMCO_EVO,Griewank,100,5,8738.901059255564,12.053639225079678
B,SMCO_BR_vs_SMCO_BR_EVO,SMCO_BR,Griewank,100,5,8167.396811266299,15.130034469999373
B,SMCO_BR_vs_SMCO_BR_EVO,SMCO_BR_EVO,Griewank,100,5,8161.045987210052,16.01192005793564
B,SMCO_R_vs_SMCO_R_EVO,SMCO_R,Griewank,100,6,8560.19243478132,12.389382050023414
B,SMCO_R_vs_SMCO_R_EVO,SMCO_R_EVO,Griewank,100,6,8550.663432096331,13.748748226906173
B,SMCO_vs_SMCO_EVO,SMCO,Griewank,100,6,8736.167033807267,13.153365364065394
B,SMCO_vs_SMCO_EVO,SMCO_EVO,Griewank,100,6,8729.93709943941,14.852153992047533
B,SMCO_BR_vs_SMCO_BR_EVO,SMCO_BR,Griewank,100,6,8121.0884512209395,13.562752610072494
B,SMCO_BR_vs_SMCO_BR_EVO,SMCO_BR_EVO,Griewank,100,6,8117.232039252198,12.324930398026481
B,SMCO_R_vs_SMCO_R_EVO,SMCO_R,Griewank,100,7,8555.566012475947,14.621435960987583
B,SMCO_R_vs_SMCO_R_EVO,SMCO_R_EVO,Griewank,100,7,8562.842309051797,18.57965966395568
B,SMCO_vs_SMCO_EVO,SMCO,Griewank,100,7,8737.201178106105,12.115382901043631
B,SMCO_vs_SMCO_EVO,SMCO_EVO,Griewank,100,7,8741.246888375641,17.01373512891587
B,SMCO_BR_vs_SMCO_BR_EVO,SMCO_BR,Griewank,100,7,8132.384110090908,13.026381475967355
B,SMCO_BR_vs_SMCO_BR_EVO,SMCO_BR_EVO,Griewank,100,7,8131.369203647221,15.199810080928728
B,SMCO_R_vs_SMCO_R_EVO,SMCO_R,Griewank,100,8,8576.62788966199,13.785223520942964
B,SMCO_R_vs_SMCO_R_EVO,SMCO_R_EVO,Griewank,100,8,8581.960565831114,13.279656402999535
B,SMCO_vs_SMCO_EVO,SMCO,Griewank,100,8,8749.229331913702,14.382926395977847
B,SMCO_vs_SMCO_EVO,SMCO_EVO,Griewank,100,8,8742.837042462812,12.645979975932278
B,SMCO_BR_vs_SMCO_BR_EVO,SMCO_BR,Griewank,100,8,8167.681856289572,14.544633529963903
B,SMCO_BR_vs_SMCO_BR_EVO,SMCO_BR_EVO,Griewank,100,8,8162.093386205353,14.051875603036024
B,SMCO_R_vs_SMCO_R_EVO,SMCO_R,Griewank,100,9,8575.40709179105,11.850312551949173
B,SMCO_R_vs_SMCO_R_EVO,SMCO_R_EVO,Griewank,100,9,8582.51013401291,12.052694804035127
B,SMCO_vs_SMCO_EVO,SMCO,Griewank,100,9,8748.901051306759,12.104751397040673
B,SMCO_vs_SMCO_EVO,SMCO_EVO,Griewank,100,9,8755.244134185614,12.07622677704785
B,SMCO_BR_vs_SMCO_BR_EVO,SMCO_BR,Griewank,100,9,8157.180288837147,12.163518155924976
B,SMCO_BR_vs_SMCO_BR_EVO,SMCO_BR_EVO,Griewank,100,9,8176.718160907857,12.455777036957443
B,SMCO_R_vs_SMCO_R_EVO,SMCO_R,Griewank,100,10,8565.259774997443,12.131401774007827
B,SMCO_R_vs_SMCO_R_EVO,SMCO_R_EVO,Griewank,100,10,8579.995853603246,14.130854848073795
B,SMCO_vs_SMCO_EVO,SMCO,Griewank,100,10,8741.545150328939,11.928730797022581
B,SMCO_vs_SMCO_EVO,SMCO_EVO,Griewank,100,10,8733.114868891087,12.099361676955596
B,SMCO_BR_vs_SMCO_BR_EVO,SMCO_BR,Griewank,100,10,8134.873427006994,13.673481873003766
B,SMCO_BR_vs_SMCO_BR_EVO,SMCO_BR_EVO,Griewank,100,10,8149.277130024571,13.167719980934635
B,SMCO_R_vs_SMCO_R_EVO,SMCO_R,Griewank,100,11,8590.403082624503,12.369449071004055
B,SMCO_R_vs_SMCO_R_EVO,SMCO_R_EVO,Griewank,100,11,8583.70505565565,12.14014049898833
B,SMCO_vs_SMCO_EVO,SMCO,Griewank,100,11,8750.42413249485,12.099249572027475
B,SMCO_vs_SMCO_EVO,SMCO_EVO,Griewank,100,11,8746.401702583986,13.448776361066848
B,SMCO_BR_vs_SMCO_BR_EVO,SMCO_BR,Griewank,100,11,8191.784137720119,12.583078764961101
B,SMCO_BR_vs_SMCO_BR_EVO,SMCO_BR_EVO,Griewank,100,11,8190.497510946735,12.290901903994381
B,SMCO_R_vs_SMCO_R_EVO,SMCO_R,Griewank,100,12,8572.324025212252,12.233851003926247
B,SMCO_R_vs_SMCO_R_EVO,SMCO_R_EVO,Griewank,100,12,8557.887157244528,12.027013667975552
B,SMCO_vs_SMCO_EVO,SMCO,Griewank,100,12,8751.694994474123,12.158317471970804
B,SMCO_vs_SMCO_EVO,SMCO_EVO,Griewank,100,12,8737.008347263993,12.040586063056253
B,SMCO_BR_vs_SMCO_BR_EVO,SMCO_BR,Griewank,100,12,8151.942654084151,12.937204551999457
B,SMCO_BR_vs_SMCO_BR_EVO,SMCO_BR_EVO,Griewank,100,12,8139.335260562349,12.545600034995005
B,SMCO_R_vs_SMCO_R_EVO,SMCO_R,Griewank,100,13,8558.725563253067,12.169292583013885
B,SMCO_R_vs_SMCO_R_EVO,SMCO_R_EVO,Griewank,100,13,8568.590318130999,11.522909041959792
B,SMCO_vs_SMCO_EVO,SMCO,Griewank,100,13,8739.281055028416,12.190994413918816
B,SMCO_vs_SMCO_EVO,SMCO_EVO,Griewank,100,13,8748.674863314802,12.089343896950595
B,SMCO_BR_vs_SMCO_BR_EVO,SMCO_BR,Griewank,100,13,8131.496767409214,12.140357324038632
B,SMCO_BR_vs_SMCO_BR_EVO,SMCO_BR_EVO,Griewank,100,13,8145.812484739491,12.131279782974161
B,SMCO_R_vs_SMCO_R_EVO,SMCO_R,Griewank,100,14,8556.195489479784,12.202892097062431
B,SMCO_R_vs_SMCO_R_EVO,SMCO_R_EVO,Griewank,100,14,8557.581335745326,12.141956864041276
B,SMCO_vs_SMCO_EVO,SMCO,Griewank,100,14,8737.13579703199,11.793845370062627
B,SMCO_vs_SMCO_EVO,SMCO_EVO,Griewank,100,14,8735.575747918603,13.454154987004586
B,SMCO_BR_vs_SMCO_BR_EVO,SMCO_BR,Griewank,100,14,8128.340047215852,15.552160870051011
B,SMCO_BR_vs_SMCO_BR_EVO,SMCO_BR_EVO,Griewank,100,14,8128.776166069371,12.51599562400952
B,SMCO_R_vs_SMCO_R_EVO,SMCO_R,Rastrigin,200,0,6317.333305401977,38.917879412998445
B,SMCO_R_vs_SMCO_R_EVO,SMCO_R_EVO,Rastrigin,200,0,6317.254220998906,37.32650191988796
B,SMCO_vs_SMCO_EVO,SMCO,Rastrigin,200,0,6310.370731284057,42.23836052091792
B,SMCO_vs_SMCO_EVO,SMCO_EVO,Rastrigin,200,0,6311.096575410165,33.760765220969915
B,SMCO_BR_vs_SMCO_BR_EVO,SMCO_BR,Rastrigin,200,0,6311.480063026159,38.0438440060243
B,SMCO_BR_vs_SMCO_BR_EVO,SMCO_BR_EVO,Rastrigin,200,0,6310.273037146988,36.689495155005716
B,SMCO_R_vs_SMCO_R_EVO,SMCO_R,Rastrigin,200,1,6353.4130486396425,36.759674453991465
B,SMCO_R_vs_SMCO_R_EVO,SMCO_R_EVO,Rastrigin,200,1,6353.454910537426,38.588243676000275
B,SMCO_vs_SMCO_EVO,SMCO,Rastrigin,200,1,6346.547538012446,35.70270790695213
B,SMCO_vs_SMCO_EVO,SMCO_EVO,Rastrigin,200,1,6347.095166654482,36.81102907296736
B,SMCO_BR_vs_SMCO_BR_EVO,SMCO_BR,Rastrigin,200,1,6346.005172745738,36.612176425987855
B,SMCO_BR_vs_SMCO_BR_EVO,SMCO_BR_EVO,Rastrigin,200,1,6347.60733203555,35.86072766094003
B,SMCO_R_vs_SMCO_R_EVO,SMCO_R,Rastrigin,200,2,6355.4521291825295,37.717315800022334
B,SMCO_R_vs_SMCO_R_EVO,SMCO_R_EVO,Rastrigin,200,2,6355.484055588664,37.64593896607403
B,SMCO_vs_SMCO_EVO,SMCO,Rastrigin,200,2,6348.613803008812,38.5401224270463
B,SMCO_vs_SMCO_EVO,SMCO_EVO,Rastrigin,200,2,6348.627386703471,36.471910385997035
B,SMCO_BR_vs_SMCO_BR_EVO,SMCO_BR,Rastrigin,200,2,6349.858275958546,37.374587620957755
B,SMCO_BR_vs_SMCO_BR_EVO,SMCO_BR_EVO,Rastrigin,200,2,6345.981261295353,37.23389867099468
B,SMCO_R_vs_SMCO_R_EVO,SMCO_R,Rastrigin,200,3,6345.3935711436225,38.07069030299317
B,SMCO_R_vs_SMCO_R_EVO,SMCO_R_EVO,Rastrigin,200,3,6345.434339496545,35.53201232594438
B,SMCO_vs_SMCO_EVO,SMCO,Rastrigin,200,3,6339.35957220441,36.729328332003206
B,SMCO_vs_SMCO_EVO,SMCO_EVO,Rastrigin,200,3,6338.449840565448,35.67735790996812
B,SMCO_BR_vs_SMCO_BR_EVO,SMCO_BR,Rastrigin,200,3,6338.681265116886,37.89511458796915
B,SMCO_BR_vs_SMCO_BR_EVO,SMCO_BR_EVO,Rastrigin,200,3,6336.618322207464,38.696483909967355
B,SMCO_R_vs_SMCO_R_EVO,SMCO_R,Rastrigin,200,4,6236.853238807671,36.05975699797273
B,SMCO_R_vs_SMCO_R_EVO,SMCO_R_EVO,Rastrigin,200,4,6236.920721606586,39.18194257095456
B,SMCO_vs_SMCO_EVO,SMCO,Rastrigin,200,4,6230.829390872018,36.20482890296262
B,SMCO_vs_SMCO_EVO,SMCO_EVO,Rastrigin,200,4,6231.08718487614,36.25085340801161
B,SMCO_BR_vs_SMCO_BR_EVO,SMCO_BR,Rastrigin,200,4,6231.391658140983,37.557953278999776
B,SMCO_BR_vs_SMCO_BR_EVO,SMCO_BR_EVO,Rastrigin,200,4,6232.829559779473,37.114876868901774
B,SMCO_R_vs_SMCO_R_EVO,SMCO_R,Rastrigin,200,5,6383.58488548041,37.98053853097372
B,SMCO_R_vs_SMCO_R_EVO,SMCO_R_EVO,Rastrigin,200,5,6383.646835743958,37.644617480109446
B,SMCO_vs_SMCO_EVO,SMCO,Rastrigin,200,5,6376.787548330264,35.77360028505791
B,SMCO_vs_SMCO_EVO,SMCO_EVO,Rastrigin,200,5,6376.691800538223,36.12497423996683
B,SMCO_BR_vs_SMCO_BR_EVO,SMCO_BR,Rastrigin,200,5,6377.912829383064,34.533037097076885
B,SMCO_BR_vs_SMCO_BR_EVO,SMCO_BR_EVO,Rastrigin,200,5,6375.100853240603,36.74170872801915
B,SMCO_R_vs_SMCO_R_EVO,SMCO_R,Rastrigin,200,6,6558.447548669986,35.93724153400399
B,SMCO_R_vs_SMCO_R_EVO,SMCO_R_EVO,Rastrigin,200,6,6558.462016689575,36.03797156200744
B,SMCO_vs_SMCO_EVO,SMCO,Rastrigin,200,6,6551.439081131235,36.33810277597513
B,SMCO_vs_SMCO_EVO,SMCO_EVO,Rastrigin,200,6,6551.21101072734,36.38869791198522
B,SMCO_BR_vs_SMCO_BR_EVO,SMCO_BR,Rastrigin,200,6,6549.4307193682225,40.945814845035784
B,SMCO_BR_vs_SMCO_BR_EVO,SMCO_BR_EVO,Rastrigin,200,6,6551.482965594435,36.57163787900936
B,SMCO_R_vs_SMCO_R_EVO,SMCO_R,Rastrigin,200,7,6297.173818935022,34.7163764470024
B,SMCO_R_vs_SMCO_R_EVO,SMCO_R_EVO,Rastrigin,200,7,6297.153958724219,37.23953871394042
B,SMCO_vs_SMCO_EVO,SMCO,Rastrigin,200,7,6290.7220238279115,36.68124601698946
B,SMCO_vs_SMCO_EVO,SMCO_EVO,Rastrigin,200,7,6290.788259551046,35.831224325927906
B,SMCO_BR_vs_SMCO_BR_EVO,SMCO_BR,Rastrigin,200,7,6289.7064996540885,37.573982127942145
B,SMCO_BR_vs_SMCO_BR_EVO,SMCO_BR_EVO,Rastrigin,200,7,6290.173488750816,38.07540096505545
B,SMCO_R_vs_SMCO_R_EVO,SMCO_R,Rastrigin,200,8,6315.257204079353,36.053297895006835
B,SMCO_R_vs_SMCO_R_EVO,SMCO_R_EVO,Rastrigin,200,8,6315.250838751395,36.42304565804079
B,SMCO_vs_SMCO_EVO,SMCO,Rastrigin,200,8,6308.564605874133,35.91784510097932
B,SMCO_vs_SMCO_EVO,SMCO_EVO,Rastrigin,200,8,6308.887325272903,37.489318197011016
B,SMCO_BR_vs_SMCO_BR_EVO,SMCO_BR,Rastrigin,200,8,6307.5576654105935,38.33812308998313
B,SMCO_BR_vs_SMCO_BR_EVO,SMCO_BR_EVO,Rastrigin,200,8,6309.416174809693,26.680360181024298
B,SMCO_R_vs_SMCO_R_EVO,SMCO_R,Rastrigin,200,9,6359.478242810608,22.18938557303045
B,SMCO_R_vs_SMCO_R_EVO,SMCO_R_EVO,Rastrigin,200,9,6359.43811006423,21.510602468042634
B,SMCO_vs_SMCO_EVO,SMCO,Rastrigin,200,9,6352.883411270523,33.17456909199245
B,SMCO_vs_SMCO_EVO,SMCO_EVO,Rastrigin,200,9,6353.31962856019,36.24314216908533
B,SMCO_BR_vs_SMCO_BR_EVO,SMCO_BR,Rastrigin,200,9,6353.416669955614,35.65963125391863
B,SMCO_BR_vs_SMCO_BR_EVO,SMCO_BR_EVO,Rastrigin,200,9,6351.795461609411,37.16452395403758
B,SMCO_R_vs_SMCO_R_EVO,SMCO_R,Ackley,200,0,21.938217647536675,54.16749964794144
B,SMCO_R_vs_SMCO_R_EVO,SMCO_R_EVO,Ackley,200,0,22.158704123278046,55.64240368199535
B,SMCO_vs_SMCO_EVO,SMCO,Ackley,200,0,21.389233841187362,54.97970275301486
B,SMCO_vs_SMCO_EVO,SMCO_EVO,Ackley,200,0,22.08574891494791,56.28236856299918
B,SMCO_BR_vs_SMCO_BR_EVO,SMCO_BR,Ackley,200,0,21.96109337485541,54.538867712020874
B,SMCO_BR_vs_SMCO_BR_EVO,SMCO_BR_EVO,Ackley,200,0,22.15627613001888,54.86651186097879
B,SMCO_R_vs_SMCO_R_EVO,SMCO_R,Ackley,200,1,21.978433425391323,53.478838363080285
B,SMCO_R_vs_SMCO_R_EVO,SMCO_R_EVO,Ackley,200,1,22.14763642329788,58.52841589204036
B,SMCO_vs_SMCO_EVO,SMCO,Ackley,200,1,21.43102715987891,62.42641135700978
B,SMCO_vs_SMCO_EVO,SMCO_EVO,Ackley,200,1,22.038698429574694,53.705293379025534
B,SMCO_BR_vs_SMCO_BR_EVO,SMCO_BR,Ackley,200,1,21.97718084308284,57.6309707100736
B,SMCO_BR_vs_SMCO_BR_EVO,SMCO_BR_EVO,Ackley,200,1,22.14328680869927,54.96350768196862
B,SMCO_R_vs_SMCO_R_EVO,SMCO_R,Ackley,200,2,21.942062261727152,53.76528012694325
B,SMCO_R_vs_SMCO_R_EVO,SMCO_R_EVO,Ackley,200,2,22.093001221821478,55.36032147903461
B,SMCO_vs_SMCO_EVO,SMCO,Ackley,200,2,21.417960382762484,54.775882340967655
B,SMCO_vs_SMCO_EVO,SMCO_EVO,Ackley,200,2,22.1150744040613,53.29889847908635
B,SMCO_BR_vs_SMCO_BR_EVO,SMCO_BR,Ackley,200,2,21.948057328273848,55.3299780220259
B,SMCO_BR_vs_SMCO_BR_EVO,SMCO_BR_EVO,Ackley,200,2,22.14833332384355,51.94394239701796
B,SMCO_R_vs_SMCO_R_EVO,SMCO_R,Ackley,200,3,21.956397255229433,53.822114506037906
B,SMCO_R_vs_SMCO_R_EVO,SMCO_R_EVO,Ackley,200,3,22.063549648699624,55.85774752695579
B,SMCO_vs_SMCO_EVO,SMCO,Ackley,200,3,21.42247130102084,54.56117334694136
B,SMCO_vs_SMCO_EVO,SMCO_EVO,Ackley,200,3,22.083806068112015,58.925397853017785
B,SMCO_BR_vs_SMCO_BR_EVO,SMCO_BR,Ackley,200,3,21.98417533455027,57.92241100699175
B,SMCO_BR_vs_SMCO_BR_EVO,SMCO_BR_EVO,Ackley,200,3,22.187964285393708,58.48971423401963
B,SMCO_R_vs_SMCO_R_EVO,SMCO_R,Ackley,200,4,21.975020234344502,55.46597712801304
B,SMCO_R_vs_SMCO_R_EVO,SMCO_R_EVO,Ackley,200,4,22.150248153668766,59.25874246004969
B,SMCO_vs_SMCO_EVO,SMCO,Ackley,200,4,21.410386805923345,61.61914435995277
B,SMCO_vs_SMCO_EVO,SMCO_EVO,Ackley,200,4,22.06543329069357,62.15734059899114
B,SMCO_BR_vs_SMCO_BR_EVO,SMCO_BR,Ackley,200,4,21.974869261174113,55.67892752599437
B,SMCO_BR_vs_SMCO_BR_EVO,SMCO_BR_EVO,Ackley,200,4,22.151719566773924,55.08185560395941
B,SMCO_R_vs_SMCO_R_EVO,SMCO_R,Ackley,200,5,21.911286666994165,54.53856786491815
B,SMCO_R_vs_SMCO_R_EVO,SMCO_R_EVO,Ackley,200,5,22.09925989865475,53.80392373993527
B,SMCO_vs_SMCO_EVO,SMCO,Ackley,200,5,21.365091499461187,52.38158250704873
B,SMCO_vs_SMCO_EVO,SMCO_EVO,Ackley,200,5,22.09775509981271,54.43524399108719
B,SMCO_BR_vs_SMCO_BR_EVO,SMCO_BR,Ackley,200,5,21.94264695494215,57.706656276015565
B,SMCO_BR_vs_SMCO_BR_EVO,SMCO_BR_EVO,Ackley,200,5,22.155759444630668,57.65332726901397
B,SMCO_R_vs_SMCO_R_EVO,SMCO_R,Ackley,200,6,21.972564478642003,55.93356246803887
B,SMCO_R_vs_SMCO_R_EVO,SMCO_R_EVO,Ackley,200,6,22.07939851288414,53.997856411966495
B,SMCO_vs_SMCO_EVO,SMCO,Ackley,200,6,21.383925161190366,54.961831255001016
B,SMCO_vs_SMCO_EVO,SMCO_EVO,Ackley,200,6,22.099893359863284,55.68697370006703
B,SMCO_BR_vs_SMCO_BR_EVO,SMCO_BR,Ackley,200,6,21.96957038639679,54.94370985997375
B,SMCO_BR_vs_SMCO_BR_EVO,SMCO_BR_EVO,Ackley,200,6,22.146320173944122,56.22657466400415
B,SMCO_R_vs_SMCO_R_EVO,SMCO_R,Ackley,200,7,21.9639635741271,53.51218200393487
B,SMCO_R_vs_SMCO_R_EVO,SMCO_R_EVO,Ackley,200,7,22.149928122579936,57.41430684796069
B,SMCO_vs_SMCO_EVO,SMCO,Ackley,200,7,21.421430177756637,53.85306265798863
B,SMCO_vs_SMCO_EVO,SMCO_EVO,Ackley,200,7,22.066492082014133,54.70458600996062
B,SMCO_BR_vs_SMCO_BR_EVO,SMCO_BR,Ackley,200,7,21.962124791073798,61.52884157199878
B,SMCO_BR_vs_SMCO_BR_EVO,SMCO_BR_EVO,Ackley,200,7,22.163546702825993,53.87094007607084
B,SMCO_R_vs_SMCO_R_EVO,SMCO_R,Ackley,200,8,21.91410991009027,54.34280080697499
B,SMCO_R_vs_SMCO_R_EVO,SMCO_R_EVO,Ackley,200,8,22.081972405799892,54.931094055995345
B,SMCO_vs_SMCO_EVO,SMCO,Ackley,200,8,21.400802300436975,55.643300641095266
B,SMCO_vs_SMCO_EVO,SMCO_EVO,Ackley,200,8,22.065536042221456,60.23939490295015
B,SMCO_BR_vs_SMCO_BR_EVO,SMCO_BR,Ackley,200,8,21.969613152162246,60.70814652298577
B,SMCO_BR_vs_SMCO_BR_EVO,SMCO_BR_EVO,Ackley,200,8,22.13928243842258,56.221890900982544
B,SMCO_R_vs_SMCO_R_EVO,SMCO_R,Ackley,200,9,21.987988105153185,55.31978790496942
B,SMCO_R_vs_SMCO_R_EVO,SMCO_R_EVO,Ackley,200,9,22.16830290249087,48.30884929699823
B,SMCO_vs_SMCO_EVO,SMCO,Ackley,200,9,21.429019825342078,53.075160753913224
B,SMCO_vs_SMCO_EVO,SMCO_EVO,Ackley,200,9,22.097090767299058,54.64694703591522
B,SMCO_BR_vs_SMCO_BR_EVO,SMCO_BR,Ackley,200,9,21.988479221561803,54.30674989405088
B,SMCO_BR_vs_SMCO_BR_EVO,SMCO_BR_EVO,Ackley,200,9,22.126254149949624,53.2333225000184
B,SMCO_R_vs_SMCO_R_EVO,SMCO_R,Rosenbrock,200,0,99198105.03718449,32.486349747981876
B,SMCO_R_vs_SMCO_R_EVO,SMCO_R_EVO,Rosenbrock,200,0,99044666.1829937,33.009171804995276
B,SMCO_vs_SMCO_EVO,SMCO,Rosenbrock,200,0,104022256.33260417,34.50921855098568
B,SMCO_vs_SMCO_EVO,SMCO_EVO,Rosenbrock,200,0,104001131.79956812,32.29416880395729
B,SMCO_BR_vs_SMCO_BR_EVO,SMCO_BR,Rosenbrock,200,0,88375160.1479097,36.63846824597567
