experiment,algo,func,dim,rep,fopt,time,iterations,n_starts
A,SMCO_R,Zakharov,50,14,1479131905769101.2,2.6988462780136615,158,8
A,SMCO_R_EVO,Zakharov,50,14,1475562268208248.8,2.5137953819939867,308,8
A,SMCO_R,Zakharov,50,15,1485638555351167.8,2.5634084509219974,158,8
A,SMCO_R_EVO,Zakharov,50,15,1486144477240557.5,2.5421127509325743,308,8
A,SMCO_R,Zakharov,50,16,1496237189245942.2,2.5255482570501044,158,8
A,SMCO_R_EVO,Zakharov,50,16,1499493436443038.0,2.4947152050444856,308,8
A,SMCO_R,Zakharov,50,17,1463376020953997.0,2.5711839030263945,158,8
A,SMCO_R_EVO,Zakharov,50,17,1471169040859409.0,2.4906064859824255,308,8
A,SMCO_R,Zakharov,50,18,1469108752159998.0,2.4944910689955577,158,8
A,SMCO_R_EVO,Zakharov,50,18,1473858390850194.0,2.5186140509322286,308,8
A,SMCO_R,Zakharov,50,19,1464572921403428.0,2.550669345073402,158,8
A,SMCO_R_EVO,Zakharov,50,19,1468455289535394.0,2.4981075760442764,308,8
A,SMCO_R,Zakharov,50,20,1482172565466681.0,2.500570631935261,158,8
A,SMCO_R_EVO,Zakharov,50,20,1482074892687400.2,2.4978506360203028,308,8
A,SMCO_R,Zakharov,50,21,1465316298991822.2,2.5174702000804245,158,8
A,SMCO_R_EVO,Zakharov,50,21,1471517082065449.0,2.5385172499809414,308,8
A,SMCO_R,Zakharov,50,22,1476899338729329.2,2.4863333579851314,158,8
A,SMCO_R_EVO,Zakharov,50,22,1481347823012680.8,2.6736163329333067,308,8
A,SMCO_R,Zakharov,50,23,1473620707792949.8,2.572029226925224,158,8
A,SMCO_R_EVO,Zakharov,50,23,1484186037788878.2,2.5289474569726735,308,8
A,SMCO_R,Zakharov,50,24,1465135405752808.2,2.572345020947978,158,8
A,SMCO_R_EVO,Zakharov,50,24,1481324564321901.8,2.4665869229938835,308,8
A,SMCO_R,Zakharov,50,25,1466417523465874.0,2.5807154619833454,158,8
A,SMCO_R_EVO,Zakharov,50,25,1470425335525599.2,2.4600313869304955,308,8
A,SMCO_R,Zakharov,50,26,1449374169595878.2,2.7220398380886763,158,8
A,SMCO_R_EVO,Zakharov,50,26,1451974074448537.2,2.444682572968304,308,8
A,SMCO_R,Zakharov,50,27,1480005514973666.2,2.5427459239726886,158,8
A,SMCO_R_EVO,Zakharov,50,27,1505180619031039.0,2.495858305017464,308,8
A,SMCO_R,Zakharov,50,28,1472361831628208.5,2.541021656943485,158,8
A,SMCO_R_EVO,Zakharov,50,28,1475921689446000.2,2.4746377900009975,308,8
A,SMCO_R,Zakharov,50,29,1460193906282874.5,2.694951685029082,158,8
A,SMCO_R_EVO,Zakharov,50,29,1461418878102713.0,2.4928862130036578,308,8
A,SMCO_R,Qing,50,0,2903028111951.0767,1.7798441749764606,158,8
A,SMCO_R_EVO,Qing,50,0,2912414243957.686,1.668651225976646,308,8
A,SMCO_R,Qing,50,1,2923317823063.5464,1.6318914020666853,158,8
A,SMCO_R_EVO,Qing,50,1,2922312614772.8535,1.7096199580701068,308,8
A,SMCO_R,Qing,50,2,2886615754662.7905,1.7127878000028431,158,8
A,SMCO_R_EVO,Qing,50,2,2889746113101.01,1.649510120972991,308,8
A,SMCO_R,Qing,50,3,2885513095500.136,1.693266686052084,158,8
A,SMCO_R_EVO,Qing,50,3,2876051788826.768,1.6762332420330495,308,8
A,SMCO_R,Qing,50,4,2890828551025.154,1.6281084989896044,158,8
A,SMCO_R_EVO,Qing,50,4,2894390467100.7866,1.7493674689903855,308,8
A,SMCO_R,Qing,50,5,2900586421854.453,1.6911242060596123,158,8
A,SMCO_R_EVO,Qing,50,5,2905373539406.2876,1.7101631060941145,308,8
A,SMCO_R,Qing,50,6,2897545931711.8027,1.7615910440217704,158,8
A,SMCO_R_EVO,Qing,50,6,2890830565253.785,1.6681150230579078,308,8
A,SMCO_R,Qing,50,7,2902999386192.576,1.6511014349525794,158,8
A,SMCO_R_EVO,Qing,50,7,2900526152068.444,1.7255767370807007,308,8
A,SMCO_R,Qing,50,8,2897667124442.0713,1.6302266790298745,158,8
A,SMCO_R_EVO,Qing,50,8,2904473725492.382,1.6452961909817532,308,8
A,SMCO_R,Qing,50,9,2896411543009.737,1.8401291490299627,158,8
A,SMCO_R_EVO,Qing,50,9,2888982269929.0645,1.6728364389855415,308,8
A,SMCO_R,Qing,50,10,2906640484475.484,1.6519608879461884,158,8
A,SMCO_R_EVO,Qing,50,10,2891502807458.1978,1.816551322932355,308,8
A,SMCO_R,Qing,50,11,2900944520105.8516,1.6475772029953077,158,8
A,SMCO_R_EVO,Qing,50,11,2899578538338.4185,1.6446291439933702,308,8
A,SMCO_R,Qing,50,12,2890979174687.4873,1.7272037450456992,158,8
A,SMCO_R_EVO,Qing,50,12,2890774104079.6543,1.6604488100856543,308,8
A,SMCO_R,Qing,50,13,2884672379941.1045,1.6524013709276915,158,8
A,SMCO_R_EVO,Qing,50,13,2884590965591.66,1.755441308952868,308,8
A,SMCO_R,Qing,50,14,2905048564808.6807,1.6436374030308798,158,8
A,SMCO_R_EVO,Qing,50,14,2908740712236.89,1.6502876450540498,308,8
A,SMCO_R,Qing,50,15,2911660338416.617,1.780372938956134,158,8
A,SMCO_R_EVO,Qing,50,15,2895451322789.189,1.6924564900109544,308,8
A,SMCO_R,Qing,50,16,2910634605285.021,1.6304715640144423,158,8
A,SMCO_R_EVO,Qing,50,16,2908119056401.3486,1.713347123004496,308,8
A,SMCO_R,Qing,50,17,2894286100290.204,1.6598185600014403,158,8
A,SMCO_R_EVO,Qing,50,17,2884630625578.976,1.7056547249667346,308,8
A,SMCO_R,Qing,50,18,2900736103892.134,1.7348751979880035,158,8
A,SMCO_R_EVO,Qing,50,18,2887579195065.3535,1.655772540019825,308,8
A,SMCO_R,Qing,50,19,2871442627505.334,1.6512106839800254,158,8
A,SMCO_R_EVO,Qing,50,19,2874306124135.4214,1.691636478062719,308,8
A,SMCO_R,Qing,50,20,2892121868640.9966,1.6902579689631239,158,8
A,SMCO_R_EVO,Qing,50,20,2891143603677.7563,1.6706788659794256,308,8
A,SMCO_R,Qing,50,21,2895591024983.5586,1.7211336570326239,158,8
A,SMCO_R_EVO,Qing,50,21,2895928471721.783,1.6641620870213956,308,8
A,SMCO_R,Qing,50,22,2915316600268.038,2.460785066941753,158,8
A,SMCO_R_EVO,Qing,50,22,2918632146607.93,2.923457606928423,308,8
A,SMCO_R,Qing,50,23,2889736489909.0933,2.9592278179479763,158,8
A,SMCO_R_EVO,Qing,50,23,2893149853387.7466,2.691836448968388,308,8
A,SMCO_R,Qing,50,24,2914129116657.345,2.8473705949727446,158,8
A,SMCO_R_EVO,Qing,50,24,2913346060198.0903,2.7052534910617396,308,8
A,SMCO_R,Qing,50,25,2894214727775.0117,2.994982487987727,158,8
A,SMCO_R_EVO,Qing,50,25,2893877076703.9087,2.853960506967269,308,8
A,SMCO_R,Qing,50,26,2895694920780.232,2.8687905590049922,158,8
A,SMCO_R_EVO,Qing,50,26,2892385026309.2544,2.8433155909879133,308,8
A,SMCO_R,Qing,50,27,2892805969487.2944,2.0739443129859865,158,8
A,SMCO_R_EVO,Qing,50,27,2886103757145.118,2.788529587094672,308,8
A,SMCO_R,Qing,50,28,2884683441431.433,2.810797943966463,158,8
A,SMCO_R_EVO,Qing,50,28,2889593022718.893,2.8543113090563565,308,8
A,SMCO_R,Qing,50,29,2894944854789.0576,2.8784600290236995,158,8
A,SMCO_R_EVO,Qing,50,29,2904754427040.536,2.9017785909818485,308,8
A,SMCO_R,Rastrigin,100,0,3204.8684233459267,9.51797117094975,160,10
A,SMCO_R_EVO,Rastrigin,100,0,3214.9269464305894,10.328418491990305,310,10
A,SMCO_R,Rastrigin,100,1,3241.0639150640573,6.991033741971478,160,10
A,SMCO_R_EVO,Rastrigin,100,1,3257.136196352675,5.973465871997178,310,10
A,SMCO_R,Rastrigin,100,2,3279.2460480225095,5.89090469898656,160,10
A,SMCO_R_EVO,Rastrigin,100,2,3273.2388996165655,5.816443159012124,310,10
A,SMCO_R,Rastrigin,100,3,3190.855686182896,5.806948106037453,160,10
A,SMCO_R_EVO,Rastrigin,100,3,3190.8248405247564,5.783967704046518,310,10
A,SMCO_R,Rastrigin,100,4,3259.1409784669936,5.825775473960675,160,10
A,SMCO_R_EVO,Rastrigin,100,4,3253.116748997008,5.824850287055597,310,10
A,SMCO_R,Rastrigin,100,5,3299.367106781523,6.034940306097269,160,10
A,SMCO_R_EVO,Rastrigin,100,5,3303.3601627570356,5.766999090905301,310,10
A,SMCO_R,Rastrigin,100,6,3249.137142477459,5.795224725967273,160,10
A,SMCO_R_EVO,Rastrigin,100,6,3245.0602415468265,5.80266473791562,310,10
A,SMCO_R,Rastrigin,100,7,3293.341687227712,5.807493219967,160,10
A,SMCO_R_EVO,Rastrigin,100,7,3285.26869547985,5.781123026041314,310,10
A,SMCO_R,Rastrigin,100,8,3249.0828741574114,5.820605083019473,160,10
A,SMCO_R_EVO,Rastrigin,100,8,3247.0695593235714,5.859872416011058,310,10
A,SMCO_R,Rastrigin,100,9,3188.792528421212,5.8889068509452045,160,10
A,SMCO_R_EVO,Rastrigin,100,9,3188.836699097661,5.895869445987046,310,10
A,SMCO_R,Rastrigin,100,10,3261.193103455378,5.847196100978181,160,10
A,SMCO_R_EVO,Rastrigin,100,10,3261.148052019471,5.902829036931507,310,10
A,SMCO_R,Rastrigin,100,11,3331.491227341487,6.242966736084782,160,10
A,SMCO_R_EVO,Rastrigin,100,11,3313.409773160358,5.991699279984459,310,10
A,SMCO_R,Rastrigin,100,12,3235.0278854963885,5.809755539055914,160,10
A,SMCO_R_EVO,Rastrigin,100,12,3235.0379205432755,5.768775712931529,310,10
A,SMCO_R,Rastrigin,100,13,3218.943976400003,5.8321271010208875,160,10
A,SMCO_R_EVO,Rastrigin,100,13,3206.8892000199594,5.877993852016516,310,10
A,SMCO_R,Rastrigin,100,14,3261.1520158572603,5.826627989998087,160,10
A,SMCO_R_EVO,Rastrigin,100,14,3261.1608419423223,5.967669588979334,310,10
A,SMCO_R,Rastrigin,100,15,3247.1147286720093,5.768993495963514,160,10
A,SMCO_R_EVO,Rastrigin,100,15,3255.137461838641,5.786481763934717,310,10
A,SMCO_R,Rastrigin,100,16,3287.2834116170443,6.074000941007398,160,10
A,SMCO_R_EVO,Rastrigin,100,16,3295.3267231017726,5.767104567959905,310,10
A,SMCO_R,Rastrigin,100,17,3235.069986973806,5.890735532040708,160,10
A,SMCO_R_EVO,Rastrigin,100,17,3245.0993548081765,5.892897334997542,310,10
A,SMCO_R,Rastrigin,100,18,3200.8665669562347,5.868851042003371,160,10
A,SMCO_R_EVO,Rastrigin,100,18,3196.856161606508,6.0202838379191235,310,10
A,SMCO_R,Rastrigin,100,19,3297.3435420121996,5.933726239018142,160,10
A,SMCO_R_EVO,Rastrigin,100,19,3277.2301923516043,5.857605731929652,310,10
A,SMCO_R,Ackley,100,0,22.073554446259106,9.412109797005542,160,10
A,SMCO_R_EVO,Ackley,100,0,22.14399972370199,9.601193723035976,310,10
A,SMCO_R,Ackley,100,1,22.040404846549507,9.707625584909692,160,10
A,SMCO_R_EVO,Ackley,100,1,22.130830652644555,9.672215686994605,310,10
A,SMCO_R,Ackley,100,2,22.03818750767852,9.729898708988912,160,10
A,SMCO_R_EVO,Ackley,100,2,22.144578629701936,9.597584572969936,310,10
A,SMCO_R,Ackley,100,3,22.05961418150826,9.509735969942994,160,10
A,SMCO_R_EVO,Ackley,100,3,22.156158171926943,9.347636173013598,310,10
A,SMCO_R,Ackley,100,4,22.0495309025652,9.29587607900612,160,10
A,SMCO_R_EVO,Ackley,100,4,22.205526380803292,9.565632541081868,310,10
A,SMCO_R,Ackley,100,5,22.0185932555305,10.287203985033557,160,10
A,SMCO_R_EVO,Ackley,100,5,22.166694349369628,9.918105889926665,310,10
A,SMCO_R,Ackley,100,6,22.049121536166226,9.73337721300777,160,10
A,SMCO_R_EVO,Ackley,100,6,22.148969193525666,9.975689885905012,310,10
A,SMCO_R,Ackley,100,7,22.019961254657446,9.413503253017552,160,10
A,SMCO_R_EVO,Ackley,100,7,22.1043841464392,9.63451552495826,310,10
A,SMCO_R,Ackley,100,8,22.03022709571944,9.756424737977795,160,10
A,SMCO_R_EVO,Ackley,100,8,22.108823653509482,9.488564366940409,310,10
A,SMCO_R,Ackley,100,9,22.060289528936583,9.613942977972329,160,10
A,SMCO_R_EVO,Ackley,100,9,22.196225726247913,9.680610961047933,310,10
A,SMCO_R,Ackley,100,10,22.028513109442226,10.77266438503284,160,10
A,SMCO_R_EVO,Ackley,100,10,22.188819629707645,9.413459641044028,310,10
A,SMCO_R,Ackley,100,11,22.061950754031542,9.234977319953032,160,10
A,SMCO_R_EVO,Ackley,100,11,22.195886296202733,10.143150398973376,310,10
A,SMCO_R,Ackley,100,12,22.06658828553935,9.806778909056447,160,10
A,SMCO_R_EVO,Ackley,100,12,22.126673800850433,9.60215720301494,310,10
A,SMCO_R,Ackley,100,13,22.049149208917243,9.22507297899574,160,10
A,SMCO_R_EVO,Ackley,100,13,22.133109719319872,10.032645355910063,310,10
A,SMCO_R,Ackley,100,14,22.054791590488968,9.364141999045387,160,10
A,SMCO_R_EVO,Ackley,100,14,22.19429040652339,9.627905591041781,310,10
A,SMCO_R,Ackley,100,15,22.05790306253773,9.460381415905431,160,10
A,SMCO_R_EVO,Ackley,100,15,22.15073266027654,9.890828864066862,310,10
A,SMCO_R,Ackley,100,16,22.022884133086663,9.587783886003308,160,10
A,SMCO_R_EVO,Ackley,100,16,22.170392910519052,9.259386530029587,310,10
A,SMCO_R,Ackley,100,17,22.004739575030246,10.340588215040043,160,10
A,SMCO_R_EVO,Ackley,100,17,22.203444574792716,9.835825631045736,310,10
A,SMCO_R,Ackley,100,18,22.063829235654662,9.357428206014447,160,10
A,SMCO_R_EVO,Ackley,100,18,22.130305156681725,9.3283870969899,310,10
A,SMCO_R,Ackley,100,19,22.048526904002244,9.926356985000893,160,10
A,SMCO_R_EVO,Ackley,100,19,22.134102471921,9.65532392298337,310,10
A,SMCO_R,Rosenbrock,100,0,53360983.27052977,5.9067020289367065,160,10
A,SMCO_R_EVO,Rosenbrock,100,0,53525761.77670691,5.9941983870230615,310,10
A,SMCO_R,Rosenbrock,100,1,53289620.92919253,5.9112883020425215,160,10
A,SMCO_R_EVO,Rosenbrock,100,1,53260017.67679256,6.068743183976039,310,10
A,SMCO_R,Rosenbrock,100,2,52970781.14052316,6.023369987029582,160,10
A,SMCO_R_EVO,Rosenbrock,100,2,53088898.06692875,5.924840149935335,310,10
A,SMCO_R,Rosenbrock,100,3,50786631.302468985,6.069781864993274,160,10
A,SMCO_R_EVO,Rosenbrock,100,3,50885050.14513909,6.0042966700857505,310,10
A,SMCO_R,Rosenbrock,100,4,50450415.3122396,6.018449577968568,160,10
A,SMCO_R_EVO,Rosenbrock,100,4,50536350.40224867,5.932104706065729,310,10
A,SMCO_R,Rosenbrock,100,5,51968514.93855653,5.9498298490652815,160,10
A,SMCO_R_EVO,Rosenbrock,100,5,51888519.77810301,5.95188422803767,310,10
A,SMCO_R,Rosenbrock,100,6,51135283.13643339,5.961633656057529,160,10
A,SMCO_R_EVO,Rosenbrock,100,6,51314124.41049404,5.98282710602507,310,10
A,SMCO_R,Rosenbrock,100,7,52205788.09055873,5.904236058006063,160,10
A,SMCO_R_EVO,Rosenbrock,100,7,52122447.218897745,5.921650229953229,310,10
A,SMCO_R,Rosenbrock,100,8,52131293.703880996,6.062655401066877,160,10
A,SMCO_R_EVO,Rosenbrock,100,8,52066971.11995222,6.069719729945064,310,10
A,SMCO_R,Rosenbrock,100,9,51963846.485382006,5.932636576006189,160,10
A,SMCO_R_EVO,Rosenbrock,100,9,51955100.31537985,6.0117127349367365,310,10
A,SMCO_R,Rosenbrock,100,10,50952980.02833935,5.9236724090296775,160,10
A,SMCO_R_EVO,Rosenbrock,100,10,50948628.00310052,6.024561133002862,310,10
A,SMCO_R,Rosenbrock,100,11,54234313.57487293,5.974971310002729,160,10
A,SMCO_R_EVO,Rosenbrock,100,11,54190178.769169986,5.917039294028655,310,10
A,SMCO_R,Rosenbrock,100,12,50691554.492393084,5.946470933966339,160,10
A,SMCO_R_EVO,Rosenbrock,100,12,50784611.30040061,5.99469105200842,310,10
A,SMCO_R,Rosenbrock,100,13,53171301.09163591,6.047151508042589,160,10
A,SMCO_R_EVO,Rosenbrock,100,13,53113403.70224731,6.076035069068894,310,10
A,SMCO_R,Rosenbrock,100,14,52674275.40410937,5.894642462022603,160,10
A,SMCO_R_EVO,Rosenbrock,100,14,52674164.63084249,5.935750789009035,310,10
A,SMCO_R,Rosenbrock,100,15,52408286.627342366,5.984061561990529,160,10
A,SMCO_R_EVO,Rosenbrock,100,15,52432470.26446094,6.090746778994799,310,10
A,SMCO_R,Rosenbrock,100,16,52904670.18651877,5.940730188041925,160,10
A,SMCO_R_EVO,Rosenbrock,100,16,53080934.45641853,6.2786319960141554,310,10
A,SMCO_R,Rosenbrock,100,17,54328824.40421091,5.9962466299766675,160,10
A,SMCO_R_EVO,Rosenbrock,100,17,54206203.71443596,5.939027208951302,310,10
A,SMCO_R,Rosenbrock,100,18,52687516.3351752,6.131096008000895,160,10
A,SMCO_R_EVO,Rosenbrock,100,18,52602652.401357815,5.960816367063671,310,10
A,SMCO_R,Rosenbrock,100,19,53846604.51168917,6.041309294989333,160,10
A,SMCO_R_EVO,Rosenbrock,100,19,53714947.526765265,6.012608433025889,310,10
A,SMCO_R,Griewank,100,0,8582.25905228943,7.076270742109045,160,10
A,SMCO_R_EVO,Griewank,100,0,8582.742107196327,7.0151984399417415,310,10
A,SMCO_R,Griewank,100,1,8559.765364439061,6.990692763007246,160,10
A,SMCO_R_EVO,Griewank,100,1,8542.188401843106,7.042277774075046,310,10
A,SMCO_R,Griewank,100,2,8549.064341695826,7.5019944799132645,160,10
A,SMCO_R_EVO,Griewank,100,2,8541.809540024955,7.203691154019907,310,10
A,SMCO_R,Griewank,100,3,8561.017324221018,7.069433412048966,160,10
A,SMCO_R_EVO,Griewank,100,3,8562.435820986468,7.0058785050641745,310,10
A,SMCO_R,Griewank,100,4,8546.767563554382,7.051098161959089,160,10
A,SMCO_R_EVO,Griewank,100,4,8561.875668337829,7.088330657104962,310,10
A,SMCO_R,Griewank,100,5,8563.671014890904,7.126988674048334,160,10
A,SMCO_R_EVO,Griewank,100,5,8569.979389912893,7.016106395050883,310,10
A,SMCO_R,Griewank,100,6,8589.513105059488,7.105903989984654,160,10
A,SMCO_R_EVO,Griewank,100,6,8575.838164213186,7.262457871926017,310,10
A,SMCO_R,Griewank,100,7,8569.863104820131,7.025873359059915,160,10
A,SMCO_R_EVO,Griewank,100,7,8579.825629567065,7.05869762704242,310,10
A,SMCO_R,Griewank,100,8,8547.743330067084,7.019954376970418,160,10
A,SMCO_R_EVO,Griewank,100,8,8549.214505330008,7.095978570985608,310,10
A,SMCO_R,Griewank,100,9,8543.128636367082,7.131614519050345,160,10
A,SMCO_R_EVO,Griewank,100,9,8558.258229483854,7.0291316179791465,310,10
A,SMCO_R,Griewank,100,10,8580.907146361475,7.038932371069677,160,10
A,SMCO_R_EVO,Griewank,100,10,8582.754987118315,7.000799651956186,310,10
A,SMCO_R,Griewank,100,11,8565.868795434313,7.091252689016983,160,10
A,SMCO_R_EVO,Griewank,100,11,8568.36775713231,7.00227274291683,310,10
A,SMCO_R,Griewank,100,12,8586.885893448454,7.153085203026421,160,10
A,SMCO_R_EVO,Griewank,100,12,8592.336538059342,7.074224128969945,310,10
A,SMCO_R,Griewank,100,13,8567.715343597567,7.017667987034656,160,10
A,SMCO_R_EVO,Griewank,100,13,8550.416027129584,7.2465780769707635,310,10
A,SMCO_R,Griewank,100,14,8588.316919557617,6.968400990939699,160,10
A,SMCO_R_EVO,Griewank,100,14,8578.719309954527,7.126226763939485,310,10
A,SMCO_R,Griewank,100,15,8559.378134448118,6.954411078011617,160,10
A,SMCO_R_EVO,Griewank,100,15,8563.49919931506,6.981419268064201,310,10
A,SMCO_R,Griewank,100,16,8559.266235290957,7.125701154000126,160,10
A,SMCO_R_EVO,Griewank,100,16,8572.898369025994,7.132851511007175,310,10
A,SMCO_R,Griewank,100,17,8593.536808652158,7.853083551977761,160,10
A,SMCO_R_EVO,Griewank,100,17,8601.225227688632,7.013746797922067,310,10
A,SMCO_R,Griewank,100,18,8568.05470901881,7.2354262210428715,160,10
A,SMCO_R_EVO,Griewank,100,18,8556.379239306838,6.94554893404711,310,10
A,SMCO_R,Griewank,100,19,8543.821706276363,7.189276752062142,160,10
A,SMCO_R_EVO,Griewank,100,19,8551.49264206614,7.114496989059262,310,10
A,SMCO_R,DixonPrice,100,0,188507536.66231775,5.88836816791445,160,10
A,SMCO_R_EVO,DixonPrice,100,0,189242549.34850195,5.890827061026357,310,10
A,SMCO_R,DixonPrice,100,1,187032337.4567649,6.010159861994907,160,10
A,SMCO_R_EVO,DixonPrice,100,1,186843438.1550094,6.00722950999625,310,10
A,SMCO_R,DixonPrice,100,2,186126395.01383117,5.889859042013995,160,10
A,SMCO_R_EVO,DixonPrice,100,2,185517918.33612248,5.898854685947299,310,10
A,SMCO_R,DixonPrice,100,3,190581814.534323,5.9063136470504105,160,10
A,SMCO_R_EVO,DixonPrice,100,3,189820742.53905222,5.950714610982686,310,10
A,SMCO_R,DixonPrice,100,4,187858306.01295143,5.970807118923403,160,10
A,SMCO_R_EVO,DixonPrice,100,4,187397500.24077708,6.009020996047184,310,10
A,SMCO_R,DixonPrice,100,5,189076190.17642578,5.956976245972328,160,10
A,SMCO_R_EVO,DixonPrice,100,5,188739555.2019183,5.902445401996374,310,10
A,SMCO_R,DixonPrice,100,6,187465512.77508917,5.972569277975708,160,10
A,SMCO_R_EVO,DixonPrice,100,6,187028156.36147857,6.064852482988499,310,10
A,SMCO_R,DixonPrice,100,7,185305058.26841235,5.923203912912868,160,10
A,SMCO_R_EVO,DixonPrice,100,7,185354865.03058785,5.955533011001535,310,10
A,SMCO_R,DixonPrice,100,8,188231105.81209895,5.975752394995652,160,10
A,SMCO_R_EVO,DixonPrice,100,8,188193590.74132445,5.970873777056113,310,10
A,SMCO_R,DixonPrice,100,9,186238106.17683253,6.1251533209579065,160,10
A,SMCO_R_EVO,DixonPrice,100,9,186795465.41634038,5.90488974598702,310,10
A,SMCO_R,DixonPrice,100,10,185748380.2410742,5.916873192996718,160,10
A,SMCO_R_EVO,DixonPrice,100,10,185565838.77857924,5.854588513961062,310,10
A,SMCO_R,DixonPrice,100,11,188245657.79922828,5.82696169288829,160,10
A,SMCO_R_EVO,DixonPrice,100,11,188497971.47859645,6.0705974160227925,310,10
A,SMCO_R,DixonPrice,100,12,187567840.89778477,5.925660448032431,160,10
A,SMCO_R_EVO,DixonPrice,100,12,186663690.45860216,6.063345163012855,310,10
A,SMCO_R,DixonPrice,100,13,188494261.81729373,5.906472828006372,160,10
A,SMCO_R_EVO,DixonPrice,100,13,188307864.27006942,5.888054272043519,310,10
A,SMCO_R,DixonPrice,100,14,186000785.71285164,5.960545127047226,160,10
A,SMCO_R_EVO,DixonPrice,100,14,185887064.22303036,5.990160975023173,310,10
A,SMCO_R,DixonPrice,100,15,187255676.54272744,5.9834970670053735,160,10
A,SMCO_R_EVO,DixonPrice,100,15,188141043.9648323,6.064088142011315,310,10
A,SMCO_R,DixonPrice,100,16,188199875.82956085,5.9456368800019845,160,10
A,SMCO_R_EVO,DixonPrice,100,16,188126863.5126985,6.03545468498487,310,10
A,SMCO_R,DixonPrice,100,17,188942443.97768432,5.964918107027188,160,10
A,SMCO_R_EVO,DixonPrice,100,17,188852435.95523348,5.949272994999774,310,10
A,SMCO_R,DixonPrice,100,18,185035995.4298987,5.869780080043711,160,10
A,SMCO_R_EVO,DixonPrice,100,18,185178946.95826575,5.880630803992972,310,10
A,SMCO_R,DixonPrice,100,19,188304472.39158466,5.968956616008654,160,10
A,SMCO_R_EVO,DixonPrice,100,19,188146746.1249708,6.109604667988606,310,10
A,SMCO_R,Zakharov,100,0,3.478085440537111e+17,6.679846322978847,160,10
A,SMCO_R_EVO,Zakharov,100,0,3.488622151444322e+17,6.559927213005722,310,10
A,SMCO_R,Zakharov,100,1,3.5140282441690106e+17,6.6670466179493815,160,10
A,SMCO_R_EVO,Zakharov,100,1,3.5169207655465056e+17,6.673071744968183,310,10
A,SMCO_R,Zakharov,100,2,3.4949566243736934e+17,6.58816641906742,160,10
A,SMCO_R_EVO,Zakharov,100,2,3.517886696887909e+17,6.516626340104267,310,10
A,SMCO_R,Zakharov,100,3,3.5179348852236736e+17,6.65969610598404,160,10
A,SMCO_R_EVO,Zakharov,100,3,3.517433274715826e+17,6.640531487995759,310,10
A,SMCO_R,Zakharov,100,4,3.5347920299019725e+17,6.659479849971831,160,10
A,SMCO_R_EVO,Zakharov,100,4,3.548810076980895e+17,6.6515597980469465,310,10
A,SMCO_R,Zakharov,100,5,3.498884362953273e+17,7.407098869909532,160,10
A,SMCO_R_EVO,Zakharov,100,5,3.500386509692226e+17,6.754696415970102,310,10
A,SMCO_R,Zakharov,100,6,3.5360640012730003e+17,6.613236102974042,160,10
A,SMCO_R_EVO,Zakharov,100,6,3.553147339445537e+17,6.538594827055931,310,10
A,SMCO_R,Zakharov,100,7,3.495300175516229e+17,6.652008194010705,160,10
A,SMCO_R_EVO,Zakharov,100,7,3.493961824383053e+17,6.625316770048812,310,10
A,SMCO_R,Zakharov,100,8,3.478904711161496e+17,6.526395860011689,160,10
A,SMCO_R_EVO,Zakharov,100,8,3.4839730505129e+17,6.649697826942429,310,10
A,SMCO_R,Zakharov,100,9,3.5258709809430765e+17,6.6230868679704145,160,10
A,SMCO_R_EVO,Zakharov,100,9,3.534284028754378e+17,6.576847296906635,310,10
A,SMCO_R,Zakharov,100,10,3.494236805119488e+17,6.783892244915478,160,10
A,SMCO_R_EVO,Zakharov,100,10,3.4942978860206355e+17,6.58862998301629,310,10
A,SMCO_R,Zakharov,100,11,3.519759761922187e+17,6.482031670049764,160,10
A,SMCO_R_EVO,Zakharov,100,11,3.541979943053493e+17,6.828012790996581,310,10
A,SMCO_R,Zakharov,100,12,3.473873816164695e+17,6.6832036059349775,160,10
A,SMCO_R_EVO,Zakharov,100,12,3.4724347606538586e+17,6.866340970038436,310,10
A,SMCO_R,Zakharov,100,13,3.5209570532753754e+17,6.648603922920302,160,10
A,SMCO_R_EVO,Zakharov,100,13,3.5391602683102176e+17,6.5832435770425946,310,10
A,SMCO_R,Zakharov,100,14,3.498914632152323e+17,6.559078680002131,160,10
A,SMCO_R_EVO,Zakharov,100,14,3.504617371415359e+17,6.682075078017078,310,10
A,SMCO_R,Zakharov,100,15,3.489495050580371e+17,6.5837980770738795,160,10
A,SMCO_R_EVO,Zakharov,100,15,3.503072494041576e+17,6.605890478007495,310,10
A,SMCO_R,Zakharov,100,16,3.507302498492742e+17,6.686773351975717,160,10
A,SMCO_R_EVO,Zakharov,100,16,3.499006724005577e+17,6.5966354788979515,310,10
A,SMCO_R,Zakharov,100,17,3.485906998211783e+17,6.744126826990396,160,10
A,SMCO_R_EVO,Zakharov,100,17,3.497855699898476e+17,6.680480926996097,310,10
A,SMCO_R,Zakharov,100,18,3.502571671927163e+17,6.655383687000722,160,10
A,SMCO_R_EVO,Zakharov,100,18,3.5093967712208026e+17,6.58675733290147,310,10
A,SMCO_R,Zakharov,100,19,3.467942194184882e+17,6.812141278991476,160,10
A,SMCO_R_EVO,Zakharov,100,19,3.469927066698842e+17,6.850589024019428,310,10
A,SMCO_R,Qing,100,0,5676690220513.355,4.47580915899016,160,10
A,SMCO_R_EVO,Qing,100,0,5684052111496.123,4.516647593001835,310,10
