strategy,func,dim,algo,mean,std,min,max,median,n,is_evo
current-to-best1bin,Rastrigin,2000,GA,39985.9666256,87.99021627,39909.76353069,40082.26692222,39965.8694239,3,False
current-to-best1bin,Rastrigin,2000,GenSA,80706.5803873,1.6e-07,80706.58038711,80706.5803874,80706.58038738,3,False
current-to-best1bin,Rastrigin,2000,PSO,58152.53797893,176.28901244,58032.50900631,58354.93434683,58070.17058365,3,False
current-to-best1bin,Rastrigin,2000,SA,57849.42745157,0.0,57849.42745157,57849.42745157,57849.42745157,3,False
current-to-best1bin,Rastrigin,2000,SMCO,57881.3549303,215.4658672,57670.58391027,58101.22722018,57872.25366046,3,False
current-to-best1bin,Rastrigin,2000,SMCO_BR,57911.78566871,213.85668736,57697.64371856,58125.35594715,57912.35734043,3,False
current-to-best1bin,Rastrigin,2000,SMCO_BR_EVO,57911.57064659,212.42679582,57696.38526394,58121.12696822,57917.19970761,3,True
current-to-best1bin,Rastrigin,2000,SMCO_EVO,57883.29476627,218.03769758,57666.54156466,58102.59465029,57880.74808386,3,True
current-to-best1bin,Rastrigin,2000,SMCO_R,57929.57599256,217.7766563,57715.96457328,58151.29163733,57921.47176708,3,False
current-to-best1bin,Rastrigin,2000,SMCO_R_EVO,57943.73565598,220.92695337,57726.11687558,58167.82847317,57937.26161919,3,True
current-to-best1bin,Rastrigin,3000,DEoptim,57968.50182051,4.32150444,57965.44605541,57971.5575856,57968.50182051,2,False
current-to-best1bin,Rastrigin,3000,GA,59470.21118374,6.93550716,59465.3070396,59475.11532789,59470.21118374,2,False
current-to-best1bin,Rastrigin,3000,GenSA,121059.87040453,0.00021645,121059.87025148,121059.87055759,121059.87040453,2,False
current-to-best1bin,Rastrigin,3000,PSO,87035.34159179,13.13594858,87026.05307347,87044.63011011,87035.34159179,2,False
current-to-best1bin,Rastrigin,3000,SA,86781.56655992,10.50107673,86774.14117736,86788.99194249,86781.56655992,2,False
current-to-best1bin,Rastrigin,3000,SMCO,86021.13959544,26.78539022,86002.19946438,86040.07972651,86021.13959544,2,False
current-to-best1bin,Rastrigin,3000,SMCO_BR,86027.3630172,23.72597834,86010.58621703,86044.13981737,86027.3630172,2,False
current-to-best1bin,Rastrigin,3000,SMCO_BR_EVO,86031.64588794,22.401626,86015.80554628,86047.4862296,86031.64588794,2,True
current-to-best1bin,Rastrigin,3000,SMCO_EVO,86028.14017522,14.22798556,86018.07947015,86038.20088029,86028.14017522,2,True
current-to-best1bin,Rastrigin,3000,SMCO_R,86068.11548492,22.78579681,86052.00349347,86084.22747636,86068.11548492,2,False
current-to-best1bin,Rastrigin,3000,SMCO_R_EVO,86094.55559768,20.2652924,86080.225872,86108.88532336,86094.55559768,2,True
current-to-best1bin,Rastrigin,4000,DEoptim,77000.13010232,105.83384686,76925.29427153,77074.96593312,77000.13010232,2,False
current-to-best1bin,Rastrigin,4000,GA,76768.81248488,311.52270359,76548.53266868,76989.09230109,76768.81248488,2,False
current-to-best1bin,Rastrigin,4000,GenSA,161412.67179775,0.69149556,161412.18283654,161413.16075895,161412.67179775,2,False
current-to-best1bin,Rastrigin,4000,PSO,115988.19110692,116.46625603,115905.8370275,116070.54518634,115988.19110692,2,False
current-to-best1bin,Rastrigin,4000,SA,115692.09726628,9.5567417,115685.33962942,115698.85490314,115692.09726628,2,False
current-to-best1bin,Rastrigin,4000,SMCO,114310.45677346,234.33160425,114144.75930704,114476.15423987,114310.45677346,2,False
current-to-best1bin,Rastrigin,4000,SMCO_BR,114314.06385418,214.99146069,114162.04193443,114466.08577393,114314.06385418,2,False
current-to-best1bin,Rastrigin,4000,SMCO_BR_EVO,114319.86604742,200.94478054,114177.77663046,114461.95546439,114319.86604742,2,True
current-to-best1bin,Rastrigin,4000,SMCO_EVO,114314.91250138,236.60886496,114147.60476848,114482.22023428,114314.91250138,2,True
current-to-best1bin,Rastrigin,4000,SMCO_R,114374.76422764,235.51437718,114208.23041446,114541.29804081,114374.76422764,2,False
current-to-best1bin,Rastrigin,4000,SMCO_R_EVO,114380.51305936,229.28342452,114218.38519507,114542.64092364,114380.51305936,2,True
current-to-best1bin,Rastrigin,5000,DEoptim,95772.36984368,23.4468615,95755.79040891,95788.94927844,95772.36984368,2,False
current-to-best1bin,Rastrigin,5000,GA,94743.88053802,23.08936978,94727.55388808,94760.20718796,94743.88053802,2,False
current-to-best1bin,Rastrigin,5000,GenSA,201766.21261094,0.22153992,201766.05595856,201766.36926332,201766.21261094,2,False
current-to-best1bin,Rastrigin,5000,PSO,144957.97011654,69.69212458,144908.69034266,145007.24989042,144957.97011654,2,False
current-to-best1bin,Rastrigin,5000,SA,144455.59698672,101.16087882,144384.06544332,144527.12853013,144455.59698672,2,False
current-to-best1bin,Rastrigin,5000,SMCO,142458.32504619,194.88279805,142320.52209815,142596.12799423,142458.32504619,2,False
current-to-best1bin,Rastrigin,5000,SMCO_BR,142460.14573843,185.2922606,142329.12432446,142591.1671524,142460.14573843,2,False
current-to-best1bin,Rastrigin,5000,SMCO_BR_EVO,142458.48954384,216.54540073,142305.36882255,142611.61026514,142458.48954384,2,True
current-to-best1bin,Rastrigin,5000,SMCO_EVO,142432.29777746,221.06656364,142275.98011122,142588.6154437,142432.29777746,2,True
current-to-best1bin,Rastrigin,5000,SMCO_R,142512.25069086,196.60138387,142373.23251914,142651.26886259,142512.25069086,2,False
current-to-best1bin,Rastrigin,5000,SMCO_R_EVO,142540.8363879,220.74933621,142384.74303532,142696.92974048,142540.8363879,2,True
current-to-best1bin,Rosenbrock,1000,DEoptim,160936607.22145408,1809647.55990471,159561501.12938192,164011381.08073202,160704901.26863357,5,False
current-to-best1bin,Rosenbrock,1000,GA,228741053.82543468,7389568.32242458,222003423.83312368,239912959.66207445,227929074.094585,5,False
current-to-best1bin,Rosenbrock,1000,GenSA,809563419.0,0.0,809563419.0,809563419.0,809563419.0,5,False
current-to-best1bin,Rosenbrock,1000,PSO,532788129.0,12765771.19146793,523206909.0,554798934.0,527392404.0,5,False
current-to-best1bin,Rosenbrock,1000,SA,542589309.0,12621181.79874858,524331684.0,559748799.0,543345489.0,5,False
current-to-best1bin,Rosenbrock,1000,SMCO,463389064.88490987,2712843.21054237,459380108.1813948,466031366.3594706,463067509.89337283,5,False
current-to-best1bin,Rosenbrock,1000,SMCO_BR,348193067.76848793,3832879.82962107,343998612.5982973,354144632.83549726,346785445.51394403,5,False
current-to-best1bin,Rosenbrock,1000,SMCO_BR_EVO,361314025.78286856,9112218.42617681,353710461.87419206,375884832.4321892,357930075.6605164,5,True
current-to-best1bin,Rosenbrock,1000,SMCO_EVO,463443829.07431805,2643318.98200673,459484847.2470911,466053984.8107496,463335195.84811175,5,True
current-to-best1bin,Rosenbrock,1000,SMCO_R,422712947.9742656,3073704.22722023,419807461.87039727,427146824.93239963,422386356.4101707,5,False
current-to-best1bin,Rosenbrock,1000,SMCO_R_EVO,422659750.85499537,2980022.13005288,419340175.4046833,426711499.92208576,422775685.4593756,5,True
current-to-best1bin,Rosenbrock,2000,DEoptim,298880966.55981404,1950522.26820004,296671244.85538065,300363166.265664,299608488.5583975,3,False
current-to-best1bin,Rosenbrock,2000,GA,378960173.9105427,6896060.8276522,373174512.0544116,386591173.5358542,377114836.1413624,3,False
current-to-best1bin,Rosenbrock,2000,GenSA,1619644419.0,0.0,1619644419.0,1619644419.0,1619644419.0,3,False
current-to-best1bin,Rosenbrock,2000,PSO,1038838524.0,7808743.05474799,1032215769.0,1047449034.0,1036850769.0,3,False
current-to-best1bin,Rosenbrock,2000,SA,1082940579.0,8933773.43087875,1075462704.0,1092833649.0,1080525384.0,3,False
current-to-best1bin,Rosenbrock,2000,SMCO,869247612.9724324,6089094.39919715,862504605.5868108,874344213.5177196,870894019.8127666,3,False
current-to-best1bin,Rosenbrock,2000,SMCO_BR,618155929.2741712,2168963.02989108,615869948.7209852,620184989.6991587,618412849.4023697,3,False
current-to-best1bin,Rosenbrock,2000,SMCO_BR_EVO,667858608.950692,46006898.75411382,639793214.3688194,720953883.6424364,642828728.8408201,3,True
current-to-best1bin,Rosenbrock,2000,SMCO_EVO,869037289.3809952,6239990.8716141,862134230.3650203,874277203.1441984,870700434.6337664,3,True
current-to-best1bin,Rosenbrock,2000,SMCO_R,775822748.1332974,4752104.9516167,770458718.0110518,779506205.7074538,777503320.6813866,3,False
current-to-best1bin,Rosenbrock,2000,SMCO_R_EVO,775870948.4175621,4432532.77953777,770794513.9565343,778974591.7828128,777843739.5133393,3,True
current-to-best1bin,Rosenbrock,3000,DEoptim,435025937.7010499,1217440.10858186,434165077.5445832,435886797.85751665,435025937.7010499,2,False
current-to-best1bin,Rosenbrock,3000,GA,558462340.9012433,5478799.34591137,554588244.730989,562336437.0714977,558462340.9012433,2,False
current-to-best1bin,Rosenbrock,3000,GenSA,2429725419.0,0.0,2429725419.0,2429725419.0,2429725419.0,2,False
current-to-best1bin,Rosenbrock,3000,PSO,1567742184.0,1543260.54993964,1566650934.0,1568833434.0,1567742184.0,2,False
current-to-best1bin,Rosenbrock,3000,SA,1590726046.5,9291924.04147884,1584155664.0,1597296429.0,1590726046.5,2,False
current-to-best1bin,Rosenbrock,3000,SMCO,1239722873.845387,1018451.97238844,1239002719.5493982,1240443028.1413755,1239722873.845387,2,False
current-to-best1bin,Rosenbrock,3000,SMCO_BR,859724697.6735848,1105521.41345009,858942975.9853873,860506419.3617823,859724697.6735848,2,False
current-to-best1bin,Rosenbrock,3000,SMCO_BR_EVO,928660317.1534901,4265549.65695232,925644118.0655711,931676516.241409,928660317.1534901,2,True
current-to-best1bin,Rosenbrock,3000,SMCO_EVO,1239385157.2331452,1392657.82472092,1238400399.4414124,1240369915.0248778,1239385157.2331452,2,True
current-to-best1bin,Rosenbrock,3000,SMCO_R,1094303115.940483,23405.68370745,1094286565.6228151,1094319666.2581508,1094303115.940483,2,False
current-to-best1bin,Rosenbrock,3000,SMCO_R_EVO,1110555709.568077,4545273.29139822,1107341716.0013833,1113769703.1347709,1110555709.568077,2,True
current-to-best1bin,Rosenbrock,4000,DEoptim,570759716.329524,5675936.20214147,566746223.3514076,574773209.3076406,570759716.329524,2,False
current-to-best1bin,Rosenbrock,4000,GA,681387818.6390367,13240574.11462637,672025318.8957813,690750318.382292,681387818.6390367,2,False
current-to-best1bin,Rosenbrock,4000,GenSA,3239806419.0,0.0,3239806419.0,3239806419.0,3239806419.0,2,False
current-to-best1bin,Rosenbrock,4000,PSO,2080429884.0,10310444.18463385,2073139299.0,2087720469.0,2080429884.0,2,False
current-to-best1bin,Rosenbrock,4000,SA,2174326321.5,43627848.46757301,2143476774.0,2205175869.0,2174326321.5,2,False
current-to-best1bin,Rosenbrock,4000,SMCO,1601610810.9908462,5187853.93675735,1597942444.2923596,1605279177.6893325,1601610810.9908462,2,False
current-to-best1bin,Rosenbrock,4000,SMCO_BR,1091605069.4387069,3466802.29551939,1089153670.026512,1094056468.8509016,1091605069.4387069,2,False
current-to-best1bin,Rosenbrock,4000,SMCO_BR_EVO,1239822826.0694354,27735920.31322763,1220210568.7335024,1259435083.4053683,1239822826.0694354,2,True
current-to-best1bin,Rosenbrock,4000,SMCO_EVO,1601826824.5663753,4549189.21342815,1598610062.0246596,1605043587.108091,1601826824.5663753,2,True
current-to-best1bin,Rosenbrock,4000,SMCO_R,1399385030.0219135,911116.52937325,1398740773.3455424,1400029286.6982844,1399385030.0219135,2,False
current-to-best1bin,Rosenbrock,4000,SMCO_R_EVO,1433132239.4677372,37462452.09132567,1406642285.5540848,1459622193.3813899,1433132239.4677372,2,True
current-to-best1bin,Rosenbrock,5000,DEoptim,703836218.4663241,2028375.75898374,702401940.2123523,705270496.7202959,703836218.4663241,2,False
current-to-best1bin,Rosenbrock,5000,GA,863871393.4097356,12846378.8507324,854787631.8106911,872955155.0087798,863871393.4097354,2,False
current-to-best1bin,Rosenbrock,5000,GenSA,4049887419.0,0.0,4049887419.0,4049887419.0,4049887419.0,2,False
current-to-best1bin,Rosenbrock,5000,PSO,2607259441.5,28607564.0033543,2587030839.0,2627488044.0,2607259441.5,2,False
current-to-best1bin,Rosenbrock,5000,SA,2720911801.5,9737210.39479545,2714026554.0,2727797049.0,2720911801.5,2,False
current-to-best1bin,Rosenbrock,5000,SMCO,1953961917.8469484,3915142.6489223,1951193493.930583,1956730341.7633142,1953961917.8469486,2,False
current-to-best1bin,Rosenbrock,5000,SMCO_BR,1318276891.8457017,3002866.7691948,1316153544.3902044,1320400239.3011992,1318276891.8457017,2,False
current-to-best1bin,Rosenbrock,5000,SMCO_BR_EVO,1529914988.3765254,21003407.77791087,1515063336.3087385,1544766640.4443126,1529914988.3765254,2,True
current-to-best1bin,Rosenbrock,5000,SMCO_EVO,1953906656.3506606,4454116.07643705,1950757120.66882,1957056192.0325012,1953906656.3506606,2,True
current-to-best1bin,Rosenbrock,5000,SMCO_R,1699574361.5793364,3749109.16629494,1696923341.0644403,1702225382.0942318,1699574361.5793362,2,False
current-to-best1bin,Rosenbrock,5000,SMCO_R_EVO,1767633840.916448,40160855.54959361,1739235827.6190772,1796031854.2138193,1767633840.916448,2,True
rand1bin,Ackley,1000,DEoptim,21.40238059,0.00977965,21.38826093,21.41269241,21.40633999,5,False
rand1bin,Ackley,1000,GA,21.46911005,0.01047325,21.45566972,21.48210463,21.47178885,5,False
rand1bin,Ackley,1000,GenSA,22.13118936,0.09109798,21.96830197,22.17547381,22.17085319,5,False
rand1bin,Ackley,1000,PSO,21.78589313,0.0216697,21.75594338,21.80574237,21.79272061,5,False
rand1bin,Ackley,1000,SA,21.96278046,0.02290152,21.94440547,22.00240267,21.95520556,5,False
rand1bin,Ackley,1000,SMCO,21.35674794,0.01336454,21.3375839,21.37453368,21.35814077,5,False
rand1bin,Ackley,1000,SMCO_BR,21.94129771,0.00968927,21.92969363,21.95394197,21.94297709,5,False
rand1bin,Ackley,1000,SMCO_BR_EVO,22.19297949,0.01128247,22.17647987,22.20817707,22.19354051,5,True
rand1bin,Ackley,1000,SMCO_EVO,22.11808487,0.0155162,22.1037546,22.13992631,22.11431179,5,True
rand1bin,Ackley,1000,SMCO_R,21.94929137,0.00976383,21.9392345,21.96311007,21.94566172,5,False
rand1bin,Ackley,1000,SMCO_R_EVO,22.17802791,0.00754988,22.17018018,22.19016522,22.17710716,5,True
rand1bin,Ackley,2000,DEoptim,21.36305693,0.00278622,21.35990396,21.36518756,21.36407927,3,False
rand1bin,Ackley,2000,GA,21.42397827,0.01420167,21.41429648,21.44028148,21.41735684,3,False
rand1bin,Ackley,2000,GenSA,21.94001171,0.00997303,21.92874206,21.94769777,21.9435953,3,False
rand1bin,Ackley,2000,PSO,21.77345901,0.01220993,21.76163203,21.78601887,21.77272612,3,False
rand1bin,Ackley,2000,SA,21.8924745,0.0081464,21.88755555,21.90187781,21.88799014,3,False
rand1bin,Ackley,2000,SMCO,21.41223117,0.00643105,21.40845332,21.41965673,21.40858345,3,False
rand1bin,Ackley,2000,SMCO_BR,21.92156924,0.00343249,21.91912993,21.92549433,21.92008347,3,False
rand1bin,Ackley,2000,SMCO_BR_EVO,22.18821204,0.00216098,22.18648709,22.190636,22.18751304,3,True
rand1bin,Ackley,2000,SMCO_EVO,22.11583147,0.01167724,22.10403215,22.12738269,22.11607957,3,True
rand1bin,Ackley,2000,SMCO_R,21.90054567,0.00294097,21.89832647,21.90388141,21.89942913,3,False
rand1bin,Ackley,2000,SMCO_R_EVO,22.17797944,0.00322373,22.17508879,22.1814559,22.17739363,3,True
rand1bin,Ackley,3000,DEoptim,21.34290123,0.00159538,21.34177312,21.34402934,21.34290123,2,False
rand1bin,Ackley,3000,GA,21.40466069,0.01114725,21.39677839,21.41254299,21.40466069,2,False
rand1bin,Ackley,3000,GenSA,21.90540034,0.02071428,21.89075313,21.92004754,21.90540034,2,False
rand1bin,Ackley,3000,PSO,21.74146524,0.01550264,21.73050322,21.75242726,21.74146524,2,False
rand1bin,Ackley,3000,SA,21.86492905,0.01409715,21.85496086,21.87489724,21.86492905,2,False
rand1bin,Ackley,3000,SMCO,21.53221419,0.00356824,21.52969107,21.53473731,21.53221419,2,False
rand1bin,Ackley,3000,SMCO_BR,21.90992625,0.00253492,21.9081338,21.91171871,21.90992625,2,False
rand1bin,Ackley,3000,SMCO_BR_EVO,22.17783126,0.00076333,22.1772915,22.17837101,22.17783126,2,True
rand1bin,Ackley,3000,SMCO_EVO,22.08619358,0.00117069,22.08536577,22.08702138,22.08619358,2,True
rand1bin,Ackley,3000,SMCO_R,21.56366743,0.00415411,21.56073003,21.56660484,21.56366743,2,False
rand1bin,Ackley,3000,SMCO_R_EVO,22.17659688,0.00263994,22.17473016,22.1784636,22.17659688,2,True
rand1bin,Ackley,4000,DEoptim,21.34122139,0.00758382,21.33585881,21.34658396,21.34122139,2,False
rand1bin,Ackley,4000,GA,21.39722857,0.01819583,21.38436218,21.41009497,21.39722857,2,False
rand1bin,Ackley,4000,GenSA,21.86477087,0.00556715,21.8608343,21.86870744,21.86477087,2,False
rand1bin,Ackley,4000,PSO,21.71180501,0.00794571,21.70618654,21.71742347,21.71180501,2,False
rand1bin,Ackley,4000,SA,21.84268349,0.00583576,21.83855698,21.84681,21.84268349,2,False
rand1bin,Ackley,4000,SMCO,21.66499532,0.00260253,21.66315505,21.66683558,21.66499532,2,False
rand1bin,Ackley,4000,SMCO_BR,21.90941467,0.00302392,21.90727643,21.9115529,21.90941467,2,False
rand1bin,Ackley,4000,SMCO_BR_EVO,22.18100381,0.01566225,22.16992892,22.1920787,22.18100381,2,True
rand1bin,Ackley,4000,SMCO_EVO,22.10504908,0.00832051,22.09916559,22.11093257,22.10504908,2,True
rand1bin,Ackley,4000,SMCO_R,21.69659647,0.00257511,21.69477559,21.69841735,21.69659647,2,False
rand1bin,Ackley,4000,SMCO_R_EVO,22.14593543,0.008582,22.13986705,22.15200382,22.14593543,2,True
rand1bin,Ackley,5000,DEoptim,21.32833238,0.00054819,21.32794475,21.32872001,21.32833238,2,False
rand1bin,Ackley,5000,GA,21.38560647,0.02742151,21.36621653,21.4049964,21.38560647,2,False
rand1bin,Ackley,5000,GenSA,21.7314873,0.01241529,21.72270836,21.74026623,21.7314873,2,False
rand1bin,Ackley,5000,PSO,21.7214349,0.00749892,21.71613237,21.72673744,21.7214349,2,False
rand1bin,Ackley,5000,SA,21.66547433,0.01439947,21.65529236,21.67565629,21.66547433,2,False
rand1bin,Ackley,5000,SMCO,21.69704496,0.00367952,21.69444314,21.69964677,21.69704496,2,False
rand1bin,Ackley,5000,SMCO_BR,21.91259762,0.00350619,21.91011837,21.91507687,21.91259762,2,False
rand1bin,Ackley,5000,SMCO_BR_EVO,22.18490993,0.00322537,22.18262925,22.18719061,22.18490993,2,True
rand1bin,Ackley,5000,SMCO_EVO,22.11147899,0.00096119,22.11079933,22.11215866,22.11147899,2,True
rand1bin,Ackley,5000,SMCO_R,21.7257027,0.00345012,21.7232631,21.7281423,21.7257027,2,False
rand1bin,Ackley,5000,SMCO_R_EVO,22.15293404,0.00208278,22.1514613,22.15440679,22.15293404,2,True
rand1bin,Rastrigin,1000,DEoptim,19911.6980942,97.73368801,19774.33004918,20030.22702656,19916.28930127,5,False
rand1bin,Rastrigin,1000,GA,21059.08355685,235.41222602,20677.71017416,21310.50662155,21121.16228081,5,False
rand1bin,Rastrigin,1000,GenSA,40353.29019372,6e-08,40353.29019365,40353.2901938,40353.2901937,5,False
rand1bin,Rastrigin,1000,PSO,29165.33059818,48.87384343,29105.04008251,29220.69678724,29164.71382455,5,False
rand1bin,Rastrigin,1000,SA,40353.29019378,1e-08,40353.29019377,40353.2901938,40353.29019377,5,False
rand1bin,Rastrigin,1000,SMCO,29109.96616976,141.88767119,28922.36959267,29278.36342889,29108.12251926,5,False
rand1bin,Rastrigin,1000,SMCO_BR,29126.31025437,142.08459791,28939.05516514,29296.60120728,29122.49215559,5,False
rand1bin,Rastrigin,1000,SMCO_BR_EVO,29126.29918232,142.5429659,28935.44672799,29295.40269466,29125.58052561,5,True
rand1bin,Rastrigin,1000,SMCO_EVO,29110.28655616,142.05592991,28921.31167131,29278.34052492,29108.53315822,5,True
rand1bin,Rastrigin,1000,SMCO_R,29138.03230207,142.43430035,28949.1388329,29306.84325526,29136.08325289,5,False
rand1bin,Rastrigin,1000,SMCO_R_EVO,29138.0368996,142.42888081,28949.09093591,29306.84874159,29135.9830088,5,True
rand1bin,Rastrigin,2000,DEoptim,39049.42474348,156.54028643,38900.21049065,39212.38452316,39035.67921663,3,False
rand1bin,Rastrigin,2000,GA,39985.9666256,87.99021627,39909.76353069,40082.26692222,39965.8694239,3,False
rand1bin,Rastrigin,2000,GenSA,80706.5803873,1.6e-07,80706.58038711,80706.5803874,80706.58038738,3,False
rand1bin,Rastrigin,2000,PSO,58152.53797893,176.28901244,58032.50900631,58354.93434683,58070.17058365,3,False
rand1bin,Rastrigin,2000,SA,57849.42745157,0.0,57849.42745157,57849.42745157,57849.42745157,3,False
rand1bin,Rastrigin,2000,SMCO,57881.3549303,215.4658672,57670.58391027,58101.22722018,57872.25366046,3,False
rand1bin,Rastrigin,2000,SMCO_BR,57911.78566871,213.85668736,57697.64371856,58125.35594715,57912.35734043,3,False
rand1bin,Rastrigin,2000,SMCO_BR_EVO,57914.65963311,212.20614106,57697.67641683,58121.74210895,57924.56037354,3,True
rand1bin,Rastrigin,2000,SMCO_EVO,57883.78753974,217.93840645,57666.52493756,58102.39552143,57882.44216024,3,True
rand1bin,Rastrigin,2000,SMCO_R,57929.57599256,217.7766563,57715.96457328,58151.29163733,57921.47176708,3,False
rand1bin,Rastrigin,2000,SMCO_R_EVO,57944.88808556,219.78413017,57729.22603118,58168.57450796,57936.86371756,3,True
rand1bin,Rastrigin,3000,DEoptim,57968.50182051,4.32150444,57965.44605541,57971.5575856,57968.50182051,2,False
rand1bin,Rastrigin,3000,GA,59470.21118374,6.93550716,59465.3070396,59475.11532789,59470.21118374,2,False
rand1bin,Rastrigin,3000,GenSA,121059.87040453,0.00021645,121059.87025148,121059.87055759,121059.87040453,2,False
rand1bin,Rastrigin,3000,PSO,87035.34159179,13.13594858,87026.05307347,87044.63011011,87035.34159179,2,False
rand1bin,Rastrigin,3000,SA,86781.56655992,10.50107673,86774.14117736,86788.99194249,86781.56655992,2,False
rand1bin,Rastrigin,3000,SMCO,86021.13959544,26.78539022,86002.19946438,86040.07972651,86021.13959544,2,False
rand1bin,Rastrigin,3000,SMCO_BR,86027.3630172,23.72597834,86010.58621703,86044.13981737,86027.3630172,2,False
rand1bin,Rastrigin,3000,SMCO_BR_EVO,86030.44584423,23.9716241,86013.49534628,86047.39634219,86030.44584423,2,True
rand1bin,Rastrigin,3000,SMCO_EVO,86027.41694923,8.16922943,86021.6404317,86033.19346675,86027.41694923,2,True
rand1bin,Rastrigin,3000,SMCO_R,86068.11548492,22.78579681,86052.00349347,86084.22747636,86068.11548492,2,False
rand1bin,Rastrigin,3000,SMCO_R_EVO,86094.04443349,28.06239944,86074.20132055,86113.88754643,86094.04443349,2,True
rand1bin,Rastrigin,4000,DEoptim,77000.13010232,105.83384686,76925.29427153,77074.96593312,77000.13010232,2,False
rand1bin,Rastrigin,4000,GA,76768.81248488,311.52270359,76548.53266868,76989.09230109,76768.81248488,2,False
rand1bin,Rastrigin,4000,GenSA,161412.67179775,0.69149556,161412.18283654,161413.16075895,161412.67179775,2,False
rand1bin,Rastrigin,4000,PSO,115988.19110692,116.46625603,115905.8370275,116070.54518634,115988.19110692,2,False
rand1bin,Rastrigin,4000,SA,115692.09726628,9.5567417,115685.33962942,115698.85490314,115692.09726628,2,False
rand1bin,Rastrigin,4000,SMCO,114310.45677346,234.33160425,114144.75930704,114476.15423987,114310.45677346,2,False
rand1bin,Rastrigin,4000,SMCO_BR,114314.06385418,214.99146069,114162.04193443,114466.08577393,114314.06385418,2,False
rand1bin,Rastrigin,4000,SMCO_BR_EVO,114315.02117796,187.38031364,114182.52328752,114447.51906839,114315.02117796,2,True
rand1bin,Rastrigin,4000,SMCO_EVO,114316.99141116,241.6108531,114146.14673852,114487.83608379,114316.99141116,2,True
rand1bin,Rastrigin,4000,SMCO_R,114374.76422764,235.51437718,114208.23041446,114541.29804081,114374.76422764,2,False
rand1bin,Rastrigin,4000,SMCO_R_EVO,114388.86054101,231.70172548,114225.0226797,114552.69840231,114388.86054101,2,True
rand1bin,Rastrigin,5000,DEoptim,95772.36984368,23.4468615,95755.79040891,95788.94927844,95772.36984368,2,False
rand1bin,Rastrigin,5000,GA,94743.88053802,23.08936978,94727.55388808,94760.20718796,94743.88053802,2,False
rand1bin,Rastrigin,5000,GenSA,201766.21261094,0.22153992,201766.05595856,201766.36926332,201766.21261094,2,False
rand1bin,Rastrigin,5000,PSO,144957.97011654,69.69212458,144908.69034266,145007.24989042,144957.97011654,2,False
rand1bin,Rastrigin,5000,SA,144455.59698672,101.16087882,144384.06544332,144527.12853013,144455.59698672,2,False
rand1bin,Rastrigin,5000,SMCO,142458.32504619,194.88279805,142320.52209815,142596.12799423,142458.32504619,2,False
rand1bin,Rastrigin,5000,SMCO_BR,142460.14573843,185.2922606,142329.12432446,142591.1671524,142460.14573843,2,False
rand1bin,Rastrigin,5000,SMCO_BR_EVO,142458.56569411,213.25887594,142307.76889679,142609.36249144,142458.56569411,2,True
rand1bin,Rastrigin,5000,SMCO_EVO,142431.54650329,219.34301858,142276.44756745,142586.64543913,142431.54650329,2,True
rand1bin,Rastrigin,5000,SMCO_R,142512.25069086,196.60138387,142373.23251914,142651.26886259,142512.25069086,2,False
rand1bin,Rastrigin,5000,SMCO_R_EVO,142539.9339122,214.66314595,142388.14414603,142691.72367838,142539.9339122,2,True
rand1bin,Rosenbrock,1000,DEoptim,160936607.22145408,1809647.55990471,159561501.12938192,164011381.08073202,160704901.26863357,5,False
rand1bin,Rosenbrock,1000,GA,228741053.82543468,7389568.32242458,222003423.83312368,239912959.66207445,227929074.094585,5,False
rand1bin,Rosenbrock,1000,GenSA,809563419.0,0.0,809563419.0,809563419.0,809563419.0,5,False
rand1bin,Rosenbrock,1000,PSO,532788129.0,12765771.19146793,523206909.0,554798934.0,527392404.0,5,False
rand1bin,Rosenbrock,1000,SA,542589309.0,12621181.79874858,524331684.0,559748799.0,543345489.0,5,False
rand1bin,Rosenbrock,1000,SMCO,463389064.88490987,2712843.21054237,459380108.1813948,466031366.3594706,463067509.89337283,5,False
rand1bin,Rosenbrock,1000,SMCO_BR,348193067.76848793,3832879.82962107,343998612.5982973,354144632.83549726,346785445.51394403,5,False
rand1bin,Rosenbrock,1000,SMCO_BR_EVO,367745225.4843526,13096918.38338002,355702017.8923979,389690345.7389333,363974324.8587689,5,True
rand1bin,Rosenbrock,1000,SMCO_EVO,463431517.42857647,2633655.6307375,459480168.4823361,466038775.1926069,463288555.6017011,5,True
rand1bin,Rosenbrock,1000,SMCO_R,422712947.9742656,3073704.22722023,419807461.87039727,427146824.93239963,422386356.4101707,5,False
rand1bin,Rosenbrock,1000,SMCO_R_EVO,422691334.4917344,3083106.42267275,419174433.3096162,426774012.2261492,422757600.386121,5,True
rand1bin,Rosenbrock,2000,DEoptim,298880966.55981404,1950522.26820004,296671244.85538065,300363166.265664,299608488.5583975,3,False
rand1bin,Rosenbrock,2000,GA,378960173.9105427,6896060.8276522,373174512.0544116,386591173.5358542,377114836.1413624,3,False
rand1bin,Rosenbrock,2000,GenSA,1619644419.0,0.0,1619644419.0,1619644419.0,1619644419.0,3,False
rand1bin,Rosenbrock,2000,PSO,1038838524.0,7808743.05474799,1032215769.0,1047449034.0,1036850769.0,3,False
rand1bin,Rosenbrock,2000,SA,1082940579.0,8933773.43087875,1075462704.0,1092833649.0,1080525384.0,3,False
