strategy,func,dim,algo,fopt_mean,smco_rank,best_in_smco
sobol,Rastrigin,4000,SMCO_R_EVO,114382.16282779,1,SMCO_R_EVO
sobol,Rastrigin,4000,SMCO_R,114374.76422764,2,SMCO_R_EVO
sobol,Rastrigin,4000,SMCO_BR_EVO,114318.86136905,3,SMCO_R_EVO
sobol,Rastrigin,4000,SMCO_BR,114314.06385418,4,SMCO_R_EVO
sobol,Rastrigin,4000,SMCO,114310.45677346,5,SMCO_R_EVO
sobol,Rastrigin,4000,SMCO_EVO,114305.59268592,6,SMCO_R_EVO
sobol,Rastrigin,5000,SMCO_R_EVO,142537.52309274,1,SMCO_R_EVO
sobol,Rastrigin,5000,SMCO_R,142512.25069086,2,SMCO_R_EVO
sobol,Rastrigin,5000,SMCO_BR_EVO,142460.96411805,3,SMCO_R_EVO
sobol,Rastrigin,5000,SMCO_BR,142460.14573843,4,SMCO_R_EVO
sobol,Rastrigin,5000,SMCO,142458.32504619,5,SMCO_R_EVO
sobol,Rastrigin,5000,SMCO_EVO,142433.69305263,6,SMCO_R_EVO
sobol,Rosenbrock,1000,SMCO_EVO,463390623.2464468,1,SMCO_EVO
sobol,Rosenbrock,1000,SMCO,463389064.88490987,2,SMCO_EVO
sobol,Rosenbrock,1000,SMCO_R,422712947.9742656,3,SMCO_EVO
sobol,Rosenbrock,1000,SMCO_R_EVO,422669231.5976954,4,SMCO_EVO
sobol,Rosenbrock,1000,SMCO_BR,348193067.76848793,5,SMCO_EVO
sobol,Rosenbrock,1000,SMCO_BR_EVO,348019751.24023837,6,SMCO_EVO
sobol,Rosenbrock,2000,SMCO,869247612.9724324,1,SMCO
sobol,Rosenbrock,2000,SMCO_EVO,869118998.1604986,2,SMCO
sobol,Rosenbrock,2000,SMCO_R_EVO,776076535.7725594,3,SMCO
sobol,Rosenbrock,2000,SMCO_R,775822748.1332974,4,SMCO
sobol,Rosenbrock,2000,SMCO_BR_EVO,618377998.3766528,5,SMCO
sobol,Rosenbrock,2000,SMCO_BR,618155929.2741712,6,SMCO
sobol,Rosenbrock,3000,SMCO,1239722873.845387,1,SMCO
sobol,Rosenbrock,3000,SMCO_EVO,1239270944.6241322,2,SMCO
sobol,Rosenbrock,3000,SMCO_R,1094303115.940483,3,SMCO
sobol,Rosenbrock,3000,SMCO_R_EVO,1094196173.155689,4,SMCO
sobol,Rosenbrock,3000,SMCO_BR_EVO,860040440.1750121,5,SMCO
sobol,Rosenbrock,3000,SMCO_BR,859724697.6735848,6,SMCO
sobol,Rosenbrock,4000,SMCO_EVO,1601691257.611319,1,SMCO_EVO
sobol,Rosenbrock,4000,SMCO,1601610810.9908462,2,SMCO_EVO
sobol,Rosenbrock,4000,SMCO_R_EVO,1399514464.6951823,3,SMCO_EVO
sobol,Rosenbrock,4000,SMCO_R,1399385030.0219135,4,SMCO_EVO
sobol,Rosenbrock,4000,SMCO_BR,1091605069.4387069,5,SMCO_EVO
sobol,Rosenbrock,4000,SMCO_BR_EVO,1091360785.0485091,6,SMCO_EVO
sobol,Rosenbrock,5000,SMCO_EVO,1954076967.4365642,1,SMCO_EVO
sobol,Rosenbrock,5000,SMCO,1953961917.8469484,2,SMCO_EVO
sobol,Rosenbrock,5000,SMCO_R_EVO,1699732400.7509956,3,SMCO_EVO
sobol,Rosenbrock,5000,SMCO_R,1699574361.5793364,4,SMCO_EVO
sobol,Rosenbrock,5000,SMCO_BR_EVO,1318443378.4286544,5,SMCO_EVO
sobol,Rosenbrock,5000,SMCO_BR,1318276891.8457017,6,SMCO_EVO
