strategy,func,dim,algo,fopt_mean,rank,n_methods
rand1bin,Rastrigin,2000,GenSA,80706.5803872955,1,11
rand1bin,Rastrigin,2000,PSO,58152.53797892792,2,11
rand1bin,Rastrigin,2000,SMCO_R_EVO,57944.88808556363,3,11
rand1bin,Rastrigin,2000,SMCO_R,57929.57599256033,4,11
rand1bin,Rastrigin,2000,SMCO_BR_EVO,57914.65963310521,5,11
rand1bin,Rastrigin,2000,SMCO_BR,57911.78566871155,6,11
rand1bin,Rastrigin,2000,SMCO_EVO,57883.78753974486,7,11
rand1bin,Rastrigin,2000,SMCO,57881.35493030282,8,11
rand1bin,Rastrigin,2000,SA,57849.4274515718,9,11
rand1bin,Rastrigin,2000,GA,39985.96662560166,10,11
rand1bin,Rastrigin,2000,DEoptim,39049.42474348234,11,11
rand1bin,Rastrigin,3000,GenSA,121059.87040453288,1,11
rand1bin,Rastrigin,3000,PSO,87035.34159179099,2,11
rand1bin,Rastrigin,3000,SA,86781.56655992431,3,11
rand1bin,Rastrigin,3000,SMCO_R_EVO,86094.04443348976,4,11
rand1bin,Rastrigin,3000,SMCO_R,86068.11548491748,5,11
rand1bin,Rastrigin,3000,SMCO_BR_EVO,86030.44584423266,6,11
rand1bin,Rastrigin,3000,SMCO_EVO,86027.41694922576,7,11
rand1bin,Rastrigin,3000,SMCO_BR,86027.36301720096,8,11
rand1bin,Rastrigin,3000,SMCO,86021.13959544411,9,11
rand1bin,Rastrigin,3000,GA,59470.21118374476,10,11
rand1bin,Rastrigin,3000,DEoptim,57968.501820506805,11,11
rand1bin,Rastrigin,4000,GenSA,161412.67179774528,1,11
rand1bin,Rastrigin,4000,PSO,115988.19110691891,2,11
rand1bin,Rastrigin,4000,SA,115692.09726627979,3,11
rand1bin,Rastrigin,4000,SMCO_R_EVO,114388.86054100702,4,11
rand1bin,Rastrigin,4000,SMCO_R,114374.76422763668,5,11
rand1bin,Rastrigin,4000,SMCO_EVO,114316.99141115976,6,11
rand1bin,Rastrigin,4000,SMCO_BR_EVO,114315.02117795529,7,11
rand1bin,Rastrigin,4000,SMCO_BR,114314.06385418148,8,11
rand1bin,Rastrigin,4000,SMCO,114310.4567734591,9,11
rand1bin,Rastrigin,4000,DEoptim,77000.13010232343,10,11
rand1bin,Rastrigin,4000,GA,76768.81248488357,11,11
rand1bin,Rastrigin,5000,GenSA,201766.21261094167,1,11
rand1bin,Rastrigin,5000,PSO,144957.97011654064,2,11
rand1bin,Rastrigin,5000,SA,144455.59698672255,3,11
rand1bin,Rastrigin,5000,SMCO_R_EVO,142539.93391220184,4,11
rand1bin,Rastrigin,5000,SMCO_R,142512.25069086358,5,11
rand1bin,Rastrigin,5000,SMCO_BR,142460.14573842997,6,11
rand1bin,Rastrigin,5000,SMCO_BR_EVO,142458.56569411245,7,11
rand1bin,Rastrigin,5000,SMCO,142458.32504618834,8,11
rand1bin,Rastrigin,5000,SMCO_EVO,142431.5465032895,9,11
rand1bin,Rastrigin,5000,DEoptim,95772.36984367606,10,11
rand1bin,Rastrigin,5000,GA,94743.88053801833,11,11
rand1bin,Rosenbrock,1000,GenSA,809563419.0,1,11
rand1bin,Rosenbrock,1000,SA,542589309.0,2,11
rand1bin,Rosenbrock,1000,PSO,532788129.0,3,11
rand1bin,Rosenbrock,1000,SMCO_EVO,463431517.42857647,4,11
rand1bin,Rosenbrock,1000,SMCO,463389064.8849098,5,11
rand1bin,Rosenbrock,1000,SMCO_R,422712947.97426564,6,11
rand1bin,Rosenbrock,1000,SMCO_R_EVO,422691334.4917344,7,11
rand1bin,Rosenbrock,1000,SMCO_BR_EVO,367745225.4843526,8,11
rand1bin,Rosenbrock,1000,SMCO_BR,348193067.76848793,9,11
rand1bin,Rosenbrock,1000,GA,228741053.82543468,10,11
rand1bin,Rosenbrock,1000,DEoptim,160936607.22145408,11,11
rand1bin,Rosenbrock,2000,GenSA,1619644419.0,1,11
rand1bin,Rosenbrock,2000,SA,1082940579.0,2,11
rand1bin,Rosenbrock,2000,PSO,1038838524.0,3,11
rand1bin,Rosenbrock,2000,SMCO,869247612.9724323,4,11
rand1bin,Rosenbrock,2000,SMCO_EVO,869043776.6301566,5,11
rand1bin,Rosenbrock,2000,SMCO_R_EVO,781450086.1351376,6,11
rand1bin,Rosenbrock,2000,SMCO_R,775822748.1332974,7,11
rand1bin,Rosenbrock,2000,SMCO_BR_EVO,681642200.328956,8,11
rand1bin,Rosenbrock,2000,SMCO_BR,618155929.2741712,9,11
rand1bin,Rosenbrock,2000,GA,378960173.9105427,10,11
rand1bin,Rosenbrock,2000,DEoptim,298880966.55981404,11,11
rand1bin,Rosenbrock,3000,GenSA,2429725419.0,1,11
rand1bin,Rosenbrock,3000,SA,1590726046.5,2,11
rand1bin,Rosenbrock,3000,PSO,1567742184.0,3,11
rand1bin,Rosenbrock,3000,SMCO,1239722873.845387,4,11
rand1bin,Rosenbrock,3000,SMCO_EVO,1239484708.4143791,5,11
rand1bin,Rosenbrock,3000,SMCO_R_EVO,1096805777.1641424,6,11
rand1bin,Rosenbrock,3000,SMCO_R,1094303115.940483,7,11
rand1bin,Rosenbrock,3000,SMCO_BR_EVO,984001031.0391653,8,11
rand1bin,Rosenbrock,3000,SMCO_BR,859724697.6735848,9,11
rand1bin,Rosenbrock,3000,GA,558462340.9012433,10,11
rand1bin,Rosenbrock,3000,DEoptim,435025937.7010499,11,11
rand1bin,Rosenbrock,4000,GenSA,3239806419.0,1,11
rand1bin,Rosenbrock,4000,SA,2174326321.5,2,11
rand1bin,Rosenbrock,4000,PSO,2080429884.0,3,11
rand1bin,Rosenbrock,4000,SMCO_EVO,1601772804.8045106,4,11
rand1bin,Rosenbrock,4000,SMCO,1601610810.9908462,5,11
rand1bin,Rosenbrock,4000,SMCO_R_EVO,1458666064.155912,6,11
rand1bin,Rosenbrock,4000,SMCO_R,1399385030.0219135,7,11
rand1bin,Rosenbrock,4000,SMCO_BR_EVO,1284332464.5678978,8,11
rand1bin,Rosenbrock,4000,SMCO_BR,1091605069.4387069,9,11
rand1bin,Rosenbrock,4000,GA,681387818.6390367,10,11
rand1bin,Rosenbrock,4000,DEoptim,570759716.329524,11,11
rand1bin,Rosenbrock,5000,GenSA,4049887419.0,1,11
rand1bin,Rosenbrock,5000,SA,2720911801.5,2,11
rand1bin,Rosenbrock,5000,PSO,2607259441.5,3,11
rand1bin,Rosenbrock,5000,SMCO,1953961917.8469486,4,11
rand1bin,Rosenbrock,5000,SMCO_EVO,1953822312.2048445,5,11
rand1bin,Rosenbrock,5000,SMCO_R_EVO,1763579913.2363734,6,11
rand1bin,Rosenbrock,5000,SMCO_R,1699574361.5793362,7,11
rand1bin,Rosenbrock,5000,SMCO_BR_EVO,1571387343.601668,8,11
rand1bin,Rosenbrock,5000,SMCO_BR,1318276891.8457017,9,11
rand1bin,Rosenbrock,5000,GA,863871393.4097354,10,11
rand1bin,Rosenbrock,5000,DEoptim,703836218.4663241,11,11
sobol,Ackley,1000,GenSA,22.1311893631594,1,11
sobol,Ackley,1000,SA,21.962780464187713,2,11
sobol,Ackley,1000,SMCO_R_EVO,21.961762933088586,3,11
sobol,Ackley,1000,SMCO_R,21.949291370787886,4,11
sobol,Ackley,1000,SMCO_BR,21.941297712620617,5,11
sobol,Ackley,1000,SMCO_BR_EVO,21.940277777418867,6,11
sobol,Ackley,1000,SMCO_EVO,21.897164392188305,7,11
sobol,Ackley,1000,PSO,21.78589313424506,8,11
sobol,Ackley,1000,GA,21.469110045827815,9,11
sobol,Ackley,1000,DEoptim,21.402380589659607,10,11
sobol,Ackley,1000,SMCO,21.356747941768013,11,11
sobol,Ackley,2000,SMCO_R_EVO,21.94555813762914,1,11
sobol,Ackley,2000,GenSA,21.940011709686967,2,11
sobol,Ackley,2000,SMCO_BR_EVO,21.922234039284636,3,11
sobol,Ackley,2000,SMCO_BR,21.92156924412311,4,11
sobol,Ackley,2000,SMCO_R,21.90054567102072,5,11
sobol,Ackley,2000,SA,21.892474502729865,6,11
sobol,Ackley,2000,SMCO_EVO,21.88740662555111,7,11
sobol,Ackley,2000,PSO,21.77345900855943,8,11
sobol,Ackley,2000,GA,21.423978267424815,9,11
sobol,Ackley,2000,SMCO,21.412231167680464,10,11
sobol,Ackley,2000,DEoptim,21.363056928357512,11,11
sobol,Ackley,3000,SMCO_R_EVO,21.93947284370111,1,11
sobol,Ackley,3000,SMCO_BR_EVO,21.91459007869124,2,11
sobol,Ackley,3000,SMCO_BR,21.90992625267647,3,11
sobol,Ackley,3000,GenSA,21.905400336903423,4,11
sobol,Ackley,3000,SMCO_EVO,21.879182063349567,5,11
sobol,Ackley,3000,SA,21.864929046117897,6,11
sobol,Ackley,3000,PSO,21.74146523673044,7,11
sobol,Ackley,3000,SMCO_R,21.563667434577347,8,11
sobol,Ackley,3000,SMCO,21.532214189963604,9,11
sobol,Ackley,3000,GA,21.404660691573028,10,11
sobol,Ackley,3000,DEoptim,21.34290122913012,11,11
sobol,Ackley,4000,SMCO_BR_EVO,21.928384262571953,1,11
sobol,Ackley,4000,SMCO_R_EVO,21.920824851229398,2,11
sobol,Ackley,4000,SMCO_BR,21.90941466516003,3,11
sobol,Ackley,4000,SMCO_EVO,21.892276107563664,4,11
sobol,Ackley,4000,GenSA,21.864770869740198,5,11
sobol,Ackley,4000,SA,21.842683492138292,6,11
sobol,Ackley,4000,PSO,21.711805007306616,7,11
sobol,Ackley,4000,SMCO_R,21.696596470859426,8,11
sobol,Ackley,4000,SMCO,21.664995317854874,9,11
sobol,Ackley,4000,GA,21.397228574401577,10,11
sobol,Ackley,4000,DEoptim,21.34122138647738,11,11
sobol,Ackley,5000,SMCO_BR_EVO,21.936770067208492,1,11
sobol,Ackley,5000,SMCO_R_EVO,21.917239177362987,2,11
sobol,Ackley,5000,SMCO_BR,21.912597619812423,3,11
sobol,Ackley,5000,SMCO_EVO,21.879627250224026,4,11
sobol,Ackley,5000,GenSA,21.73148729514309,5,11
sobol,Ackley,5000,SMCO_R,21.72570270016472,6,11
sobol,Ackley,5000,PSO,21.721434902688344,7,11
sobol,Ackley,5000,SMCO,21.697044955860562,8,11
sobol,Ackley,5000,SA,21.665474326389205,9,11
sobol,Ackley,5000,GA,21.385606465715362,10,11
sobol,Ackley,5000,DEoptim,21.328332378863344,11,11
sobol,Rastrigin,1000,SA,40353.2901937765,1,11
sobol,Rastrigin,1000,GenSA,40353.29019371744,2,11
sobol,Rastrigin,1000,PSO,29165.330598182743,3,11
sobol,Rastrigin,1000,SMCO_R,29138.03230207167,4,11
sobol,Rastrigin,1000,SMCO_R_EVO,29137.99021096876,5,11
sobol,Rastrigin,1000,SMCO_BR_EVO,29126.721814035478,6,11
sobol,Rastrigin,1000,SMCO_BR,29126.31025437183,7,11
sobol,Rastrigin,1000,SMCO_EVO,29110.274251319264,8,11
sobol,Rastrigin,1000,SMCO,29109.966169755517,9,11
sobol,Rastrigin,1000,GA,21059.0835568463,10,11
sobol,Rastrigin,1000,DEoptim,19911.698094201394,11,11
sobol,Rastrigin,2000,GenSA,80706.5803872955,1,11
sobol,Rastrigin,2000,PSO,58152.53797892792,2,11
sobol,Rastrigin,2000,SMCO_R_EVO,57943.79006554603,3,11
sobol,Rastrigin,2000,SMCO_R,57929.575992560334,4,11
sobol,Rastrigin,2000,SMCO_BR_EVO,57912.088181982086,5,11
sobol,Rastrigin,2000,SMCO_BR,57911.78566871155,6,11
sobol,Rastrigin,2000,SMCO_EVO,57882.646100563295,7,11
sobol,Rastrigin,2000,SMCO,57881.35493030283,8,11
sobol,Rastrigin,2000,SA,57849.4274515718,9,11
sobol,Rastrigin,2000,GA,39985.96662560166,10,11
sobol,Rastrigin,2000,DEoptim,39049.42474348234,11,11
sobol,Rastrigin,3000,GenSA,121059.87040453288,1,11
sobol,Rastrigin,3000,PSO,87035.34159179099,2,11
sobol,Rastrigin,3000,SA,86781.56655992431,3,11
sobol,Rastrigin,3000,SMCO_R_EVO,86092.23625254838,4,11
sobol,Rastrigin,3000,SMCO_R,86068.11548491748,5,11
sobol,Rastrigin,3000,SMCO_BR,86027.36301720096,6,11
sobol,Rastrigin,3000,SMCO_EVO,86027.19083698816,7,11
sobol,Rastrigin,3000,SMCO_BR_EVO,86022.92131761616,8,11
sobol,Rastrigin,3000,SMCO,86021.13959544411,9,11
sobol,Rastrigin,3000,GA,59470.21118374476,10,11
sobol,Rastrigin,3000,DEoptim,57968.501820506805,11,11
sobol,Rastrigin,4000,GenSA,161412.67179774528,1,11
sobol,Rastrigin,4000,PSO,115988.19110691891,2,11
sobol,Rastrigin,4000,SA,115692.09726627979,3,11
sobol,Rastrigin,4000,SMCO_R_EVO,114382.16282779281,4,11
sobol,Rastrigin,4000,SMCO_R,114374.76422763668,5,11
sobol,Rastrigin,4000,SMCO_BR_EVO,114318.86136905075,6,11
sobol,Rastrigin,4000,SMCO_BR,114314.06385418148,7,11
sobol,Rastrigin,4000,SMCO,114310.4567734591,8,11
sobol,Rastrigin,4000,SMCO_EVO,114305.59268591848,9,11
sobol,Rastrigin,4000,DEoptim,77000.13010232343,10,11
sobol,Rastrigin,4000,GA,76768.81248488357,11,11
sobol,Rastrigin,5000,GenSA,201766.21261094167,1,11
sobol,Rastrigin,5000,PSO,144957.97011654064,2,11
sobol,Rastrigin,5000,SA,144455.59698672255,3,11
sobol,Rastrigin,5000,SMCO_R_EVO,142537.52309274464,4,11
sobol,Rastrigin,5000,SMCO_R,142512.25069086358,5,11
sobol,Rastrigin,5000,SMCO_BR_EVO,142460.96411804718,6,11
sobol,Rastrigin,5000,SMCO_BR,142460.14573842997,7,11
sobol,Rastrigin,5000,SMCO,142458.32504618834,8,11
sobol,Rastrigin,5000,SMCO_EVO,142433.69305262546,9,11
sobol,Rastrigin,5000,DEoptim,95772.36984367606,10,11
sobol,Rastrigin,5000,GA,94743.88053801833,11,11
sobol,Rosenbrock,1000,GenSA,809563419.0,1,11
sobol,Rosenbrock,1000,SA,542589309.0,2,11
sobol,Rosenbrock,1000,PSO,532788129.0,3,11
sobol,Rosenbrock,1000,SMCO_EVO,463390623.2464468,4,11
sobol,Rosenbrock,1000,SMCO,463389064.8849098,5,11
sobol,Rosenbrock,1000,SMCO_R,422712947.9742656,6,11
sobol,Rosenbrock,1000,SMCO_R_EVO,422669231.59769547,7,11
sobol,Rosenbrock,1000,SMCO_BR,348193067.76848793,8,11
sobol,Rosenbrock,1000,SMCO_BR_EVO,348019751.24023837,9,11
sobol,Rosenbrock,1000,GA,228741053.82543468,10,11
sobol,Rosenbrock,1000,DEoptim,160936607.22145408,11,11
sobol,Rosenbrock,2000,GenSA,1619644419.0,1,11
sobol,Rosenbrock,2000,SA,1082940579.0,2,11
sobol,Rosenbrock,2000,PSO,1038838524.0,3,11
sobol,Rosenbrock,2000,SMCO,869247612.9724323,4,11
sobol,Rosenbrock,2000,SMCO_EVO,869118998.1604986,5,11
sobol,Rosenbrock,2000,SMCO_R_EVO,776076535.7725593,6,11
sobol,Rosenbrock,2000,SMCO_R,775822748.1332974,7,11
sobol,Rosenbrock,2000,SMCO_BR_EVO,618377998.3766528,8,11
sobol,Rosenbrock,2000,SMCO_BR,618155929.2741712,9,11
sobol,Rosenbrock,2000,GA,378960173.9105427,10,11
sobol,Rosenbrock,2000,DEoptim,298880966.55981404,11,11
sobol,Rosenbrock,3000,GenSA,2429725419.0,1,11
sobol,Rosenbrock,3000,SA,1590726046.5,2,11
sobol,Rosenbrock,3000,PSO,1567742184.0,3,11
sobol,Rosenbrock,3000,SMCO,1239722873.845387,4,11
sobol,Rosenbrock,3000,SMCO_EVO,1239270944.6241322,5,11
sobol,Rosenbrock,3000,SMCO_R,1094303115.940483,6,11
sobol,Rosenbrock,3000,SMCO_R_EVO,1094196173.155689,7,11
sobol,Rosenbrock,3000,SMCO_BR_EVO,860040440.1750121,8,11
sobol,Rosenbrock,3000,SMCO_BR,859724697.6735848,9,11
sobol,Rosenbrock,3000,GA,558462340.9012433,10,11
sobol,Rosenbrock,3000,DEoptim,435025937.7010499,11,11
sobol,Rosenbrock,4000,GenSA,3239806419.0,1,11
sobol,Rosenbrock,4000,SA,2174326321.5,2,11
sobol,Rosenbrock,4000,PSO,2080429884.0,3,11
sobol,Rosenbrock,4000,SMCO_EVO,1601691257.611319,4,11
sobol,Rosenbrock,4000,SMCO,1601610810.9908462,5,11
sobol,Rosenbrock,4000,SMCO_R_EVO,1399514464.6951823,6,11
sobol,Rosenbrock,4000,SMCO_R,1399385030.0219135,7,11
sobol,Rosenbrock,4000,SMCO_BR,1091605069.4387069,8,11
sobol,Rosenbrock,4000,SMCO_BR_EVO,1091360785.0485091,9,11
sobol,Rosenbrock,4000,GA,681387818.6390367,10,11
sobol,Rosenbrock,4000,DEoptim,570759716.329524,11,11
sobol,Rosenbrock,5000,GenSA,4049887419.0,1,11
sobol,Rosenbrock,5000,SA,2720911801.5,2,11
sobol,Rosenbrock,5000,PSO,2607259441.5,3,11
sobol,Rosenbrock,5000,SMCO_EVO,1954076967.4365642,4,11
sobol,Rosenbrock,5000,SMCO,1953961917.8469486,5,11
sobol,Rosenbrock,5000,SMCO_R_EVO,1699732400.7509954,6,11
sobol,Rosenbrock,5000,SMCO_R,1699574361.5793362,7,11
sobol,Rosenbrock,5000,SMCO_BR_EVO,1318443378.4286544,8,11
sobol,Rosenbrock,5000,SMCO_BR,1318276891.8457017,9,11
sobol,Rosenbrock,5000,GA,863871393.4097354,10,11
sobol,Rosenbrock,5000,DEoptim,703836218.4663241,11,11
