label,name,dim,maximize,repetitions,iter_max,n_starts,seed,best_opt,algo,time_avg,rMSE,AE50,AE95,AE99,fopt_mean,fopt_sd
Griewank_10d,Griewank,10,False,20,300,10,20260928,3.319344799024293e-12,SMCO,0.640974150141119,0.34733167556967137,0.35390464167676206,0.41755084855236524,0.4403475272822839,0.3416221221650245,0.06434789084809492
Griewank_10d,Griewank,10,False,20,300,10,20260928,3.319344799024293e-12,SMCO_R,0.6406541299540549,0.07524066604021462,0.07003573611999031,0.10042788344511105,0.10647542256233596,0.07336181786500821,0.01714340463033716
Griewank_10d,Griewank,10,False,20,300,10,20260928,3.319344799024293e-12,SMCO_BR,0.6460944290069165,0.106597712205768,0.10380063020249009,0.13585498258956447,0.1372743998054412,0.10412469148134088,0.02342110771146784
Griewank_10d,Griewank,10,False,20,300,10,20260928,3.319344799024293e-12,SMCO_EVO,0.6351706224435475,0.3131987212970465,0.3141413654264853,0.39405372658050236,0.4610931891853562,0.303351931095288,0.0799410633225209
Griewank_10d,Griewank,10,False,20,300,10,20260928,3.319344799024293e-12,SMCO_R_EVO,0.6576893573539564,0.07026452513930123,0.07029244223846737,0.08450036917774262,0.09015700802819623,0.0690426382206514,0.013385679741782777
Griewank_10d,Griewank,10,False,20,300,10,20260928,3.319344799024293e-12,SMCO_BR_EVO,0.6577939504524692,0.10155632019391286,0.0923197181312772,0.14053118936205225,0.14742196935798035,0.09849467490257853,0.02539136172666838
Griewank_10d,Griewank,10,False,20,300,10,20260928,3.319344799024293e-12,GD,0.6656875002023298,144.73449261121365,137.71084409099163,191.73884187342185,202.51909011187067,140.42010341614372,35.98637034425081
Griewank_10d,Griewank,10,False,20,300,10,20260928,3.319344799024293e-12,SignGD,0.2618843618402025,176.714509393949,169.35335617832803,234.8987321631609,248.91714019372336,170.99076081641914,45.7703368174924
Griewank_10d,Griewank,10,False,20,300,10,20260928,3.319344799024293e-12,ADAM,0.6733235096937278,189.6917358041817,180.52985063228982,252.02889843993555,265.9154072299943,183.8831348543511,47.79283527609117
Griewank_10d,Griewank,10,False,20,300,10,20260928,3.319344799024293e-12,SPSA,0.07362726990249939,192.9313874138911,183.85202640539973,256.01218031887214,269.96845314825526,187.12080872461567,48.21359484731464
Griewank_10d,Griewank,10,False,20,300,10,20260928,3.319344799024293e-12,optimLBFGS,0.16735697294643614,0.003529736246592017,1.8654462197176258e-08,0.009857656212007043,0.009863276016269545,0.0013559352461747,0.0033435684668185676
Griewank_10d,Griewank,10,False,20,300,10,20260928,3.319344799024293e-12,optimNM,0.1357411360455444,8.297362207206996,6.92742101085356,14.285190124873859,15.322192862495125,7.300317461470438,4.04599666459072
Griewank_10d,Griewank,10,False,20,300,10,20260928,3.319344799024293e-12,BOBYQA,5.473526539801969,0.06742706802084479,0.01236850057982053,0.12343414112477294,0.20372487996065247,0.03926061233608459,0.056242087828506364
Griewank_10d,Griewank,10,False,20,300,10,20260928,3.319344799024293e-12,GenSA,0.2613563465623884,0.056002706424567616,0.041847433911392895,0.09939346651652538,0.11440439916067748,0.047010517950240166,0.031226074280766368
Griewank_10d,Griewank,10,False,20,300,10,20260928,3.319344799024293e-12,SA,1.6986689340061276,0.20751383273818352,0.030792675531294667,0.3269394534571036,0.7310846663758798,0.09355353776619098,0.19004078883434683
Griewank_10d,Griewank,10,False,20,300,10,20260928,3.319344799024293e-12,DEoptim,2.4571722269640306,0.29965083735629083,0.2673116645816784,0.4780765155295324,0.562976260722703,0.2740242442193507,0.12439892498333546
Griewank_10d,Griewank,10,False,20,300,10,20260928,3.319344799024293e-12,GA,0.42111053950211497,0.7820210923852522,0.8045383581528492,0.8738663654476632,0.8977687587251879,0.7754041734218775,0.10415250347197282
Griewank_10d,Griewank,10,False,20,300,10,20260928,3.319344799024293e-12,PSO,0.1330483040510444,0.11205956648702592,0.07628765594534509,0.1984083394054195,0.2975714967047212,0.09027874465838674,0.0681105502668104
