experiment,strategy,func,dim,rep,fopt,time
3,best1bin,Rastrigin,10,17,363.3201972035433,0.20355679804924875
3,best1bin,Rastrigin,10,18,377.3881281166624,0.1986019070027396
3,best1bin,Rastrigin,10,19,389.4450376073618,0.1966605760389939
3,best1bin,Rastrigin,10,20,381.4067169846336,0.19556484196800739
3,best1bin,Rastrigin,10,21,395.48010197833446,0.19578497402835637
3,best1bin,Rastrigin,10,22,363.31924148861856,0.19477980700321496
3,best1bin,Rastrigin,10,23,377.3845237027866,0.19547042006161064
3,best1bin,Rastrigin,10,24,389.45181016643306,0.19565398106351495
3,best1bin,Rastrigin,10,25,385.4238936313901,0.19733943103346974
3,best1bin,Rastrigin,10,26,389.4487470791402,0.213532452005893
3,best1bin,Rastrigin,10,27,395.48079074758436,0.21970494196284562
3,best1bin,Rastrigin,10,28,367.3395768559738,0.2527514740359038
3,best1bin,Rastrigin,10,29,377.3835720840287,0.2082533478969708
3,best1bin,Rastrigin,10,30,385.43710514915705,0.2082875039195642
3,best1bin,Rastrigin,10,31,387.43899428055255,0.2048838110640645
3,best1bin,Rastrigin,10,32,395.4802776581441,0.20134201203472912
3,best1bin,Rastrigin,10,33,377.39820130711917,0.19727694103494287
3,best1bin,Rastrigin,10,34,387.43674743091753,0.19655276800040156
3,best1bin,Rastrigin,10,35,377.39243793117134,0.19635633402504027
3,best1bin,Rastrigin,10,36,385.42668249524183,0.19695707689970732
3,best1bin,Rastrigin,10,37,367.33394520965913,0.1951739318901673
3,best1bin,Rastrigin,10,38,381.414708878136,0.19687452109064907
3,best1bin,Rastrigin,10,39,395.48263089159184,0.19511687196791172
3,best1bin,Rastrigin,10,40,369.34776588428815,0.19448328402359039
3,best1bin,Rastrigin,10,41,389.45075524988187,0.19597103097476065
3,best1bin,Rastrigin,10,42,389.4428503525485,0.19661155401263386
3,best1bin,Rastrigin,10,43,381.40394589688066,0.19595815404318273
3,best1bin,Rastrigin,10,44,351.2571145209182,0.19844737800303847
3,best1bin,Rastrigin,10,45,381.40849363736623,0.19594951695762575
3,best1bin,Rastrigin,10,46,367.3346093240712,0.19568712695036083
3,best1bin,Rastrigin,10,47,377.3898996893505,0.19858043489512056
3,best1bin,Rastrigin,10,48,395.4841251944204,0.19548758503515273
3,best1bin,Rastrigin,10,49,395.47766948867985,0.1966381990350783
3,sobol,Rastrigin,10,0,357.28623196579946,0.1972201430471614
3,sobol,Rastrigin,10,1,377.39219566719214,0.20527937402948737
3,sobol,Rastrigin,10,2,387.43228453982783,0.3032543109729886
