AE50,AE95,AE99,algo,best_opt,dim,fopt_mean,fopt_sd,label,maximize,n_replications,name,rMSE,time_avg
0.16234540163653932,0.25795064235694604,0.2765337514803836,SMCO,-5.740836894752022e-07,2,-0.15861360310262948,0.06259386639792719,table1_Ackley_d2_max,True,500,Ackley,0.17049413215997605,0.03771891559986398
0.04533478520168366,0.07258413804215261,0.08289022529402448,SMCO_R,-5.740836894752022e-07,2,-0.0441324340637934,0.017996534685821745,table1_Ackley_d2_max,True,500,Ackley,0.047653421445685164,0.037565615397295915
0.04533478520168366,0.07258413804215261,0.08289022529402448,SMCO_BR,-5.740836894752022e-07,2,-0.0441324340637934,0.017996534685821745,table1_Ackley_d2_max,True,500,Ackley,0.047653421445685164,0.07393631655932405
20.681770268536575,21.928243701588393,22.130712422988676,GD,-5.740836894752022e-07,2,-20.046304876186124,2.2262268442933753,table1_Ackley_d2_max,True,500,Ackley,20.169295723024604,0.001961524149402976
20.412229449912758,21.69588801792345,21.93724025033915,SignGD,-5.740836894752022e-07,2,-19.845471851374057,2.1899869875554434,table1_Ackley_d2_max,True,500,Ackley,19.965700116384795,0.003941821601591073
20.860139399171786,21.98240628021082,22.159005152411297,ADAM,-5.740836894752022e-07,2,-20.24529673368886,2.1604657841387636,table1_Ackley_d2_max,True,500,Ackley,20.360017037560393,0.0161316706254147
20.77484313942598,21.979366597618323,22.16160410097826,SPSA,-5.740836894752022e-07,2,-20.167475665299833,2.1874332528164726,table1_Ackley_d2_max,True,500,Ackley,20.285520601204198,0.001894305620342493
19.466918702918427,20.779573700648925,20.936525296960344,optimLBFGS,-5.740836894752022e-07,2,-18.041125210681496,3.6870579827444656,table1_Ackley_d2_max,True,500,Ackley,18.413293728397424,0.0027977349200518802
19.536882367863697,19.927391348428067,20.844288040082027,BOBYQA,-5.740836894752022e-07,2,-18.678294242557616,2.158761668461654,table1_Ackley_d2_max,True,500,Ackley,18.802382450186734,0.03309004314430058
0.16234540163653932,0.25795064235694604,0.2765337514803836,SMCO,-5.740836894752022e-07,2,-0.15861360310262948,0.06259386639792719,table1_Ackley_d2_min,False,500,Ackley,0.17049413215997605,0.037394404454738836
0.04533478520168366,0.07258413804215261,0.08289022529402448,SMCO_R,-5.740836894752022e-07,2,-0.0441324340637934,0.017996534685821745,table1_Ackley_d2_min,False,500,Ackley,0.047653421445685164,0.037251330871484245
0.04533478520168366,0.07258413804215261,0.08289022529402448,SMCO_BR,-5.740836894752022e-07,2,-0.0441324340637934,0.017996534685821745,table1_Ackley_d2_min,False,500,Ackley,0.047653421445685164,0.07373817898717243
20.681770268536575,21.928243701588393,22.130712422988676,GD,-5.740836894752022e-07,2,-20.046304876186124,2.2262268442933753,table1_Ackley_d2_min,False,500,Ackley,20.169295723024604,0.0019894280735170467
20.412229449912758,21.69588801792345,21.93724025033915,SignGD,-5.740836894752022e-07,2,-19.845471851374057,2.1899869875554434,table1_Ackley_d2_min,False,500,Ackley,19.965700116384795,0.003956244323169812
20.860139399171786,21.98240628021082,22.159005152411297,ADAM,-5.740836894752022e-07,2,-20.24529673368886,2.1604657841387636,table1_Ackley_d2_min,False,500,Ackley,20.360017037560393,0.015937132882885636
20.779183054018674,21.992736242081566,22.16439462136367,SPSA,-5.740836894752022e-07,2,-20.167085106014714,2.1809285849254127,table1_Ackley_d2_min,False,500,Ackley,20.2844333199528,0.0019128890347201377
19.466918702918427,20.779573700648925,20.936525296960344,optimLBFGS,-5.740836894752022e-07,2,-18.041125210681496,3.6870579827444656,table1_Ackley_d2_min,False,500,Ackley,18.413293728397424,0.002848589957226068
19.536882367863697,19.927391348428067,20.844288040082027,BOBYQA,-5.740836894752022e-07,2,-18.678294242557616,2.158761668461654,table1_Ackley_d2_min,False,500,Ackley,18.802382450186734,0.033077295158756896
0.011720743121626742,0.028950169888942206,0.03386516591442275,SMCO,-0.0019620991123610043,2,-0.01655008335243225,0.00846937782206851,table1_Griewank_d2_max,True,500,Griewank,0.016864050052111654,0.027159212328260764
0.023607149043692155,0.04495016293218297,0.04901954763494128,SMCO_R,-0.0019620991123610043,2,-0.02200613862759128,0.011650431799005859,table1_Griewank_d2_max,True,500,Griewank,0.023178106395242756,0.02741556111397222
0.023607149043692155,0.04495016293218297,0.04901954763494128,SMCO_BR,-0.0019620991123610043,2,-0.02200613862759128,0.011650431799005859,table1_Griewank_d2_max,True,500,Griewank,0.023178106395242756,0.054070897978963334
60.9130265700539,123.9927851693309,154.29171115209894,GD,-0.0019620991123610043,2,-60.81775870704141,36.98883882823104,table1_Griewank_d2_max,True,500,Griewank,71.16178023716189,0.0012544668015325442
60.86648297594922,123.95500302701855,154.27090527631043,SignGD,-0.0019620991123610043,2,-60.78585824216272,36.988687327259115,table1_Griewank_d2_max,True,500,Griewank,71.13444098706675,0.0029056478642160073
60.93701755716195,124.0058883834074,154.29378752035623,ADAM,-0.0019620991123610043,2,-60.8537030798405,36.99150611015847,table1_Griewank_d2_max,True,500,Griewank,71.19388429938995,0.02654395303851925
60.94258417404018,124.00844127198246,154.29605945538063,SPSA,-0.0019620991123610043,2,-60.85737866101618,36.99140529607223,table1_Griewank_d2_max,True,500,Griewank,71.19697368968404,0.023036641527316534
53.30610291298885,121.62377882387737,152.93770601869318,optimLBFGS,-0.0019620991123610043,2,-55.29288936006871,36.46008965617062,table1_Griewank_d2_max,True,500,Griewank,66.21001509467352,0.0021274642527569086
59.39749339633917,122.55846008624628,154.15637396276,BOBYQA,-0.0019620991123610043,2,-59.40095768478778,36.97891807561321,table1_Griewank_d2_max,True,500,Griewank,69.9495974103205,0.040717972554499285
0.011720743121626742,0.028950169888942206,0.03386516591442275,SMCO,-0.0019620991123610043,2,-0.01655008335243225,0.00846937782206851,table1_Griewank_d2_min,False,500,Griewank,0.016864050052111654,0.027394729129620828
0.023607149043692155,0.04495016293218297,0.04901954763494128,SMCO_R,-0.0019620991123610043,2,-0.02200613862759128,0.011650431799005859,table1_Griewank_d2_min,False,500,Griewank,0.023178106395242756,0.027199345594504848
0.023607149043692155,0.04495016293218297,0.04901954763494128,SMCO_BR,-0.0019620991123610043,2,-0.02200613862759128,0.011650431799005859,table1_Griewank_d2_min,False,500,Griewank,0.023178106395242756,0.0537132362666307
