function,dim,variant,rep,seed,best_value,iterations,wall_time_sec,gap_to_known
Zakharov,10,smco_evo,0,20267527,-0.0013581217494486842,310,0.5997820330085233,0.0013581217494486842
Zakharov,10,smco,1,20267528,-0.0006791724773011715,310,0.5812701939721592,0.0006791724773011715
Zakharov,10,smco_evo,1,20267528,-0.0006791724773011715,310,0.5799832940101624,0.0006791724773011715
Zakharov,10,smco,2,20267529,-0.0015567403210785835,310,0.5791923860087991,0.0015567403210785835
Zakharov,10,smco_evo,2,20267529,-0.0017866168163738641,310,0.5823111290228553,0.0017866168163738641
Zakharov,10,smco,3,20267530,-0.001160086466010089,310,0.5879084669868462,0.001160086466010089
Zakharov,10,smco_evo,3,20267530,-0.00079342800475878,310,0.6013877479708754,0.00079342800475878
Zakharov,10,smco,4,20267531,-0.0009633590144065122,310,0.6359631050145254,0.0009633590144065122
Zakharov,10,smco_evo,4,20267531,-0.0009633590144065122,310,0.6157089219777845,0.0009633590144065122
Zakharov,10,smco,5,20267532,-0.0010750055472939979,310,0.5786485699936748,0.0010750055472939979
Zakharov,10,smco_evo,5,20267532,-0.0010750055472939979,310,0.5870558759779669,0.0010750055472939979
Zakharov,10,smco,6,20267533,-0.0011362513629733148,310,0.5776421019691043,0.0011362513629733148
Zakharov,10,smco_evo,6,20267533,-0.0011362513629733148,310,0.5876760589890182,0.0011362513629733148
Zakharov,10,smco,7,20267534,-0.000993751832585536,310,0.5793358029914089,0.000993751832585536
Zakharov,10,smco_evo,7,20267534,-0.0010358911539218077,310,0.5877651970367879,0.0010358911539218077
Zakharov,10,smco,8,20267535,-0.0010601790965871177,310,0.6294012389844283,0.0010601790965871177
Zakharov,10,smco_evo,8,20267535,-0.0015822990907616392,310,0.6395218029501848,0.0015822990907616392
Zakharov,10,smco,9,20267536,-0.0008817039559518784,310,0.6024502570508048,0.0008817039559518784
Zakharov,10,smco_evo,9,20267536,-0.0008817039559518784,310,0.5788754040258937,0.0008817039559518784
Zakharov,10,smco,10,20267537,-0.0009724737566234955,310,0.5780077700037509,0.0009724737566234955
Zakharov,10,smco_evo,10,20267537,-0.0009724737566234955,310,0.5850187070318498,0.0009724737566234955
Zakharov,10,smco,11,20267538,-0.0013016167621172458,310,0.5767584160203114,0.0013016167621172458
Zakharov,10,smco_evo,11,20267538,-0.001219130248002985,310,0.5828072550357319,0.001219130248002985
Zakharov,10,smco,12,20267539,-0.0007920048675290983,310,0.6170624879887328,0.0007920048675290983
Zakharov,10,smco_evo,12,20267539,-0.000845443799944399,310,0.6401665339944884,0.000845443799944399
Zakharov,10,smco,13,20267540,-0.0009421906492290415,310,0.6210943539626896,0.0009421906492290415
Zakharov,10,smco_evo,13,20267540,-0.0011483013312401308,310,0.5819544189726003,0.0011483013312401308
Zakharov,10,smco,14,20267541,-0.001477697519110114,310,0.5783120909472927,0.001477697519110114
Zakharov,10,smco_evo,14,20267541,-0.001477697519110114,310,0.5871837520389818,0.001477697519110114
Zakharov,10,smco,15,20267542,-0.0018930063942503865,310,0.5841017529601231,0.0018930063942503865
Zakharov,10,smco_evo,15,20267542,-0.0017656989006814604,310,0.581503763969522,0.0017656989006814604
Zakharov,10,smco,16,20267543,-0.0009874733796641467,310,0.5757111550192349,0.0009874733796641467
Zakharov,10,smco_evo,16,20267543,-0.0009874733796641467,310,0.6279015309992246,0.0009874733796641467
Zakharov,10,smco,17,20267544,-0.0010455456266595653,310,0.6531724120141007,0.0010455456266595653
Zakharov,10,smco_evo,17,20267544,-0.0011553103302786765,310,0.5798852209700271,0.0011553103302786765
Zakharov,10,smco,18,20267545,-0.0011004225089492412,310,0.5749633509549312,0.0011004225089492412
Zakharov,10,smco_evo,18,20267545,-0.0010380569051305355,310,0.5815792880021036,0.0010380569051305355
Zakharov,10,smco,19,20267546,-0.0015296911834803773,310,0.5805386860156432,0.0015296911834803773
Zakharov,10,smco_evo,19,20267546,-0.0009263217399879112,310,0.5825437690364197,0.0009263217399879112
Qing,10,smco,0,20268527,-43.11963363249898,310,0.40506345604080707,43.11963363249898
Qing,10,smco_evo,0,20268527,-43.11963363249898,310,0.40143967897165567,43.11963363249898
Qing,10,smco,1,20268528,-65.21840973942477,310,0.44527698203455657,65.21840973942477
Qing,10,smco_evo,1,20268528,-65.21840973942477,310,0.43349594599567354,65.21840973942477
Qing,10,smco,2,20268529,-76.18075526852955,310,0.4177793459966779,76.18075526852955
Qing,10,smco_evo,2,20268529,-76.18075526852955,310,0.42525881697656587,76.18075526852955
Qing,10,smco,3,20268530,-36.06197373170954,310,0.3945838349754922,36.06197373170954
Qing,10,smco_evo,3,20268530,-36.06197373170954,310,0.3998999189934693,36.06197373170954
Qing,10,smco,4,20268531,-37.675453092667254,310,0.39685557899065316,37.675453092667254
Qing,10,smco_evo,4,20268531,-37.675453092667254,310,0.40058972797123715,37.675453092667254
Qing,10,smco,5,20268532,-92.08914667180791,310,0.3956773729878478,92.08914667180791
Qing,10,smco_evo,5,20268532,-58.05927479722432,310,0.40174712100997567,58.05927479722432
Qing,10,smco,6,20268533,-100.16093307864807,310,0.4049660690361634,100.16093307864807
Qing,10,smco_evo,6,20268533,-100.16093307864807,310,0.4024133459897712,100.16093307864807
Qing,10,smco,7,20268534,-112.5254775999829,310,0.4396834069630131,112.5254775999829
Qing,10,smco_evo,7,20268534,-69.0036365199872,310,0.43116147798718885,69.0036365199872
Qing,10,smco,8,20268535,-102.90640435428946,310,0.420727456046734,102.90640435428946
Qing,10,smco_evo,8,20268535,-64.96125880490214,310,0.40814971702639014,64.96125880490214
Qing,10,smco,9,20268536,-118.73546156998992,310,0.4196289189858362,118.73546156998992
Qing,10,smco_evo,9,20268536,-118.73546156998992,310,0.39934750396059826,118.73546156998992
Qing,10,smco,10,20268537,-73.89478955241188,310,0.3991844240226783,73.89478955241188
Qing,10,smco_evo,10,20268537,-73.89478955241188,310,0.4041485100169666,73.89478955241188
Qing,10,smco,11,20268538,-71.88737037685193,310,0.3981799039756879,71.88737037685193
Qing,10,smco_evo,11,20268538,-71.88737037685193,310,0.39774343598401174,71.88737037685193
Qing,10,smco,12,20268539,-39.810650053856115,310,0.395111953956075,39.810650053856115
Qing,10,smco_evo,12,20268539,-39.810650053856115,310,0.4010800950345583,39.810650053856115
Qing,10,smco,13,20268540,-94.57131117024889,310,0.4064021110534668,94.57131117024889
Qing,10,smco_evo,13,20268540,-94.57131117024889,310,0.4446964359958656,94.57131117024889
Qing,10,smco,14,20268541,-108.52524114097457,310,0.4313133299583569,108.52524114097457
Qing,10,smco_evo,14,20268541,-108.52524114097457,310,0.4071695960010402,108.52524114097457
Qing,10,smco,15,20268542,-83.15095788263831,310,0.39724118896992877,83.15095788263831
Qing,10,smco_evo,15,20268542,-83.15095788263831,310,0.422121696989052,83.15095788263831
Qing,10,smco,16,20268543,-57.31113640036536,310,0.39857539697550237,57.31113640036536
Qing,10,smco_evo,16,20268543,-57.31113640036536,310,0.4229553070035763,57.31113640036536
Qing,10,smco,17,20268544,-109.64921793407453,310,0.40201577299740165,109.64921793407453
Qing,10,smco_evo,17,20268544,-83.53070989897206,310,0.3992727060103789,83.53070989897206
Qing,10,smco,18,20268545,-88.38798369132554,310,0.39723446796415374,88.38798369132554
Qing,10,smco_evo,18,20268545,-74.22632750291928,310,0.40017741097835824,74.22632750291928
Qing,10,smco,19,20268546,-86.4329459518655,310,0.3956503230147064,86.4329459518655
Qing,10,smco_evo,19,20268546,-78.18208818020724,310,0.46531847096048295,78.18208818020724
Michalewicz,10,smco,0,20269527,8.939550147412394,310,0.7175742749823257,
Michalewicz,10,smco_evo,0,20269527,8.997882373773855,310,0.7459146439796314,
Michalewicz,10,smco,1,20269528,8.973542104650415,310,0.688029775978066,
Michalewicz,10,smco_evo,1,20269528,8.973542104650415,310,0.6843024509726092,
Michalewicz,10,smco,2,20269529,9.113439657127271,310,0.681500046979636,
Michalewicz,10,smco_evo,2,20269529,9.113439657127271,310,0.6875484599731863,
Michalewicz,10,smco,3,20269530,9.022250828627792,310,0.7761079740012065,
Michalewicz,10,smco_evo,3,20269530,9.022250828627792,310,0.7152147750020958,
Michalewicz,10,smco,4,20269531,9.149496113171178,310,0.708439187030308,
Michalewicz,10,smco_evo,4,20269531,9.149496113171178,310,0.7145568869891576,
Michalewicz,10,smco,5,20269532,8.725775391983458,310,0.6913130669854581,
Michalewicz,10,smco_evo,5,20269532,8.725775391983458,310,0.6703063930035569,
Michalewicz,10,smco,6,20269533,8.910458568403419,310,0.6844365660217591,
Michalewicz,10,smco_evo,6,20269533,9.012681016556783,310,0.7196180999744684,
Michalewicz,10,smco,7,20269534,8.917742879839889,310,0.7502160770236515,
Michalewicz,10,smco_evo,7,20269534,8.917742879839889,310,0.7094687100034207,
Michalewicz,10,smco,8,20269535,8.879801464551017,310,0.7134728059754707,
Michalewicz,10,smco_evo,8,20269535,9.0710223465668,310,0.696778871002607,
Michalewicz,10,smco,9,20269536,9.254256812174976,310,0.693034581025131,
Michalewicz,10,smco_evo,9,20269536,9.254256812174976,310,0.7117178949993104,
Michalewicz,10,smco,10,20269537,9.112827410354173,310,0.7850899540353566,
Michalewicz,10,smco_evo,10,20269537,9.112827410354173,310,0.7569042789982632,
Michalewicz,10,smco,11,20269538,8.732506596344674,310,0.6972722169593908,
Michalewicz,10,smco_evo,11,20269538,8.732506596344674,310,0.6925625209696591,
Michalewicz,10,smco,12,20269539,8.975027590566384,310,0.6960097140399739,
Michalewicz,10,smco_evo,12,20269539,8.975027590566384,310,0.6922626079758629,
Michalewicz,10,smco,13,20269540,9.14732584785877,310,0.6898494749912061,
Michalewicz,10,smco_evo,13,20269540,9.14732584785877,310,0.775634418008849,
Michalewicz,10,smco,14,20269541,8.994681018700065,310,0.7457408010377549,
Michalewicz,10,smco_evo,14,20269541,8.994681018700065,310,0.7016410190262832,
Michalewicz,10,smco,15,20269542,8.980134252395617,310,0.6876038089976646,
Michalewicz,10,smco_evo,15,20269542,8.980134252395617,310,0.7163759709801525,
Michalewicz,10,smco,16,20269543,8.742461199718445,310,0.6889240249875002,
Michalewicz,10,smco_evo,16,20269543,9.111163957333885,310,0.6986555409966968,
Michalewicz,10,smco,17,20269544,9.194616471491857,310,0.7749036219902337,
Michalewicz,10,smco_evo,17,20269544,9.194616471491857,310,0.7667893129982986,
Michalewicz,10,smco,18,20269545,8.80461674616108,310,0.7123090520035475,
Michalewicz,10,smco_evo,18,20269545,8.80461674616108,310,0.6863101570052095,
Michalewicz,10,smco,19,20269546,9.158121368935861,310,0.6993518160306849,
Michalewicz,10,smco_evo,19,20269546,9.158121368935861,310,0.6891898359754123,
DropWave,2,smco,0,20270527,0.9362453277957652,310,0.061395707016345114,0.06375467220423481
DropWave,2,smco_evo,0,20270527,0.9945878977290877,310,0.06297694996464998,0.005412102270912267
DropWave,2,smco,1,20270528,0.9542977322251858,310,0.05999994603917003,0.04570226777481423
DropWave,2,smco_evo,1,20270528,0.9978971862815377,310,0.06205656798556447,0.0021028137184623263
DropWave,2,smco,2,20270529,0.9362453243268164,310,0.06001002999255434,0.0637546756731836
DropWave,2,smco_evo,2,20270529,0.9920478312232852,310,0.06236314499983564,0.007952168776714785
DropWave,2,smco,3,20270530,0.9362453277407354,310,0.06040519499219954,0.06375467225926457
DropWave,2,smco_evo,3,20270530,0.9362453277407354,310,0.06264179904246703,0.06375467225926457
DropWave,2,smco,4,20270531,0.9362453236071634,310,0.06034771597478539,0.0637546763928366
DropWave,2,smco_evo,4,20270531,0.9967670586446198,310,0.061900130996946245,0.0032329413553802144
DropWave,2,smco,5,20270532,0.9657498844444147,310,0.06044845900032669,0.034250115555585325
DropWave,2,smco_evo,5,20270532,0.9657498844444147,310,0.0616203109966591,0.034250115555585325
DropWave,2,smco,6,20270533,0.9362453277966419,310,0.06401884299702942,0.06375467220335806
DropWave,2,smco_evo,6,20270533,0.9362453277966419,310,0.06645303400000557,0.06375467220335806
DropWave,2,smco,7,20270534,0.9362453262205863,310,0.06761653797002509,0.06375467377941368
DropWave,2,smco_evo,7,20270534,0.998171373156514,310,0.07209376600803807,0.0018286268434859476
DropWave,2,smco,8,20270535,0.9362453277217099,310,0.06312774401158094,0.06375467227829013
DropWave,2,smco_evo,8,20270535,0.9362453277217099,310,0.06207120401086286,0.06375467227829013
DropWave,2,smco,9,20270536,0.9362453278053702,310,0.060013631999026984,0.06375467219462982
DropWave,2,smco_evo,9,20270536,0.9362453278053702,310,0.0618954380042851,0.06375467219462982
DropWave,2,smco,10,20270537,0.9992056188201861,310,0.06314947898499668,0.0007943811798138967
DropWave,2,smco_evo,10,20270537,0.9992056188201861,310,0.06192479800665751,0.0007943811798138967
DropWave,2,smco,11,20270538,0.9863030328597873,310,0.06068886799039319,0.013696967140212735
DropWave,2,smco_evo,11,20270538,0.9960783303845173,310,0.06164280796656385,0.003921669615482681
DropWave,2,smco,12,20270539,0.9362453269575582,310,0.059827445016708225,0.06375467304244176
DropWave,2,smco_evo,12,20270539,0.9362453269575582,310,0.07277094398159534,0.06375467304244176
DropWave,2,smco,13,20270540,0.9362453276496999,310,0.05969976802589372,0.06375467235030008
DropWave,2,smco_evo,13,20270540,0.9362453276496999,310,0.061771599983330816,0.06375467235030008
DropWave,2,smco,14,20270541,0.983989042663381,310,0.05976643896428868,0.016010957336618947
DropWave,2,smco_evo,14,20270541,0.983989042663381,310,0.06165342702297494,0.016010957336618947
DropWave,2,smco,15,20270542,0.9362453068135669,310,0.06696318404283375,0.06375469318643312
DropWave,2,smco_evo,15,20270542,0.9362453239892844,310,0.06307233200641349,0.0637546760107156
DropWave,2,smco,16,20270543,0.9362453277566425,310,0.06049463199451566,0.06375467224335751
DropWave,2,smco_evo,16,20270543,0.9999209913449996,310,0.06149960897164419,7.90086550004343e-05
DropWave,2,smco,17,20270544,0.9860005453480811,310,0.06034829397685826,0.013999454651918875
DropWave,2,smco_evo,17,20270544,0.9978374407811186,310,0.06243362301029265,0.0021625592188814213
DropWave,2,smco,18,20270545,0.9888089910963549,310,0.060505838016979396,0.011191008903645105
DropWave,2,smco_evo,18,20270545,0.9984935922283334,310,0.0616406099870801,0.0015064077716665514
DropWave,2,smco,19,20270546,0.9362453276173595,310,0.06071551499189809,0.06375467238264054
DropWave,2,smco_evo,19,20270546,0.936245326859034,310,0.06175004498800263,0.06375467314096595
Shubert,2,smco,0,20271527,186.7279039789589,310,0.22418424597708508,0.002996021041099084
Shubert,2,smco_evo,0,20271527,186.72806986276083,310,0.2240564959938638,0.002830137239158148
Shubert,2,smco,1,20271528,186.73030670098913,310,0.2268108010175638,0.0005932990108590275
Shubert,2,smco_evo,1,20271528,186.73030670098913,310,0.22364461701363325,0.0005932990108590275
Shubert,2,smco,2,20271529,186.7308058997212,310,0.22227432200452313,9.410027880107918e-05
Shubert,2,smco_evo,2,20271529,186.7308058997212,310,0.22399218095233664,9.410027880107918e-05
Shubert,2,smco,3,20271530,186.716713322218,310,0.22656871896469966,0.014186677781992785
Shubert,2,smco_evo,3,20271530,186.716713322218,310,0.2231668320018798,0.014186677781992785
Shubert,2,smco,4,20271531,186.7280806610403,310,0.22860738896997645,0.002819338959682227
Shubert,2,smco_evo,4,20271531,186.73022325285928,310,0.2229065919527784,0.000676747140715861
Shubert,2,smco,5,20271532,186.72955089452745,310,0.2213884560042061,0.0013491054725420781
Shubert,2,smco_evo,5,20271532,186.72955089452745,310,0.22603052703198045,0.0013491054725420781
Shubert,2,smco,6,20271533,186.72771253278276,310,0.22158674703678116,0.003187467217230733
Shubert,2,smco_evo,6,20271533,186.72771253278276,310,0.224556851957459,0.003187467217230733
Shubert,2,smco,7,20271534,123.57624927705271,310,0.22981879103463143,63.15465072294728
Shubert,2,smco_evo,7,20271534,123.57624927705271,310,0.24595508101629093,63.15465072294728
Shubert,2,smco,8,20271535,186.73082929521263,310,0.245198922988493,7.07047873618194e-05
Shubert,2,smco_evo,8,20271535,186.73082929521263,310,0.24660017399583012,7.07047873618194e-05
Shubert,2,smco,9,20271536,183.29780105306162,310,0.23631006199866533,3.4330989469383724
Shubert,2,smco_evo,9,20271536,186.73090806106052,310,0.2446421699714847,-8.061060526642905e-06
Shubert,2,smco,10,20271537,186.56322939715176,310,0.2206846220069565,0.16767060284823287
Shubert,2,smco_evo,10,20271537,186.56322939715176,310,0.2246877930010669,0.16767060284823287
Shubert,2,smco,11,20271538,186.73007389403662,310,0.22394160501426086,0.0008261059633696277
Shubert,2,smco_evo,11,20271538,186.73007389403662,310,0.22498595801880583,0.0008261059633696277
Shubert,2,smco,12,20271539,186.72800203196317,310,0.2555515840067528,0.0028979680368195204
Shubert,2,smco_evo,12,20271539,186.72800203196317,310,0.22199126903433353,0.0028979680368195204
Shubert,2,smco,13,20271540,175.17360549742438,310,0.22016978700412437,11.557294502575616
Shubert,2,smco_evo,13,20271540,186.69927636937174,310,0.2216643660212867,0.031623630628246246
Shubert,2,smco,14,20271541,186.73043784492506,310,0.22570945002371445,0.0004621550749277503
Shubert,2,smco_evo,14,20271541,186.73043784492506,310,0.2223778250045143,0.0004621550749277503
Shubert,2,smco,15,20271542,186.73044728354836,310,0.22085564100416377,0.00045271645163325047
Shubert,2,smco_evo,15,20271542,186.73044728354836,310,0.22399123798822984,0.00045271645163325047
Shubert,2,smco,16,20271543,150.79462231732535,310,0.22123960201861337,35.93627768267464
Shubert,2,smco_evo,16,20271543,186.71766926366521,310,0.22446206398308277,0.013230736334776338
Shubert,2,smco,17,20271544,186.72590932049434,310,0.22229603299638256,0.004990679505652906
Shubert,2,smco_evo,17,20271544,186.72590932049434,310,0.22229412099113688,0.004990679505652906
Shubert,2,smco,18,20271545,186.72601314615974,310,0.22200696798972785,0.0048868538402473405
Shubert,2,smco_evo,18,20271545,186.72601314615974,310,0.23887586197815835,0.0048868538402473405
Shubert,2,smco,19,20271546,79.40766095122564,310,0.23631262296112254,107.32323904877435
Shubert,2,smco_evo,19,20271546,79.40766095122564,310,0.23995947500225157,107.32323904877435
McCormick,2,smco,0,20272527,1.913222709721489,310,0.0549645209684968,2.452595480040287e-07
McCormick,2,smco_evo,0,20272527,1.9132228466948513,310,0.06162855797447264,1.0828618557390257e-07
McCormick,2,smco,1,20272528,1.913222880980769,310,0.0677906260243617,7.400026791337666e-08
McCormick,2,smco_evo,1,20272528,1.913222880980769,310,0.056856752024032176,7.400026791337666e-08
McCormick,2,smco,2,20272529,1.913222855782624,310,0.05498418299248442,9.919841281735842e-08
McCormick,2,smco_evo,2,20272529,1.913222905345986,310,0.056522318976931274,4.9635050958229954e-08
McCormick,2,smco,3,20272530,1.913222905450557,310,0.0555956790340133,4.953047993971893e-08
McCormick,2,smco_evo,3,20272530,1.913222905450557,310,0.056913058971986175,4.953047993971893e-08
McCormick,2,smco,4,20272531,1.913222700098864,310,0.0762852220213972,2.548821729231321e-07
McCormick,2,smco_evo,4,20272531,1.9132228656012367,310,0.056793249968905,8.937980022771796e-08
McCormick,2,smco,5,20272532,1.913222081778633,310,0.05516856297617778,8.732024039392883e-07
McCormick,2,smco_evo,5,20272532,1.913222793144683,310,0.057129604974761605,1.6183635387356787e-07
McCormick,2,smco,6,20272533,1.913222909765206,310,0.0552304339944385,4.521583085725922e-08
McCormick,2,smco_evo,6,20272533,1.913222909765206,310,0.05756359500810504,4.521583085725922e-08
McCormick,2,smco,7,20272534,1.913222775629098,310,0.05603650998091325,1.7935193885598721e-07
McCormick,2,smco_evo,7,20272534,1.9132227848396273,310,0.05715418100589886,1.7014140962778868e-07
McCormick,2,smco,8,20272535,1.913222590917644,310,0.05509409203659743,3.6406339298800106e-07
McCormick,2,smco_evo,8,20272535,1.9132226465900546,310,0.05739016702864319,3.0839098230650563e-07
McCormick,2,smco,9,20272536,1.9132222380132835,310,0.055314959958195686,7.169677533891416e-07
McCormick,2,smco_evo,9,20272536,1.9132228873529353,310,0.057346163026522845,6.762810156324406e-08
McCormick,2,smco,10,20272537,1.913221039288758,310,0.05897619400639087,1.9156922788088337e-06
McCormick,2,smco_evo,10,20272537,1.9132213444268071,310,0.056996454019099474,1.6105542297584208e-06
McCormick,2,smco,11,20272538,1.9132227891593558,310,0.05525004101218656,1.658216810529467e-07
McCormick,2,smco_evo,11,20272538,1.9132229318254819,310,0.057180342031642795,2.315555502896416e-08
McCormick,2,smco,12,20272539,1.913222902476107,310,0.056414233054965734,5.250492995934053e-08
McCormick,2,smco_evo,12,20272539,1.913222902476107,310,0.05692704301327467,5.250492995934053e-08
McCormick,2,smco,13,20272540,1.9132229038666617,310,0.055317191989161074,5.111437517690831e-08
McCormick,2,smco_evo,13,20272540,1.9132229038666617,310,0.05729876400437206,5.111437517690831e-08
McCormick,2,smco,14,20272541,1.9132225662312692,310,0.05479143501725048,3.8874976771019476e-07
McCormick,2,smco_evo,14,20272541,1.913222837129028,310,0.05654484196566045,1.1785200881853086e-07
McCormick,2,smco,15,20272542,1.913222953752257,310,0.055343330022878945,1.2287799666665933e-09
McCormick,2,smco_evo,15,20272542,1.913222953752257,310,0.05713725998066366,1.2287799666665933e-09
McCormick,2,smco,16,20272543,1.9132222672868653,310,0.05485948402201757,6.876941716082996e-07
McCormick,2,smco_evo,16,20272543,1.9132223275660127,310,0.05687642999691889,6.274150241569743e-07
McCormick,2,smco,17,20272544,1.9132227368237293,310,0.054886928002815694,2.1815730755214702e-07
McCormick,2,smco_evo,17,20272544,1.9132227368237293,310,0.056734283978585154,2.1815730755214702e-07
McCormick,2,smco,18,20272545,1.9132229098919766,310,0.0547717300360091,4.5089060263237e-08
McCormick,2,smco_evo,18,20272545,1.9132229098919766,310,0.056462968001142144,4.5089060263237e-08
McCormick,2,smco,19,20272546,1.9132225664051452,310,0.05498417600756511,3.885758916855053e-07
McCormick,2,smco_evo,19,20272546,1.9132225664051452,310,0.059066565008834004,3.885758916855053e-07
SixHumpCamel,2,smco,0,20273527,1.0316279169539921,310,0.05794823804171756,-2.7916953992068727e-05
SixHumpCamel,2,smco_evo,0,20273527,1.0316280323729579,310,0.0618098090053536,-2.8032372957786933e-05
SixHumpCamel,2,smco,1,20273528,1.0316249235096513,310,0.05980303097749129,-2.4923509651220144e-05
SixHumpCamel,2,smco_evo,1,20273528,1.031628191143572,310,0.06011919002048671,-2.8191143571998367e-05
SixHumpCamel,2,smco,2,20273529,1.0316276637954733,310,0.05804131395416334,-2.7663795473253927e-05
SixHumpCamel,2,smco_evo,2,20273529,1.0316276637954733,310,0.05994382296921685,-2.7663795473253927e-05
SixHumpCamel,2,smco,3,20273530,1.0316279506145,310,0.058715735969599336,-2.7950614500005244e-05
SixHumpCamel,2,smco_evo,3,20273530,1.0316279506145,310,0.060181175998877734,-2.7950614500005244e-05
SixHumpCamel,2,smco,4,20273531,1.0316278732799267,310,0.058392119011841714,-2.7873279926593497e-05
SixHumpCamel,2,smco_evo,4,20273531,1.03162833245179,310,0.06012906099203974,-2.833245179001409e-05
SixHumpCamel,2,smco,5,20273532,1.0316280653752192,310,0.05862620798870921,-2.8065375219155086e-05
SixHumpCamel,2,smco_evo,5,20273532,1.0316280653752192,310,0.06041087402263656,-2.8065375219155086e-05
SixHumpCamel,2,smco,6,20273533,1.0316282211446752,310,0.05856232898076996,-2.8221144675155685e-05
SixHumpCamel,2,smco_evo,6,20273533,1.0316282211446752,310,0.0626146929571405,-2.8221144675155685e-05
SixHumpCamel,2,smco,7,20273534,1.0316280718212338,310,0.05903977301204577,-2.807182123376606e-05
SixHumpCamel,2,smco_evo,7,20273534,1.031628270824167,310,0.06034447200363502,-2.8270824167009323e-05
SixHumpCamel,2,smco,8,20273535,1.0316279092016738,310,0.059616296959575266,-2.7909201673725903e-05
SixHumpCamel,2,smco_evo,8,20273535,1.0316284225017267,310,0.06062678503803909,-2.8422501726632632e-05
SixHumpCamel,2,smco,9,20273536,1.0316260568009885,310,0.05884152994258329,-2.6056800988438766e-05
SixHumpCamel,2,smco_evo,9,20273536,1.031627906139015,310,0.06011263403343037,-2.7906139014932663e-05
SixHumpCamel,2,smco,10,20273537,1.0316282380806512,310,0.05875641095917672,-2.8238080651110664e-05
SixHumpCamel,2,smco_evo,10,20273537,1.031628363156734,310,0.05970720195909962,-2.8363156733934858e-05
SixHumpCamel,2,smco,11,20273538,1.0316268131228932,310,0.05758662201697007,-2.6813122893099006e-05
SixHumpCamel,2,smco_evo,11,20273538,1.031627145966266,310,0.05964919104008004,-2.714596626596233e-05
SixHumpCamel,2,smco,12,20273539,1.0316282761695599,310,0.057463724981062114,-2.8276169559804387e-05
SixHumpCamel,2,smco_evo,12,20273539,1.0316282761695599,310,0.05967119900742546,-2.8276169559804387e-05
SixHumpCamel,2,smco,13,20273540,1.031626906948546,310,0.05788943596417084,-2.69069485459017e-05
SixHumpCamel,2,smco_evo,13,20273540,1.0316281449123124,310,0.05962489696685225,-2.8144912312288994e-05
SixHumpCamel,2,smco,14,20273541,1.0316283713751053,310,0.0608897419879213,-2.8371375105251673e-05
SixHumpCamel,2,smco_evo,14,20273541,1.0316283713751053,310,0.060176245984621346,-2.8371375105251673e-05
SixHumpCamel,2,smco,15,20273542,1.031628300511681,310,0.05868677300168201,-2.8300511681011997e-05
SixHumpCamel,2,smco_evo,15,20273542,1.031628300511681,310,0.06425299699185416,-2.8300511681011997e-05
SixHumpCamel,2,smco,16,20273543,1.0316281253717225,310,0.0640657190233469,-2.812537172247609e-05
SixHumpCamel,2,smco_evo,16,20273543,1.0316281253717225,310,0.06889794796006754,-2.812537172247609e-05
SixHumpCamel,2,smco,17,20273544,1.0316280503208546,310,0.07024009799351916,-2.8050320854511313e-05
SixHumpCamel,2,smco_evo,17,20273544,1.0316280503208546,310,0.06095604196889326,-2.8050320854511313e-05
SixHumpCamel,2,smco,18,20273545,1.0316281319529554,310,0.07117348798783496,-2.8131952955368078e-05
SixHumpCamel,2,smco_evo,18,20273545,1.0316281319529554,310,0.059147841995581985,-2.8131952955368078e-05
SixHumpCamel,2,smco,19,20273546,1.0316283030600355,310,0.058121188019867986,-2.8303060035428373e-05
SixHumpCamel,2,smco_evo,19,20273546,1.0316283030600355,310,0.059936739038676023,-2.8303060035428373e-05
Eggholder,2,smco,0,20274527,888.2773988199791,310,0.06522723700618371,71.36330118002093
Eggholder,2,smco_evo,0,20274527,888.8421927590462,310,0.07620684098219499,70.79850724095388
Eggholder,2,smco,1,20274528,901.5918706966888,310,0.06561153999064118,58.04882930331121
Eggholder,2,smco_evo,1,20274528,901.5918706966888,310,0.0674563119537197,58.04882930331121
Eggholder,2,smco,2,20274529,765.7668415218292,310,0.07857557502575219,193.87385847817086
Eggholder,2,smco_evo,2,20274529,952.9518872450885,310,0.06718100100988522,6.68881275491151
Eggholder,2,smco,3,20274530,894.5736775880263,310,0.06444321299204603,65.06702241197377
Eggholder,2,smco_evo,3,20274530,894.5736775880263,310,0.06647259701276198,65.06702241197377
Eggholder,2,smco,4,20274531,559.7618646268799,310,0.06477720499970019,399.8788353731202
Eggholder,2,smco_evo,4,20274531,716.6525595501968,310,0.06655632000183687,242.98814044980327
Eggholder,2,smco,5,20274532,795.761720057118,310,0.06694903504103422,163.87897994288198
Eggholder,2,smco_evo,5,20274532,894.5686670863968,310,0.06723441701615229,65.07203291360327
Eggholder,2,smco,6,20274533,894.5491072651478,310,0.06494726298842579,65.09159273485227
Eggholder,2,smco_evo,6,20274533,894.5491072651478,310,0.06633812200743705,65.09159273485227
Eggholder,2,smco,7,20274534,959.2433035067977,310,0.06520846101921052,0.3973964932023364
Eggholder,2,smco_evo,7,20274534,959.2433035067977,310,0.06769473198801279,0.3973964932023364
Eggholder,2,smco,8,20274535,718.1622561331878,310,0.06560979998903349,241.4784438668122
Eggholder,2,smco_evo,8,20274535,894.5537286097187,310,0.06636919901939109,65.08697139028129
