strategy,dim_groups,algo,func,dim,rep,fopt,time,iterations,seed
rand1bin,1,SMCO_R_EVO,Rosenbrock,3000,0,-79.52146588342525,2209.0269807875156,355,832555659
rand1bin,1,SMCO_BR_EVO,Rosenbrock,3000,0,-6891.78634246011,2243.2119849268347,205,832555659
rand1bin,2,SMCO_EVO,Rosenbrock,3000,0,-678.90179393376,2191.3773213215172,355,832555659
rand1bin,8,SMCO_EVO,Ackley,3000,1,-0.3502818483801211,7336.53735963814,355,1229620669
rand1bin,8,SMCO_R_EVO,Ackley,3000,1,-0.07313779477397775,7442.051817804575,355,1229620669
rand1bin,2,SMCO_R_EVO,Rosenbrock,3000,0,-125.06619504181282,2218.332410093397,355,832555659
rand1bin,2,SMCO_BR_EVO,Rosenbrock,3000,0,-6970.773457276714,2243.956963872537,205,832555659
best1bin,1,SMCO_EVO,Ackley,3000,1,-0.3457895739596144,7546.823705231771,355,1229620669
rand1bin,4,SMCO_BR_EVO,Ackley,3000,1,-0.07917771649539818,8437.841343300417,205,1229620669
rand1bin,4,SMCO_EVO,Rosenbrock,3000,0,-684.5216166861176,2176.5863631684333,355,832555659
rand1bin,4,SMCO_R_EVO,Rosenbrock,3000,0,-177.847257381413,2195.7503199726343,355,832555659
best1bin,1,SMCO_R_EVO,Ackley,3000,1,-0.07371260741850039,7479.281482664868,355,1229620669
rand1bin,8,SMCO_BR_EVO,Ackley,3000,1,-0.07958965577006483,8625.627795459703,205,1229620669
best1bin,2,SMCO_EVO,Ackley,3000,1,-0.3476881014250712,7445.677116073668,355,1229620669
best1bin,2,SMCO_R_EVO,Ackley,3000,1,-0.07349365531350616,7533.003074891865,355,1229620669
best1bin,4,SMCO_EVO,Ackley,3000,1,-0.3484181837384175,7315.35685380362,355,1229620669
best1bin,4,SMCO_R_EVO,Ackley,3000,1,-0.07313431444167451,7474.0298082288355,355,1229620669
rand1bin,4,SMCO_BR_EVO,Rosenbrock,3000,0,-6999.687382567661,2249.508130390197,205,832555659
best1bin,1,SMCO_BR_EVO,Ackley,3000,1,-0.08007086024057886,8382.993879308924,205,1229620669
rand1bin,8,SMCO_EVO,Rosenbrock,3000,0,-679.9611658833808,2155.951592106372,355,832555659
