label,name,dim,maximize,n_replications,best_opt,algo,time_avg,rMSE,AE50,AE95,AE99,fopt_mean,fopt_sd
table3_EmpiricalWelfare_d10,EmpiricalWelfare,10,True,50,2278.0709638946128,SMCO,1.6286296187387779,455.20926367761666,459.23883226715805,579.3508728179548,718.5334527810909,1838.3962918789998,119.10232492239282
table3_EmpiricalWelfare_d10,EmpiricalWelfare,10,True,50,2278.0709638946128,SMCO_R,1.6376108826417477,451.9929512323045,443.2371516860022,587.7985498210998,683.9633676677868,1844.684526726663,129.65347867767986
table3_EmpiricalWelfare_d10,EmpiricalWelfare,10,True,50,2278.0709638946128,SMCO_BR,1.664600576115772,467.43352174871217,477.36097256857875,633.4327523582349,641.3978027756697,1823.5868144855265,110.37161343085387
table3_EmpiricalWelfare_d10,EmpiricalWelfare,10,True,50,2278.0709638946128,GD,0.006399047255981714,1499.2153855542388,1467.5827279627015,1819.7731323864252,1872.8242079583654,790.7108359535955,190.07684292987662
table3_EmpiricalWelfare_d10,EmpiricalWelfare,10,True,50,2278.0709638946128,SignGD,0.005915314338635653,1499.2153855542388,1467.5827279627015,1819.7731323864252,1872.8242079583654,790.7108359535955,190.07684292987662
table3_EmpiricalWelfare_d10,EmpiricalWelfare,10,True,50,2278.0709638946128,ADAM,0.005923088120762259,1499.2153855542388,1467.5827279627015,1819.7731323864252,1872.8242079583654,790.7108359535955,190.07684292987662
table3_EmpiricalWelfare_d10,EmpiricalWelfare,10,True,50,2278.0709638946128,SPSA,0.0028594551829155533,1446.6822715384728,1407.5341808522178,1774.216702808197,1857.7373826303808,842.7999436192142,183.18801856075797
table3_EmpiricalWelfare_d10,EmpiricalWelfare,10,True,50,2278.0709638946128,optimLBFGS,0.005670457665110007,1499.2153855542388,1467.5827279627015,1819.7731323864252,1872.8242079583654,790.7108359535955,190.07684292987662
table3_EmpiricalWelfare_d10,EmpiricalWelfare,10,True,50,2278.0709638946128,BOBYQA,0.2052074404375162,1459.0710991259089,1404.1200260219023,1766.712775127399,1848.3955963352494,831.796205139327,194.7730088889636
table3_EmpiricalWelfare_d10,EmpiricalWelfare,10,True,50,2278.0709638946128,SMCO_EVO,1.6546866692963522,462.5759266591987,468.36064729480654,628.8983953160578,659.8744036647511,1835.8281383497788,137.0154586047559
table3_EmpiricalWelfare_d10,EmpiricalWelfare,10,True,50,2278.0709638946128,SMCO_R_EVO,1.6643911892385221,435.34691916522127,424.9302558820343,592.0469017673206,715.6863444649244,1863.3206060934638,133.66528684980662
table3_EmpiricalWelfare_d10,EmpiricalWelfare,10,True,50,2278.0709638946128,SMCO_BR_EVO,1.6567605547606945,470.90439398844467,461.18771007264456,646.3240919440534,731.847771874661,1828.5449853626812,141.70011054729815
table3_EmpiricalWelfare_d10,EmpiricalWelfare,10,True,50,2278.0709638946128,GenSA,0.8423858117393683,659.2436648080794,670.289954461672,826.9018269543532,867.5616843760165,1632.1862582673764,133.38281804412946
table3_EmpiricalWelfare_d10,EmpiricalWelfare,10,True,50,2278.0709638946128,SA,0.5636404204159043,1496.3033157102477,1537.8516209476315,1796.209560338285,2019.6169565217397,800.6012924211223,239.06062436958646
table3_EmpiricalWelfare_d10,EmpiricalWelfare,10,True,50,2278.0709638946128,DEoptim,7.116162355439737,386.3201865452189,386.38344356500056,527.8923750406591,574.7743017456355,1912.9365466767879,127.4560504297661
table3_EmpiricalWelfare_d10,EmpiricalWelfare,10,True,50,2278.0709638946128,GA,1.5612250327062793,485.9114593036777,493.9828689146699,666.0485389786404,710.1601496259353,1813.7557009649804,144.7068919744814
table3_EmpiricalWelfare_d10,EmpiricalWelfare,10,True,50,2278.0709638946128,PSO,1.0268929735012353,624.7088818384242,604.1649680147459,828.7631247967043,931.4188132928549,1670.344446492466,146.1396700325285
