label,name,dim,maximize,n_replications,best_opt,algo,time_avg,rMSE,AE50,AE95,AE99,fopt_mean,fopt_sd
table3_EmpiricalWelfare_d20,EmpiricalWelfare,20,True,25,2622.6266399219353,SMCO_EVO,6.590638587521389,332.8142080409344,324.8894611297842,468.79213921717445,473.6447294806459,2311.4037905236924,120.35379739868617
table3_EmpiricalWelfare_d20,EmpiricalWelfare,20,True,25,2622.6266399219353,SMCO_R_EVO,6.510753738528583,267.4244334571676,235.91618779139026,399.41137373956434,410.8088756369947,2374.750129025264,102.43424189235691
table3_EmpiricalWelfare_d20,EmpiricalWelfare,20,True,25,2622.6266399219353,SMCO_BR_EVO,6.439611306956504,355.0301616198337,359.69277892225955,465.54545158841944,589.4535118724923,2294.491388919008,138.34465080103922
