source,label,name,dim,algo,strategy,reference_best_opt,fopt_mean,gap_to_reference
r_synced,McCormick_2d,McCormick,2,SMCO_R_EVO,rand1bin,-1.9132229549810367,-1.9132229365079827,1.8473053975398557e-08
r_synced,McCormick_2d,McCormick,2,SMCO_BR_EVO,rand1bin,-1.9132229549810367,-1.9132229290788723,2.590216441333837e-08
r_synced,Michalewicz_10d,Michalewicz,10,SMCO_EVO,rand1bin,-9.66015171563086,-9.077369155173379,0.5827825604574812
r_synced,Michalewicz_10d,Michalewicz,10,SMCO_R_EVO,rand1bin,-9.66015171563086,-9.030858321709678,0.6292933939211824
r_synced,Michalewicz_10d,Michalewicz,10,SMCO_BR_EVO,rand1bin,-9.66015171563086,-9.094340247349615,0.565811468281245
r_synced,Mishra6_2d,Mishra6,2,SMCO_EVO,rand1bin,-3.9627077753458684,-3.925301527267159,0.0374062480787094
r_synced,Mishra6_2d,Mishra6,2,SMCO_R_EVO,rand1bin,-3.9627077753458684,-3.9214514509700393,0.041256324375829045
r_synced,Mishra6_2d,Mishra6,2,SMCO_BR_EVO,rand1bin,-3.9627077753458684,-3.9373094745833477,0.025398300762520698
r_synced,NegativeSquaredNorm_10d,NegativeSquaredNorm,10,SMCO_EVO,rand1bin,-4.807121141190541e-31,-1.3444469803928433e-05,1.3444469803928433e-05
r_synced,NegativeSquaredNorm_10d,NegativeSquaredNorm,10,SMCO_R_EVO,rand1bin,-4.807121141190541e-31,-1.139290966849092e-06,1.139290966849092e-06
r_synced,NegativeSquaredNorm_10d,NegativeSquaredNorm,10,SMCO_BR_EVO,rand1bin,-4.807121141190541e-31,-1.2523285991489575e-06,1.2523285991489575e-06
r_synced,Qing_10d,Qing,10,SMCO_EVO,rand1bin,7.466716822282004e-21,51.74610187688796,51.74610187688796
r_synced,Qing_10d,Qing,10,SMCO_R_EVO,rand1bin,7.466716822282004e-21,5.284714274702378,5.284714274702378
r_synced,Qing_10d,Qing,10,SMCO_BR_EVO,rand1bin,7.466716822282004e-21,6.4410446404209525,6.4410446404209525
r_synced,Rastrigin_10d,Rastrigin,10,SMCO_EVO,rand1bin,2.842170943040401e-14,4.266160078922082,4.266160078922054
r_synced,Rastrigin_10d,Rastrigin,10,SMCO_R_EVO,rand1bin,2.842170943040401e-14,4.086522671088118,4.0865226710880895
r_synced,Rastrigin_10d,Rastrigin,10,SMCO_BR_EVO,rand1bin,2.842170943040401e-14,4.087807746006649,4.087807746006621
r_synced,Rosenbrock_10d,Rosenbrock,10,SMCO_EVO,rand1bin,1.111931548860968e-11,0.7442618752599118,0.7442618752487925
r_synced,Rosenbrock_10d,Rosenbrock,10,SMCO_R_EVO,rand1bin,1.111931548860968e-11,0.1425861532373917,0.14258615322627238
r_synced,Rosenbrock_10d,Rosenbrock,10,SMCO_BR_EVO,rand1bin,1.111931548860968e-11,0.13103027659142044,0.1310302765803011
r_synced,Shubert_2d,Shubert,2,SMCO_EVO,rand1bin,-186.73090883102392,-184.5393438273855,2.1915650036384307
r_synced,Shubert_2d,Shubert,2,SMCO_R_EVO,rand1bin,-186.73090883102392,-183.5730822872714,3.1578265437525204
r_synced,Shubert_2d,Shubert,2,SMCO_BR_EVO,rand1bin,-186.73090883102392,-186.7307863144674,0.00012251655653017224
r_synced,SixHumpCamel_2d,SixHumpCamel,2,SMCO_EVO,rand1bin,-1.0316284534898774,-1.0316278108522752,6.426376022439229e-07
r_synced,SixHumpCamel_2d,SixHumpCamel,2,SMCO_R_EVO,rand1bin,-1.0316284534898774,-1.031628433881124,1.9608753509814392e-08
r_synced,SixHumpCamel_2d,SixHumpCamel,2,SMCO_BR_EVO,rand1bin,-1.0316284534898774,-1.0316284298869745,2.36029029654361e-08
r_synced,SquaredNorm_10d,SquaredNorm,10,SMCO_EVO,rand1bin,10.000000000000007,9.813362510646368,0.18663748935363955
r_synced,SquaredNorm_10d,SquaredNorm,10,SMCO_R_EVO,rand1bin,10.000000000000007,9.688743905430853,0.3112560945691545
r_synced,SquaredNorm_10d,SquaredNorm,10,SMCO_BR_EVO,rand1bin,10.000000000000007,9.37743601802514,0.6225639819748672
r_synced,Zakharov_10d,Zakharov,10,SMCO_EVO,rand1bin,6.799844990410166e-17,0.03360884764294166,0.03360884764294159
r_synced,Zakharov_10d,Zakharov,10,SMCO_R_EVO,rand1bin,6.799844990410166e-17,0.031494998099806756,0.03149499809980669
r_synced,Zakharov_10d,Zakharov,10,SMCO_BR_EVO,rand1bin,6.799844990410166e-17,0.05997035530587173,0.05997035530587166
paper_tables,table1_Ackley_d2_max,Ackley,2,SMCO_EVO,current-to-best1bin,22.31719871014795,22.14600260854868,0.1711961015992678
paper_tables,table1_Ackley_d2_max,Ackley,2,SMCO_R_EVO,current-to-best1bin,22.31719871014795,22.212703077298997,0.10449563284895191
paper_tables,table1_Ackley_d2_max,Ackley,2,SMCO_BR_EVO,current-to-best1bin,22.31719871014795,22.21859982970049,0.09859888044745801
paper_tables,table1_Ackley_d2_min,Ackley,2,SMCO_EVO,current-to-best1bin,5.709060499903273e-07,0.0315978927592606,0.03159732185321061
paper_tables,table1_Ackley_d2_min,Ackley,2,SMCO_R_EVO,current-to-best1bin,5.709060499903273e-07,0.0395407934032213,0.03954022249717131
paper_tables,table1_Ackley_d2_min,Ackley,2,SMCO_BR_EVO,current-to-best1bin,5.709060499903273e-07,0.045227264586411894,0.045226693680361904
