label,name,dim,maximize,repetitions,iter_max,n_starts,seed,evolution_strategy,best_opt,algo,time_avg,rMSE,AE50,AE95,AE99,fopt_mean,fopt_sd
DixonPrice_10d,DixonPrice,10,False,20,300,10,20261128,sobol,0.0033657749430421554,SMCO,0.7626386388525134,0.6678273906450657,0.6677407191893052,0.6696594902250879,0.6710203240496281,0.6711919655980825,0.0012988946615969939
DixonPrice_10d,DixonPrice,10,False,20,300,10,20261128,sobol,0.0033657749430421554,SMCO_BR,0.7244896892516408,0.3798314242411516,0.012734670800040697,0.6638189792405716,0.6638469485168315,0.23596282726881235,0.3080849542618922
DixonPrice_10d,DixonPrice,10,False,20,300,10,20261128,sobol,0.0033657749430421554,SMCO_BR_EVO,0.7659774384927005,0.39149999817547537,0.008727082048024448,0.6638365449838982,0.6638472139886932,0.2396574306335056,0.3202605880125822
DixonPrice_10d,DixonPrice,10,False,20,300,10,20261128,sobol,0.0033657749430421554,SMCO_EVO,0.8059345999587094,0.6681368906336319,0.6680587768707738,0.6698653373447293,0.6708492264859715,0.6715015054439595,0.0012774372301854007
DixonPrice_10d,DixonPrice,10,False,20,300,10,20261128,sobol,0.0033657749430421554,SMCO_R,0.7354860737512354,0.6637653803981874,0.6637640461923036,0.664048728978814,0.6640914519553293,0.6671311364699735,0.00016239060337803885
DixonPrice_10d,DixonPrice,10,False,20,300,10,20261128,sobol,0.0033657749430421554,SMCO_R_EVO,0.7534123014047509,0.6469436694562056,0.6637433291923243,0.663927837566026,0.6639913458761423,0.6340408152398199,0.1479157121155509
DropWave_2d,DropWave,2,False,20,300,10,20261528,sobol,-0.99999325172885,SMCO,0.13784092254936695,0.05069702957098222,0.06000755489512738,0.0637479268678002,0.06374792842322735,-0.9550044180481476,0.023977920795053002
DropWave_2d,DropWave,2,False,20,300,10,20261528,sobol,-0.99999325172885,SMCO_BR,0.1450753468554467,0.04727688152025257,0.06374792392929163,0.06374792456870172,0.0637479246956201,-0.9648729692954369,0.032471352363150525
DropWave_2d,DropWave,2,False,20,300,10,20261528,sobol,-0.99999325172885,SMCO_BR_EVO,0.14553006090864073,0.04937919217137199,0.06374792395597623,0.06374792588823651,0.06374792741099551,-0.9616597583470992,0.031934932278463536
DropWave_2d,DropWave,2,False,20,300,10,20261528,sobol,-0.99999325172885,SMCO_EVO,0.14678935724950862,0.057523491755924076,0.06374792404759355,0.06374793095916047,0.06374793733204238,-0.9450418904537768,0.0174506823214581
DropWave_2d,DropWave,2,False,20,300,10,20261528,sobol,-0.99999325172885,SMCO_R,0.14015052880567963,0.0427638840310589,0.0004259515455318219,0.0637479245359731,0.0637479268546818,-0.971172125429443,0.032413325009379525
DropWave_2d,DropWave,2,False,20,300,10,20261528,sobol,-0.99999325172885,SMCO_R_EVO,0.1415880499931518,0.05139541068558369,0.06374792393479128,0.06374792405789409,0.06374792418539432,-0.9584926660613959,0.0311057555817862
Easom_2d,Easom,2,False,20,300,10,20262128,sobol,-0.9999987397728141,SMCO,0.054134258101112206,0.7107570450447097,0.6275647704531944,0.9999987397728141,0.9999987397728141,-0.39513970380707053,0.38295406305701024
Easom_2d,Easom,2,False,20,300,10,20262128,sobol,-0.9999987397728141,SMCO_BR,0.060853003794909453,0.6708177139630339,0.005307350291232693,0.9999987397728141,0.9999987397728141,-0.5485660844785529,0.5090806606552885
Easom_2d,Easom,2,False,20,300,10,20262128,sobol,-0.9999987397728141,SMCO_BR_EVO,0.06125488135439809,0.6324447899002763,0.003018380843314461,0.9999987397728141,0.9999987397728141,-0.5990029931869504,0.501774559876246
Easom_2d,Easom,2,False,20,300,10,20262128,sobol,-0.9999987397728141,SMCO_EVO,0.057169167246320284,0.7633387169951487,0.8806410669788846,0.9999987397728141,0.9999987397728141,-0.34376441356651843,0.40005592500150455
Easom_2d,Easom,2,False,20,300,10,20262128,sobol,-0.9999987397728141,SMCO_R,0.059211468943976796,0.4999952874246112,0.0016490116502008156,0.9999987397728141,0.9999987397728141,-0.7488448597485103,0.44357046078332796
Easom_2d,Easom,2,False,20,300,10,20262128,sobol,-0.9999987397728141,SMCO_R_EVO,0.05955128165660426,0.5477084794180617,0.00149518421204059,0.9999987397728141,0.9999987397728141,-0.6992604878706338,0.4696483368260107
Eggholder_2d,Eggholder,2,False,20,300,10,20261928,sobol,-959.6406408392686,SMCO,0.10607950160338078,170.70248772548396,68.29374992025265,335.09721943765544,387.9191430621163,-830.4683645164343,114.49597715408963
Eggholder_2d,Eggholder,2,False,20,300,10,20261928,sobol,-959.6406408392686,SMCO_BR,0.1104037395096384,162.5013784892316,68.55435345851316,333.1961716554627,381.5535838458663,-838.4643841576647,111.0856133919596
Eggholder_2d,Eggholder,2,False,20,300,10,20261928,sobol,-959.6406408392686,SMCO_BR_EVO,0.11336724589345977,127.8160548216109,65.06646843711212,216.637480009025,358.2418914356588,-867.6362080673758,91.02994429528945
Eggholder_2d,Eggholder,2,False,20,300,10,20261928,sobol,-959.6406408392686,SMCO_EVO,0.10634106480283663,117.53879046187981,65.1288287611302,228.2723528322162,230.17347335775028,-868.1265782307333,75.67620503533658
Eggholder_2d,Eggholder,2,False,20,300,10,20261928,sobol,-959.6406408392686,SMCO_R,0.10343507224170026,165.06749250150708,67.91096522849477,332.6380901613022,372.37482841231156,-837.640808130615,114.07900263365791
Eggholder_2d,Eggholder,2,False,20,300,10,20261928,sobol,-959.6406408392686,SMCO_R_EVO,0.10827257685887162,131.9039405229628,65.06504268724973,242.96967517876797,242.96972596355155,-864.2582902254559,93.47590016947517
Griewank_10d,Griewank,10,False,20,300,10,20260928,sobol,0.029172056948342462,SMCO,0.625842704801471,0.3092422655766645,0.28395061738763483,0.4186303385572558,0.44531695632748797,0.3280130438761145,0.08159491309623756
Griewank_10d,Griewank,10,False,20,300,10,20260928,sobol,0.029172056948342462,SMCO_BR,0.636229593103053,0.06107931383250387,0.057205857989596265,0.09324085513738192,0.09638154699430997,0.08571570438391113,0.023697623974425576
Griewank_10d,Griewank,10,False,20,300,10,20260928,sobol,0.029172056948342462,SMCO_BR_EVO,0.6475528180482797,0.09253925870346325,0.095191275053986,0.12385303300036858,0.13400894242596945,0.11751174760357345,0.028277077499639494
Griewank_10d,Griewank,10,False,20,300,10,20260928,sobol,0.029172056948342462,SMCO_EVO,0.642445795450476,0.37819965319628673,0.3808305677791574,0.4815083340146506,0.49182508350382514,0.39489972568946075,0.09882600336997627
Griewank_10d,Griewank,10,False,20,300,10,20260928,sobol,0.029172056948342462,SMCO_R,0.6427236861956771,0.05350166917906918,0.05219005927556136,0.0708611808574442,0.07091010620648439,0.08131047048231607,0.01231235746834596
Griewank_10d,Griewank,10,False,20,300,10,20260928,sobol,0.029172056948342462,SMCO_R_EVO,0.6385148079047213,0.056773120681718366,0.04621735006498506,0.0859035514979063,0.12672120836427206,0.07949295105158834,0.026969668120255166
McCormick_2d,McCormick,2,False,20,300,10,20261728,sobol,-1.9132229549696742,SMCO,0.07977723964431789,3.106028675573544e-07,1.4814433568766106e-07,6.346528705236668e-07,8.958732258790287e-07,-1.9132227453375588,2.351450111039161e-07
McCormick_2d,McCormick,2,False,20,300,10,20261728,sobol,-1.9132229549696742,SMCO_BR,0.0898449528584024,5.3539123514200426e-08,2.5240451506647332e-08,1.0775535939089314e-07,1.5439618456625217e-07,-1.913222918956524,4.06459783997552e-08
McCormick_2d,McCormick,2,False,20,300,10,20261728,sobol,-1.9132229549696742,SMCO_BR_EVO,0.08242319105193019,5.448465174134005e-08,1.8838596460568624e-08,1.168229404768795e-07,1.6270389654238208e-07,-1.9132229212616778,4.3917964810897925e-08
McCormick_2d,McCormick,2,False,20,300,10,20261728,sobol,-1.9132229549696742,SMCO_EVO,0.08809824899362866,2.627523973969035e-07,8.012642860322217e-08,6.342855929153403e-07,7.305435122573199e-07,-1.9132227872037788,2.0747460640197378e-07
McCormick_2d,McCormick,2,False,20,300,10,20261728,sobol,-1.9132229549696742,SMCO_R,0.07979708255152218,2.9561654395202504e-08,1.417472983433754e-08,6.843457796001929e-08,6.898665904309098e-08,-1.913222934970292,2.2335153352620412e-08
McCormick_2d,McCormick,2,False,20,300,10,20261728,sobol,-1.9132229549696742,SMCO_R_EVO,0.08014010961051099,3.282577621352037e-08,1.1166269242579574e-08,4.045468189328722e-08,1.0986939901425062e-07,-1.9132229366712061,2.7960454112581623e-08
Michalewicz_10d,Michalewicz,10,False,20,300,10,20261428,sobol,-9.311367538116851,SMCO,0.9894344664935488,0.34662378096527224,0.3252055046082205,0.5186452400704121,0.5653464220436772,-9.0061534916201,0.16856181546664847
Michalewicz_10d,Michalewicz,10,False,20,300,10,20261428,sobol,-9.311367538116851,SMCO_BR,1.0213215498428325,0.4055338884878698,0.3272439098729203,0.6481770944327756,0.8467551194393307,-8.95630273736533,0.2010151132819749
Michalewicz_10d,Michalewicz,10,False,20,300,10,20261428,sobol,-9.311367538116851,SMCO_BR_EVO,1.1063147180480883,0.3687363433622402,0.28878868180006023,0.5007043857684134,0.7302392810921183,-8.978093028015204,0.16187907063010265
Michalewicz_10d,Michalewicz,10,False,20,300,10,20261428,sobol,-9.311367538116851,SMCO_EVO,1.0627974300587084,0.3629145287545889,0.35100456741484454,0.522347201990796,0.566000451488193,-8.976351360531538,0.14316393230467625
Michalewicz_10d,Michalewicz,10,False,20,300,10,20261428,sobol,-9.311367538116851,SMCO_R,0.9930261842004257,0.39180304656046705,0.3277258098229714,0.6193090522492843,0.8407915837306257,-8.980431601924318,0.21518910515963938
Michalewicz_10d,Michalewicz,10,False,20,300,10,20261428,sobol,-9.311367538116851,SMCO_R_EVO,1.0768106486473699,0.33573990912534507,0.3048279176865245,0.4943956989030646,0.6318387751722229,-9.019823016158472,0.17082794759503384
Mishra6_2d,Mishra6,2,False,20,300,10,20262228,sobol,-3.962707721644123,SMCO,0.12858480125141797,0.10171652972653676,0.04213632559950842,0.124557118125931,0.3118158323058515,-3.901533733152564,0.0833761012814137
