strategy,algo,func,dim,rep,fopt,time,iterations,seed,shard
current-to-best1bin,SMCO_BR_EVO,Ackley,3000,1,-0.0799509576967847,12005.862794561312,205,349740754,215
current-to-best1bin,DEoptim,Rastrigin,3000,1,-35887.70629087427,16096.977051459253,300,689385103,215
current-to-best1bin,DEoptim,Rastrigin,3000,0,-35788.82699853767,17023.66853730101,300,175140159,215
current-to-best1bin,DEoptim,Ackley,3000,1,-18.07401034211194,17355.761404333636,300,349740754,215
current-to-best1bin,DEoptim,Ackley,3000,0,-18.24715394647218,17374.70912313368,300,149157482,215
current-to-best1bin,DEoptim,Rosenbrock,3000,0,-41885095.54712883,16466.031402970664,300,501798520,215
current-to-best1bin,DEoptim,Rosenbrock,3000,1,-44279279.47519948,15336.81839792151,300,371070064,215
best1bin,PSO,Rastrigin,500,0,-6932.598737496957,0.5090279504656792,300,647279673,215
best1bin,PSO,Rastrigin,500,2,-6594.719921984912,0.7090181084349751,300,1329870051,215
best1bin,PSO,Rastrigin,500,1,-6765.5516138624,0.7188329584896564,300,1677437249,215
best1bin,GA,Rastrigin,500,0,-4962.809482626446,1.3143303068354726,300,647279673,215
best1bin,GA,Rastrigin,500,2,-5022.12909861965,1.6566627155989408,300,1329870051,215
best1bin,GA,Rastrigin,500,1,-4998.872058567193,1.923145423643291,300,1677437249,215
best1bin,PSO,Rastrigin,500,3,-6579.0290492246,0.6967278616502881,300,1617388629,215
best1bin,GA,Rastrigin,500,3,-5101.282472497343,1.450548796914518,300,1617388629,215
best1bin,GenSA,Rastrigin,500,1,-2.984877171425069,89.17680104076862,300,1677437249,215
best1bin,GenSA,Rastrigin,500,0,-3.9798362293058736,89.35234708338976,300,647279673,215
best1bin,GenSA,Rastrigin,500,3,-5.969754342964734,97.0284869093448,300,1617388629,215
best1bin,GenSA,Rastrigin,500,2,-2.9848771716988267,104.09736300446092,300,1329870051,215
best1bin,SA,Rastrigin,500,1,-449.72101966316495,191.0270241023973,300,1677437249,215
best1bin,SMCO_R,Rastrigin,500,0,-3650.681064130735,196.53533346392211,173,647279673,215
best1bin,SMCO_EVO,Rastrigin,500,1,-3764.77389046252,196.8485839208588,323,1677437249,215
best1bin,SMCO,Rastrigin,500,0,-3656.5643126959767,197.73270017281172,323,647279673,215
best1bin,GA,Rastrigin,500,4,-5072.402101168843,1.062266318127513,300,1129626419,215
best1bin,PSO,Rastrigin,500,4,-6664.305875951776,0.4943594327196479,300,1129626419,215
best1bin,SMCO_R_EVO,Rastrigin,500,0,-3657.933668707982,199.52249940205365,323,647279673,215
best1bin,SMCO_EVO,Rastrigin,500,0,-3683.125957182125,202.0089076701552,323,647279673,215
best1bin,SMCO,Rastrigin,500,1,-3758.1930344439415,202.08714028075337,323,1677437249,215
best1bin,SMCO_BR_EVO,Rastrigin,500,3,-3798.782412922984,204.17308350745589,173,1617388629,215
best1bin,SMCO,Rastrigin,500,4,-3650.9358318781938,203.8575885584578,323,1129626419,215
best1bin,SMCO_BR,Rastrigin,500,0,-3680.7971230129474,216.5131678171456,98,647279673,215
best1bin,SMCO_R,Rastrigin,500,1,-3745.970749251604,232.5494876112789,173,1677437249,215
best1bin,SMCO_BR_EVO,Rastrigin,500,2,-3865.2178963029874,235.85265710391104,173,1329870051,215
best1bin,SMCO_R_EVO,Rastrigin,500,1,-3739.630396169153,235.96585923060772,323,1677437249,215
best1bin,SMCO,Rastrigin,500,3,-3792.052833032785,237.70841585937887,323,1617388629,215
best1bin,GA,Ackley,500,0,-13.691880923878683,2.2433010796085,300,1827744636,215
best1bin,SA,Rastrigin,500,3,-366.1446810318539,237.7971559399739,300,1617388629,215
best1bin,PSO,Ackley,500,0,-20.64014695263334,1.063128063455224,300,1827744636,215
best1bin,SMCO,Rastrigin,500,2,-3873.6910800577857,238.9175148513168,323,1329870051,215
best1bin,SA,Rastrigin,500,2,-374.10435852421233,240.1227321140468,300,1329870051,215
best1bin,SMCO_EVO,Rastrigin,500,3,-3794.134592242949,241.90733930002895,323,1617388629,215
best1bin,SA,Rastrigin,500,0,-396.98836137659873,243.5475363144651,300,647279673,215
best1bin,SMCO_EVO,Rastrigin,500,2,-3853.9625004543022,245.2346692979336,323,1329870051,215
best1bin,SMCO_R_EVO,Rastrigin,500,3,-3809.99262525142,245.73579703550783,323,1617388629,215
best1bin,SMCO_BR_EVO,Rastrigin,500,1,-3770.340679824381,250.38420616742224,173,1677437249,215
best1bin,SMCO_BR,Rastrigin,500,2,-3852.1177277991073,250.9832416633144,98,1329870051,215
best1bin,SMCO_R_EVO,Rastrigin,500,2,-3823.325160736156,251.48218911979347,323,1329870051,215
best1bin,PSO,Ackley,500,1,-20.836016961519267,1.1383831389248371,300,396000478,215
best1bin,GA,Ackley,500,1,-13.917105541438536,2.305545440874994,300,396000478,215
best1bin,SMCO_R,Rastrigin,500,3,-3796.192248856353,255.26978454180065,173,1617388629,215
best1bin,SMCO_BR_EVO,Rastrigin,500,0,-3691.474872184286,256.9212350063026,173,647279673,215
best1bin,SMCO_BR,Rastrigin,500,1,-3742.5474242635632,258.0187643915415,98,1677437249,215
best1bin,SMCO_R,Rastrigin,500,2,-3835.382595397302,258.3684967225417,173,1329870051,215
best1bin,SMCO_R,Rastrigin,500,4,-3638.576846811656,260.76346515491605,173,1129626419,215
best1bin,SMCO_BR,Rastrigin,500,3,-3817.4610379573833,271.8494749842212,98,1617388629,215
best1bin,GenSA,Rastrigin,500,4,-3.979836228926615,90.6667343499139,300,1129626419,215
best1bin,GA,Ackley,500,2,-13.846281213351649,1.8645410519093275,300,1219172169,215
best1bin,PSO,Ackley,500,2,-20.722533326045383,1.168748028576374,300,1219172169,215
best1bin,SMCO_BR,Rastrigin,500,4,-3653.827258744901,206.37902315240356,98,1129626419,215
best1bin,GenSA,Ackley,500,0,-0.0619766689209986,102.99655196722595,300,1827744636,215
best1bin,SMCO_EVO,Rastrigin,500,4,-3650.383950302002,243.9667826453224,323,1129626419,215
best1bin,SMCO_BR_EVO,Rastrigin,500,4,-3648.8776589759,240.4397597461939,173,1129626419,215
best1bin,GenSA,Ackley,500,2,-0.0039891454227789,102.93530881404877,300,1219172169,215
best1bin,SMCO_R_EVO,Rastrigin,500,4,-3638.493224221974,265.261695144698,323,1129626419,215
best1bin,GenSA,Ackley,500,1,-0.0236565905060683,124.15756339021029,300,396000478,215
best1bin,SA,Rastrigin,500,4,-372.1144606061698,193.09583066869527,300,1129626419,215
best1bin,GenSA,Ackley,500,3,-0.0155158929201495,126.06431421730667,300,593730822,215
best1bin,GA,Ackley,500,3,-13.77231361856038,2.2827944504097104,300,593730822,215
best1bin,PSO,Ackley,500,3,-20.931800262191526,1.1563187884166837,300,593730822,215
best1bin,SMCO,Ackley,500,0,-0.3848215005622468,309.24809696897864,323,1827744636,215
best1bin,SMCO_R_EVO,Ackley,500,0,-0.075511858479818,311.6003159815445,323,1827744636,215
best1bin,SMCO_EVO,Ackley,500,0,-0.3833264065258714,315.4771672729403,323,1827744636,215
best1bin,SMCO_R,Ackley,500,0,-0.0742676151993575,323.73931505717337,173,1827744636,215
best1bin,SMCO_BR,Ackley,500,0,-0.0795106067359978,323.12682016193867,98,1827744636,215
best1bin,SA,Ackley,500,0,-19.46723020209658,304.2968842256814,300,1827744636,215
best1bin,SMCO_BR_EVO,Ackley,500,0,-0.0798356169532223,339.4955304078758,173,1827744636,215
best1bin,SMCO_R,Ackley,500,1,-0.0726898820224595,335.32063443399966,173,396000478,215
best1bin,SMCO,Ackley,500,3,-0.3687954717046762,297.90540336538106,323,593730822,215
best1bin,GA,Ackley,500,4,-13.93108074799316,1.3100490299984813,300,399951215,215
best1bin,PSO,Ackley,500,4,-20.827284089327453,0.7495983457192779,300,399951215,215
best1bin,SMCO_R_EVO,Ackley,500,1,-0.0737761377983656,348.1627572141588,323,396000478,215
best1bin,SMCO,Ackley,500,1,-0.3688582857279674,353.2660646783188,323,396000478,215
best1bin,SMCO_EVO,Ackley,500,2,-0.3844411689183649,342.3342481255532,323,1219172169,215
best1bin,SMCO,Ackley,500,2,-0.3863880850853616,350.8819488212466,323,1219172169,215
best1bin,SMCO_R,Ackley,500,3,-0.0751475260197627,313.5777903366834,173,593730822,215
best1bin,SMCO_EVO,Ackley,500,1,-0.3732765211560864,370.2856822665781,323,396000478,215
best1bin,SMCO_R_EVO,Ackley,500,2,-0.0752303382440726,353.136388938874,323,1219172169,215
best1bin,SMCO_BR,Ackley,500,1,-0.0797863356462333,373.78352583479136,98,396000478,215
best1bin,SMCO_R,Ackley,500,2,-0.0733090257424931,360.5578917209059,173,1219172169,215
best1bin,GA,Rosenbrock,500,0,-343654.5092599,0.8716832660138607,300,1535894397,215
best1bin,PSO,Rosenbrock,500,0,-22004343.58903291,0.3071910515427589,300,1535894397,215
best1bin,SA,Ackley,500,1,-19.508627027393057,381.0366578884423,300,396000478,215
best1bin,GenSA,Ackley,500,4,-0.0032152149174575,102.086813820526,300,399951215,215
best1bin,SMCO_BR_EVO,Ackley,500,1,-0.0805392854829389,397.15618227794766,173,396000478,215
best1bin,SMCO_BR_EVO,Ackley,500,2,-0.080381527316423,381.7811204409227,173,1219172169,215
best1bin,SMCO_BR,Ackley,500,3,-0.0787934124107256,335.42809067014605,98,593730822,215
best1bin,SMCO_BR,Ackley,500,2,-0.0803326399659671,402.7659606607631,98,1219172169,215
best1bin,SA,Ackley,500,2,-19.521566751795056,403.7689546961337,300,1219172169,215
best1bin,GenSA,Rosenbrock,500,0,-82.99687114766283,78.75956222228706,300,1535894397,215
best1bin,SMCO_EVO,Ackley,500,3,-0.3827368487841807,361.8904699152336,323,593730822,215
best1bin,GA,Rosenbrock,500,1,-398910.3537344983,0.8770133927464485,300,2139530429,215
best1bin,PSO,Rosenbrock,500,1,-19165114.73215924,0.3085608454421162,300,2139530429,215
best1bin,GenSA,Rosenbrock,500,1,-461.17608049827993,66.0666458690539,300,2139530429,215
best1bin,SA,Ackley,500,3,-19.39978923604508,354.71536902617663,300,593730822,215
best1bin,SMCO_R_EVO,Ackley,500,3,-0.074074072329751,379.9836891172454,323,593730822,215
best1bin,SMCO_BR_EVO,Ackley,500,3,-0.0814006825532236,379.5968693457544,173,593730822,215
best1bin,DEoptim,Rastrigin,500,3,-5471.642364615935,740.9618975082412,300,1617388629,215
best1bin,SMCO,Rosenbrock,500,0,-124.10728966116764,157.84388935007155,323,1535894397,215
best1bin,DEoptim,Rastrigin,500,1,-5594.7809230012645,752.6496191155165,300,1677437249,215
best1bin,DEoptim,Rastrigin,500,0,-5696.770327864717,762.2769587086514,300,647279673,215
best1bin,SMCO_R,Rosenbrock,500,0,-11.203925596921763,188.19883737992492,173,1535894397,215
best1bin,GA,Rosenbrock,500,2,-352980.62042015506,1.5291643552482128,300,1881029145,215
best1bin,PSO,Rosenbrock,500,2,-23453837.40325965,0.6075360160320997,300,1881029145,215
best1bin,SMCO_EVO,Rosenbrock,500,0,-125.17024879005234,185.5322729377076,323,1535894397,215
best1bin,SMCO_R_EVO,Rosenbrock,500,0,-10.781349633235113,182.26331469789147,323,1535894397,215
best1bin,SMCO_BR_EVO,Rosenbrock,500,0,-12.571175968613993,179.6528474567458,173,1535894397,215
best1bin,SMCO_BR,Rosenbrock,500,0,-12.642369189950116,199.95962363202125,98,1535894397,215
best1bin,SMCO_BR,Rosenbrock,500,1,-12.903665791158438,162.8016084479168,98,2139530429,215
best1bin,SMCO,Rosenbrock,500,1,-126.96409887568724,194.2093537086621,323,2139530429,215
best1bin,GenSA,Rosenbrock,500,2,-0.33133837807966,65.67772992886603,300,1881029145,215
best1bin,SMCO_R,Rosenbrock,500,1,-11.41866317084057,183.2512289583683,173,2139530429,215
best1bin,SMCO_R_EVO,Rosenbrock,500,1,-11.069469158333892,178.95265525765717,323,2139530429,215
best1bin,SMCO_BR_EVO,Rosenbrock,500,1,-12.892853988444385,164.320864982903,173,2139530429,215
best1bin,PSO,Rosenbrock,500,3,-25376404.741176795,0.6883546635508537,300,982850379,215
best1bin,GA,Rosenbrock,500,3,-374765.6658147375,1.92486921325326,300,982850379,215
best1bin,SMCO_R,Ackley,500,4,-0.0754228861048393,314.6377749396488,173,399951215,215
best1bin,DEoptim,Rastrigin,500,2,-5769.306877039261,823.3156927963719,300,1329870051,215
best1bin,SMCO_EVO,Rosenbrock,500,1,-128.1729099819346,192.97821967117488,323,2139530429,215
best1bin,SMCO_R_EVO,Ackley,500,4,-0.0745232220009168,309.4009314943105,323,399951215,215
best1bin,SMCO_BR,Ackley,500,4,-0.0798750362536293,318.36372614093125,98,399951215,215
best1bin,SMCO_EVO,Ackley,500,4,-0.3753265814338502,319.4934978075325,323,399951215,215
best1bin,SMCO,Ackley,500,4,-0.3837367542273147,368.7358635254204,323,399951215,215
best1bin,SMCO_BR_EVO,Ackley,500,4,-0.0805127697886409,337.90218219254166,173,399951215,215
best1bin,GA,Rosenbrock,500,4,-306757.244476485,0.9050857946276664,300,1569639165,215
best1bin,PSO,Rosenbrock,500,4,-26625975.71406202,0.3252772698178887,300,1569639165,215
best1bin,SMCO,Rosenbrock,500,2,-126.77504401536449,181.44148587808013,323,1881029145,215
best1bin,SMCO_BR,Rosenbrock,500,2,-12.65098965602682,156.40254521369934,98,1881029145,215
best1bin,GenSA,Rosenbrock,500,3,-213.9463573113118,73.40008055604994,300,982850379,215
best1bin,GenSA,Rosenbrock,500,4,-79.78438541806848,62.40399089176208,300,1569639165,215
best1bin,SA,Ackley,500,4,-19.44458472651637,358.8053580047563,300,399951215,215
best1bin,SMCO_BR_EVO,Rosenbrock,500,2,-13.544188336137172,165.0452084550634,173,1881029145,215
best1bin,SMCO_R,Rosenbrock,500,2,-11.063009656815854,193.9585989844054,173,1881029145,215
best1bin,SMCO_R_EVO,Rosenbrock,500,2,-11.497258161096363,177.52659427002072,323,1881029145,215
best1bin,SA,Rosenbrock,500,0,-1355.6540351498045,322.5706251049414,300,1535894397,215
best1bin,GA,Zakharov,500,0,-4306.696653545549,1.6280107581987977,300,1041822632,215
best1bin,SMCO_EVO,Rosenbrock,500,2,-124.77958445734318,210.08996504358947,323,1881029145,215
best1bin,PSO,Zakharov,500,0,-4299819059000.0,0.5690626706928015,300,1041822632,215
best1bin,SMCO_EVO,Rosenbrock,500,3,-125.95879918314692,155.09513367526233,323,982850379,215
best1bin,SMCO,Rosenbrock,500,3,-132.0248332677471,175.44169985689223,323,982850379,215
best1bin,GenSA,Zakharov,500,0,-1.562043926420518,54.02074271067977,300,1041822632,215
best1bin,SMCO_BR_EVO,Rosenbrock,500,3,-12.528547443501225,165.24227800313383,173,982850379,215
best1bin,SMCO_BR,Rosenbrock,500,3,-12.756759792005546,183.6362337609753,98,982850379,215
best1bin,SMCO_R,Rosenbrock,500,3,-10.879028191421105,190.27944628428668,173,982850379,215
best1bin,SA,Rosenbrock,500,1,-1424.434689624759,306.5317174233496,300,2139530429,215
best1bin,SMCO,Rosenbrock,500,4,-128.23691607591618,155.45965171139687,323,1569639165,215
best1bin,SMCO_R_EVO,Rosenbrock,500,3,-11.407057222873313,185.10251406393945,323,982850379,215
best1bin,GA,Zakharov,500,1,-4537.831745321446,1.6279284413903952,300,953425888,215
best1bin,PSO,Zakharov,500,1,-25335.12210091706,0.6181767992675304,300,953425888,215
best1bin,SMCO_BR,Rosenbrock,500,4,-12.16916338411606,161.03601948637515,98,1569639165,215
best1bin,DEoptim,Rastrigin,500,4,-5689.301217391271,797.4522547880188,300,1129626419,215
best1bin,SMCO_BR_EVO,Rosenbrock,500,4,-13.046945240432215,162.7696470292285,173,1569639165,215
best1bin,SMCO_R,Rosenbrock,500,4,-11.308683196454709,180.74408237822357,173,1569639165,215
best1bin,SMCO_EVO,Rosenbrock,500,4,-126.87699860706388,186.2568453075364,323,1569639165,215
best1bin,SMCO_R_EVO,Rosenbrock,500,4,-11.344524044877367,184.25724175199863,323,1569639165,215
best1bin,GenSA,Zakharov,500,1,-0.063986498662645,59.66765083465725,300,953425888,215
best1bin,SA,Rosenbrock,500,2,-3.986623862090832,280.532176184468,300,1881029145,215
best1bin,GA,Zakharov,500,2,-3834.823409344164,0.9591294955462216,300,965576252,215
best1bin,PSO,Zakharov,500,2,-24972.291252934207,0.619354990310967,300,965576252,215
best1bin,SMCO_R_EVO,Zakharov,500,0,-115.505110064791,155.30990656279027,323,1041822632,215
best1bin,SMCO,Zakharov,500,0,-47.98115742750855,190.1851669345051,323,1041822632,215
best1bin,SMCO_R,Zakharov,500,0,-161.47108171394763,187.004130743444,173,1041822632,215
best1bin,GenSA,Zakharov,500,2,-2.048239877138746,60.59183850698173,300,965576252,215
best1bin,SMCO_EVO,Zakharov,500,0,-47.7318264711701,189.8633655961603,323,1041822632,215
best1bin,SMCO_BR_EVO,Zakharov,500,0,-535.0526618628411,173.31220934912562,173,1041822632,215
best1bin,SMCO_BR,Zakharov,500,0,-441.9042734579314,202.75398024078456,98,1041822632,215
best1bin,SA,Rosenbrock,500,3,-1045.9638318171762,283.99036574177444,300,982850379,215
best1bin,SMCO_BR,Zakharov,500,1,-460.9247811696782,158.21465431619436,98,953425888,215
best1bin,GA,Zakharov,500,3,-4423.886936553176,1.6206546379253268,300,971031912,215
best1bin,PSO,Zakharov,500,3,-24971.276376359336,0.5758996810764074,300,971031912,215
best1bin,SMCO,Zakharov,500,1,-49.41094535580167,183.02949322387576,323,953425888,215
best1bin,SA,Rosenbrock,500,4,-962.9455333447364,289.2655153395608,300,1569639165,215
best1bin,GenSA,Zakharov,500,3,-0.0022883133377603,52.92088455799967,300,971031912,215
best1bin,SMCO_BR_EVO,Zakharov,500,1,-460.9148552627722,167.91849323082715,173,953425888,215
best1bin,DEoptim,Ackley,500,1,-13.940767269029845,890.9392657382414,300,396000478,215
best1bin,DEoptim,Ackley,500,0,-13.1214699923048,905.751586323604,300,1827744636,215
best1bin,SMCO,Zakharov,500,2,-73.13568816418557,166.00569464918226,323,965576252,215
best1bin,SMCO_R,Zakharov,500,1,-122.62126827645572,208.84926508646456,173,953425888,215
best1bin,SMCO_R_EVO,Zakharov,500,1,-125.44006343736346,185.2838511988521,323,953425888,215
best1bin,GA,Zakharov,500,4,-4189.090618082891,1.0024053063243628,300,330826423,215
best1bin,PSO,Zakharov,500,4,-25748.69093614201,0.5349609982222319,300,330826423,215
best1bin,SMCO_EVO,Zakharov,500,1,-45.61045630922923,202.4014264754951,323,953425888,215
best1bin,SMCO_BR,Zakharov,500,2,-465.2223940347516,173.67890815995634,98,965576252,215
best1bin,DEoptim,Ackley,500,2,-12.884251707990028,887.2168782036752,300,1219172169,215
best1bin,SMCO_EVO,Zakharov,500,2,-66.53784893262151,165.8768288930878,323,965576252,215
best1bin,SMCO_R_EVO,Zakharov,500,2,-253.83161767821224,176.81329966988417,323,965576252,215
best1bin,SMCO_R,Zakharov,500,2,-136.8189992992491,210.82027636282143,173,965576252,215
best1bin,SMCO,Zakharov,500,3,-47.9951083031388,156.4025915330276,323,971031912,215
best1bin,SMCO_BR_EVO,Zakharov,500,2,-464.66253245423,194.77650944236663,173,965576252,215
best1bin,SMCO_BR,Zakharov,500,3,-444.6627661920328,147.81046263687313,98,971031912,215
best1bin,GenSA,Zakharov,500,4,-0.0024258482765953,62.22165546845645,300,330826423,215
best1bin,SMCO_R,Zakharov,500,3,-130.2333605213138,154.5651181228459,173,971031912,215
best1bin,DEoptim,Ackley,500,3,-12.767929523205597,820.7789407307282,300,593730822,215
best1bin,SA,Zakharov,500,0,-13418.219846929009,301.22550561185926,300,1041822632,215
best1bin,SMCO,Zakharov,500,4,-51.27814746723209,126.09501945320515,323,330826423,215
best1bin,SMCO_BR,Zakharov,500,4,-465.99388830521497,117.64219764247537,98,330826423,215
best1bin,SMCO_EVO,Zakharov,500,3,-47.814933271431855,181.86248723883185,323,971031912,215
best1bin,SMCO_R_EVO,Zakharov,500,3,-172.28112329046658,179.65073780715466,323,971031912,215
best1bin,SA,Zakharov,500,2,-18549.687294834825,233.83491312898693,300,965576252,215
best1bin,SMCO_BR_EVO,Zakharov,500,3,-528.9541122782804,181.62922907620668,173,971031912,215
best1bin,SA,Zakharov,500,1,-13194.194394055385,280.9381001703441,300,953425888,215
best1bin,SMCO_R_EVO,Zakharov,500,4,-289.9607609157702,127.10093622189017,323,330826423,215
best1bin,SMCO_R,Zakharov,500,4,-142.14015503672576,153.64326544757932,173,330826423,215
best1bin,SMCO_BR_EVO,Zakharov,500,4,-1311.2545416054948,135.42644262686372,173,330826423,215
best1bin,SMCO_EVO,Zakharov,500,4,-54.57171174791709,141.2550422847271,323,330826423,215
best1bin,SA,Zakharov,500,3,-16741.72826971465,233.81042737606916,300,971031912,215
best1bin,SA,Zakharov,500,4,-16367.233792477133,178.58155545033514,300,330826423,215
best1bin,DEoptim,Rosenbrock,500,0,-931773.8770957632,739.5078451354057,300,1535894397,215
best1bin,DEoptim,Ackley,500,4,-13.092567946654045,812.3479164252058,300,399951215,215
best1bin,DEoptim,Rosenbrock,500,1,-1094358.8985752142,707.2285501426086,300,2139530429,215
best1bin,DEoptim,Rosenbrock,500,2,-797035.770161235,636.2110129958019,300,1881029145,215
best1bin,DEoptim,Rosenbrock,500,3,-1312567.9423485177,659.4733548108488,300,982850379,215
best1bin,DEoptim,Rosenbrock,500,4,-1107117.7734749962,647.8716693604365,300,1569639165,215
best1bin,DEoptim,Zakharov,500,0,-5727.821748672498,638.9615442045033,300,1041822632,215
best1bin,DEoptim,Zakharov,500,1,-4818.815426777219,613.3860153928399,300,953425888,215
best1bin,DEoptim,Zakharov,500,2,-8965.193674237997,594.8647261140868,300,965576252,215
best1bin,DEoptim,Zakharov,500,3,-2757183.116281884,552.2630444765091,300,971031912,215
best1bin,DEoptim,Zakharov,500,4,-5706.155436531531,559.1644262429327,300,330826423,215
best1bin,PSO,Rastrigin,3000,0,-49938.932372018215,2.731396754272282,300,175140159,215
best1bin,PSO,Ackley,3000,0,-21.103703709840403,2.866949640214443,300,149157482,215
best1bin,PSO,Rastrigin,3000,1,-49172.636382486366,3.0603125635534525,300,689385103,215
best1bin,GA,Rastrigin,3000,0,-32518.317293886936,5.149023873731494,300,175140159,215
best1bin,GA,Rastrigin,3000,1,-32453.82281423277,6.194437596946955,300,689385103,215
best1bin,GA,Ackley,3000,0,-17.267284053001955,6.8145483257249,300,149157482,215
best1bin,PSO,Ackley,3000,1,-21.10608287927938,3.8407876333221793,300,349740754,215
best1bin,GA,Ackley,3000,1,-16.51740234528996,6.669071742333472,300,349740754,215
best1bin,SA,Rastrigin,3000,0,-47043.379737039846,920.8354352228343,300,175140159,215
best1bin,SA,Rastrigin,3000,1,-47137.55585955984,954.9801147608086,300,689385103,215
best1bin,SA,Ackley,3000,0,-21.199314528836958,1263.172099811025,300,149157482,215
best1bin,SA,Ackley,3000,1,-21.240756150158663,1273.5946594960988,300,349740754,215
best1bin,GenSA,Ackley,3000,1,-2.569121011747033,1391.4719986440614,300,349740754,215
best1bin,GenSA,Ackley,3000,0,-2.447984572959243,1421.7605338655412,300,149157482,215
best1bin,GenSA,Rastrigin,3000,0,-33.82860797877947,1535.6090592909604,300,175140159,215
best1bin,GenSA,Rastrigin,3000,1,-21.88909932117167,1674.453300178051,300,689385103,215
best1bin,GA,Rosenbrock,3000,0,-29493380.858880434,5.12388283200562,300,501798520,215
best1bin,PSO,Rosenbrock,3000,0,-308083198.5161722,1.6728992192074656,300,501798520,215
best1bin,SA,Rosenbrock,3000,0,-5238516.744061699,410.2209341842681,300,501798520,215
best1bin,GenSA,Rosenbrock,3000,0,-1690.0014270202469,1175.668200793676,300,501798520,215
best1bin,SMCO,Rosenbrock,3000,0,-688.7845993985138,3487.013722847216,355,501798520,215
best1bin,SMCO_R,Rosenbrock,3000,0,-570.225665833791,3597.625771635212,205,501798520,215
best1bin,SMCO_EVO,Rosenbrock,3000,0,-669.5790386004726,3609.822905904613,355,501798520,215
best1bin,SMCO_BR,Rosenbrock,3000,0,-6656.0107748703485,3675.9624075423926,130,501798520,215
best1bin,SMCO_BR_EVO,Rosenbrock,3000,0,-6803.3742955137,3700.0209646280855,205,501798520,215
best1bin,SMCO_R_EVO,Rosenbrock,3000,0,-68.6384873637045,3814.7067373888567,355,501798520,215
best1bin,SMCO,Rosenbrock,3000,1,-745.2427290124281,3680.337393075228,355,371070064,215
best1bin,GA,Rosenbrock,3000,1,-31287854.472529784,4.228254821151495,300,371070064,215
best1bin,PSO,Rosenbrock,3000,1,-312000807.1663147,2.2061717435717583,300,371070064,215
best1bin,SA,Rosenbrock,3000,1,-5433406.431535232,459.4145526820794,300,371070064,215
best1bin,SMCO_R,Rosenbrock,3000,1,-607.413890594553,3642.6490695578977,205,371070064,215
best1bin,GenSA,Rosenbrock,3000,1,-1338.3468931831126,1146.11411601305,300,371070064,215
best1bin,SMCO_BR,Rosenbrock,3000,1,-6845.015681407013,3740.44739094004,130,371070064,215
best1bin,SMCO_EVO,Rosenbrock,3000,1,-680.304642910147,3070.2902743443847,355,371070064,215
best1bin,SMCO_R_EVO,Rosenbrock,3000,1,-73.67360345086837,3268.465367373079,355,371070064,215
best1bin,SMCO_BR_EVO,Rosenbrock,3000,1,-6929.697593037367,3411.775035755709,205,371070064,215
best1bin,SMCO_R_EVO,Rastrigin,3000,0,-25538.39456259341,8617.198059255257,355,175140159,215
best1bin,SMCO_EVO,Ackley,3000,0,-0.3482271317595438,9819.778898414224,355,149157482,215
best1bin,SMCO_R,Ackley,3000,0,-0.0730434923954885,9837.91826885566,205,149157482,215
best1bin,SMCO_EVO,Ackley,3000,1,-0.3474505688984668,9876.168589361012,355,349740754,215
best1bin,SMCO_EVO,Rastrigin,3000,0,-25605.113959248192,9959.11152133532,355,175140159,215
best1bin,SMCO,Ackley,3000,0,-0.3497655023449089,9973.774694785476,355,149157482,215
best1bin,SMCO_BR,Rastrigin,3000,0,-25633.220452516023,10302.080942770466,130,175140159,215
best1bin,SMCO_R_EVO,Ackley,3000,1,-0.0732661299088204,10348.41844485607,355,349740754,215
best1bin,SMCO_R,Rastrigin,3000,0,-25536.41875507258,10386.30398800131,205,175140159,215
best1bin,SMCO_R_EVO,Rastrigin,3000,1,-25092.386954405996,10419.80464123562,355,689385103,215
best1bin,SMCO,Rastrigin,3000,0,-25604.00474177565,10437.282806228846,355,175140159,215
best1bin,SMCO,Rastrigin,3000,1,-25158.99532635165,10484.63650937099,355,689385103,215
best1bin,SMCO_R,Rastrigin,3000,1,-25093.428283595964,10538.586566789076,205,689385103,215
best1bin,SMCO_EVO,Rastrigin,3000,1,-25160.20508210531,10580.014155905694,355,689385103,215
best1bin,SMCO_BR,Ackley,3000,0,-0.0796485635592216,10612.760013616644,130,149157482,215
best1bin,SMCO_BR,Rastrigin,3000,1,-25190.210572538846,10834.299489742143,130,689385103,215
best1bin,SMCO_BR,Ackley,3000,1,-0.079865361049809,10846.733169366606,130,349740754,215
best1bin,SMCO_BR_EVO,Rastrigin,3000,1,-25184.713038502043,10868.827903694471,205,689385103,215
best1bin,SMCO_BR_EVO,Rastrigin,3000,0,-25636.030158470094,10970.071188980712,205,175140159,215
best1bin,SMCO,Ackley,3000,1,-0.3478607529769886,11517.53414487932,355,349740754,215
best1bin,SMCO_R_EVO,Ackley,3000,0,-0.0735248066472782,11561.92168542929,355,149157482,215
best1bin,SMCO_R,Ackley,3000,1,-0.0738390212419415,11607.39422509633,205,349740754,215
best1bin,SMCO_BR_EVO,Ackley,3000,1,-0.0802070278469391,11861.39826320298,205,349740754,215
best1bin,SMCO_BR_EVO,Ackley,3000,0,-0.0797404683832749,12282.49507481791,205,149157482,215
best1bin,DEoptim,Rastrigin,3000,0,-35788.82699853767,15952.54622205533,300,175140159,215
best1bin,DEoptim,Ackley,3000,1,-18.07401034211194,16265.903504776768,300,349740754,215
