strategy,algo,func,dim,rep,fopt,time,iterations,seed
rand1bin,PSO,Rastrigin,1000,2,-15176.652436491564,0.6748820655047894,300,2050231936
rand1bin,PSO,Rastrigin,1000,1,-15018.173890270653,1.1254129745066166,300,1677437249
rand1bin,PSO,Rastrigin,1000,0,-15233.168492177107,1.2023705635219812,300,647279673
rand1bin,GA,Rastrigin,1000,1,-10226.043432244209,2.6529761850833893,300,1677437249
rand1bin,GA,Rastrigin,1000,0,-10411.79217432694,2.6704947017133236,300,647279673
rand1bin,GA,Rastrigin,1000,2,-10711.958400453317,2.667057614773512,300,2050231936
rand1bin,PSO,Rastrigin,1000,3,-14815.453746086401,1.140625637024641,300,168286050
rand1bin,GA,Rastrigin,1000,3,-10348.536786050927,2.677015570923686,300,168286050
rand1bin,SA,Rastrigin,1000,0,-892.4774171049266,251.50593113340437,300,647279673
rand1bin,GenSA,Rastrigin,1000,3,-5.969754342764645,252.95202344842255,300,168286050
rand1bin,GenSA,Rastrigin,1000,2,-8.954631514641733,263.7761652637273,300,2050231936
rand1bin,SA,Rastrigin,1000,1,-8713.021947673265,291.0727431513369,300,1677437249
rand1bin,GenSA,Rastrigin,1000,1,-7.959672457765919,315.71338703110814,300,1677437249
rand1bin,GenSA,Rastrigin,1000,0,-11.939508685767578,360.89849358052015,300,647279673
rand1bin,SA,Rastrigin,1000,2,-2489.382939972056,492.49063299037516,300,2050231936
rand1bin,SMCO_BR_EVO,Rastrigin,1000,1,-8338.45661429155,512.513011386618,182,1677437249
rand1bin,GA,Rastrigin,1000,4,-10406.177771127795,1.576065320521593,300,2115799321
rand1bin,PSO,Rastrigin,1000,4,-15297.729247216552,0.6702442597597837,300,2115799321
rand1bin,SA,Rastrigin,1000,3,-7404.542241389567,516.9470559563488,300,168286050
rand1bin,SMCO_EVO,Rastrigin,1000,1,-8323.778234320453,567.0732247699052,332,1677437249
rand1bin,SMCO_R_EVO,Rastrigin,1000,2,-8001.346272495337,618.5210532322526,332,2050231936
rand1bin,GenSA,Rastrigin,1000,4,-6.964713401419431,308.14767697639763,300,2115799321
rand1bin,SMCO_BR_EVO,Rastrigin,1000,2,-8031.050791699574,643.480165079236,182,2050231936
rand1bin,SMCO_BR,Rastrigin,1000,1,-8334.856394500212,672.2682436481118,107,1677437249
rand1bin,SMCO_R_EVO,Rastrigin,1000,1,-8299.314083147727,674.7516702413559,332,1677437249
rand1bin,SMCO_BR_EVO,Rastrigin,1000,0,-8322.134007223494,678.1046336144209,182,647279673
rand1bin,SMCO_BR,Rastrigin,1000,2,-8032.439306547067,697.5795356892049,107,2050231936
rand1bin,GA,Ackley,1000,0,-15.724616432633821,2.758875921368599,300,830560250
rand1bin,PSO,Ackley,1000,0,-21.00912750474417,1.4217860512435436,300,830560250
rand1bin,SMCO,Rastrigin,1000,3,-8175.004654667002,757.9357633199543,332,168286050
rand1bin,SMCO_BR,Rastrigin,1000,4,-8240.39249980412,508.044177448377,107,2115799321
rand1bin,SMCO_R_EVO,Rastrigin,1000,4,-8210.472153811075,502.22512386739254,332,2115799321
rand1bin,SMCO_EVO,Rastrigin,1000,3,-8174.181104365865,773.0899512637407,332,168286050
rand1bin,SMCO_R,Rastrigin,1000,3,-8152.168217310934,777.7918084729463,182,168286050
rand1bin,SMCO_BR_EVO,Rastrigin,1000,3,-8181.442096274226,789.7104062642902,182,168286050
rand1bin,SA,Rastrigin,1000,4,-909.3917111830615,438.9217362590134,300,2115799321
rand1bin,SMCO_BR_EVO,Rastrigin,1000,4,-8240.907290257364,511.6467706952244,182,2115799321
rand1bin,SMCO_EVO,Rastrigin,1000,4,-8233.332080803866,572.7209668308496,332,2115799321
rand1bin,SMCO_R,Rastrigin,1000,2,-8002.05060752024,827.1089926213026,182,2050231936
rand1bin,PSO,Ackley,1000,1,-20.917979086846888,1.4954943228513002,300,1364830636
rand1bin,GA,Ackley,1000,1,-15.790355701148739,1.8305823374539614,300,1364830636
rand1bin,SMCO,Rastrigin,1000,1,-8323.68001479518,841.6011868864298,332,1677437249
rand1bin,GenSA,Ackley,1000,0,-0.04039811884644395,175.9755330644548,300,830560250
rand1bin,SMCO_R,Rastrigin,1000,4,-8209.572847235922,874.1319722328335,182,2115799321
rand1bin,SMCO_BR,Rastrigin,1000,0,-8334.103608403948,949.2177053112537,107,647279673
rand1bin,SMCO,Rastrigin,1000,4,-8233.8702910538,948.8909973166883,332,2115799321
rand1bin,SMCO,Rastrigin,1000,0,-8312.099739620551,953.4411498103291,332,647279673
rand1bin,SMCO_R_EVO,Rastrigin,1000,0,-8287.789438042426,959.2641920316964,332,647279673
rand1bin,SMCO_EVO,Rastrigin,1000,2,-8025.528926702678,959.8792585246265,332,2050231936
rand1bin,GA,Ackley,1000,2,-15.850845540011157,3.3710210975259542,300,151735649
rand1bin,PSO,Ackley,1000,2,-20.98597180284147,1.7405574284493923,300,151735649
rand1bin,SMCO_R_EVO,Rastrigin,1000,3,-8149.778398573393,974.4223660957068,332,168286050
rand1bin,SMCO_R,Rastrigin,1000,1,-8299.917444884062,980.8877920098603,182,1677437249
rand1bin,SMCO,Rastrigin,1000,2,-8026.5999983684815,1004.8285996355116,332,2050231936
rand1bin,SMCO_BR,Rastrigin,1000,3,-8188.501599332252,1066.3432166520506,107,168286050
rand1bin,SA,Ackley,1000,0,-19.541257197093874,415.3475568238646,300,830560250
rand1bin,GenSA,Ackley,1000,1,-0.0754065047575172,336.8774408325553,300,1364830636
rand1bin,SMCO_EVO,Rastrigin,1000,0,-8311.311176237088,1181.2482517510653,332,647279673
rand1bin,SA,Ackley,1000,1,-19.958582833433354,382.5753642730415,300,1364830636
rand1bin,SMCO_R,Rastrigin,1000,0,-8287.885542014443,1204.798651251942,182,647279673
rand1bin,GA,Ackley,1000,3,-15.69609751511774,3.3212497029453516,300,987540067
rand1bin,PSO,Ackley,1000,3,-20.89064786376757,1.6907402537763119,300,987540067
rand1bin,GenSA,Ackley,1000,2,-0.0013920901523936102,342.00353678129613,300,151735649
rand1bin,SMCO_BR,Ackley,1000,1,-0.0800593553222062,619.8726550955325,107,1364830636
rand1bin,SA,Ackley,1000,3,-20.29430452157163,280.99438529647887,300,987540067
rand1bin,GenSA,Ackley,1000,3,-0.01978192104755694,339.3761989008635,300,987540067
rand1bin,SMCO,Ackley,1000,0,-0.3765788519298785,971.4639037940651,332,830560250
rand1bin,SMCO_R,Ackley,1000,1,-0.07229287031556142,737.5602450873703,182,1364830636
rand1bin,SMCO_R_EVO,Ackley,1000,1,-0.07319239050700022,729.020147152245,332,1364830636
rand1bin,SMCO_R_EVO,Ackley,1000,2,-0.0715645452141449,678.3850974030793,332,151735649
rand1bin,SA,Ackley,1000,2,-20.069823575317812,662.9278432223946,300,151735649
rand1bin,GA,Ackley,1000,4,-15.748002848929659,3.573888558894396,300,427004738
rand1bin,PSO,Ackley,1000,4,-21.018618887667614,1.8374768178910017,300,427004738
rand1bin,SMCO_EVO,Ackley,1000,0,-0.378572673305396,1009.0343919489533,332,830560250
rand1bin,SMCO_R,Ackley,1000,0,-0.07349067583785329,1120.7144141681492,182,830560250
rand1bin,GenSA,Ackley,1000,4,-0.0009828895931716097,178.9509056918323,300,427004738
rand1bin,SMCO_EVO,Ackley,1000,1,-0.37425449011620815,996.880194503814,332,1364830636
rand1bin,SMCO_BR,Ackley,1000,3,-0.08069520434520472,799.3854251354933,107,987540067
rand1bin,DEoptim,Rastrigin,1000,1,-11851.891185973225,1794.3461951036006,300,1677437249
rand1bin,SMCO,Ackley,1000,1,-0.37343519024138105,1105.3323818594217,332,1364830636
rand1bin,SA,Ackley,1000,4,-20.398100766070545,383.48477043025196,300,427004738
rand1bin,GenSA,Rosenbrock,1000,0,-419.1287634294795,122.05240269377828,300,1212271883
rand1bin,GA,Rosenbrock,1000,0,-2318476.6852462273,1.211933832615614,300,1212271883
rand1bin,PSO,Rosenbrock,1000,0,-75697606.2442618,0.43913607485592365,300,1212271883
rand1bin,SMCO,Ackley,1000,3,-0.3759559544370856,959.634274834767,332,987540067
rand1bin,SMCO_BR_EVO,Ackley,1000,1,-0.07950075811253798,1147.7789450604469,182,1364830636
rand1bin,SMCO_EVO,Rosenbrock,1000,0,-250.07830423210387,279.7438856046647,332,1212271883
rand1bin,SMCO_BR_EVO,Ackley,1000,0,-0.08099426994335746,1321.6782706286758,182,830560250
rand1bin,SMCO_R,Ackley,1000,2,-0.0726973601038563,1155.8236341457814,182,151735649
rand1bin,SMCO_BR,Ackley,1000,0,-0.08095250956354194,1468.9008438289165,107,830560250
rand1bin,SMCO_R_EVO,Rosenbrock,1000,0,-22.795637809260885,281.7853753939271,332,1212271883
rand1bin,SMCO_EVO,Ackley,1000,3,-0.37577452036499936,1061.7824512012303,332,987540067
rand1bin,SMCO_R_EVO,Ackley,1000,0,-0.07356334729424008,1446.4520288519561,332,830560250
rand1bin,GA,Rosenbrock,1000,1,-2062014.3220176776,2.4669092781841755,300,180419722
rand1bin,PSO,Rosenbrock,1000,1,-73320386.54743363,1.007259914651513,300,180419722
rand1bin,SMCO_BR_EVO,Ackley,1000,2,-0.08142208171292298,1136.7944060005248,182,151735649
rand1bin,SMCO_EVO,Ackley,1000,2,-0.37627305878728423,1328.2105921600014,332,151735649
rand1bin,SMCO_R,Ackley,1000,3,-0.0733007716570282,1208.232470843941,182,987540067
rand1bin,SMCO,Rosenbrock,1000,1,-249.15851641021806,280.52345722168684,332,180419722
rand1bin,SA,Rosenbrock,1000,0,-4369.2384238943305,419.89026645570993,300,1212271883
rand1bin,SMCO_BR,Ackley,1000,2,-0.08102367558094814,1398.7143210023642,107,151735649
rand1bin,GenSA,Rosenbrock,1000,1,-425.8622964581296,211.634348616004,300,180419722
rand1bin,SMCO,Ackley,1000,2,-0.37091112137369864,1422.802632305771,332,151735649
rand1bin,SMCO_EVO,Rosenbrock,1000,1,-237.74249231270662,301.7278884835541,332,180419722
rand1bin,GA,Rosenbrock,1000,2,-2545437.924706081,1.2042386010289192,300,633641437
rand1bin,PSO,Rosenbrock,1000,2,-74747307.61247295,0.4421980232000351,300,633641437
rand1bin,SMCO_R,Rosenbrock,1000,0,-21.689890383536813,634.8061182796955,182,1212271883
rand1bin,DEoptim,Rastrigin,1000,2,-11316.49810283032,2306.707518192008,300,2050231936
