strategy,dim_groups,algo,func,dim,rep,fopt,time,iterations,seed
rand1bin,1,SMCO_EVO,Rastrigin,1000,0,-8100.247472905403,755.4098457805812,332,1992977623
rand1bin,8,SMCO_R_EVO,Rastrigin,1000,0,-8077.087429620278,756.7764131193981,332,1992977623
rand1bin,8,SMCO_BR_EVO,Rastrigin,1000,0,-8106.799270392402,759.3250196510926,182,1992977623
best1bin,2,SMCO_EVO,Rastrigin,1000,0,-8100.251142561237,759.9215613650158,332,1992977623
rand1bin,4,SMCO_EVO,Rastrigin,1000,0,-8099.875072379866,765.9226156380028,332,1992977623
rand1bin,4,SMCO_BR_EVO,Rastrigin,1000,0,-8108.685481077289,775.2455988246948,182,1992977623
rand1bin,4,SMCO_R_EVO,Rastrigin,1000,0,-8076.0542950529925,778.1668477533385,332,1992977623
best1bin,1,SMCO_EVO,Rastrigin,1000,0,-8100.1991945229565,893.148185309954,332,1992977623
rand1bin,2,SMCO_BR_EVO,Rastrigin,1000,0,-8110.388838057254,900.1802900852636,182,1992977623
rand1bin,2,SMCO_EVO,Rastrigin,1000,0,-8100.366426411087,909.7923395112157,332,1992977623
best1bin,1,SMCO_BR_EVO,Rastrigin,1000,0,-8114.148791232095,914.6891700504348,182,1992977623
best1bin,1,SMCO_R_EVO,Rastrigin,1000,0,-8077.193046439217,916.3177348468453,332,1992977623
rand1bin,2,SMCO_R_EVO,Rastrigin,1000,0,-8076.761428138579,918.6102980989963,332,1992977623
best1bin,2,SMCO_R_EVO,Rastrigin,1000,0,-8076.507096853052,918.631814151071,332,1992977623
rand1bin,1,SMCO_R_EVO,Rastrigin,1000,0,-8077.196048066335,918.7529123891145,332,1992977623
rand1bin,8,SMCO_EVO,Rastrigin,1000,0,-8100.145600372597,921.9461660273373,332,1992977623
best1bin,2,SMCO_BR_EVO,Rastrigin,1000,0,-8102.446005417894,928.2448335653171,182,1992977623
rand1bin,1,SMCO_BR_EVO,Rastrigin,1000,0,-8110.471836096436,954.4464291995391,182,1992977623
best1bin,8,SMCO_EVO,Rastrigin,1000,0,-8099.534519190022,844.6957014147192,332,1992977623
rand1bin,1,SMCO_EVO,Rastrigin,1000,1,-8027.848604429964,829.3501775283366,332,802871722
best1bin,4,SMCO_R_EVO,Rastrigin,1000,0,-8076.996304810281,851.4544708691537,332,1992977623
best1bin,4,SMCO_EVO,Rastrigin,1000,0,-8099.314423422535,856.2673546727747,332,1992977623
best1bin,8,SMCO_R_EVO,Rastrigin,1000,0,-8076.928367369899,853.5871453545988,332,1992977623
best1bin,4,SMCO_BR_EVO,Rastrigin,1000,0,-8106.021280446334,885.0005029616877,182,1992977623
best1bin,8,SMCO_BR_EVO,Rastrigin,1000,0,-8106.987402915254,888.3440945437178,182,1992977623
rand1bin,1,SMCO_R_EVO,Rastrigin,1000,1,-8004.497138120034,826.3865375779569,332,802871722
rand1bin,2,SMCO_R_EVO,Rastrigin,1000,1,-8004.489605781588,810.9321789564565,332,802871722
rand1bin,4,SMCO_EVO,Rastrigin,1000,1,-8028.618042021714,813.5179507154971,332,802871722
rand1bin,2,SMCO_EVO,Rastrigin,1000,1,-8028.919137526762,838.1399025144055,332,802871722
rand1bin,8,SMCO_EVO,Rastrigin,1000,1,-8026.605305396641,829.4164373669773,332,802871722
rand1bin,4,SMCO_R_EVO,Rastrigin,1000,1,-8005.064440151165,843.7503864327446,332,802871722
rand1bin,2,SMCO_BR_EVO,Rastrigin,1000,1,-8039.074840499662,846.7808840991929,182,802871722
rand1bin,4,SMCO_BR_EVO,Rastrigin,1000,1,-8040.771374004858,864.2943850532174,182,802871722
rand1bin,8,SMCO_R_EVO,Rastrigin,1000,1,-8003.292921239645,860.4057038752362,332,802871722
rand1bin,1,SMCO_BR_EVO,Rastrigin,1000,1,-8037.141416676658,894.3355192355812,182,802871722
rand1bin,8,SMCO_BR_EVO,Rastrigin,1000,1,-8039.237765240413,886.7979973601177,182,802871722
best1bin,2,SMCO_EVO,Rastrigin,1000,1,-8027.591768023454,838.8650544015691,332,802871722
best1bin,1,SMCO_EVO,Rastrigin,1000,1,-8027.818050894871,846.1370077542961,332,802871722
best1bin,1,SMCO_R_EVO,Rastrigin,1000,1,-8003.832976183633,859.4361089849845,332,802871722
best1bin,2,SMCO_R_EVO,Rastrigin,1000,1,-8004.947688382111,852.7249074010178,332,802871722
best1bin,1,SMCO_BR_EVO,Rastrigin,1000,1,-8046.990473385887,888.6172057799995,182,802871722
best1bin,2,SMCO_BR_EVO,Rastrigin,1000,1,-8037.881538820837,856.3876006808132,182,802871722
best1bin,4,SMCO_EVO,Rastrigin,1000,1,-8028.222721233846,839.3427705457434,332,802871722
best1bin,8,SMCO_EVO,Rastrigin,1000,1,-8027.292203048385,815.1752984449267,332,802871722
